都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
茨城県,"土浦市,下妻市,水海道市,阿見町,牛久市,新治村,豊里町,筑波町,大穂町,八千代町,三和町,",地盤変動調査,水準,1級,454.0km,茨城県助言611204C0212,東日本航空(株),"61.12.01,62.02.28",611693
茨城県,"土浦市,",地盤変動調査,水準,1級,70.0km,茨城県土浦市助言620126C0266,東日本航空(株),"61.12.04,62.03.25",611877
茨城県,"下館市,協和町,",道路計画,"水準,路線","3級,,","4.4km,4.4km",常陸工事事務所助言620116C0254,(株)パスコ,"61.11.05,62.01.31",
茨城県,"水戸市,",道路計画,路線,,2.0km,常陸工事事務所助言611020C0170,(株)コウノ測量設計事務所,"61.10.06,61.11.07",
茨城県,"伊奈町,谷和原村,守谷町,",鉄道計画,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","15.0KM2,22.0KM2,1.7KM2,18.8KM2",日本国有鉄道東京第一工事局助言611015C0164,東日本航空(株),"61.10.06,62.01.19",611305*
茨城県,"神栖町,",下水道台帳,"撮影,写測図化","4000,,500","4.5KM2,1.4KM2",茨城県神栖町助言620331C0305,国際航業(株),"62.02.14,62.05.29",
茨城県,"江戸崎町,美浦村,新利根村,",都市計画,"撮影,撮影,写測図化,写測図化","30000,,12500,,10000,,2500","337.9KM2,181.3KM2,337.9KM2,181.3KM2",茨城県助言620212C0277,(株)八州,"62.01.17,62.03.15",612029
茨城県,"水戸市,",都市計画,"撮影,写測図化","8000,,1000","4.0KM2,0.6KM2",茨城県水戸市助言610725C0108,(株)写測,"61.06.03,61.10.26",
茨城県,"下妻市,",都市計画,"撮影,写測図化","12500,,2500","61.6KM2,61.6KM2",茨城県下妻市助言620305C0291,(株)写測,"61.12.19,62.07.31",612015
茨城県,"千代田村,",都市計画,"撮影,写測図化","12500,,2500","49.3KM2,49.3KM2",茨城県千代田村助言610605C0037,(株)パスコ,"61.05.19,62.03.31",610383
茨城県,"鉾田町,",都市計画,"撮影,撮影,写測図化,写測図化","30000,,12500,,10000,,2500","106.7KM2,15.0KM2,106.7KM2,15.0KM2",茨城県鉾田町助言610723C0093,(株)パスコ,"61.07.01,62.03.31",610892
茨城県,"豊里町,",土地改良,"撮影,写測図化","8000,,1000","18.4KM2,1.9KM2",茨城県霞ケ浦用水事業推進事務所助言620116C0256,(株)パスコ,"61.11.13,62.03.10",
茨城県,"龍ケ崎市,藤代町,",河川管理,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","23.1KM2,23.1KM2,3.8KM2,7.2KM2",利根川下流工事事務所助言610801C0112,アジア航測(株),"61.07.01,61.12.15",610834
茨城県,"古河市,総和町,五霞村,境町,",河川計画,"撮影,写測図化","15000,,2500","140.0KM2,6.0KM2",利根川上流工事事務所助言620116C0250,アジア航測(株),"61.12.16,62.03.25",611849*
茨城県,"下館市,結城市,下妻市,関城町,八千代町,",河川計画,"撮影,写測図化","12500,,2500","28.9KM2,28.9KM2",下館工事事務所助言610707C0076,第一航業(株),"61.06.13,61.09.30",
茨城県,"水戸市,",道路台帳,"撮影,写測図化","4000,,500","31.3KM2,6.7KM2",茨城県水戸市助言610813C0120,"第一航業(株),共同測量(株),昭和測量(株)","61.07.17,62.01.23",610899
茨城県,"水戸市,下館市,",道路計画,"撮影,写測図化","8000,,1000","0.6KM2,0.6KM2",常陸工事事務所助言611121C0206,第一航業(株),"61.11.11,61.12.02",
茨城県,"那珂湊市,勝田市,",都市計画,"撮影,写測図化,編集,編集,編集","3000,,500,,1000,,2500,,5000","4.5KM2,4.5KM2,4.5KM2,4.5KM2,4.5KM2",茨城県助言610819C0125,(株)ミカミ,"61.07.19,61.12.15",610904
茨城県,"那珂町,",都市計画,"撮影,撮影,写測修正,写測修正","12500,,30000,,2500,,10000","22.5KM2,82.7KM2,22.5KM2,82.7KM2",茨城県那珂町助言610707C0069,三和航測(株),"61.06.09,61.11.06",610604
茨城県,"水海道市,",畑地基盤整備計画,"撮影,写測図化","8000,,1000","2.7KM2,2.7KM2",茨城県霞ケ浦用水事業推進事務所助言611226C0242,三和航測(株),"61.11.13,62.03.10",
茨城県,"水戸市,古河市,勝田市,那珂町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","10.0KM2,4.7KM2,1.1KM2,0.2KM2",茨城県助言611030C0186,(社)茨城県建設コンサルタント,"61.10.30,62.03.15",
茨城県,"美浦村,",道路台帳,"撮影,写測図化","8000,,1000","33.9KM2,30.3KM2",茨城県美浦村助言610724C0104,朝日航洋(株),"61.07.24,62.12.20",610765
茨城県,"守谷町,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","60.0KM2,35.7KM2,35.7KM2",茨城県守谷町助言620123C0265,朝日航洋(株),"62.01.19,62.03.31",611889
茨城県,"勝田市,",港湾計画,"撮影,写測図化","8000,,1000","10.8KM2,0.7KM2",茨城県三浜港湾事務所助言62013●0269,朝日航洋(株),"61.11.29,62.03.15",611900
茨城県,"茎崎町,谷田部町,伊奈町,豊里町,",都市計画,"撮影,写測修正","12500,,2500","97.8KM2,36.3KM2",茨城県助言620305C0287,朝日航洋(株),"62.02.10,62.03.15",612014
茨城県,"石岡市,千代田村,",道路計画,"写測図化,編集","1000,,1000","0.8KM2,0.8KM2",常陸工事事務所助言610929C0151,国際航業(株),"61.09.20,61.11.25",
茨城県,"桜川村,",農地開発,写測図化,2500,6.3KM2,茨城県桜川村助言610605C0038,(株)パスコ,"61.05.19,61.06.14",610384
茨城県,"牛久市,",下水道計画,写測図化,500,0.8KM2,茨城県牛久市助言620116C0248,(株)パスコ,"61.11.17,62.03.18",
茨城県,"波崎町,",土地改良,写測図化,1000,5.0KM2,茨城県鉾田土地改良事務所助言620116C0255,(株)パスコ,"61.12.05,62.03.10",611854
茨城県,"水戸市,",導水路計画,写測図化,1000,0.8KM2,霞ケ浦導水工事事務所助言610724C0100,アジア航測(株),"61.07.01,61.10.19",
茨城県,"岩瀬町,協和町,",道路計画,"写測図化,編集","1000,,2500","0.8KM2,3.3KM2",常陸工事事務所助言611218C0227,アジア航測(株),"61.12.11,62.03.11",
茨城県,"協和町,",都市計画,写測図化,2500,21.6KM2,茨城県協和町助言620305C0288,アジア航測(株),"62.01.21,62.03.31",612011
茨城県,"茨城町,小川町,美野里町,岩間町,鉾田町,八郷町,",河川計画,写測図化,2500,9.3KM2,茨城県助言610718C0094,第一航業(株),"61.06.21,61.11.17",
茨城県,"岩間町,",都市計画,"写測図化,編集","2500,,10000","36.3KM2,36.3KM2",茨城県岩間町助言620130C0270,第一航業(株),"62.01.13,62.03.31",611901
茨城県,"筑波町,",土地改良,写測図化,1000,1.5KM2,茨城県土浦土地改良事務所助言611218C0220,三和航測(株),"61.11.21,62.03.14",
茨城県,"土浦市,",都市計画,"写測図化,編集,編集,編集","2500,,5000,,10000,,20000","64.0KM2,17.8KM2,82.0KM2,82.0KM2",茨城県土浦市助言610624C0057,朝日航洋(株),"60.10.09,62.03.20",610516
茨城県,"水戸市,",都市計画,写測図化,2500,77.0KM2,茨城県水戸市助言611031C0185,朝日航洋(株),"61.09.05,62.03.15",611498
茨城県,"大宮町,",土地改良,写測図化,1000,3.0KM2,茨城県常陸太田土地改良事務所助言611226C0241,北関東航測,"61.12.11,62.03.10",
茨城県,"鹿島町,",都市計画,写測修正,2500,59.2KM2,茨城県鹿島町助言610523C0025,東日本航空(株),"61.04.25,61.10.07",610270
茨城県,"岩井市,",都市計画,写測修正,2500,19.5KM2,茨城県岩井市助言611030C0184,セントラル航空測量(株),"61.10.10,61.12.27",611497
茨城県,"関城町,",都市計画,"編集,編集","2500,,10000","34.9KM2,34.9KM2",茨城県関城町助言610624C0054,第一航業(株),"61.04.18,61.08.20",
茨城県,"新治村,",都市計画,"編集,編集","2500,,10000","34.2KM2,34.2KM2",茨城県新治村助言611219C0236,第一航業(株),"61.12.11,62.03.25",
栃木県,"黒磯市,塩原町,",国有林境界調査,"基準点,路線","3級,,","4point,10.0km",農林水産省前橋営林局助言610520C0019,群馬測量(株),"61.05.12,61.10.31",
栃木県,"黒磯市,",土地区画整理,"基準点,水準,平板","3級,,3級,,500","15point,3.2km,0.5KM2",栃木県黒磯市助言611015C0165,"那須測量(株),共英測量(株),(株)総合設計センター","61.10.20,62.03.15",
栃木県,"黒磯市,",土地区画整理,"基準点,水準,平板","3級,,3級,,500","15point,4.5km,0.5KM2",栃木県黒磯市助言611015C0166,"日研測量(株),東関測量(有),三省測量(有)","61.10.20,62.03.15",
栃木県,"宇都宮市,足利市,佐野市,小山市,真岡市,上三川町,南河内町,二宮町,石橋町,国分寺町,野木町,大平町,藤岡町,岩舟町,",地盤変動調査,水準,1級,417.0km,栃木県助言611121C0203,国際航業(株),"61.10.23,62.03.20",611597
栃木県,"矢板市,",管内図作成,"撮影,写測修正","30000,,10000","169.9KM2,69.5KM2",栃木県矢板市助言610520C0021,東日本航空(株),"61.04.24,61.07.31",610266
栃木県,"都賀町,",ほ場整備,"撮影,写測図化","8000,,1000","14.0KM2,12.4KM2",栃木県都賀町助言611112C0198,国際航業(株),"61.10.13,62.03.10",611575
栃木県,"宇都宮市,",都市計画,"撮影,写測修正","12500,,2500","140.0KM2,140.0KM2",栃木県宇都宮市助言610707C0068,(株)パスコ,"61.05.19,62.02.28",610603
栃木県,"宇都宮市,足利市,真岡市,芳賀町,壬生町,氏家町,高根沢町,",都市計画,"撮影,写測図化","12500,,2500","84.0KM2,54.0KM2",栃木県助言620116C0249,(株)パスコ,"61.11.05,62.02.02",611848
栃木県,"鹿沼市,日光市,今市市,足尾町,栗山村,藤原町,塩谷町,",森林計画,撮影,16000,408.0KM2,栃木県助言610624C0056,アジア航測(株),"61.05.14,61.07.31",610515
栃木県,"宇都宮市,小山市,真岡市,上三川町,南河内町,二宮町,",河川計画,"撮影,写測図化","12500,,2500","28.9KM2,28.9KM2",下館工事事務所助言610707C0076,第一航業(株),"61.06.13,61.09.30",
栃木県,"黒羽町,",河川管理,"撮影,写測図化","8000,,1000","14.2KM2,1.2KM2",栃木県土木部助言611216C0216,日光測量(株),"61.11.15,62.03.25",611738
栃木県,"田沼町,",河川管理,"撮影,写測図化","8000,,1000","14.2KM2,1.2KM2",栃木県土木部助言611216C0217,日光測量(株),"61.11.15,62.03.25",611739
栃木県,"鹿沼市,日光市,今市市,西方村,粟野町,足尾町,田沼町,葛生町,",森林調査,撮影,20000,600.0KM2,関東信越国税局助言611105C0190,セントラル航業(株),"61.10.20,61.12.01",611591
栃木県,"栃木市,",駅高架計画,"撮影,写測図化","8000,,1000","9.0KM2,1.4KM2",栃木県栃木市助言610618C0047,朝日航洋(株),"61.05.26,61.07.30",610475
栃木県,"栗山村,藤原町,",砂防計画,空三,,141M,日光砂防工事事務所助言611112C0197,(株)パスコ,"61.10.30,62.01.27",
栃木県,"今市市,",下水道計画,"空三,写測図化,写測修正,編集,編集","4000,,500,,5000,,10000,,25000","56M,0.5KM2,243.9KM2,243.9KM2,243.9KM2",栃木県今市市助言610930C0152,アジア航測(株),"61.10.01,61.12.25",611220
栃木県,"日光市,",道路台帳,写測図化,1000,13.1KM2,栃木県日光市助言610424C0007,国際航業(株),"60.11.25,62.01.31",610114
栃木県,"今市市,",道路計画,写測図化,1000,2.0KM2,栃木県今市市助言620122C0262,アジア航測(株),"62.01.22,62.03.10",
栃木県,"栃木市,鹿沼市,日光市,黒磯市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","1400.6KM2,930.8KM2,2653.0KM2",郵政省関東郵政局助言610424C0008,直営,"61.05.20,62.03.25",
群馬県,"館林市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","9point,41.0km,0.8KM2",群馬県館林市助言611030C0179,関東測量(株),"61.10.20,62.01.31",
群馬県,"前橋市,",土地区画整理,"基準点,平板","3級,,500","14point,0.7KM2",群馬県前橋市助言610627C0067,両毛測量(株),"61.06.09,61.09.04",
群馬県,"境町,",土地区画整理,"基準点,平板","3級,,1000","25point,0.2KM2",群馬県境町助言610523C0028,都市設計(株),"61.04.20,61.12.25",
群馬県,"草津町,",国有林管理,基準点,4級,2point,前橋営林局助言611112C0193,(財)林業土木コンサルタンツ,"61.11.10,61.12.25",
群馬県,"下仁田町,",国有林管理,基準点,4級,3point,前橋営林局助言620108C0237,(財)林業土木コンサルタンツ,"61.12.25,62.01.31",
群馬県,"草津町,",国有林管理,基準点,4級,2point,前橋営林局助言611105C0189,群馬測量(株),"61.10.30,61.11.30",
群馬県,"松井田町,",国有林管理,基準点,4級,7point,前橋営林局助言620305C0290,三陽測量(株),"62.02.27,62.03.30",
群馬県,"草津町,",国有林管理,基準点,4級,15point,前橋営林局助言610819C0123,(財)林野弘済会,"61.08.25,61.10.31",
群馬県,"太田市,館林市,尾島町,新田町,板倉町,明和村,千代田町,大泉町,邑楽町,",地盤変動調査,水準,1級,217.0km,群馬県助言611204C0211,東日本航空(株),"61.11.01,62.03.31",611692
群馬県,"吾妻町,長野原町,嬬恋村,草津町,六合村,",ダム計画,"水準,水準,撮影,撮影,写測図化,写測図化","1級,,簡級,,12500,,8000,,2500,,1000","39.0km,51.0km,290.0KM2,82.0KM2,160.0KM2,60.0KM2",八ツ場ダム工事事務所助言610424C0006,第一航業(株),"61.04.18,62.03.31",610113
群馬県,"沼田市,白沢村,利根村,片品村,川場村,月夜野町,水上町,新治村,昭和村,",道路台帳,"撮影,写測図化","4000,,500","178.0KM2,9.5KM2",群馬県沼田土木事務所助言610523C0032,"東日本航空(株),(株)小出測量設計事務所,(株)測設,田中測量設計(株),(株)富士測量設計事務所,都市計画測量(株)","61.05.20,62.06.30",
群馬県,"桐生市,太田市,新里村,黒保根村,東村,赤堀村,新田町,笠懸村,大間々町,",道路台帳,"撮影,写測図化","4000,,500","6.9KM2,6.9KM2",群馬県桐生土木事務所助言610919C0145,"国際航業(株),(株)外所測量設計事務所,(株)桜井測量設計事務所,協和測量設計(株),(有)ダイア測設,フジ測量設計(株)","61.05.06,62.06.30",
群馬県,"太田市,",道路台帳,"撮影,写測図化","4000,,500","0.8KM2,0.5KM2",群馬県太田市助言610624C0051,(株)パスコ,"61.05.28,61.12.31",
群馬県,"前橋市,渋川市,吉岡村,",道路計画,"撮影,写測図化","8000,,1000","13.8KM2,1.8KM2",高崎工事事務所助言610908C0136,アジア航測(株),"61.09.08,61.12.16",611112
群馬県,"太田市,尾島町,板倉町,明和村,千代田町,大泉町,",河川計画,"撮影,写測図化","15000,,2500","140.0KM2,6.0KM2",利根川上流工事事務所助言620116C0250,アジア航測(株),"61.12.16,62.03.25",611849*
群馬県,"玉村町,",都市計画,撮影,12500,25.5KM2,群馬県玉村町助言620116C0251,アジア航測(株),"61.12.26,62.02.15",611850
群馬県,"高崎市,藤岡市,富岡市,安中市,新町,鬼石町,吉井町,万場町,中里村,上野村,下仁田町,甘楽町,",道路台帳,"撮影,写測図化","4000,,500","161.2KM2,8.8KM2",群馬県藤岡土木事務所助言610618C0048,"関東測量(株),(有)大武測量,開発技術(株),(株)加藤測量設計,(株)前橋測量","61.04.24,62.06.30",
群馬県,"万場町,",道路台帳,"撮影,写測図化","8000,,1000","62.1KM2,5.7KM2",群馬県万場町助言620305C0271,関東測量(株),"62.01.16,62.10.31",612017
群馬県,"小野上村,伊香保町,中之条町,東村,吾妻町,長野原町,嬬恋村,草津町,六合村,新治村,",道路台帳,"撮影,写測図化","4000,,500","5.8KM2,8.2KM2",群馬県中之条土木事務所助言610523C0030,"技研測量設計(株),(株)オウギ工設,三山測量設計(株),三共測量(株),(株)測研","61.04.24,62.06.30",
群馬県,"高崎市,伊勢崎市,太田市,新里村,赤堀村,東村,境町,玉村町,尾島町,新田町,藪塚本町,",道路台帳,"撮影,写測図化","4000,,500","53.8KM2,6.8KM2",群馬県伊勢崎土木事務所助言610603C0033,"セントラル航業(株),両毛測量(株),東亜測量設計(株),(株)黒岩測量設計事務所,プロファ設計(株),福島測量設計(株)","61.05.06,62.06.30",
群馬県,"前橋市,高崎市,安中市,赤城村,富士見村,大胡町,宮城村,粕川村,黒保根村,榛名町,群馬町,子持村,榛東村,",道路台帳,"撮影,写測図化","4000,,500","173.0KM2,8.7KM2",群馬県高崎土木事務所助言610605C0040,朝日航洋(株),"61.05.28,61.12.25",
群馬県,"大胡町,",総合計画,"カラー撮影,写測図化,編集","12500,,2500,,10000","49.4KM2,19.7KM2,19.7KM2",群馬県大胡町助言611008C0158,アジア航測(株),"61.10.13,62.03.20",611257
群馬県,"安中市,榛名町,倉渕村,松井田町,",鉄道計画,"空三,写測図化","4000,,500","21M,2.0KM2",日本鉄道建設公団関東支社助言611020C0174,"(株)パスコ,東日本航空(株),国際航業(株)","61.10.17,62.02.28",
群馬県,"高崎市,",鉄道計画,"空三,写測図化",",,500","15M,0.7KM2",日本鉄道建設公団関東支社助言611210C0213,(株)パスコ,"61.12.18,62.03.31",
群馬県,"高崎市,榛名町,箕郷町,",鉄道計画,"空三,写測図化",",,500","12M,0.8KM2",日本鉄道建設公団関東支社助言611121C0208,アジア航測(株),"61.11.29,62.03.31",
群馬県,"月夜野町,",都市計画,"写測図化,編集","2500,,10000","70.8KM2,70.8KM2",群馬県月夜野町助言610624C0058,国際航業(株),"61.06.01,61.11.30",610517
群馬県,"富岡市,安中市,妙義町,下仁田町,南牧村,甘楽町,松井田町,",道路台帳,"写測修正,撮影","500,,4000","10.6KM2,175.0KM2",群馬県富岡土木事務所助言610523C0027,"アジア航測(株),(株)高崎測量,(有)富岡測量設計事務所,伊藤測量(株),(株)上毛測量設計事務所,(株)小和瀬測量事務所","61.05.23,62.06.30",
群馬県,"群馬町,",都市計画,"編集,編集,編集","2500,,5000,,10000","21.8KM2,21.8KM2,21.8KM2",群馬県群馬町助言610421C0005,セントラル航空測量(株),"61.02.02,61.05.20",
群馬県,"高崎市,安中市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","1400.6KM2,930.8KM2,2653.0KM2",郵政省関東郵政局助言610424C0008,直営,"61.05.20,62.03.25",
埼玉県,"吹上町,",道路台帳,"基準点,基準点,基準点,平板,撮影,写測図化","1級,,3級,,4級,,500,,8000,,1000","22point,620point,4100point,15.0KM2,15.0KM2,15.0KM2",埼玉県吹上町助言610724C0092,"昭和測量工業(株),国際航業(株),(株)パスコ","61.06.23,62.02.10",610763
埼玉県,"吉川町,",土地区画整理,"基準点,基準点,基準点,基準点,平板","1級,,2級,,3級,,4級,,500","1point,8point,93point,312point,1.9KM2",埼玉県吉川町助言620325C0300,昭和測量工業(株),"61.03.15,64.03.20",
埼玉県,"玉川村,",道路台帳,"基準点,撮影,写測図化","1級,,4000,,500","10point,28.4KM2,5.5KM2",埼玉県玉川村助言610627C0064,(株)写測,"61.06.16,62.12.20",610588
埼玉県,"三郷市,",道路台帳,"基準点,基準点,水準,平板","3級,,4級,,3級,,500","637point,1899point,161.2km,8.3KM2",埼玉県三郷市助言610707C0073,"国際航業(株),大洋画地測量(株),昭和測量工業(株),(株)写測,(株)パスコ,朝日航洋(株)","61.04.25,62.07.31",
埼玉県,"与野市,",道路台帳,"基準点,基準点,水準,平板","3級,,4級,,3級,,500","60point,340point,26.0km,0.2KM2",埼玉県与野市助言610714C0078,国際航業(株),"61.05.16,62.02.28",
埼玉県,"上尾市,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","5point,60point,1.1KM2",埼玉県上尾市助言611030C0182,国際航業(株),"61.08.18,62.01.31",
埼玉県,"吉川町,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","130point,410point,0.9KM2",埼玉県吉川町助言610828C0129,昭和測量工業(株),"61.08.15,62.03.20",
埼玉県,"日高町,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","10point,11point,1.4KM2",埼玉県日高町助言610723C0090,"関東工営(株),平和測量(株)","61.06.30,61.12.25",
埼玉県,"熊谷市,",道路台帳,"基準点,平板","4級,,500","150point,20.7KM2",埼玉県熊谷市助言620126C0267,昭和測量工業(株),"62.01.19,62.03.25",
埼玉県,"和光市,",道路計画,"基準点,平板,平板","簡級,,200,,1000","0.1KM2,0.1KM2,0.1KM2",日本道路公団東京第一建設局川口工事事務所助言610819C0126,(株)八州,"61.08.18,61.12.02",
埼玉県,"川越市,熊谷市,川口市,浦和市,大宮市,行田市,所沢市,飯能市,加須市,本庄市,東松山市,岩槻市,春日部市,狭山市,羽生市,鴻巣市,深谷市,上尾市,与野市,草加市,",地盤変動調査,水準,1級,1555.0km,埼玉県助言611121C0202,朝日航洋(株),"61.11.12,62.03.15",611596
埼玉県,"川越市,熊谷市,川口市,浦和市,行田市,秩父市,飯能市,東松山市,上尾市,久喜市,富士見市,上福岡市,蓮田市,伊奈町,越生町,児玉町,寄居町,白岡町,菖蒲町,鷲宮町,",道路台帳,"水準,空三","簡級,,4000","311.1km,813M",埼玉県助言610624C0052,アジア航測(株),"61.05.17,61.07.31",
埼玉県,"熊谷市,",土地区画整理,平板,500,0.4KM2,埼玉県熊谷市助言611112C0199,昭和測量工業(株),"61.07.01,61.11.30",
埼玉県,"吉川町,",道路台帳,平板,500,31.0KM2,埼玉県吉川町助言610603C0036,(株)パスコ,"61.05.26,64.03.31",610382
埼玉県,"大井町,",道路台帳,"平板,平板・修正","500,,500","0.8KM2,0.4KM2",埼玉県大井町助言610605C0041,(株)埼玉中央測量,"61.06.01,62.02.14",
埼玉県,"飯能市,狭山市,入間市,鶴ヶ島町,日高町,",道路計画,縦横断,,14.2km,日本道路公団東京第二建設局川越工事事務所助言620108C0239,"(株)八州,アジア航測(株),(株)地計社,原土木設計工事事務所","61.12.20,62.12.31",
埼玉県,"川口市,浦和市,",道路計画,縦横断,,5.2km,日本道路公団東京第一建設局川口工事事務所助言610919C0146,(株)サンライズ,"61.09.20,61.12.07",
埼玉県,"三郷市,",都市計画,"撮影,写測修正","12500,,2500","30.4KM2,30.4KM2",埼玉県三郷市助言610707C0072,国際航業(株),"61.05.26,61.10.31",610607
埼玉県,"吉川町,",都市計画,"撮影,写測修正","12500,,2500","31.0KM2,31.0KM2",埼玉県吉川町助言610715C0088,国際航業(株),"61.05.16,61.08.30",610715
埼玉県,"草加市,",都市計画,"撮影,写測修正","12500,,2500","27.6KM2,27.6KM2",埼玉県草加市助言611020C0173,国際航業(株),"61.09.22,62.03.23",611422
埼玉県,"川本町,",道路台帳,"撮影,写測図化","8000,,1000","14.7KM2,9.1KM2",埼玉県川本町助言610404C0001,昭和測量工業(株),"61.03.03,62.02.28",610003
埼玉県,"所沢市,",都市計画,"撮影,写測修正","12500,,2500","71.8KM2,71.8KM2",埼玉県所沢市助言610801C0113,(株)八州,"61.07.30,62.02.10",610835
埼玉県,"幸手町,",都市計画,"撮影,写測図化","12500,,2500","35.8KM2,35.8KM2",埼玉県幸手町助言610627C0062,(株)パスコ,"61.06.16,61.09.30",610586
埼玉県,"宮代町,",都市計画,"撮影,撮影,写測図化","4000,,12500,,2500","16.3KM2,16.3KM2,16.3KM2",埼玉県宮代町助言610627C0063,(株)パスコ,"61.06.14,62.02.28",610587
埼玉県,"日高町,",道路台帳,"撮影,写測図化","8000,,1000","35.0KM2,4.8KM2",埼玉県日高町助言610714C0080,(株)パスコ,"61.06.30,62.01.25",610693
埼玉県,"大利根町,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","24.7KM2,24.7KM2,24.7KM2",埼玉県大利根町助言611218C0221,(株)パスコ,"61.11.07,62.03.08",611786
埼玉県,"杉戸町,",都市計画,"撮影,写測修正,編集,編集","10000,,2500,,10000,,20000","29.6KM2,29.6KM2,29.6KM2,29.6KM2",埼玉県杉戸町助言620116C0243,(株)パスコ,"61.10.01,62.03.10",611842
埼玉県,"大滝村,",ダム管理,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","9.2KM2,9.2KM2,9.2KM2,9.2KM2",二瀬ダム管理事務所助言610813C0119,アジア航測(株),"61.07.31,62.03.20",610898
埼玉県,"八潮市,三郷市,吉川町,",河川計画,"撮影,写測図化","12500,,2500","8.4KM2,8.4KM2",埼玉県南部河川改修事務所助言611121C0205,アジア航測(株),"61.10.27,62.02.20",
埼玉県,"行田市,加須市,羽生市,深谷市,妻沼町,北川辺町,大利根町,栗橋町,",河川計画,"撮影,写測図化","15000,,2500","140.0KM2,6.0KM2",利根川上流工事事務所助言620116C0250,アジア航測(株),"61.12.16,62.03.25",611849*
埼玉県,"越谷市,",固定資産評価資料,"撮影,写測図化,編集","5000,,1000,,1000","59.7KM2,59.7KM2,59.7KM2",埼玉県越谷市助言620212C0278,アジア航測(株),"61.12.27,62.03.31",620008
埼玉県,"毛呂山町,",道路台帳,"撮影,写測図化","4000,,500","6.6KM2,6.6KM2",埼玉県毛呂山町助言610805C0117,関東測量(株),"61.08.25,63.03.25",610896
埼玉県,"江南町,",道路台帳,"撮影,写測図化","4000,,500","8.2KM2,3.2KM2",埼玉県江南町助言610920C0142,関東測量(株),"61.09.09,62.01.20",
埼玉県,"松伏町,",都市計画,"撮影,写測図化","12500,,2500","16.6KM2,16.6KM2",埼玉県松伏町助言610613C0042,三和航測(株),"61.05.25,61.08.24",620004
埼玉県,"嵐山町,",土地造成,"撮影,写測図化","8000,,1000","2.0KM2,2.0KM2",埼玉県企業局助言610627C0066,太平洋航業(株),"61.06.20,61.09.11",
埼玉県,"岩槻市,春日部市,",河川計画,"撮影,写測図化","8000,,1000","4.8KM2,4.8KM2",埼玉県南部河川改修事務所助言611007C0155,新日本測量設計(株),"61.10.15,61.12.15",
埼玉県,"三芳町,",下水道台帳,"撮影,写測図化","4000,,500","2.8KM2,1.5KM2",埼玉県三芳町助言610819C0124,三協測量設計(株),"61.08.14,62.02.28",
埼玉県,"上尾市,",都市計画,"撮影,写測図化","12500,,2500","45.6KM2,45.6KM2",埼玉県上尾市助言610624C0050,朝日航洋(株),"61.05.30,61.11.29",610509
埼玉県,"美里町,岡部町,",河川計画,"撮影,写測図化","12500,,2500","28.8KM2,4.7KM2",埼玉県南部河川改修事務所助言611007C0156,朝日航洋(株),"61.09.20,62.02.10",611253
埼玉県,"三芳町,",固定資産評価,カラー撮影,12500,13.8KM2,埼玉県三芳町助言611015C0162,(株)パスコ,"61.10.01,62.03.31",611303
埼玉県,"毛呂山町,",固定資産評価資料,"カラー撮影,カラー撮影","4000,,12500","33.8KM2,33.8KM2",埼玉県毛呂山町助言620122C0263,(株)パスコ,"61.12.27,62.02.10",611902
埼玉県,"三芳町,",都市計画,"空三,写測図化",",,2500","12M,15.6KM2",埼玉県三芳町助言620116C0253,東日本航空(株),"61.12.16,62.03.20",611852
埼玉県,"越谷市,",河川計画,"空三,写測図化",",,1000","2M,0.2KM2",埼玉県中川・綾瀬川総合治水事務所助言611216C0218,太平洋航業(株),"61.09.29,61.12.31",
埼玉県,"妻沼町,",河川敷計画,"空三,写測図化",",,1000","9M,1.4KM2",埼玉県企業局建設部宅地造成課助言620116C0252,太平洋航業(株),"61.12.26,62.03.05",
埼玉県,"越谷市,上福岡市,川島町,",河川計画,写測図化,2500,41.3KM2,荒川上流工事事務所助言611112C0200,国際航業(株),"61.10.07,62.03.30",611577
埼玉県,"与野市,",道路計画,写測図化,500,0.3KM2,埼玉県与野市助言611008C0161,(株)八州,"61.08.05,61.10.25",
埼玉県,"妻沼町,",都市計画,写測図化,2500,13.6KM2,埼玉県妻沼町助言620325C0299,(株)写測,"62.03.04,62.03.31",612040
埼玉県,"浦和市,大宮市,与野市,",都市計画,写測図化,1000,2.8KM2,埼玉県住宅都市部都市計画課助言620108C0240,太平洋航業(株),"61.12.01,62.03.25",
埼玉県,"深谷市,",ほ場整備,写測図化,1000,1.8KM2,埼玉県深谷土地改良事務所助言611030C0183,新日本測量設計(株),"61.10.27,61.12.20",
