都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
福岡県,"柳川市,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","49.4KM2,38.0KM2,38.0KM2",福岡県柳川市助言610808I0039,東亜測量(株),"61.08.05,62.02.28",611044
福岡県,"三橋町,",道路台帳,"撮影,写測図化","4000,,500","9.0KM2,1.3KM2",福岡県三橋町助言611208I0097,東亜測量(株),"61.12.09,62.02.28",611750
福岡県,"庄内町,",下水道台帳,"撮影,写測図化","8000,,1000","21.3KM2,2.9KM2",福岡県庄内町助言610704I0033,大成測量設計(株),"61.07.08,62.03.20",610622
福岡県,"久留米市,",下水道台帳,"撮影,写測修正","8000,,1000","84.8KM2,26.8KM2",福岡県久留米市助言611018I0067,大成測量設計(株),"61.10.20,62.02.23",611416
福岡県,"吉井町,浮羽町,黒木町,矢部村,星野村,",森林計画,撮影,16000,264.0KM2,福岡県助言610606I0017,(社)日本林業技術協会,"61.06.05,61.09.30",610365
福岡県,"須恵町,",都市計画,"カラー撮影,写測修正","12500,,2500","50.0KM2,16.0KM2",福岡県須恵町助言610517I0007,(株)パスコ,"61.05.20,61.07.30",610353
福岡県,"北九州市,",都市計画,"カラー撮影,写測図化,写測修正,編集,編集,編集","10000,,2500,,2500,,5000,,10000,,30000","480.6KM2,14.9KM2,16.1KM2,47.0KM2,31.0KM2,63.1KM2",福岡県北九州市助言610808I0040,(株)パスコ,"61.08.08,62.02.28",611045
福岡県,"直方市,",都市計画,カラー撮影,10000,84.0KM2,福岡県直方市助言611128I0092,(株)パスコ,"61.11.29,61.12.25",611678
福岡県,"古賀町,",都市計画,"カラー撮影,写測図化,編集,編集,編集,編集","12500,,2500,,5000,,10000,,25000,,35000","66.2KM2,42.2KM2,42.2KM2,42.2KM2,42.2KM2,42.2KM2",福岡県古賀町助言610606I0014,アジア航測(株),"61.06.05,61.11.29",610362
福岡県,"久山町,",都市計画,"カラー撮影,撮影,撮影,写測図化,写測図化","12500,,8000,,4000,,1000,,500","68.7KM2,44.1KM2,14.7KM2,7.0KM2,0.8KM2",福岡県久山町助言610910I0054,アジア航測(株),"61.09.16,62.02.28",611149
福岡県,"稲築町,",都市計画,"カラー撮影,写測修正","10000,,2500","28.7KM2,17.1KM2",福岡県稲築町助言610522I0009,大成測量設計(株),"61.05.26,61.07.15",610355
福岡県,"瀬高町,",道路台帳,写測図化,1000,26.0KM2,福岡県瀬高町助言610517I0006,東亜測量(株),"61.06.23,61.11.30",610352
福岡県,"柳川市,",道路台帳,写測図化,500,17.0KM2,福岡県柳川市助言610808I0038,東亜測量(株),"61.08.05,62.02.28",
福岡県,"若宮町,",ほ場整備,写測図化,1000,2.2KM2,福岡県若宮町助言611002I0059,大成測量設計(株),"61.10.03,61.11.25",
福岡県,"豊津町,",都市計画,写測図化,5000,19.6KM2,福岡県豊津町助言610630I0030,日本航測(株),"61.07.01,61.08.31",610619
福岡県,"福岡市,",都市計画,"写測図化,編集","2500,,2500","7.6KM2,42.0KM2",福岡県福岡市助言610827I0046,アジア建設コンサルタント(株),"61.08.25,62.03.20",611051
福岡県,"春日市,",都市計画,"写測修正,編集,編集","2500,,5000,,10000","14.2KM2,14.2KM2,14.2KM2",福岡県春日市助言610606I0021,アジア航測(株),"61.06.10,62.03.20",610369
福岡県,"春日市,",下水道台帳,写測修正,500,2.2km,福岡県春日市助言610606I0022,アジア航測(株),"61.06.10,62.03.20",
福岡県,"志免町,",都市計画,写測修正,2500,8.7KM2,福岡県志免町助言610630I0027,(株)アジア建設コンサルタント,"61.06.23,61.08.20",610616
福岡県,"福岡県,",郵便地図調整,"編集,編集","10000,,25000","358.0KM2,3046.0KM2",郵政省九州郵政局助言610606I0020,直営,"61.06.09,62.03.27",
佐賀県,"鳥栖市,",土地区画整理,"基準点,平板","2級,,500","6point,0.8KM2",佐賀県鳥栖市助言611031I0077,第一復建(株),"61.11.07,62.03.20",
佐賀県,"鳥栖市,",土地区画整理,"基準点,平板","2級,,500","5point,0.7KM2",佐賀県鳥栖市助言611031I0076,財団法人福岡土地区画整理組合,"61.11.07,62.03.20",
佐賀県,"佐賀市,鹿島市,諸富町,川副町,東与賀町,久保田町,大和町,千代田町,三日月町,牛津町,芦刈町,北方町,大町町,江北町,白石町,福富町,有明町,塩田町,",地盤変動調査,"水準,水準","1級,,2級","130.0km,130.0km",佐賀県助言620108I0104,第一復建(株),"61.12.27,62.03.31",611824
佐賀県,"諸富町,",地盤変動調査,水準,1級,125.0km,福岡県筑後農林事務所助言620216I0112,高崎測量設計(株),"62.02.18,62.03.19",611950*
佐賀県,"牛津町,",地盤変動調査,水準,2級,6point,佐賀県牛津町助言611212I0099,アジア航測(株),"61.12.13,62.01.31",611752
佐賀県,"塩田町,",道路及び橋梁調査,"撮影,写測図化","12500,,2500","9.5KM2,2.3KM2",佐賀県鹿島土木事務所助言610528I0012,国際航業(株),"61.05.27,61.07.21",610358
佐賀県,"佐賀市,",都市計画,"撮影,写測修正","12500,,2500","150.0KM2,103.7KM2",佐賀県佐賀市助言610827I0043,国際航業(株),"61.08.25,61.11.30",611048
佐賀県,"三根町,",道路台帳,"撮影,写測図化","8000,,1000","19.0KM2,1.3km",佐賀県三根町助言610718I0035,(株)パスコ,"61.07.23,61.12.10",
佐賀県,"嬉野町,",大野原演習場とその周辺の現況図,"撮影,写測図化","25000,,5000","74.2KM2,24.0KM2",福岡防衛施設局助言610908I0052,アジア航測(株),"61.09.27,62.03.20",611147*
佐賀県,"厳木町,",嚴木ダム貯水池空中写真図化,"撮影,写測図化","8000,,1000","19.4KM2,4.2KM2",厳木ダム工事事務所助言610606I0013,高崎測量設計(株),"61.06.05,61.08.10",610361
佐賀県,"小城町,",果樹園鉱害復旧工事,"撮影,写測図化","8000,,1000","5.4KM2,2.0KM2",佐賀県小城町助言620219I0115,大成測量設計(株),"62.02.20,62.03.21",
佐賀県,"浜玉町,",都市計画,"カラー撮影,写測図化,写測修正","12500,,2500,,2500","30.0KM2,3.9KM2,3.4KM2",佐賀県浜玉町助言610808I0041,(株)パスコ,"61.08.05,61.09.30",611046
佐賀県,"多久市,武雄市,牛津町,芦刈町,北方町,大町町,白石町,",河川計画,"カラー撮影,空三","12000,,","166.0KM2,55M",武雄工事事務所助言611122I0089,福岡航測協同組合,"61.11.25,62.02.28",
佐賀県,"伊万里市,",石炭鉱害復旧計画,"空三,写測図化",",,1000","9M,1.0KM2",石炭鉱害事業団九州支部助言620226I0119,アジア建設コンサルタント(株),"62.02.28,62.03.31",
佐賀県,"鳥栖市,",都市計画,写測修正,2500,63.0KM2,佐賀県鳥栖市助言610522I0011,(株)パスコ,"61.05.24,61.07.30",610357
佐賀県,"佐賀県,",郵便地図調整,"編集,編集","10000,,25000","358.0KM2,3046.0KM2",郵政省九州郵政局助言610606I0020,直営,"61.06.09,62.03.27",
長崎県,"鷹島町,",農地開発,"撮影,写測図化","7000,,1000","16.0KM2,0.4KM2",長崎県県北振興局助言610827I0045,(株)パスコ,"61.03.25,61.11.30",611050
長崎県,"有家町,",都市計画,"撮影,写測修正","10000,,2500","23.7KM2,23.7KM2",長崎県有家町助言611031I0075,(株)パスコ,"61.10.31,62.03.31",611527
長崎県,"小浜町,",下水道台帳,"撮影,写測図化","4000,,500","2.3KM2,0.6KM2",長崎県小浜町助言610411I0001,アジア航測(株),"61.04.10,61.05.15",
長崎県,"郷ノ浦町,",大野原演習場とその周辺の現況図,"撮影,写測図化","25000,,5000","74.2KM2,24.0KM2",福岡防衛施設局助言610908I0052,アジア航測(株),"61.09.27,62.03.20",611147*
長崎県,"小値賀町,",土地改良,"撮影,撮影,写測図化","4000,,8000,,500","1.0KM2,7.3KM2,0.1KM2",長崎県小値賀町助言611018I0063,アジア航測(株),"61.10.20,61.11.28",611412
長崎県,"諫早市,",都市計画,"撮影,写測修正,編集","12500,,2500,,10000","38.8KM2,63.8KM2,63.8KM2",長崎県諫早市助言620226I0117,アジア航測(株),"62.02.25,62.03.27",611988
長崎県,"大島村,",都市計画,"撮影,写測修正","25000,,10000","15.3KM2,15.3KM2",長崎県大島村助言611111I0081,扇精光(株),"61.11.11,61.12.30",611653
長崎県,"諫早市,森山町,",道路計画,"撮影,撮影,写測図化","12500,,8000,,1000","86.0KM2,13.6KM2,2.4KM2",長崎工事事務所助言610910I0053,大成測量設計(株),"61.09.12,62.01.31",
長崎県,"西海町,",畜産基地建設計画,写測図化,2500,10.5KM2,九州農政局助言620305I0121,東日本航空(株),"62.03.06,62.03.14",
長崎県,"佐世保市,",都市計画,写測図化,2500,37.4KM2,長崎県佐世保市助言611013I0060,(株)パスコ,"61.10.08,61.11.10",611409
長崎県,"松浦市,",ほ場整備,写測図化,1000,2.8KM2,長崎県松浦市助言611117I0085,アジア航測(株),"61.11.20,62.01.31",
長崎県,"口之津町,",道路台帳,写測修正,2500,10.0KM2,長崎県口之津町助言620219I0116,大成測量設計(株),"62.02.21,62.03.30",611954
長崎県,"長崎県,",郵便地図調整,"編集,編集","10000,,25000","358.0KM2,3046.0KM2",郵政省九州郵政局助言610606I0020,直営,"61.06.09,62.03.27",
熊本県,"熊本市,",農地開発,"基準点,水準,平板","1級,,3級,,500","5point,4point,0.6KM2",熊本県熊本市助言610917I0055,アジア航測(株),"61.09.20,62.03.25",
熊本県,"西合志町,",道路台帳,基準点,3級,2point,熊本県西合志町助言610423I0004,(有)松下測量設計社,"61.04.25,61.05.31",
熊本県,"熊本市,飽田町,天明町,",地盤変動調査,水準,1級,28.0km,熊本県助言611128●91,(株)東亜建設コンサルタント,"61.12.01,62.01.31",611677
熊本県,"熊本市,",地盤変動調査,水準,1級,15.5km,熊本県熊本市助言620119I0109,(株)東亜建設コンサルタント,"62.01.17,62.03.10",611882
熊本県,"人吉市,",道路計画,"路線,縦横断",",,","17.1km,4.0km",日本道路公団福岡建設局助言611104I0079,"パシフィックコンサルタンツ(株),中央復建コンサルタンツ(株),大日コンサルタント(株)","61.11.20,62.03.31",
熊本県,"玉名市,玉東町,",鉄道計画,"撮影,写測図化","4000,,500","12.1KM2,1.8KM2",日本国有鉄道下関工事事務所助言620226I0120,国際航業(株),"62.02.20,62.03.25",
熊本県,"長洲町,",都市計画,"撮影,写測図化","12500,,2500","38.0KM2,19.3KM2",熊本県長洲町助言610606I0024,(株)パスコ,"61.06.09,61.09.26",610378
熊本県,"八代市,水俣市,",鉄道計画,"撮影,写測図化","4000,,500","17.0KM2,3.1KM2",日本国有鉄道下関工事事務所助言611208I0098,"(株)パスコ,東日本航空(株),朝日航洋(株)","61.12.08,62.02.28",
熊本県,"松橋町,",ほ場整備,"撮影,写測図化","8000,,1000","6.8KM2,1.2KM2",熊本県宇城事務所助言610522I0010,アジア航測(株),"61.05.26,61.07.31",610356
熊本県,"菊陽町,",ほ場整備,"撮影,写測図化","8000,,1000","9.5KM2,3.0KM2",熊本県菊池事務所助言610620I0029,アジア航測(株),"61.06.25,61.07.30",610618
熊本県,"鹿央町,植木町,合志町,泗水町,",農地開発,"撮影,写測修正","25000,,5000","112.5KM2,72.0KM2",九州農政局菊池台地農業水利事業所助言611018I0065,アジア航測(株),"61.10.16,61.12.24",611414
熊本県,"大津町,菊陽町,久木野村,長陽村,西原村,",道路計画,"撮影,写測図化","12500,,2500","48.8KM2,14.0KM2",熊本県助言620119I0108,アジア航測(株),"62.01.20,62.03.14",
熊本県,"人吉市,錦町,上村,岡原村,湯前町,水上村,須恵村,相良村,山江村,",森林計画,撮影,16000,433.0KM2,熊本県助言610415I0002,(株)中庭測量コンサルタント,"61.05.01,61.07.31",610348
熊本県,"熊本市,",ほ場整備,"撮影,写測図化","8000,,1000","10.3KM2,3.4KM2",熊本県熊本市助言611201I0093,大成測量設計(株),"61.12.02,62.02.28",611685
熊本県,"大津町,阿蘇町,長陽村,",道路計画,"撮影,写測図化","8000,,1000","2.8KM2,1.8KM2",熊本工事事務所助言610718I0036,福岡航測協同組合,"61.07.21,61.11.01",
熊本県,"北部町,",都市計画,"撮影,写測修正,編集","12500,,2500,,10000","76.7KM2,29.5KM2,29.5KM2",熊本県北部町助言610630I0031,朝日航洋(株),"61.06.26,61.09.30",610620
熊本県,"荒尾市,",宅地開発,カラー撮影,4000,57.9KM2,熊本県荒尾市助言610908I0051,(株)パスコ,"61.08.30,61.10.30",611146
熊本県,"一の宮町,産山村,波野村,高森町,",河川計画,"カラー撮影,写測図化","12500,,2500","247.1KM2,18.0KM2",九州農政局大野川上流農業水利事業所助言611208I0096,アジア航測(株),"61.12.15,62.03.20",611749*
熊本県,"八代市,人吉市,坂本村,芦北町,錦町,免田町,岡原村,多良木町,湯前町,水上村,須恵村,深田村,相良村,山江村,球磨村,",河川管理,カラー撮影,20000,480.0KM2,八代工事事務所助言620119I0106,大成測量設計(株),"62.01.12,62.03.08",611879
熊本県,"熊本市,",都市計画,"写測図化,編集,編集,編集","2500,,5000,,10000,,25000","172.0KM2,172.0KM2,172.0KM2,172.0KM2",熊本県熊本市助言611018I0061,東日本航空(株),"61.10.20,62.08.31",611410
熊本県,"深田村,",土地区画整理,写測図化,1000,1.6KM2,九州農政局川辺川農業水利事業所助言611117I0082,国際航業(株),"61.11.17,61.12.23",
熊本県,"多良木町,",土地区画整理,写測図化,1000,4.2KM2,九州農政局川辺川農業水利事業所助言610827I0047,アジア航測(株),"61.09.01,61.10.07",611052
熊本県,"山江村,",河川管理,写測図化,1000,1.9KM2,九州農政局川辺川農業水利事業所助言620316I0125,玉野総合コンサルタント(株),"62.03.16,62.03.30",
熊本県,"菊池市,鹿本町,植木町,七城町,",河川計画,写測図化,2500,27.0KM2,菊池川工事事務所助言610827I0048,大成測量設計(株),"61.06.28,62.01.28",
熊本県,"鹿本町,",ほ場整備,写測図化,1000,3.6KM2,熊本県鹿本町助言611023I0068,大成測量設計(株),"61.10.24,61.11.30",
熊本県,"人吉市,",農地開発,写測図化,1000,4.8KM2,九州農政局川辺川農業水利事業所助言620310I0123,大成測量設計(株),"62.03.10,62.03.31",
熊本県,"熊本県,",郵便地図調整,"編集,編集","10000,,25000","358.0KM2,3046.0KM2",郵政省九州郵政局助言610606I0020,直営,"61.06.09,62.03.27",
大分県,"別府市,",河川計画,"撮影,写測図化","8000,,1000","5.4KM2,1.4KM2",大分県別府土木事務所助言611125I0090,日本航業(株),"61.12.10,62.03.15",611662
大分県,"日田市,九重町,玖珠町,前津江村,中津江村,上津江村,大山町,天瀬町,",林分調査,撮影,16000,848.0KM2,大分県助言610606I0015,(社)日本林業技術協会,"61.06.05,61.10.30",610363
大分県,"千歳村,犬飼町,",道路計画,"撮影,写測図化","8000,,1000","16.3KM2,2.1KM2",佐伯工事事務所助言610731I0037,九州航空(株),"61.07.31,61.09.28",611042
大分県,"竹田市,荻町,久住町,",河川計画,"カラー撮影,写測図化","12500,,2500","247.1KM2,18.0KM2",九州農政局大野川上流農業水利事業所助言611208I0096,アジア航測(株),"61.12.15,62.03.20",611749*
大分県,"大分市,",河川計画,"カラー撮影,写測修正","12500,,2500","120.0KM2,25.0KM2",大分工事事務所助言611025I0073,東亜測量(株),"61.10.27,62.03.30",611431
大分県,"竹田市,",道路計画,写測図化,1000,1.2KM2,佐伯工事事務所助言611104I0080,国際航業(株),"61.11.06,61.11.29",
大分県,"緒方町,朝地町,大野町,",都市計画,写測図化,2500,4.4KM2,矢田ダム調査事務所助言620305I0122,アジア航測(株),"62.03.07,62.03.25",611993
大分県,"大分県,",郵便地図調整,"編集,編集","10000,,25000","358.0KM2,3046.0KM2",郵政省九州郵政局助言610606I0020,直営,"61.06.09,62.03.27",
宮崎県,"宮崎市,佐土原町,新富町,",地盤変動調査,水準,1級,56.0km,宮崎県助言611219I0101,南興測量設計(株),"61.12.20,62.02.28",611821
宮崎県,"延岡市,門川町,",道路計画,路線,,3.2km,日本道路公団土々呂バイバス工事事務所助言610718I0034,"(株)オオバ,(株)ダイヤコンサルタント","61.07.18,62.03.31",
宮崎県,"えびの市,",道路計画,"路線,縦横断",",,","17.1km,4.0km",日本道路公団福岡建設局助言611104I0079,"パシフィックコンサルタンツ(株),中央復建コンサルタンツ(株),大日コンサルタント(株)","61.11.20,62.03.31",
