都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,作業機関,実施時期,附図番号
山形県,"山形県,",郵便地図調整,編集,25000,5000.0KM2,郵政省東北郵政局,直営590514B0260,"59.05.21,59.10.24",
福島県,"西郷村,",図根測量及び境界測量,基準点,1級,4point,前橋営林局,(財)林野弘済会591009B0556,"59.09.19,60.02.10",
福島県,"福島市,",図根測量及び境界測量,基準点,1級,6point,前橋営林局,(株)郡山測量設計社591009B0557,"59.09.19,60.02.20",
福島県,"須賀川市,玉川村,",空港計画,"基準点,水準,基準点","1級,,2級,,4級","5point,36.0km,6point",福島県,おおとり航測(株)600131B0013,"60.02.01,60.03.31",
福島県,"福島市,",土地区画整理,"基準点,平板","1級,,500","2point,1.0KM2",福島県,東興測量設計(株)590807B0514,"59.08.06,59.10.31",
福島県,"福島市,猪苗代町,",道路計画,基準点,2級,3.8KM2,福島建設事務所,(株)パスコ591015B0570,"59.10.15,59.10.31",
福島県,"いわき市,",図根測量及び境界測量,基準点,2級,7point,福島県いわき建設事務所,(株)東コンサルタント591109B0593,"59.11.20,60.03.20",
福島県,"郡山市,",道路計画,"基準点,水準","2級,,3級","6.5km,28.0km",福島県郡山建設事務所,(株)郡山測量設計社591116B0606,"59.11.15,59.12.15",
福島県,"北会津村,",土地区画整理,"基準点,平板,平板","2級,,500,,1000","3point,0.7KM2,0.7KM2",北会津村真宮土地区画整理組合,福島県土地区画整理協会590710B0446,"59.06.15,59.09.15",
福島県,"福島市,",土地区画整理,"基準点,平板","2級,,500","3point,0.7KM2",福島県福島市,福島県土地区画整理協会590710B0462,"59.06.25,59.09.20",
福島県,"矢吹町,",土地区画整理,"基準点,平板,編集","2級,,500,,1000","4point,0.1KM2,0.1KM2",福島県矢吹町,福島県土地区画整理協会590914B0540,"59.09.05,59.12.25",
福島県,"喜多方市,",土地区画整理,"基準点,平板,平板","2級,,500,,1000","5point,0.1KM2,0.1KM2",福島県喜多方市,福島県土地区画整理協会591225B0634,"59.12.25,60.02.10",
福島県,"柳津町,",ほ場整備,"基準点,平板","3級,,500","6point,0.4KM2",柳津町土地改良区,新井田測量設計(有)591019B0573,"59.09.01,59.11.30",
福島県,"大越町,",ほ場整備,"水準,平板","1級,,1000","20.0km,1.4KM2",福島県,(株)写測590614B0373,"59.06.15,59.08.14",
福島県,"伊南村,",ほ場整備,"水準,平板","1級,,1000","1point,0.1KM2",福島県,(株)写測590625B0374,"59.06.15,59.08.14",
福島県,"いわき市,",港湾計画,水準,1級,36.3km,運輸省第二港湾建設局小名浜港工事事務所,東日本測量(株)591116B0607,"59.10.25,60.01.25",
福島県,"原町市,",地盤変動調査,水準,1級,44.2km,福島県原町市,(株)福建コンサルタント600208B0020,"60.02.12,60.03.20",591598
福島県,"会津若松市,原町市,",農地開発,"撮影,写測図化","8000,,1000","14.9KM2,3.0KM2",福島県,東日本航空(株)590607B0341,"59.06.07,59.09.03",
福島県,"塙町,",道路台帳,"撮影,写測図化","4000,,500","183.0KM2,7.6KM2",福島県塙町,東日本航空(株)591015B0563,"59.08.21,60.07.30",590980
福島県,"表郷村,",道路台帳,"撮影,写測図化","4000,,500","166.4KM2,8.3KM2",福島県表郷村,東日本航空(株)590817B0523,"59.07.05,60.02.28",591542
福島県,"常葉町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","37.9KM2,84.4KM2,2.4KM2,3.5KM2",福島県常葉町,国際航業(株)590514B0248,"59.05.10,60.02.28",590139
福島県,"須賀川市,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","200.0KM2,4.9KM2,33.7KM2",福島県須賀川市,国際航業(株)591015B0569,"59.10.11,61.02.28",590986
福島県,"白河市,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","116.1KM2,7.9KM2,13.3KM2",福島県白河市,(株)写測590914B0537,"59.09.05,61.12.20",590770
福島県,"三春町,",道路台帳,"撮影,写測図化,編集","4000,,500,,1000","101.0KM2,21.0KM2,21.0KM2",福島県三春町,(株)パスコ590413B0178,"59.04.10,60.11.10",590137
福島県,"棚倉町,",道路台帳,"撮影,写測図化","4000,,500","79.5KM2,7.4KM2",福島県棚倉町,(株)パスコ590601B0305,"59.05.26,60.03.20",590140
福島県,"小野町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","5.0KM2,122.9KM2,1.9KM2,5.3KM2",福島県小野町,(株)パスコ590724B0497,"59.07.23,60.03.31",590548
福島県,"いわき市,",道路台帳,"撮影,写測図化,基準点,平板","4000,,500,,4級,,500","1299.0KM2,133.7KM2,161point,17.1KM2",福島県いわき市,"(株)パスコ,アジア航測(株),国際航業(株),朝日航洋(株),(株)東コンサルタント,(株)いわきコンサルタント591030B0586","59.11.01,61.07.25",591092
福島県,"岩代町,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","98.4KM2,4.3KM2,23.3KM2",福島県岩代町,(株)パスコ591116B0602,"59.11.15,61.12.25",591184
福島県,"二本松市,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","130.0KM2,6.6KM2,28.8KM2",福島県二本松市,(株)パスコ590817B0520,"59.08.13,61.10.30",591541
福島県,"本宮町,",道路台帳,"撮影,写測図化","4000,,500","78.8KM2,15.5KM2",福島県本宮町,(株)パスコ600314B0028,"60.03.14,61.09.30",591735
福島県,"富岡町,",道路台帳,"撮影,写測図化","4000,,500","255.0KM2,6.7KM2",福島県富岡町,アジア航測(株)590507B0204,"59.04.26,60.02.10",590138
福島県,"中島村,",道路台帳,"撮影,写測図化","4000,,500","32.0KM2,3.1KM2",福島県中島村,アジア航測(株)591009B0558,"59.09.07,60.02.28",590909
福島県,"福島市,",道路台帳,"撮影,撮影","8000,,4000","265.0KM2,189.0KM2",福島県福島市,"アジア航測(株),東日本航空(株),(株)パスコ591009B0561","59.07.30,59.12.20",590912
福島県,"船引町,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","161.0KM2,10.1KM2,17.9KM2",福島県船引町,アジア航測(株)590807B0516,"59.08.06,61.12.10",591538
福島県,"保原町,",道路台帳,"撮影,写測図化","4000,,500","45.0KM2,17.3KM2",福島県保原町,アジア航測(株)600131B0012,"60.01.29,61.10.31",591553
福島県,"都路村,",道路台帳,"撮影,写測図化,撮影,写測図化","4000,,500,,8000,,1000","37.4KM2,2.3KM2,50.4KM2,1.4KM2",福島県都路村,セントラル航業(株)590626B0383,"59.06.01,60.02.28",590534
福島県,"西会津町,",道路台帳,"撮影,写測図化","4000,,500","211.0KM2,28.7KM2",福島県西会津町,おおとり航測(株)590626B0384,"59.06.20,61.06.30",590539
福島県,"会津若松市,",道路台帳,"撮影,写測図化","4000,,500","154.0KM2,55.4KM2",福島県会津若松市,おおとり航測(株)590710B0459,"59.06.10,61.12.20",590541
福島県,"三春町,船引町,",都市計画,"撮影,写測図化","12500,,2500","175.0KM2,97.0KM2",福島県,おおとり航測(株)590905B0533,"59.08.18,60.03.25",590709
福島県,"須賀川市,",道路計画,"撮影,写測図化","8000,,1000","14.9KM2,2.0KM2",福島県郡山建設事務所,おおとり航測(株)591009B0555,"59.09.20,59.12.10",590906
福島県,"平田村,",道路台帳,"撮影,写測図化","4000,,500","144.0KM2,13.0KM2",福島県平田村,おおとり航測(株)600205B0017,"60.02.01,61.03.01",591582
福島県,"原町市,",道路台帳,"撮影,写測図化","4000,,500","199.7KM2,12.8KM2",福島県原町市,新日本航測(株)591009B0559,"59.09.25,61.02.20",590910
福島県,"鹿島町,",道路台帳,"撮影,写測図化","4000,,500","107.8KM2,22.6KM2",福島県鹿島町,新日本航測(株)591009B0560,"59.10.01,61.01.31",590911
福島県,"浪江町,",道路台帳,"撮影,写測図化","4000,,500","223.6KM2,26.8KM2",福島県浪江町,新日本航測(株)600205B0015,"60.01.23,62.02.28",591580
福島県,"安達町,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","60.0KM2,8.5KM2,7.8KM2",福島県安達町,朝日航洋(株)590710B0460,"59.07.05,61.06.30",590542
福島県,"天栄村,",道路台帳,"撮影,写測図化","4000,,500","130.0KM2,13.8KM2",福島県天栄村,朝日航洋(株)590801B0507,"59.07.30,60.10.31",590550
福島県,"川俣町,",道路台帳,"撮影,写測図化","4000,,500","155.0KM2,14.0KM2",福島県川俣町,朝日航洋(株)591122B0608,"59.11.16,61.12.10",591228
福島県,"伊達町,",道路台帳,写測図化,500,6.3KM2,福島県伊達町,国際航業(株)590710B0463,"59.07.16,60.02.19",
福島県,"会津坂下町,",ほ場整備,写測図化,1000,1.7KM2,会津若松農地事務所,国際航業(株)590724B0496,"59.07.19,59.08.20",
福島県,"矢吹町,",農地開発,写測図化,1000,1.4KM2,農林水産省東北農政局矢吹開拓建設事務所,(株)八州590625B0361,"59.06.15,59.08.03",
福島県,"桑折町,",道路台帳,写測図化,500,14.0KM2,福島県桑折町,(株)パスコ590725B0501,"59.07.28,61.03.31",
福島県,"北会津村,",道路台帳,写測図化,500,7.0KM2,福島県北会津村,アジア航測(株)590405B0143,"59.04.02,60.01.31",
福島県,"国見町,",道路台帳,写測図化,500,11.8KM2,福島県国見町,アジア航測(株)590724B0493,"59.07.17,60.12.25",
福島県,"郡山市,",計画図作成,写測図化,1000,4.2KM2,東北農政局郡山東部開拓建設事務所,北海航測(株)590724B0499,"59.07.20,59.11.20",
福島県,"天栄村,矢吹町,大信村,",農地開発,写測図化,1000,1.1KM2,農林水産庁東北農政局矢吹開拓建設事務所,朝日航洋(株)590713B0486,"59.07.09,59.08.16",
福島県,"福島県,",郵便地図調整,編集,25000,5000.0KM2,郵政省東北郵政局,直営590514B0260,"59.05.21,59.10.24",
茨城県,"土浦市,",道路台帳,"基準点,基準点,水準","1級,,2級,,3級","33point,106point,157.0km",茨城県土浦市,大栄測量設計(株)591003C0410,"59.09.10,60.05.31",591197
茨城県,"笠間市,",宅地開発,"基準点,平板","3級,,500","1point,1.0KM2",茨城県笠間市,三和航測(株)600118C0016,"60.01.10,61.03.10",
茨城県,"土浦市,",地盤変動調査,水準,1級,70.0km,茨城県土浦市,第一航業(株)591121C0506,"59.10.14,60.03.25",591382
茨城県,"土浦市,結城市,龍ケ崎市,下妻市,水海道市,取手市,岩井市,阿見町,千代田村,新治村,豊里町,筑波町,大穂町,総和町,五霞村,境町,守谷町,藤代町,谷和原村,古河市,",地盤変動調査,水準,1級,454.0km,茨城県,第一航業(株)591214C0548,"59.12.07,60.02.28",591522
茨城県,"土浦市,",下水道台帳,水準,3級,14.3km,茨城県土浦市,(株)パスコ591119C0499,"59.10.31,60.03.02",
茨城県,"東海村,",土地区画整理,平板,500,0.5KM2,茨城県東海村,大和測量(株)590730C0285,"59.08.01,59.10.27",
茨城県,"大穂町,",宅地開発,"平板,基準点","500,,2級","0.6KM2,4point",住宅都市整備公団研究学園都市開発局,画地測量設計(株)600117C0010,"60.02.01,60.05.31",
茨城県,"鹿島町,",道路計画,"撮影,写測図化","8000,,1000","6.6KM2,1.1KM2",常陸工事事務所,東日本航空(株)590720C0267,"59.07.10,59.11.06",
茨城県,"十王町,",ほ場整備,"撮影,写測図化","8000,,1000","2.7KM2,0.3KM2",茨城県十王町,東日本航空(株)591126C0504,"59.11.10,60.01.31",
茨城県,"真壁町,",都市計画,"撮影,写測図化","12500,,2500","30.0KM2,24.0KM2",茨城県真壁町,東日本航空(株)591128C0524,"59.11.07,60.03.15",591402
茨城県,"水戸市,桂村,常北町,大宮町,",土地改良,"撮影,写測図化","8000,,1000","4.4KM2,0.3KM2",関東農政局利根川水系農業水利調査事務所,東日本航空(株)600204C0054,"60.01.22,60.03.16",
茨城県,"土浦市,",道路台帳,"撮影,写測図化","4000,,500","81.9KM2,33.5KM2",茨城県土浦市,国際航業(株)591029C0457,"59.09.23,63.03.25",591216
茨城県,"岩瀬町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","3.0KM2,83.8KM2,3.0KM2,47.5KM2",茨城県岩瀬町,国際航業(株)591128C0523,"59.10.17,61.12.20",591400
茨城県,"東海村,",道路台帳,"撮影,写測図化","8000,,1000","35.4KM2,19.6KM2",茨城県東海村,国際航業(株)600114C0008,"59.12.21,62.02.20",591612
茨城県,"高萩市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","28.6KM2,165.2KM2,9.1KM2,13.2KM2",茨城県高萩市,国際航業(株)600109C0003,"59.12.21,61.10.31",591616
茨城県,"八千代町,",道路台帳,"撮影,写測図化","8000,,1000","57.8KM2,57.8KM2",茨城県八千代町,国際航業(株)600218C0067,"60.01.23,61.12.25",591716
茨城県,"大野村,",道路台帳,"撮影,写測図化","8000,,1000","40.0KM2,40.0KM2",茨城県大野村,国際航業(株)600308C0090,"59.12.14,61.12.31",591766
茨城県,"大洋村,",道路台帳,"撮影,写測図化","8000,,1000","42.9KM2,42.9KM2",茨城県大洋村,国際航業(株)600312C0096,"59.12.17,61.12.31",591780
茨城県,"旭村,",道路台帳,"撮影,写測図化","8000,,1000","52.5KM2,52.5KM2",茨城県旭村,国際航業(株)600312C0095,"59.12.11,61.12.31",591779
茨城県,"水戸市,",都市計画,"撮影,写測図化","8000,,1000","27.6KM2,1.0KM2",茨城県水戸市,(株)写測600312C0097,"60.02.22,60.03.15",591781
茨城県,"牛久町,",都市計画,"撮影,写測図化,写測修正,編集,編集","12500,,2500,,2500,,10000,,2500","38.2KM2,21.5KM2,11.2KM2,38.2KM2,5.5KM2",茨城県牛久町,(株)パスコ590912C0376,"59.09.14,60.03.20",590991
茨城県,"東村,",道路台帳,"撮影,写測図化","8000,,1000","61.2KM2,31.7KM2",茨城県東村,(株)パスコ600109C0002,"60.01.15,61.12.20",591617
茨城県,"八郷町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","1.9KM2,152.0KM2,1.9KM2,59.2KM2",茨城県八郷町,(株)パスコ600216C0064,"60.02.15,62.03.20",591719
茨城県,"境町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","2.4KM2,43.9KM2,2.4KM2,43.9KM2",茨城県境町,(株)パスコ600308C0088,"60.03.06,62.02.25",591767
茨城県,"大子町,",都市計画,"撮影,撮影,写測図化,写測図化","8000,,30000,,1000,,10000","325.1KM2,325.1KM2,40.0KM2,325.1KM2",茨城県大子町,アジア航測(株)590717C0259,"59.06.19,62.02.10",590565
茨城県,"下妻市,茨城町,旭村,千代田村,鉾田町,",作付面積調査,"撮影,赤外撮影,写真図","25000,,10000,,5000","205.0KM2,49.0KM2,254.0KM2",関東信越国税局,アジア航測(株)590727C0281,"59.07.27,59.10.31",590633
茨城県,"日立市,",道路計画,"撮影,写測図化","4000,,500","2.7KM2,0.4KM2",常陸工事事務所,アジア航測(株)590911C0375,"59.08.29,59.12.26",
茨城県,"水戸市,石岡市,土浦市,内原町,美野里町,小川町,千代田村,岩間町,友部町,出島村,",河川計画,"撮影,写真図","8000,,8000","172.0KM2,172.0KM2",霞ケ浦工事事務所,アジア航測(株)591114C0482,"59.10.04,60.02.25",591341
茨城県,"美和村,",道路台帳,"撮影,写測図化","8000,,1000","79.9KM2,4.4KM2",茨城県美和村,アジア航測(株)600218C0068,"60.02.01,61.03.30",591715
茨城県,"石下町,",道路台帳,"撮影,写測図化","8000,,1000","43.9KM2,43.9KM2",茨城県石下町,第一航業(株)590528C0176,"59.01.28,60.12.20",590301
茨城県,"水戸市,",道路台帳,"撮影,写測図化","4000,,500","5.0KM2,2.5KM2",茨城県水戸市,第一航業(株)591114C0483,"59.10.18,60.03.15",591342
茨城県,"岩間町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","9.0KM2,50.2KM2,3.3KM2,13.3KM2",茨城県岩間町,第一航業(株)591126C0507,"59.11.05,61.03.31",591386
茨城県,"新治村,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","3.9KM2,59.8KM2,0.9KM2,34.1KM2",茨城県新治村,第一航業(株)600308C0089,"60.01.17,62.02.28",591765
茨城県,"総和町,境町,",ほ場整備,"撮影,写測図化","8000,,1000","24.8KM2,4.7KM2",茨城県境土地改良事務所,第一航業(株)600308C0087,"59.12.27,60.03.20",591768
茨城県,"猿島町,",ほ場整備,"撮影,写測図化","8000,,1000","3.9KM2,3.9KM2",茨城県霞ケ浦用水事業推進事務所,三和航測(株)600118C0015,"59.12.25,60.03.15",
茨城県,"真壁町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","1.9KM2,63.7KM2,1.9KM2,61.8KM2",茨城県真壁町,(社)茨城県建設コンサルタント590820C0320,"59.09.10,60.03.15",590727
茨城県,"水戸市,那珂町,",道路台帳,"撮影,写測図化","4000,,500","8.9KM2,1.4KM2",茨城県,(社)茨城県建設コンサルタント591224C0565,"59.12.21,60.03.15",
茨城県,"水府村,",道路台帳,"撮影,写測図化","8000,,1000","81.6KM2,40.0KM2",茨城県水府村,(社)茨城県建設コンサルタント591225C0568,"59.12.20,62.03.15",591624
茨城県,"取手市,",道路台帳,"撮影,写測図化","4000,,500","36.8KM2,14.1KM2",茨城県取手市,朝日航洋(株)590804C0298,"59.07.05,61.01.10",590635
茨城県,"守谷町,",道路台帳,"撮影,写測図化","4000,,5000","35.5KM2,7.9KM2",茨城県守谷町,朝日航洋(株)600327C0105,"60.02.22,62.03.31",591783
茨城県,"大宮町,",道路台帳,"カラー撮影,カラー撮影,写測図化,写測修正","30000,,8000,,1000,,10000","82.7KM2,82.7KM2,44.5KM2,82.7KM2",茨城県大宮町,(株)パスコ600129C0045,"60.01.11,61.12.26",591660
茨城県,"取手市,利根町,河内村,東村,神栖町,波崎町,",管内図作成,"カラー撮影,空三,カラー撮影,空三,カラー撮影,空三","4000,,,,12500,,,,30000,,","40.8KM2,120M,426.5KM2,129M,895.1KM2,47M",利根川下流工事事務所,アジア航測(株)600213C0060,"60.01.18,60.03.25",
茨城県,"土浦市,牛久町,",道路計画,"空三,写測図化,写測修正",",,1000,,1000","5M,0.7KM2,0.4KM2",常陸工事事務所,(株)パスコ590822C0335,"59.08.20,59.10.25",
茨城県,"内原町,",道路計画,写測図化,2500,2.3KM2,常陸工事事務所,(株)オオバ590921C0399,"59.09.02,59.12.10",
茨城県,"牛久町,",下水道台帳,写測図化,500,2.1KM2,茨城県牛久町,(株)パスコ590629C0228,"59.06.29,59.11.08",
茨城県,"牛久町,",下水道計画,写測図化,500,1.8KM2,茨城県牛久町,(株)パスコ591214C0550,"59.12.15,60.03.20",
茨城県,"関城町,",ほ場整備,写測図化,1000,7.1KM2,茨城県霞ヶ浦用水事業推進事務所,第一航業(株)600225C0077,"59.12.25,60.03.15",591776
茨城県,"麻生町,北浦村,",土地改良,"写測修正,写測図化","1000,,1000","1.5KM2,0.4KM2",茨城県鉾田土地改良事務所,朝日航洋(株)590830C0354,"59.08.13,59.10.31",
茨城県,"茨城県,",郵便地図調整,"編集,編集","10000,,25000","1049.0KM2,1977.3KM2",関東郵政局,直営590425C0112,"59.06.01,60.03.31",
栃木県,"塩原町,",道路計画,基準点,3級,3point,栃木県尾頭トンネル建設事務所,郡馬測量(株)591126C0516,"59.10.04,60.03.25",
栃木県,"藤原町,",鉄道計画,基準点,3級,1point,日本鉄道建設公団東京支社,(財)林野弘済会590921C0368,"59.09.25,59.10.25",
栃木県,"黒磯市,",道路台帳,"基準点,平板","3級,,500","16point,15.7KM2",栃木県黒磯市,日研測量(株)600125C0037,"60.01.11,62.03.25",591629
栃木県,"足利市,佐野市,小山市,真岡市,野木町,石橋町,藤岡町,岩舟町,上三川町,南河内町,二宮町,国分寺町,大平町,",地盤変動調査,水準,1級,354.0km,栃木県,国際航業(株)591112C0479,"59.11.05,60.03.25",591428
栃木県,"壬生町,",道路台帳,"撮影,写測図化","8000,,4000","93.1KM2,17.5KM2",栃木県壬生町,東日本航空(株)591221C0561,"60.01.10,61.07.31",591517
栃木県,"上河内村,",農地開発,"撮影,写測図化","8000,,1000","6.7KM2,3.3KM2",栃木県上河内村,東日本航空(株)600117C0014,"60.01.15,60.02.25",591607
栃木県,"粟野町,",道路台帳,"撮影,写測図化","8000,,1000","178.4KM2,16.0KM2",栃木県粟野町,国際航業(株)590522C0167,"59.05.22,61.06.30",590261
栃木県,"大田原市,",道路台帳,"撮影,写測図化","4000,,500","134.9KM2,23.5KM2",栃木県大田原市,国際航業(株)591221C0558,"59.12.08,61.03.31",591527
栃木県,"日光市,",道路台帳,撮影,8000,320.9KM2,栃木県日光市,国際航業(株)600322C0102,"60.03.13,60.03.30",591785
栃木県,"足利市,",道路台帳,撮影,8000,177.7KM2,栃木県足利市,"国際航業(株),晃洋設計測量(株)600322C0098","60.03.04,60.03.30",591784
栃木県,"宇都宮市,",都市計画,"撮影,写測修正,編集","12500,,2500,,5000","105.3KM2,105.3KM2,105.3KM2",栃木県宇都宮市,(株)パスコ590611C0201,"59.05.21,60.02.28",590554
栃木県,"河内町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","27.7KM2,8.8KM2,18.9KM2",栃木県河内町,(株)パスコ591107C0471,"59.09.17,59.12.18",591331
栃木県,"西那須野町,",都市計画,"撮影,写測図化","13000,,2500","58.9KM2,58.9KM2",栃木県西那須野町,(株)パスコ591126C0505,"59.10.29,60.03.12",591385
栃木県,"鹿沼市,",河川計画,"撮影,写測図化","12500,,2500","44.9KM2,26.5KM2",水資源開発公団思川開発調査所,(株)パスコ600206C0057,"60.01.23,60.03.28",591649
栃木県,"小山市,南河内町,大平町,上三川町,二宮町,",河川管理,"撮影,写測図化","8000,,1000","29.7KM2,2.2KM2",栃木県土木部,パスキン工業(株)591225C0566,"59.12.21,60.03.25",
栃木県,"野木町,",道路台帳,"撮影,写測図化","8000,,1000","77.0KM2,7.7KM2",栃木県野木町,パスキン工業(株)600206C0055,"60.02.01,61.03.25",591651
栃木県,"南河内町,",都市計画,写測図化,2500,8.6KM2,栃木県南河内町,国際航業(株)590601C0182,"59.06.01,59.09.10",590303
栃木県,"今市市,",道路台帳,写測図化,1000,10.4KM2,栃木県今市市,"国際航業(株),日本工測(株),アジア航測(株),日光測量(株)591128C0526","59.10.17,60.03.20",
栃木県,"真岡市,",ほ場整備,"写測図化,編集,編集","1000,,3000,,10000","7.4KM2,7.4KM2,7.4KM2",栃木県真岡市,(株)パスコ600216C0065,"60.01.29,60.03.20",591718
栃木県,"栗山村,",ダム計画,写測図化,1000,5.2KM2,湯西川ダム調査事務所,アジア航測(株)590625C0219,"59.06.15,59.09.16",590562
栃木県,"栃木市,",都市計画,"写測図化,写測図化,撮影","2500,,10000,,30000","60.0KM2,122.2KM2,226.6KM2",栃木県栃木市,"朝日航洋(株),セントラル航空測量(株)591029C0465","59.09.27,60.01.31",591220
栃木県,"栃木県,",郵便地図調整,"編集,編集","10000,,25000","1049.0KM2,1977.3KM2",関東郵政局,直営590425C0112,"59.06.01,60.03.31",
群馬県,"伊勢崎市,",道路台帳,"基準点,撮影,撮影,写測図化,写測図化","フリーネット,,4000,,8000,,500,,1000","40point,65.6KM2,65.6KM2,14.0KM2,51.6KM2",群馬県伊勢崎市,(株)パスコ590717C0252,"59.07.11,61.01.31",590568
群馬県,"高崎市,",道路台帳,"基準点,基準点,撮影,撮影,写測図化,写測図化","1級,,2級,,4000,,8000,,500,,1000","51point,107point,55.7KM2,110.5KM2,31.2KM2,35.3KM2",群馬県高崎市,国際航業(株)590921C0367,"59.06.25,62.03.25",590974
群馬県,"赤堀村,",道路台帳,"基準点,撮影,写測図化,編集","1級,,8000,,1000,,2500","19point,24.5KM2,24.5KM2,24.5KM2",群馬県赤堀村,(株)パスコ591119C0498,"59.10.31,61.10.31",591364
群馬県,"新里村,",道路台帳,"基準点,撮影,写測図化","2級,,8000,,1000","18point,35.6KM2,20.2KM2",群馬県新里村,(株)パスコ590611C0199,"59.05.31,61.11.25",590322
群馬県,"板倉町,",道路台帳,"基準点,写測図化,撮影,編集,編集","2級,,1000,,8000,,2500,,10000","29point,41.3KM2,59.8KM2,41.3KM2,41.3KM2",群馬県板倉町,(株)パスコ591026C0443,"59.10.01,62.02.28",591210
群馬県,"太田市,館林市,尾島町,新田町,大泉町,邑楽町,千代田町,明和村,板倉町,",地盤変動調査,水準,1級,217.0km,群馬県,(株)パスコ591207C0536,"59.12.01,60.02.28",591443
群馬県,"館林市,",土地区画整理,平板,500,0.5KM2,群馬県館林市,(株)高崎測量600206C0056,"60.01.28,60.03.15",
群馬県,"伊勢崎市,",土地区画整理,平板,500,0.3KM2,群馬県伊勢崎市長沼第一土地区画整理組合,三陽測量(株)591109C0478,"59.09.25,60.03.15",
群馬県,"館林市,",土地区画整理,平板,500,0.9KM2,群馬県館林市,技研測量設計(株)590804C0303,"59.08.10,59.10.13",
群馬県,"月夜野町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","5.5KM2,70.8KM2,5.5KM2,25.0KM2",群馬県月夜野町,国際航業(株)590822C0331,"59.08.13,59.12.24",590735
群馬県,"南牧村,",道路台帳,"撮影,写測図化","8000,,1000","119.3KM2,5.5KM2",群馬県南牧村,国際航業(株)591106C0468,"59.10.12,59.12.28",591330
群馬県,"松井田町,",道路台帳,"撮影,写測図化","8000,,1000","174.2KM2,42.0KM2",群馬県松井田町,国際航業(株)591114C0481,"59.11.05,61.11.29",591340
群馬県,"下仁田町,",道路台帳,"撮影,写測図化","8000,,1000","189.4KM2,23.4KM2",群馬県下仁田町,国際航業(株)591126C0520,"59.11.24,61.10.31",591393
群馬県,"榛東村,",道路台帳,"撮影,写測図化","8000,,1000","27.7KM2,14.5KM2",群馬県榛東村,国際航業(株)600118C0018,"60.01.10,61.03.10",591604
群馬県,"安中市,松井田町,",道路台帳,"撮影,写測図化","4000,,500","3.1KM2,2.9KM2",群馬県安中土木事務所,国際・外所・桜井共同企業体600110C0004,"59.11.10,60.03.15",
群馬県,"倉渕村,",道路台帳,"撮影,写測図化","8000,,1000","127.2KM2,25.0KM2",群馬県倉淵村,国際航業(株)600125C0038,"60.02.20,61.10.30",591628
群馬県,"高崎市,",都市計画,"撮影,写測修正","12500,,2500","110.5KM2,110.5KM2",群馬県高崎市,国際航業(株)600124C0030,"60.01.21,60.03.20",591636
群馬県,"六合村,",道路台帳,"撮影,写測図化","8000,,1000","202.4KM2,7.4KM2",群馬県六合村,国際航業(株)600213C0062,"59.09.20,60.10.31",591721
群馬県,"太田市,",道路台帳,"撮影,写測図化","8000,,1000","21.0KM2,13.8KM2",群馬県太田市,(株)パスコ590510C0123,"59.04.18,60.03.25",590258
群馬県,"桐生市,",道路台帳,"撮影,写測図化","4000,,500","20.6KM2,3.5KM2",群馬県桐生市,(株)パスコ590704C0239,"59.07.09,60.03.25",590567
群馬県,"妙義町,",都市計画,"撮影,撮影,基準点,写測図化,写測図化","8000,,30000,,2級,,1000,,10000","28.7KM2,28.7KM2,10point,14.8KM2,28.7KM2",群馬県妙義町,(株)パスコ600221C0069,"60.02.28,61.11.25",591714
群馬県,"大間々町,",道路台帳,"撮影,写測図化","8000,,1000","98.7KM2,18.6KM2",群馬県大間々町,(株)パスコ600308C0092,"59.12.12,61.11.25",591763
群馬県,"笠懸村,",道路台帳,"撮影,写測図化,編集,編集,写測図化","8000,,2500,,5000,,10000,,1000","42.2KM2,42.2km,42.2km,42.2km,18.3KM2",群馬県笠懸村,(株)パスコ600308C0091,"60.02.10,61.08.31",591764
群馬県,"吉岡村,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","14.2KM2,6.4KM2,6.9KM2,4.0KM2",群馬県吉岡村,アジア航測(株)590410C0075,"59.04.17,60.12.20",590239
