都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,備考,2018.01.14修正
滋賀県,"彦根市,愛知川町,甲良町,豊郷町,秦荘町,湖東町,愛東町,多賀町,",砂防計画,カラー撮影,10000,360KM2,助言13.11.16F0174滋賀県湖東地域振興局建設管理部,朝日航洋株式会社滋賀営業所,"13.11.16
13.12.24",,
滋賀県,"彦根市,",固定資産評価,"カラー撮影,カラー撮影","4000,,8000","86.2KM2,12KM2",助言13.11.29F0197滋賀県　　彦根市,朝日航洋株式会社滋賀営業所,"13.11.13
14.12.25",,
滋賀県,"守山市,能登川町,湖北町,びわ町,",河川管理,基準点,2級,11point,助言14.01.17F0263水資源開発公団琵琶湖開発総合管理所,株式会社国土開発センター大阪支,"14.01.17
14.02.28",,
滋賀県,"大津市,守山市,中主町,野洲町,栗東市,石部町,",河川管理,カラー撮影,5000,16.7KM2,助言14.01.17F0264近畿地方整備局 琵琶湖工事事務所,国際航業株式会社近畿支店,"13.12.06
14.01.31",,
滋賀県,"五個荘町,",下水道台帳,"写測図化,写測修正","1000,,1000","6.1KM2,5.8KM2",助言14.01.17F0266滋賀県　　五個荘町,株式会社ジェクト滋賀営業所,"14.01.21
14.03.25",,
滋賀県,"甲良町,",道路台帳,"カラー撮影,写測修正","5000,,1000","24.4KM2,100km",助言14.02.18F0293滋賀県　　甲良町,アジア航測株式会社京都支店,"14.02.18
14.03.25",,
滋賀県,"びわ町,湖北町,新旭町,",河川管理,基準点,3級,26point,助言14.02.27F0299水資源開発公団琵琶湖開発総合管理所,未定,"14.02.27
14.03.25",,
滋賀県,"大津市,草津市,栗東市,守山市,野洲町,マキノ町,",道路台帳,"基準点,水準,空三,数値図化","3級,,簡級,,,,500","24point,25.7km,76M,1.7KM2",助言14.02.19F0304近畿地方整備局滋賀国道工事事務所,株式会社サンヨー,"14.02.19
14.03.20",,
滋賀県,"西浅井町,山東町,米原町,近江町,",道路台帳,"基準点,水準,空三,数値図化","3級,,簡級,,,,500","22point,22.8km,62M,1.3KM2",助言14.02.19F0306近畿地方整備局 滋賀国道工事事務所,中日本航空株式会社,"14.02.19
14.03.20",,
滋賀県,"今津町,",道路台帳,"基準点,基準点,水準,カラー撮影,数値図化","2級,,4級,,3級,,4000,,500","9point,75point,4.4km,0.4KM2,0.4KM2",助言14.02.19F0307近畿地方整備局滋賀国道工事事務所,株式会社パスコ滋賀支店,"14.02.19
14.05.19",,
滋賀県,"信楽町,",固定資産,"カラー撮影,カラー撮影","4000,,8000",",164.3KM2",助言14.03.07F0317滋賀県　　信楽町,株式会社パスコ滋賀支店,"14.02.04
14.03.27",,
滋賀県,"大津市,",土地区画整理,基準点,4級,24point,助言14.03.25F0350大津市大将軍東部土地区画整理組合,画地測量設計株式会社,"14.02.25
14.03.30",,
滋賀県,"八日市市,",ほ場整備,"水準,数値図化","3級,,1000","6km,1.7KM2",助言14.03.22F0353滋賀県　　八日市市,アジア航測株式会社京都支店,"14.03.22
14.03.25",,
滋賀県,"甲西町,",都市計画,写測修正,2500,21.8KM2,助言14.03.26F0359滋賀県　　甲西町,株式会社パスコ滋賀支店,"14.03.26
14.03.29",,
滋賀県,"甲良町,",都市計画,"カラー撮影,写測修正,既成図数値化","15000,,2500,,2500","29.8KM2,13.7KM2,13.7KM2",助言14.03.29F0360滋賀県　　甲良町,アジア航測株式会社京都支店,"14.03.29
14.05.15",,
京都府,"久御山町,城陽市,井手町,山城町,八幡市,田辺町,精華町,",河川管理,"基準点,基準点,水準","2級,,3級,,2級","38point,143point,40km",助言13.05.10F0012近畿地方整備局淀川工事事務所,南大阪コンサルタント（株）,"13.05.10
13.06.27",,
京都府,"亀岡市,",ほ場整備,"基準点,基準点","2級,,3級","5point,6point",助言13.05.10F0013京都府南丹土地改良事務所,（株）谷尻技術コンサルタント,"13.05.10
13.06.30",,
京都府,"亀岡市,",地域総合整備事,"基準点,基準点","2級,,3級","5point,8point",助言13.05.10F0014京都府南丹土地改良事務所,（株）中川測量設計,"13.05.10
13.06.30   ",,
京都府,"山城町,木津町,加茂町,笠置町,",河川管理,"基準点,基準点,水準","2級,,3級,,2級","38point,153point,38km",助言13.05.17F0022近畿地方整備局淀川工事事務所,北居設計（株）,"13.03.17
13.06.24",,
京都府,"舞鶴市,",ほ場整備,"基準点,平板","3級,,500","7point,",助言13.06.12F0032京都府　　舞鶴市,"京福コンサルタント株式会社　京都
支社","13.06.12
14.03.25",,
京都府,"弥栄町,",農地開発（鳥取１団地）,基準点,4級,45point,助言13.07.13F0033近畿農政局　丹後開拓建設事業所,"株式会社ナイガイ補償コンサルタ
ント","12.07.13
13.07.19",,
京都府,"久美浜町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","3point,9point,50point",助言13.06.13F0034京都府　丹後土地改良事務所,内外エンジニアリング株式会社,"13.06.18
14.02.28",,
京都府,"三和町,",宅地開発,基準点,3級,8point,助言13.06.13F0038地域振興整備公団　京都北部開発所,株式会社　吹上技研コンサルタント,"13.06.15
13.07.10",,
京都府,"大宮町,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","5point,0.2KM2,0.2KM2",助言13.06.14F0040京都府丹後土地改良事務所,株式会社萩原測量設計事務所,"13.07.05
13.11.16",,
京都府,"大宮町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","9point,4point,0.2KM2,0.2KM2",助言13.06.14F0041京都府　丹後土地改良事務所,都コンサルタント株式会社,"13.07.05
13.11.16",,
京都府,"大宮町,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","3point,0.1KM2,0.1KM2",助言13.06.14F0042京都府　丹後土地改良事務所,サンスイコンサルタント株式会社,"13.07.05
13.11.16",,
京都府,"亀岡市,",都市計画,カラー撮影,12500,456.3KM2,助言13.06.20F0043京都府　　亀岡市,株式会社かんこう　京滋支店,"13.06.20
13.08.30",,
京都府,"亀岡市,",土地改良,基準点,3級,18point,助言13.07.03F0058京都府　　亀岡市,㈱中川測量設計,"13.03.28
13.10.31",,
京都府,"舞鶴市,",都市計画,"写測修正,既成図数値化","2500,,2500","44.8KM2,84.1KM2",助言13.07.13F0064京都府　　舞鶴市,株式会社ワールド,"13.07.13
13.12.25",,
京都府,"京北町,",土地改良,"基準点,基準点","2級,,3級","3point,28point",助言13.08.08F0086京都府南丹土地改良事務所,株式会社ケーシック,"13.08.16
14.03.27",,
京都府,"精華町,",都市計画,"カラー撮影,空三,数値図化,水準","12500,,,,2500,,簡級","46KM2,22M,25.6KM2,33.5km",助言13.09.26F0119京都府　　精華町,国際航業株式会社京滋営業所,"13.09.17
14.03.29",,
京都府,"丹後町,",農地開発,基準点,4級,11point,助言13.10.03F0123近畿農政局丹後開拓建設事業所,株式会社ナイガイ補償コンサルタ,"13.04.06
13.10.07",,
京都府,"久美浜町,",下水道計画,"カラー撮影,水準,数値図化","5000,,3級,,500","7.6KM2,7.5km,0.5KM2",助言13.10.23F0134京都府　　久美浜町,株式会社ウエスコ福知山支店,"13.10.23
13.12.26",,
京都府,"京田辺市,",固定資産,カラー撮影,4000,42.9KM2,助言13.11.15F0180京都府　　京田辺市,朝日航洋株式会社関西支社,"13.11.15
14.03.29",,
京都府,"綾部市,丹波町,",道路台帳,数値図化,500,0.1KM2,助言13.11.19F0182近畿地方整備局福知山工事事務所,玉野総合コンサルタント株式会社,"13.11.19
14.01.31",,
京都府,"三和町,",道路計画,"基準点,基準点,平板","3級,,4級,,500","4point,10point,.1KM2",助言13.11.30F0205近畿地方整備局福知山工事事務所,株式会社関西土木技術センター,"13.11.30
14.02.08",,
京都府,京都市,都市計画,数値図修正,2500,33KM2,助言13.12.05F0214京都府　　京都市,株式会社パスコ京都支店,"13.12.05
14.03.29",,
京都府,"福知山市,",演習場施設測量,"基準点,基準点,平板","2級,,4級,,500","4point,15point,",助言13.12.11F0228大阪防衛施設局,株式会社パスコ大阪支店,"13.12.11
14.03.29",,
京都府,"和知町,瑞穂町,丹波町,日吉町,美山町,園部町,亀岡市,京北町,京都市,長岡京市,宇治市,宇治田原町,八幡市,京田辺市,精華町,加茂町,和束町,南山城村,井手町,城陽市,",砂防計画,カラー撮影,10000,2255KM2,助言13.12.26F0235京都府,アジア航測株式会社京都支店,"13.12.26
14.03.10",,
京都府,"京都市,宇治市,久御山町,城陽市,井手町,山城町,木津町,",道路台帳,"基準点,基準点,水準,カラー撮影,数値図化","2級,,4級,,3級,,5000,,500","4point,57point,3.6km,26.7KM2,0.2KM2",助言13.12.26F0236近畿地方整備局京都国道工事事務所,アジア航測株式会社京都支店,"13.12.26
14.03.20",,
京都府,"野田川町,加悦町,",砂防計画,カラー撮影,10000,122KM2,助言13.12.25F0247京都府宮津土木事務所,朝日航洋株式会社関西支社,"13.12.25
14.03.10",,
京都府,"福知山市,大江町,",砂防計画,"カラー撮影,空三","10000,,","259KM2,124M",助言13.12.25F0252京都府福知山土木事務所,株式会社かんこう京滋支店,"13.12.25
14.03.10",,
京都府,"大江町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,4point,5point,0.1KM2",助言14.01.17F0267京都府　　大江町,株式会社ウエスコ福知山支店,"14.01.17
14.03.20",,
京都府,"福知山市,大江町,",河川管理,"基準点,基準点","2級,,3級","54point,199point",助言14.01.17F0268近畿地方整備局　福知山工事事務所,塩見測量設計株式会社,"14.01.17
14.03.10",,
京都府,"城陽市,",都市計画,"カラー撮影,数値図化","12500,,2500","70.1KM2,32.8KM2",助言14.01.24F0272京都府　　城陽市,アジア航測株式会社京都支店,"14.01.24
14.10.15",,
京都府,"京都市,向日市,長岡京市,大山崎町,",地盤変動調査,水準,1級,35.3km,助言14.01.24F0278京都府,,"14.01.24
14.03.29",,
京都府,"城陽市,",道路台帳,"水準,平板","2級,,500","7.4km,1.8KM2",助言14.01.24F0283京都府　　城陽市,株式会社パスコ京都支店,"14.01.24
14.03.29",,
京都府,"加茂町,",土地区画整理,"基準点,基準点,平板","2級,,3級,,500","2point,4point,0.2KM2",助言14.01.24F0287京都府　　加茂町,株式会社新都市二十一,"14.01.24
14.09.30",,
京都府,"三和町,瑞穂町,丹波町,",道路台帳,"基準点,水準,空三,数値図化","3級,,簡級,,,,500","21point,20.1km,86M,1.2KM2",助言14.03.07F0320近畿地方整備局 福知山工事事務所,株式会社かんこう京滋支店,"14.03.07
14.03.20",,
京都府,"宇治市,",放水路（トンネル）建設,基準点,3級,4point,助言14.03.19F0347近畿地方整備局　琵琶湖工事事務所,株式会社吹上技研コンサルタント,"14.02.01
14.03.28",,
京都府,"宮津市,",道路管理,基準点,3級,4point,助言14.03.25F0352京都府　宮津土木事務所,株式会社片山測量設計事務所,"14.03.25
14.03.25",,
京都府,"舞鶴市,",道路台帳,"基準点,水準,空三,数値図化,平板","3級,,簡級,,,,500,,500","26point,22.5km,79M,1.4KM2,",助言14.03.29F0361近畿地方整備局福知山工事事務所,中日本航空株式会社,"14.03.29
14.03.29",,
京都府,"京都市,",基準点測量,基準点,3級,4point,助言14.03.29F0362宮内庁京都事務所,内外エンジニアリング株式会社,"14.03.29
14.03.31",,
大阪府,"和泉市,",土地区画整理,基準点,4級,29point,助言13.05.17F0020和泉市内田町払イ谷土地区画整理組合,（株）西川測量設計,"13.05.17
13.05.18",,
大阪府,"茨木市,",道路台帳,"水準,空三,数値図化,数値図修正","簡級,,,,500,,500","105km,281M,7KM2,6.5KM2",助言13.05.25F0026大阪府　　茨木市   ,株式会社　パスコ　大阪支店,"13.05.25
14.03.15",,
大阪府,"泉南市,",土地改良（泉南南部地区）,"基準点,基準点","2級,,3級","3point,5point",助言13.05.25F0027大阪府　みどり公社,有限会社上野測量設計事務所,"13.06.01
13.08.31",,
大阪府,"八尾市,松原市,八尾市,松原市,",公共基準点の改算,"基準点,基準点","1級,,2級","8point,7point",助言13.05.25F0028大阪府八尾土木事務所,拓殖建設計画株式会社 大阪支店,"13.05.25
13.06.08",,
大阪府,"堺市,",土地区画整理,"基準点,基準点,基準点,水準,平板","2級,,3級,,4級,,3級,,500","2point,4point,83point,3km,1.8KM2",助言13.06.27F0053大阪府　　堺市,未定,"13.08.20
13.12.30",,
大阪府,"茨木市,",土地区画整理,基準点,3級,3point,助言13.07.13F0062茨木市東奈良土地改良区画整理組合,"財団法人大阪府都市整備技術セ
ンター","13.07.13
13.09.30",,
大阪府県境兵庫県,"大阪市,県境尼崎市,",道路台帳,"カラー撮影,数値図化,カラー撮影,数値図化","5000,,500,,5000,,500","12.6KM2,0.7KM2,12.6KM2,0.7KM2",助言13.08.08F0075近畿地方整備局大阪国道工事事務所,株式会社かんこう,"13.08.08
13.10.01",,
大阪府,"豊中市,",基準点測量,基準点,4級,71point,助言13.08.08F0082大阪府　　豊中市,未定,"13.08.08
14.01.31",,
大阪府,"能勢町,豊能町,箕面市,池田市,豊中市,吹田市,摂津市,茨木市,高槻市,",都市計画,カラー撮影,15000,659.3KM2,助言13.08.29F0091大阪府,富士測量株式会社,"13.07.14
13.08.31",,
大阪府,"柏原市,",河川計画,基準点,3級,8point,助言13.08.29F0093近畿地方整備局大和川工事事務所,拓殖建設計画株式会社,"13.08.29
13.10.31",,
大阪府,"摂津市,",道路計画,基準点,2級,2point,助言13.08.29F0097日本道路公団関西支社吹田管理事務所,株式会社東海エンジニアリング,"13.08.29
13.09.30",,
大阪府,"能勢町,豊能町,島本町,高槻市,茨木市,吹田市,箕面市,池田市,豊中市,摂津市,",都市計画,"写測修正,既成図数値化","2500,,2500","440.8KM2,440.8KM2",助言13.09.03F0100大阪府,"株式会社ジェクト
株式会社日建技術コンサルタント
国際航業株式会社大阪営業所
株式会社かんこう大阪支店","13.08.10
14.03.25",,
大阪府,"箕面市,",道路用地,"基準点,基準点,水準","2級,,4級,,3級","7point,1.7km,1.7km",助言13.09.12F0111日本道路公団関西支社大阪工事事務所,株式会社トーホー・エンジニアリン,"13.09.17
14.02.14",,
大阪府,"高槻市,",地図データベース,"カラー撮影,数値図化","5000,,500","52.7KM2,27KM2",助言13.09.12F0113大阪府　　高槻市,株式会社ジェクト,"13.09.12
14.03.15",,
大阪府,"池田市,",下水道台帳,"カラー撮影,数値図化","5000,,500","1.9KM2,1.2KM2",助言13.09.12F0116大阪府　　池田市,写測エンジニアリング株式会社,"13.09.12
14.03.15",,
大阪府,"高槻市,",地図データベース・マップ作成,撮影,",,",105.1KM2,助言13.10.19F0126大阪府　　高槻市,株式会社ジェクト,"13.10.19
14.03.15",,
大阪府,"大阪市,",地盤変動調査,水準,1級,249km,助言13.10.19F0127大阪府　　大阪市,未定,"13.10.19
14.02.28",,
大阪府,"泉南市,",河川計画,"カラー撮影,数値図化","8000,,1000","31.1KM2,1.6KM2",助言13.10.18F0132大阪府岸和田土木事務所,株式会社ジェクト,"13.10.18
14.02.28",,
大阪府,"貝塚市,",砂防計画,基準点,2級,3point,助言13.11.16F0175大阪府岸和田土木事務所,株式会社ウエスコ大阪支社,"13.11.16
13.11.30",,
大阪府,"枚方市,",地盤変動調査,水準,1級,62km,助言13.11.16F0183大阪府　　枚方市,株式会社八州関西支社,"13.11.16
14.03.31",,
大阪府,"高槻市,",基準点測量,基準点,3級,3point,助言13.11.19F0185大阪府　　高槻市,株式会社パスコ大阪支店,"13.10.12
13.11.30",,
大阪府,"高槻市,",基準点測量,基準点,3級,4point,助言13.11.16F0186大阪府　　高槻市,株式会社パスコ大阪支店,"13.10.12
13.11.30",,
大阪府,"高槻市,",基準点測量,基準点,2級,3point,助言13.11.16F0187大阪府　　高槻市,株式会社パスコ大阪支店,"13.11.16
13.11.30",,
大阪府,"高槻市,",基準点測量,基準点,2級,1point,助言13.11.16F0188大阪府　　高槻市,株式会社パスコ大阪支店,"13.10.12
13.11.30",,
大阪府,"高槻市,茨木市,",道路計画,"基準点,基準点","3級,,4級","6point,16point",助言13.11.29F0195近畿地方整備局大阪国道工事事務所,協和設計株式会社,"13.11.06
14.03.10",,
大阪府,"堺市,",地盤変動調査,水準,1級,52.2km,助言13.11.29F0199大阪府　　堺市,未定,"13.12.01
14.03.31",,
大阪府,"吹田市,",道路台帳,基準点,3級,159point,助言13.11.30F0201大阪府　　吹田市,アジア航測大阪支店,"13.11.30
14.03.29",,
大阪府,"堺市,",道路管理,基準点,3級,6point,助言13.11.30F0203（財）阪神高速道路補償センター,本州コンサルタント株式会社,"13.11.20
14.02.15",,
大阪府,"枚方市,寝屋川市,交野市,守口市,門真市,大東市,四條畷市,東大阪市,八尾市,柏原市,",地盤変動調査,水準,1級,126.4km,助言13.11.30F0210大阪府八尾土木事務所,株式会社サンヨー,"13.11.30
14.03.27",,
大阪府,"忠岡町,岸和田市,堺市,高石市,泉大津市,和泉市,八尾市,藤井寺市,大阪狭山市,",地盤変動調査,"水準,水準","1級,,4級","68.8km,11.6km",助言13.12.04F0212大阪府 鳳土木事務所,株式会社オーエス,"13.12.04
14.03.25",,
大阪府,"泉大津市,岸和田市,貝塚市,泉佐野市,泉南市,忠岡町,",地盤変動調査,水準,1級,69.5km,助言13.12.04F0215大阪府　岸和田土木事務所,泉州コンサルタント株式会社,"13.12.04
14.03.27",,
大阪府,"岸和田市,",ほ場整備,基準点,3級,3point,助言13.12.04F0217大阪府　　岸和田市,大阪府土地改良事業団体連合会,"13.12.04
13.12.20",,
大阪府,"藤井寺市,",地理情報システム構築,"撮影,写測修正,既成図数値化","4000,,500,,500","16KM2,8.9KM2,8.9KM2",助言13.12.04F0220大阪府　　藤井寺市,株式会社ワールド,"13.12.04
14.03.15",,
大阪府,"岸和田市,貝塚市,",ほ場整備,基準点,3級,3point,"助言13.12.25F0238緑資源公団西部支社泉州東部建設事業
所",大阪府土地改良事業団体連合会,"13.12.25
14.03.29",,
大阪府,"豊中市,箕面市,池田市,吹田市,摂津市,茨木市,高槻市,枚方市,大阪市,",地盤変動調査,水準,1級,70.9km,助言13.12.25F0240大阪府　茨木土木事務所,株式会社富士開発コンサルタント,"13.12.25
14.03.27",,
大阪府,"守口市,",地盤変動調査,水準,1級,15km,助言13.12.25F0244大阪府　　守口市,株式会社ジェクト,"13.11.27
14.03.29",,
大阪府,"大阪市,",土地区画整理,"基準点,平板","3級,,500","7point,",助言13.12.25F0246株式会社今宮開発センター,株式会社かんこう,"13.11.19
14.03.31",,
大阪府,"枚方市,高槻市,",高速道路計画,"基準点,基準点,水準","3級,,4級,,3級","2point,1km,1km",助言13.12.25F0249日本道路公団関西支社大阪工事事務所,日本テクノ株式会社,"14.01.07
14.03.20",,
大阪府,"高槻市,",高速道路計画,"基準点,基準点,水準","2級,,3級,,3級","2point,2point,1.2km",助言13.12.25F0250日本道路公団関西支社大阪工事事務所,正和設計株式会社,"13.12.26
14.03.22",,
大阪府,"豊中市,",道路台帳,"基準点,数値図修正","4級,,500","84point,0.1KM2",助言13.12.26F0251大阪府　　豊中市,,"14.01.10
14.03.29",,
大阪府,"豊中市,",固定資産,カラー撮影,4000,36.6KM2,助言13.12.25F0253大阪府　　豊中市   ,"国際航業株式会社近畿支店大阪
営業所","13.12.28
14.01.04",,
大阪府,"高槻市,",固定資産,"カラー撮影,写真図","5000,,1000","102.2KM2,81.1KM2",助言14.01.10F0255大阪府　　高槻市,株式会社ワールド,"13.12.19
14.03.15",,
大阪府,"柏原市,八尾市,藤井寺市,松原市,堺市,大阪市,",河川管理,"基準点,基準点","2級,,3級","9point,157point",助言14.01.24F0274近畿地方整備局　大和川工事事務所,南大阪コンサルタント株式会社,"14.01.24
14.03.10",,
大阪府,"羽曳野市,",総合計画,"カラー撮影,写測図化,編集,既成図数値化","5000,,500,,500,,500","27KM2,24.5KM2,24.5KM2,24.5KM2",助言14.01.31F0297大阪府　　羽曳野市,国際航業株式会社,"14.01.31
14.12.25",,
大阪府,"柏原市,",地すべり対策,基準点,2級,38point,助言14.02.04F0298近畿地方整備局　大和川工事事務所,株式会社国土開発センター大阪支,"14.02.04
14.03.21",,
大阪府,"島本町,",地盤変動調査,水準,2級,12.4km,助言14.02.18F0302大阪府　　島本町,国際航業株式会社大阪営業所,"14.02.18
14.03.31",,
大阪府,"吹田市,",道路台帳,基準点,3級,42point,助言14.03.07F0322大阪府　　吹田市,アジア航測株式会社大阪支店,"14.03.07
14.03.29",,
大阪府,"高槻市,",都市計画,基準点,3級,5point,助言14.03.07F0325大阪府　　高槻市,中央復建コンサルタンツ株式会社,"13.09.14
14.03.15",,
大阪府,"堺市,",道路台帳,基準点,2級,14point,助言14.03.14F0338大阪府　　堺市,"写測エンジニアリング株式会社大
阪支店","14.03.15
14.04.30",,
大阪府,"高槻市,",地図データベース,数値図化,500,25.7KM2,助言14.03.18F0343大阪府　　高槻市,未定,"14.03.18
14.10.31",,
大阪府,"東大阪市,",地盤変動調査,水準,1級,56.9km,助言14.03.14F0345大阪府　　東大阪市,株式会社サンヨー,"14.03.14
14.03.29",,
大阪府,"大阪市,",地盤変動調査,水準,1級,42.6km,助言14.03.14F0346大阪市　港湾局,株式会社イハラコンサルタント,"14.03.14
14.03.29",,
大阪府,"枚方市,交野市,",道路計画,基準点,3級,13point,助言14.03.19F0349近畿地方整備局　浪速国道工事事務所,株式会社オー・テック,"14.03.19
14.03.31",,
大阪府,"茨木市,",モノレール建設,基準点,2級,8point,助言14.03.25F0351大阪府　茨木土木事務所,株式会社ダイコク,"14.03.25
14.03.30",,
大阪府,"高槻市,",固定資産評価,"カラー撮影,写真図","5000,,1000","102.2KM2,81.1KM2",助言14.03.27F0354大阪府　　高槻市,未定,"14.12.19
15.03.15",,
大阪府,"高槻市,",３級基準点測量,基準点,3級,3point,助言14.03.25F0355大阪府　　高槻市,未定,"14.03.25
14.10.15",,
大阪府,"高槻市,",３級基準点,基準点,3級,1point,助言14.03.25F0356大阪府　　高槻市,未定,"14.03.25
14.10.15",,
大阪府,"高槻市,",３級基準点測量,"基準点,基準点,基準点","2級,,3級,,4級","2point,41point,0.3KM2",助言14.03.25F0357大阪府　　高槻市,未定,"14.03.25
15.03.15",,
兵庫県,"神戸市,",道路台帳,基準点,3級,2point,助言13.04.18F0001兵庫県　　神戸市,㈱パスコ,"13.04.11
13.04.27",,
兵庫県,"社町,西脇市,",道路台帳,数値図化,500,1KM2,助言13.04.23F0002近畿地方整備局兵庫国道工事事務所,アジア航測（株）,"13.03.10
13.06.27",,
兵庫県,"姫路市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","3point,7point,39point",助言13.04.26F0003谷内土地改良区,北居設計（株）,"12.04.26
13.05.25",,
兵庫県,"山東町,",地目・家屋移動調,"カラー撮影,カラー撮影","8000,,4000","49.2KM2,1KM2",助言13.04.26F0007兵庫県　　山東町,朝日航洋（株）,"13.04.26
13.05.15",,
兵庫県,"明石市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","4point,20point,","助言13.05.08F0009明石市福田西土地区画整理組合設立準
備会",（株）六甲コンサルタント,"13.05.08
13.08.31",,
兵庫県,"市川町,",総合計画,カラー撮影,4000,82.7KM2,助言13.05.10F0011兵庫県　　市川町,（株）パスコ,"13.05.10
14.03.29",,
兵庫県,"中町,",地籍調査,基準点,地籍図根三角,43point,助言13.05.15F0015兵庫県　　中町,（株）内山測量設計,"13.05.15
13.06.10",,
兵庫県,"東浦町,",都市計画,"カラー撮影,写測修正","8000,,2500","71KM2,24.4KM2",助言13.05.17F0017兵庫県　　東浦町,（株）ワールド,"13.05.17
14.03.25",,
兵庫県,"加西市,",写真図作成,"撮影,撮影,写真図","4000,,8000,,2500","5KM2,150.4KM2,150.4KM2",助言13.05.17F0018兵庫県　　加西市,国際航業（株）,"13.05.17
13.06.29",,
兵庫県,"相生市,揖保川町,龍野市,太子町,",道路台帳,"数値図化,数値図化","500,,1000","1.2KM2,2.3KM2",助言13.06.04F0029近畿地方整備局　姫路工事事務所,株式会社　サンヨー,"13.06.04
13.08.31",,
兵庫県,"南淡町,",下水道計画,"カラー撮影,水準,数値図化","5000,,2級,,500","9.2KM2,8km,5KM2",助言13.06.12F0030兵庫県　　南淡町,株式会社ニュージェック　大阪本社,"13.06.12
13.07.31",,
兵庫県,"吉川町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","10point,22point,0.9KM2,0.9KM2",助言13.06.13F0035兵庫県 北播磨県民局,園田コンサル株式会社,"13.07.01
14.03.31",,
兵庫県,"吉川町,",ほ場整備（吉川西地区第３）,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","16point,25point,1KM2,1KM2",助言13.06.13F0036兵庫県 北播磨県民局,株式会社リング,"13.07.01
14.03.31",,
兵庫県,"明石市,高砂市,",道路台帳,"数値図化,数値図化","500,,1000","1KM2,2KM2",助言13.06.14F0039近畿地方整備局　姫路工事事務所,アジア航測株式会社神戸支店,"13.05.18
13.08.31",,
兵庫県,"神戸市,",道路台帳,基準点,3級,2point,助言13.06.22F0046兵庫県　　神戸市,昭和株式会社　関西支社,"13.06.22
14.03.30",,
兵庫県,"神戸市,",都市計画,"カラー撮影,数値図化","12500,,2500","175KM2,175KM2",助言13.06.22F0047兵庫県　　神戸市,アジア航測株式会社　神戸支店,"13.06.22
13.12.21",,
兵庫県,"高砂市,",都市計画,"カラー撮影,写測修正,数値図化,既成図数値化","10000,,1000,,2500,,1000","34.4KM2,20KM2,34.4KM2,20KM2",助言13.06.27F0050兵庫県　　高砂市,株式会社ウエスコ　姫路支店,"13.06.27
14.03.15",,
兵庫県,"山南町,",ほ場整備,"基準点,基準点,平板","2級,,3級,,500","3point,8point,2.9KM2",助言13.06.29F0051兵庫県　　山南町,株式会社太陽測量,"13.07.02
14.01.31",,
兵庫県,"神戸市,",総合計画,"カラー撮影,撮影,撮影,写測修正","18000,,6000,,4000,,1000","545KM2,126.9KM2,5.2KM2",助言13.06.27F0052兵庫県　　神戸市,国際航業株式会社　兵庫営業所,"13.06.27
14.03.31",,
兵庫県,"高砂市,",道路台帳,既成図数値化,500,2KM2,助言13.06.27F0055兵庫県　　高砂市,未定,"13.06.27
14.03.15",,
兵庫県,"南光町,",土地改良,"基準点,基準点","2級,,2級","2point,5point",助言13.07.05F0057南光町,（株）ウエスコ 姫路支店,"13.04.27
14.02.28",,
兵庫県,"加西市,",土地区画整理,"基準点,基準点","3級,,4級","5point,",助言13.07.05F0059加西市井ノ岡・大坪土地区画整理組合,神戸測量（株）,"13.06.26
13.12.10",,
兵庫県,"南淡町,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","2point,8point,0.3KM2",助言13.07.09F0061南淡町,株式会社平成技術コンサルタント,"13.07.09
14.03.25   ",,
兵庫県,"猪名川町,",道路計画,"基準点,基準点","2級,,3級","2point,1point",助言13.07.13F0063日本道路公団関西支社神戸工事事務所,"株式会社エイトコンサルタント神戸
支店","13.07.13
13.12.19",,
兵庫県,"赤穂市,",都市計画,写測修正,2500,18.6KM2,助言13.07.16F0068兵庫県　　赤穂市,株式会社パスコ神戸支店,"13.07.23
14.02.20",,
兵庫県,"神戸市,",都市計画,基準点,2級,2point,助言13.07.25F0069兵庫県　　神戸市,国際航業株式会社兵庫営業所,"13.06.27
13.08.31",,
兵庫県,"美方町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,6point,1.7KM2",助言13.07.25F0070兵庫県　　美方町,株式会社アイム,"13.08.01
13.08.31",,
兵庫県,"美方町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,8point,3.2KM2",助言13.07.25F0071兵庫県　　美方町,株式会社アイム,"13.09.01
13.09.30",,
兵庫県,"神戸市,",砂防計画,基準点,3級,12point,"助言13.08.08F0073国土交通省近畿地方整備局六甲砂防工
事事務所",株式会社西播設計,"13.08.08
13.08.31",,
