都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,,,2018.01.09計算結果に基づく修正
富山県,"八尾町,",ダム計画,"撮影,写測図化","4000,,500","5.7KM2,1.9KM2",富山県久婦須川ダム建設事務所助言630704D0040,北陸航測(株),"63.07.01,63.09.12",,,
富山県,"砺波市,",都市計画,"撮影,写測図化","10000,,2500","21.0KM2,21.0KM2",富山県砺波市助言630725D0055,北陸航測(株),"63.08.01,63.11.30",,,
富山県,"大門町,",河川計画,"撮影,撮影,写測図化","4000,,12500,,500","1.4KM2,23.5KM2,0.3KM2",富山工事事務所助言630819D0076,セントラル航業(株),"63.07.15,63.11.30",,,
富山県,"城端町,",下水道台帳,"撮影,写測図化","4000,,500","5.5KM2,0.5KM2",富山県城端町助言630509D0009,(株)日本テクニカルセンター,"63.05.02,63.07.30",,,
富山県,"高岡市,小矢部市,福岡町,",鉄道計画,撮影,4000,11.6KM2,日本鉄道建設公団富山新幹線建設準備事務所助言631107D0114,朝日航洋(株),"63.10.20,63.12.19",,,
富山県,"高岡市,福岡町,",鉄道計画,"写測図化,写測図化","2500,,500","0.4KM2,0.6KM2",日本鉄道建設公団富山新幹線建設準備事務所助言631125D0130,国際航業(株),"63.11.17,01.01.20",,,
富山県,"氷見市,",道路計画,写測図化,2500,29.1KM2,富山工事事務所助言631220D0139,国際航業(株),"63.12.03,01.03.20",,,
富山県,"高岡市,大門町,",鉄道計画,写測図化,500,0.5KM2,日本鉄道建設公団富山新幹線建設準備事務所助言630704D0043,(株)八州,"63.07.01,63.08.30",,,
富山県,"黒部市,",ダム計画,写測図化,1000,1.1KM2,富山県助言630725D0057,(株)パスコ,"63.07.06,63.08.30",,,
富山県,"利賀村,",ダム計画,"写測図化,写測図化","1000,,2500","1.0KM2,9.0KM2",富山工事事務所助言630819D0075,(株)パスコ,"63.06.23,63.10.30",,,
富山県,"高岡市,小矢部市,福岡町,",道路計画,写測図化,1000,1.8KM2,富山工事事務所助言630907D0090,(株)パスコ,"63.08.10,01.02.15",,,
富山県,"高岡市,氷見市,",道路計画,写測図化,2500,25.2KM2,富山工事事務所助言631220D0138,(株)パスコ,"63.12.01,01.03.20",,,
富山県,"小矢部市,福岡町,",道路計画,写測図化,1000,1.4KM2,富山工事事務所助言630907D0088,アジア航測(株),"63.08.18,01.01.26",,,
富山県,"高岡市,",鉄道計画,写測図化,500,0.3KM2,日本鉄道建設公団富山新幹線建設準備事務所助言631107D0115,アジア航測(株),"63.11.01,63.12.15",,,
富山県,"高岡市,",下水道計画,写測図化,500,2.2KM2,富山県高岡市助言630621D0034,北陸航測(株),"63.06.30,63.12.20",,,
富山県,"高岡市,",下水道計画,写測図化,500,2.6KM2,富山県高岡市助言631027D0107,北陸航測(株),"63.10.20,01.03.20",,,
富山県,"滑川市,",道路計画,写測図化,1000,0.2KM2,富山工事事務所助言010215D0152,セントラル航業(株),"01.02.10,01.03.30",,,
富山県,"大山町,",砂防計画,写測図化,1000,6.0KM2,立山砂防工事事務所助言630819D0078,(株)オリジナルサーベー,"63.07.21,01.03.17",,,
富山県,"入善町,",鉄道計画,写測図化,500,0.4KM2,日本鉄道建設公団富山新幹線建設準備事務所助言630704D0042,中日本航空(株),"63.06.29,63.09.08",,,
富山県,"大沢野町,",道路計画,写測図化,1000,0.5KM2,富山工事事務所助言630725D0058,中日本航空(株),"63.07.19,63.10.05",,,
富山県,"高岡市,",道路計画,写測図化,1000,2.1KM2,富山工事事務所助言630907D0089,朝日航洋(株),"63.08.19,01.03.06",,,
富山県,"舟橋村,",都市計画,写測修正,10000,3.4KM2,富山県舟橋村助言010304D0156,アジア航測(株),"01.02.28,01.03.31",,,
富山県,"細入村,",道路計画,写測修正,1000,0.3KM2,富山工事事務所助言630819D0080,(株)日本海コンサルタント,"63.07.06,63.10.02",,,
富山県,"八尾町,",農業振興計画,写測修正,5000,30.2KM2,富山県八尾町助言010126D0148,(株)日本テクニカルセンター,"01.01.09,01.03.10",,,
富山県,"高岡市,福野町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","14.3KM2,66.8KM2,30.5KM2",北陸郵政局助言630421D0005,直営,"63.05.09,63.06.30",,,
富山県,"立山町,大山町,",郵便地図調製,"編集,編集","5000,,25000","3.9KM2,694.4KM2",北陸郵政局助言630704D0038,直営,"63.08.29,63.09.30",,,
富山県,"上市町,平村,上平村,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","7.2KM2,53.5KM2,577.0KM2",北陸郵政局助言630926D0096,直営,"63.10.04,63.11.11",,,
石川県,"山中町,",土地区画整理,"基準点,平板","2級,,250","4point,0.1KM2",石川県山中町助言630907D0093,三和測量建設(株),"63.08.10,63.10.31",,,
石川県,"鹿西町,",河川管理,"基準点,平板","2級,,500","4point,0.9KM2",石川県七尾土木事務所助言630819D0071,セントラル航業(株),"63.07.01,63.10.31",,,
石川県,"門前町,",ダム計画,基準点,3級,3point,石川県八ケ川ダム建設事務所助言630907D0092,セントラル航業(株),"63.08.04,63.09.20",,,
石川県,"鹿島町,",文化財調査,基準点,3級,4point,石川県鹿島町助言630412D0002,七尾測量設計(株),"63.04.01,63.04.25",,,
石川県,"金沢市,",地籍調査,基準点,4級,45point,金沢地方法務局助言010204D0144,(株)山下測量事務所,"01.02.01,01.03.31",,,
石川県,"七尾市,",地盤変動調査,水準,1級,33.0km,石川県助言630725D0053,国際航業(株),"63.08.01,01.03.31",,,
石川県,"金沢市,小松市,松任市,根上町,寺井町,美川町,津幡町,内灘町,",地盤変動調査,水準,1級,97.0km,石川県助言630725D0054,(株)国土開発センター,"63.08.01,01.03.31",,,
石川県,"七尾市,田鶴浜町,鳥屋町,鹿島町,",道路計画,"撮影,空三","15000,,2500","385.6KM2,58M",富山工事事務所助言631220D0137,(株)パスコ,"63.10.18,01.02.28",,,
石川県,"鳥屋町,",ダム計画,"撮影,写測図化,写測図化","8000,,1000,,2500","1.0KM2,0.7KM2,0.3KM2",北陸農政局能登土地改良調査事務所助言630520D0015,北日本測量(株),"63.05.23,63.06.30",,,
石川県,"七尾市,",都市計画,"撮影,撮影,写測図化","12500,,8000,,1000","144.7KM2,10.2KM2,1.3KM2",石川県七尾市助言630725D0047,北日本測量(株),"63.07.04,63.12.01",,,
石川県,"田鶴浜町,",道路計画,"撮影,写測図化","8000,,1000","13.6KM2,2.7KM2",金沢工事事務所助言630907D0091,北日本測量(株),"63.08.26,63.12.15",,,
石川県,"金沢市,内灘町,",都市計画,"撮影,写測修正","12500,,2500","344.0KM2,204.0KM2",石川県土木部都市計画課助言630606D0023,セントラル航業(株),"63.05.26,01.03.20",,,
石川県,"輪島市,穴水町,能都町,柳田村,内浦町,",道路改良,"撮影,写測図化","8000,,1000","68.1KM2,6.1KM2",石川県輪島土木事務所助言630613D0026,"セントラル航業(株),北日本測量(株)","63.05.31,63.06.30",,,
石川県,"珠洲市,柳田村,内浦町,",道路改良,"撮影,写測図化","8000,,1000","39.5KM2,2.8KM2",石川県珠洲土木事務所助言630613D0030,セントラル航業(株),"63.05.21,63.06.30",,,
石川県,"松任市,",都市計画,"撮影,写測修正","10000,,2500","59.8KM2,38.4KM2",石川県松任市助言631111D0124,セントラル航業(株),"63.10.17,63.12.15",,,
石川県,"金沢市,津幡町,",鉄道計画,撮影,4000,11.6KM2,日本鉄道建設公団富山新幹線建設準備事務所助言631107D0114,朝日航洋(株),"63.10.20,63.12.19",,,
石川県,"七尾市,",道路計画,写測図化,2500,25.0KM2,金沢工事事務所助言640107D0142,アジア航測(株),"63.12.20,01.03.28",,,
石川県,"加賀市,",道路改良,写測図化,1000,0.5KM2,金沢工事事務所助言630725D0056,セントラル航業(株),"63.06.28,63.09.22",,,
石川県,"金沢市,宇ノ気町,",道路計画,写測修正,1000,0.7KM2,金沢工事事務所助言631027D0105,(株)加能技研,"63.08.19,63.11.27",,,
石川県,"吉野谷村,尾口村,",道路計画,編集,10000,78.0KM2,石川県土木部道路建設課助言010304D0155,セントラル航業(株),"63.12.27,01.03.20",,,
石川県,"金沢市,内灘町,富来町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","14.3KM2,66.8KM2,30.5KM2",北陸郵政局助言630421D0005,直営,"63.05.09,63.06.30",,,
石川県,"門前町,富来町,",郵便地図調製,"編集,編集","5000,,25000","3.9KM2,694.4KM2",北陸郵政局助言630704D0038,直営,"63.08.29,63.09.30",,,
福井県,"和泉村,",道路計画,"基準点,基準点,水準","1級,,3級,,3級","2point,6point,1point",福井工事事務所助言010126D0143,三和測量建設(株),"63.12.13,01.03.25",,,
福井県,"上中町,",工業団地計画,"基準点,水準,撮影,写測図化","2級,,3級,,4000,,500","4point,6.2km,2.4KM2,0.9KM2",地域振興整備公団助言631107D0111,アジア航測(株),"63.10.14,63.12.31",,,
福井県,"福井市,",土地区画整理,"基準点,平板","2級,,500","8point,0.7KM2",福井県福井市助言630704D0039,三和測量建設(株),"63.06.20,63.08.22",,,
福井県,"武生市,",土地区画整理,"基準点,平板","2級,,500","9point,0.7KM2",福井県武生市助言630819D0079,三和測量建設(株),"63.08.10,63.10.30",,,
福井県,"金津町,",土地区画整理,"基準点,平板","2級,,500","4point,0.2KM2",福井県金津町助言630907D0086,三和測量建設(株),"63.08.05,63.10.15",,,
福井県,"福井市,三国町,芦原町,金津町,丸岡町,春江町,坂井町,",地盤変動調査,"水準,水準","1級,,2級","22.1km,53.6km",福井県助言630907D0094,三和測量建設(株),"63.09.10,63.11.10",,,
福井県,"福井市,",地盤変動調査,水準,2級,85.0km,福井県福井市助言631013D0103,三和測量建設(株),"63.09.30,63.12.28",,,
福井県,"大野市,",都市計画,"撮影,写測修正","12500,,2500","48.3KM2,19.8KM2",福井県大野市助言630513D0012,国際航業(株),"63.04.28,63.08.31",,,
福井県,"大野市,",総合計画,"撮影,写測修正","30000,,10000","28.0KM2,28.0KM2",福井県大野市助言630520D0014,(株)パスコ,"63.04.10,63.05.31",,,
福井県,"三国町,",都市計画,"撮影,写測修正","12500,,2500","46.4KM2,46.4KM2",福井県三国町助言631027D0106,(株)パスコ,"63.09.18,01.02.28",,,
福井県,"美浜町,",道路計画,"撮影,写測図化","8000,,1000","3.5KM2,3.5KM2",福井県敦賀土木事務所助言010322D0157,(株)パスコ,"01.03.01,01.03.31",,,
福井県,"敦賀市,鯖江市,和泉村,金津町,丸岡町,河野村,",道路計画,"撮影,写測図化","8000,,1000","64.2KM2,2.2KM2",福井工事事務所助言630613D0029,アジア航測(株),"63.06.03,63.09.04",,,
福井県,"大野市,和泉村,",森林計画,撮影,16000,458.0KM2,福井県助言630613D0025,開拓航営設計(株),"63.05.13,63.11.10",,,
福井県,"宮崎村,",総合計画,"撮影,写測修正","12000,,2500","85.9KM2,33.8KM2",福井県宮崎村助言630613D0024,(株)帝国コンサルタント,"63.04.25,01.03.25",,,
福井県,"武生市,",総合計画,"撮影,写測修正","12500,,2500","82.0KM2,73.0KM2",福井県武生市助言630621D0035,(株)帝国コンサルタント,"63.05.25,63.12.26",,,
福井県,"小浜市,",道路計画,"撮影,写測図化","4000,,500","3.0KM2,0.8KM2",福井県若狭事務所助言640107D0141,中央測量設計(株),"63.12.21,01.03.15",,,
福井県,"敦賀市,",都市計画,"撮影,撮影,写測図化,写測図化","20000,,12500,,10000,,2500","249.5KM2,64.9KM2,6.0KM2,64.9KM2",福井県敦賀市助言631107D0110,中日本航空(株),"63.10.05,01.03.30",,,
福井県,"敦賀市,",鉄道計画,"撮影,写測図化,写測修正","30000,,10000,,10000","161.9KM2,20.4KM2,46.4KM2",日本鉄道建設公団名古屋支社助言631111D0121,朝日航洋(株),"63.11.05,01.01.13",,,
福井県,"金津町,丸岡町,",道路計画,写測図化,2500,12.3KM2,福井工事事務所助言631027D0108,国際航業(株),"63.09.27,64.01.04",,,
福井県,"敦賀市,河野村,",道路計画,写測図化,1000,1.0KM2,福井工事事務所助言630704D0044,(株)パスコ,"63.06.15,63.09.02",,,
福井県,"勝山市,",下水道台帳,写測図化,500,6.8KM2,福井県勝山市助言631213D0135,(株)パスコ,"63.10.13,01.03.20",,,
福井県,"美山町,池田町,",ダム計画,"写測図化,写測図化","1000,,2500","1.6KM2,22.5KM2",足羽川ダム調査事務所助言630907D0087,アジア航測(株),"63.08.25,01.02.25",,,
福井県,"丸岡町,",都市計画,写測修正,2500,43.0KM2,福井県丸岡町助言630520D0016,三和測量建設(株),"63.05.07,63.06.30",,,
福井県,"小浜市,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","14.3KM2,66.8KM2,30.5KM2",北陸郵政局助言630421D0005,直営,"63.05.09,63.06.30",,,
福井県,"勝山市,",郵便地図調製,"編集,編集","5000,,25000","3.9KM2,694.4KM2",北陸郵政局助言630704D0038,直営,"63.08.29,63.09.30",,,
福井県,"池田町,南条町,高浜町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","7.2KM2,53.5KM2,577.0KM2",北陸郵政局助言630926D0096,直営,"63.10.04,63.11.11",,,
福井県,"三国町,",郵便地図調製,編集,10000,45.0KM2,北陸郵政局助言010215D0150,直営,"01.03.13,01.03.17",,,
岐阜県,"白鳥町,",道路計画,"基準点,基準点,水準","1級,,3級,,3級","2point,6point,1point",福井工事事務所助言010126D0143,三和測量建設(株),"63.12.13,01.03.25",,,
岐阜県,"白鳥町,",道路計画,"撮影,写測図化","8000,,1000","64.2KM2,2.2KM2",福井工事事務所助言630613D0029,アジア航測(株),"63.06.03,63.09.04",,,
岐阜県,"白川村,",道路計画,編集,10000,78.0KM2,石川県土木部道路建設課助言010304D0155,セントラル航業(株),"63.12.27,01.03.20",,,
富山県,"上平村,利賀村,",森林計画,撮影,16000,1744.0KM2,岐阜県助言630418E5007,中日本航空(株),"63.04.06,63.07.30",,,
富山県,"大山町,",総合計画,"撮影,写測図化","20000,,5000","44.0KM2,44.0KM2",岐阜県神岡町助言630602E5056,中日本航空(株),"63.05.10,63.09.30",,,
岐阜県,"美濃加茂市,",土地区画整理,"基準点,水準","2級,,3級","3point,7point",岐阜県美濃加茂市助言630729E5094,(株)帝国建設コンサルタント,"63.07.27,63.11.30",,,
岐阜県,"糸貫町,",土地区画整理,"基準点,水準","2級,,3級","5point,2.5km",糸貫町三橋南部土地区画整理組合助言010207E5252,(株)帝国建設コンサルタント,"01.01.31,01.03.31",,,
岐阜県,"土岐市,",土地区画整理,基準点,2級,5point,岐阜県土岐市助言630929E5149,玉野総合コンサルタント(株),"63.08.20,01.02.10",,,
岐阜県,"高山市,",土地区画整理,基準点,2級,6point,高山市中山土地区画整理組合助言630607E5060,大同コンサルタンツ(株),"63.05.27,63.07.10",,,
岐阜県,"関市,",土地区画整理,基準点,2級,3point,関市東新南土地区画整理組合助言630623E5070,大同コンサルタンツ(株),"63.06.15,63.08.30",,,
岐阜県,"各務原市,",公園計画,"基準点,水準,平板","2級,,3級,,500","5point,8.0km,0.2KM2",岐阜県各務原市助言010210E5259,大同コンサルタンツ(株),"63.12.29,01.03.30",,,
岐阜県,"関市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","2point,4.5km,0.1KM2",関市小瀬池田土地区画整理組合助言010210E5260,大同コンサルタンツ(株),"01.01.27,01.03.27",,,
岐阜県,"古川町,",土地区画整理,基準点,3級,3point,古川町向町南部土地区画整理組合助言630617E5063,大同コンサルタンツ(株),"63.06.07,63.07.20",,,
岐阜県,"関市,",宅地開発,"基準点,水準,平板","3級,,3級,,1000","3point,4.5km,0.1KM2",関市土地開発公社助言0102●E5258,大同コンサルタンツ(株),"63.12.27,01.03.20",,,
岐阜県,"川辺町,",道路計画,"基準点,水準,平板","3級,,3級,,1000","12point,5.0km,0.3KM2",岐阜国道工事事務所助言631125E5196,(株)ユニオン,"63.11.01,01.02.15",,,
岐阜県,"小坂町,朝日村,高根村,",森林計画,基準点,簡級,7point,名古屋営林支局助言630707E5084,直営,"63.08.01,63.10.29",,,
岐阜県,"大垣市,羽島市,養老町,安八町,",地盤変動調査,水準,1級,51.0km,木曽川上流工事事務所助言631209E5208,国際航業(株),"63.10.06,01.03.20",,,
岐阜県,"羽島市,海津町,平田町,南濃町,",地盤変動調査(三川下流部その2),水準,1級,86.3km,木曽川上流工事事務所助言631014E5160,中部復建(株),"63.09.29,01.03.25",,,
岐阜県,"羽島市,各務原市,川島町,岐南町,笠松町,",地盤変動調査,水準,1級,66.0km,木曽川上流工事事務所助言631209E5207,玉野総合コンサルタント(株),"63.10.06,01.03.20",,,
岐阜県,"安八町,穂積町,輪之内町,平田町,",地盤変動調査,水準,1級,139.0km,岐阜県助言630929E5146,大日コンサルタント(株),"63.10.20,63.12.31",,,
岐阜県,"八幡町,大和町,",道路計画,路線,,3.4km,日本道路公団名古屋建設局白鳥工事事務所助言630602E5048,"(株)オオバ,(株)帝国コンサルタント","63.04.28,63.08.05",,,
岐阜県,"瑞浪市,",土地区画整理,"平板,基準点,基準点,水準","500,,1級,,2級,,3級","1.0KM2,2point,8point,5.0km",岐阜県瑞浪市助言630418E5009,玉野総合コンサルタント(株),"63.05.10,01.03.25",,,
岐阜県,"御嵩町,",その他(町有地の測量),平板,500,0.2KM2,岐阜県御嵩町助言630602E5053,(株)中日設計,"63.05.09,63.06.09",,,
岐阜県,"土岐市,",下水道台帳,平板・修正,500,0.9KM2,岐阜県土岐市助言630812E5107,中日本航空測量(株),"63.06.04,63.11.30",,,
岐阜県,"恵那市,",下水道台帳,平板・修正,500,0.2KM2,岐阜県恵那市助言630906E5134,中日本航空測量(株),"63.08.12,63.11.30",,,
岐阜県,"可児市,",道路台帳(修正),平板・修正,1000,0.3KM2,岐阜県可児市助言631102E5179,中日本航空測量(株),"63.10.31,01.03.20",,,
岐阜県,"恵那市,",道路台帳,平板・修正,1000,0.2KM2,岐阜県恵那市助言631222E5217,中日本航空測量(株),"63.10.28,01.03.15",,,
岐阜県,"岐阜市,",道路台帳(修正),平板・修正,1000,6.3KM2,岐阜県岐阜市助言631110E5180,アジア航測(株),"63.09.30,01.02.25",,,
岐阜県,"岐阜市,関市,美濃市,美濃加茂市,高富町,伊自良村,美山町,洞戸村,板取村,武芸川町,武儀町,上之保村,八幡町,大和町,白鳥町,高鷲村,美並村,明宝村,和良村,七宗町,",森林計画,撮影,16000,1798.0KM2,岐阜県助言010324E5285,,"01.04.01,01.07.31",,,地名修正
岐阜県,"国府町,",ほ場整備,"撮影,写測修正","8000,,1000","3.7KM2,3.7KM2",岐阜県国府町助言631121E5194,国際航業(株),"63.10.20,01.03.30",,,
岐阜県,"大垣市,養老町,",河川計画,"撮影,写測図化,写測修正","4000,,500,,500","0.9KM2,0.3KM2,0.6KM2",木曽川上流工事事務所助言010223E5265,国際航業(株),"64.01.07,01.03.20",,,
岐阜県,"荘川村,",道路計画,"撮影,写測図化","7000,,1000","14.3KM2,1.1KM2",日本道路公団名古屋建設局白鳥工事事務所助言630707E5083,アジア航測(株),"63.06.28,63.09.05",,,
岐阜県,"高山市,清見村,",道路計画,"撮影,撮影,写測図化,写測図化,編集","10000,,25000,,2500,,5000,,5000","23.8KM2,23.8KM2,9.4KM2,23.8KM2,3.8KM2",高山国道工事事務所助言630906E5129,アジア航測(株),"63.08.15,63.12.15",,,
岐阜県,"岐阜市,大垣市,関市,美濃市,南濃町,養老町,垂井町,神戸町,揖斐川町,大野町,池田町,北方町,本巣町,穂積町,巣南町,真正町,糸貫町,高富町,伊自良村,武芸川町,",道路調査,撮影,12500,572.0KM2,岐阜県助言631121E5190,アジア航測(株),"63.11.14,01.03.20",,,
岐阜県,"大垣市,羽島市,平田町,養老町,上石津町,輪之内町,安八町,",河川計画,撮影,12500,444.8KM2,木曽川上流工事事務所助言010223E5270,アジア航測(株),"01.02.07,01.03.28",,,
岐阜県,"各務原市,",総合計画,"撮影,写測図化","4000,,500","21.0KM2,7.7KM2",岐阜県各務原市助言630607E5059,(株)帝国建設コンサルタント,"63.06.06,63.12.20",,,
岐阜県,"岐阜市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","51.6KM2,29.2KM2,28.9KM2",岐阜県岐阜市助言630707E5081,(株)帝国建設コンサルタント,"63.07.09,01.02.19",,,
岐阜県,"輪之内町,",都市計画,"撮影,数値図化","10000,,2500","22.0KM2,22.0KM2",岐阜県輪之内町助言630430E5017,玉野総合コンサルタント(株),"63.04.23,01.02.28",,,
岐阜県,"高山市,明宝村,丹生川村,清見村,荘川村,宮村,古川町,国府町,河合村,宮川村,神岡町,",森林計画,撮影,16000,1744.0KM2,岐阜県助言630418E5007,中日本航空(株),"63.04.06,63.07.30",,,地名修正
岐阜県,"神岡町,上宝村,",総合計画,"撮影,写測図化","20000,,5000","44.0KM2,44.0KM2",岐阜県神岡町助言630602E5056,中日本航空(株),"63.05.10,63.09.30",,,
岐阜県,"美濃加茂市,",現況平面図修正,"撮影,写測修正","4000,,500","0.3KM2,0.3KM2",岐阜県美濃加茂市助言630623E5071,中日本航空(株),"63.05.23,63.07.25",,,
岐阜県,"高山市,久々野町,朝日村,",農道整備事業,"撮影,写測図化","4000,,500","5.7KM2,0.8KM2",岐阜県飛騨土地改良事業所助言630628E5078,中日本航空(株),"63.05.30,63.10.25",,,
岐阜県,"養老町,",都市計画,"撮影,写測図化","10000,,2500","42.3KM2,42.3KM2",岐阜県養老町助言630707E5088,中日本航空(株),"63.07.01,01.05.31",,,
岐阜県,"土岐市,笠原町,",道路改築,"撮影,写測図化","8000,,1000","327.0KM2,5.1KM2",愛知県豊田土木事務所助言010207E5250,中日本航空(株),"63.12.27,01.03.20",,,
岐阜県,"多治見市,瑞浪市,土岐市,可児市,笠原町,",砂防計画,撮影,8000,241.5KM2,多治見工事事務所助言010310E5277,中日本航空(株),"01.02.08,01.03.30",,,
岐阜県,"垂井町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","39.2KM2,34.7KM2,4.5KM2",岐阜県垂井町助言631003E5151,朝日航洋(株),"63.09.20,01.02.28",,,
岐阜県,"関ケ原町,",都市計画,"カラー撮影,写測修正,編集","8000,,2500,,10000","49.4KM2,11.0KM2,11.0KM2",岐阜県関ケ原町助言630602E5052,中日本航空測量(株),"63.05.28,63.08.31",,,
岐阜県,"中津川市,",都市計画,"カラー撮影,数値図化","10000,,2500","261.0KM2,39.9KM2",岐阜県中津川市助言630929E5145,玉野総合コンサルタント(株),"63.09.13,01.02.28",,,
岐阜県,"瑞浪市,八百津町,御嵩町,",ダム計画,写測図化,1000,1.9KM2,丸山ダム調査事務所助言630902E5126,国際航業(株),"63.08.25,01.02.19",,,
岐阜県,"柳津町,",下水道計画,写測図化,500,1.2KM2,岐阜県柳津町助言630506E5023,中日本航空測量(株),"63.05.02,63.07.31",,,
岐阜県,"柳津町,",下水道計画,写測図化,500,1.0KM2,岐阜県柳津町助言631014E5155,中日本航空測量(株),"63.10.03,63.12.25",,,
岐阜県,"大和町,白鳥町,",道路計画,"写測図化,写測図化","1000,,2500","0.3KM2,8.3KM2",岐阜国道工事事務所助言630916E5138,(株)パスコ,"63.08.12,63.09.30",,,
岐阜県,"高山市,",道路計画,"写測図化,写測修正","1000,,1000","4.6KM2,0.5KM2",高山国道工事事務所助言631027E5167,(株)パスコ,"63.08.19,63.11.15",,,
岐阜県,"海津町,",河川管理,写測図化,2500,11.9KM2,木曽川下流工事事務所助言640105E5229,(株)パスコ,"63.12.27,01.03.22",,,
岐阜県,"瑞浪市,八百津町,御嵩町,",ダム計画,写測図化,1000,4.8KM2,丸山ダム管理所助言010310E5278,(株)パスコ,"01.02.10,01.03.25",,,
岐阜県,"岐阜市,",道路台帳,写測図化,1000,9.2KM2,岐阜県岐阜市助言630425E5011,アジア航測(株),"63.05.01,01.02.25",,,
岐阜県,"川島町,",国営木曽三川公園事業,写測図化,1000,1.3KM2,木曽川上流工事事務所助言631027E5171,アジア航測(株),"63.10.07,63.12.05",,,
岐阜県,"高山市,国府町,",道路計画,写測図化,2500,8.6KM2,高山国道工事事務所助言631102E5176,アジア航測(株),"63.09.10,01.03.15",,,
岐阜県,"海津町,",公園計画,写測図化,1000,0.9KM2,木曽川下流工事事務所助言010123E5241,アジア航測(株),"01.01.18,01.03.20",,,
岐阜県,"清見村,",道路改良,写測図化,1000,2.6KM2,高山国道工事事務所助言010324E5283,アジア航測(株),"01.03.14,01.03.30",,,
岐阜県,"関市,",道路計画,写測図化,1000,2.3KM2,岐阜県助言630602E5035,中央コンサルタント(株),"63.05.10,63.06.18",,,
岐阜県,"海津町,平田町,南濃町,養老町,",河川計画,写測図化,2500,6.3KM2,木曽川下流工事事務所助言010112E5237,中央コンサルタント(株),"63.12.23,01.03.27",,,
岐阜県,"羽島市,海津町,平田町,",河川計画,写測図化,2500,8.7KM2,木曽川下流工事事務所助言630729E5096,玉野総合コンサルタント(株),"63.07.06,63.10.31",,,
岐阜県,"大野町,",道路台帳,写測図化,1000,14.0KM2,岐阜県大野町助言630523E5033,中日本航空(株),"63.05.02,01.03.25",,,
岐阜県,"土岐市,可児市,",道路計画,写測図化,1000,1.0KM2,多治見工事事務所助言630602E5049,中日本航空(株),"63.05.27,63.07.31",,,
岐阜県,"神岡町,",都市計画,写測図化,2500,7.7KM2,岐阜県神岡町助言630602E5055,中日本航空(株),"63.05.10,63.09.30",,,
岐阜県,"瑞浪市,恵那市,",道路計画,写測図化,1000,0.4KM2,多治見工事事務所助言630812E5111,中日本航空(株),"63.08.02,63.09.17",,,
岐阜県,"中津川市,",道路計画,写測図化,1000,0.3KM2,多治見工事事務所助言631102E5174,中日本航空(株),"63.10.31,63.12.10",,,
岐阜県,"養老町,",広域農道計画,写測修正,500,0.6KM2,岐阜県大垣土地改良事業所助言630617E5062,アジア航測(株),"63.05.23,63.07.11",,,
岐阜県,"各務原市,",道路台帳,写測修正,500,11.1KM2,岐阜県各務原市助言631027E5169,(株)帝国建設コンサルタント,"63.11.01,01.03.10",,,
岐阜県,"大野町,",都市計画,写測修正,2500,34.1KM2,岐阜県大野町助言630523E5034,中日本航空(株),"63.05.02,01.03.25",,,
岐阜県,"美濃加茂市,",その他(現況平面図修正),写測修正,500,0.5KM2,岐阜県美濃加茂市助言630823E5117,中日本航空(株),"63.08.02,63.09.29",,,
岐阜県,"富加町,",都市計画,写測修正,2500,3.9KM2,岐阜県富加町助言010310E5281,中日本航空(株),"01.03.02,01.03.20",,,
静岡県,"沼津市,",土地区画整理,"基準点,水準,平板","1級,,簡級,,500","2point,1.0km,0.1KM2",静岡県沼津市助言630602E5051,(株)サン設計,"63.05.21,63.09.27",,,
静岡県,"湖西市,",土地区画整理,"基準点,平板","2級,,500","6point,0.2KM2",湖西市表鷲津土地区画整理組合助言630430E5014,,"63.05.01,01.03.20",,,
静岡県,"湖西市,",土地区画整理,"基準点,平板","2級,,500","6point,0.2KM2",湖西市谷上土地区画整理組合助言630430E5015,玉野総合コンサルタント(株),"63.05.01,01.03.20",,,
静岡県,"富士市,",土地区画整理,基準点,2級,2point,静岡県富士市助言631102E5175,玉野総合コンサルタント(株),"63.11.07,01.03.25",,,
静岡県,"榛原町,",土地区画整理,基準点,2級,5point,静岡県榛原町助言630506E5020,三和測量建設(株),"63.05.10,63.06.30",,,
静岡県,"富士市,",土地区画整理,基準点,2級,7point,静岡県富士市助言631227E5226,三和測量建設(株),"63.12.22,01.03.20",,,
静岡県,"榛原町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","6point,1.5km,0.1KM2",静岡県榛原町助言010331E5286,三和測量建設(株),"01.03.30,01.05.20",,,
静岡県,"掛川市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","8point,7.6km,0.6KM2",静岡県掛川市助言630906E5133,不二測量(株),"63.09.10,01.03.31",,,
