都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,2018.01.14修正
北海道,"妹背牛町,",農村総合整備モデル妹背牛地区,基準点,3級,4point,北海道妹背牛町助言040824A0403,技研測量設計(株),"04.07.30,04.10.12",,
北海道,"南幌町,",土地改良(夕張太西地区),基準点,3級,3point,北海道空知支庁助言040528A0132,明和測量工業(株),"04.06.08,04.07.31",,
北海道,"栗山町,",土地改良(共和地区),基準点,3級,3point,北海道空知支庁助言040624A0259,明和測量工業(株),"04.07.06,04.09.30",,
北海道,"北村,",土地改良(砂浜南地区),基準点,3級,5point,北海道空知支庁助言041009A0482,明和測量工業(株),"04.10.12,04.11.30",,
北海道,"名寄市,",土地改良(内渕地区),基準点,3級,3point,北海道上川支庁助言040513A0038,(株)協和設計測量,"04.05.20,04.09.30",,
北海道,"旭川市,",土地改良(牛朱別地区),基準点,3級,2point,北海道上川支庁助言040617A0238,(株)協和設計測量,"04.06.15,04.07.30",,
北海道,"中川町,",土地改良(中川北地区),基準点,3級,13point,北海道上川支庁助言040716A0336,(株)協和設計測量,"04.07.06,04.10.23",,
北海道,"門別町,",道路改良計画図作成,基準点,3級,0.5km,北海道日高支庁助言040922A0449,(株)協和設計測量,"04.09.14,04.10.15",,
北海道,"今金町,",水田特排事業(田代第2地区),基準点,3級,3point,北海道檜山支庁助言050118A0627,(株)協和設計測量,"04.11.21,05.03.10",,
北海道,"美幌町,",農林地事業豊岡地区農道調査設計,基準点,3級,11point,北海道網走支庁助言040609A0165,サン測量設計(有),"04.06.01,04.06.30",,
北海道,"興部町,",土地改良(西沙留地区),基準点,3級,17point,北海道網走支庁助言040609A0163,北海設計(株),"04.06.15,04.08.31",,
北海道,"紋別市,",土地改良(藻別地区),基準点,3級,10point,北海道網走支庁助言040928A0461,北海設計(株),"04.09.24,04.10.09",,
北海道,"留辺蘂町,",緊急畑地帯総合整備事業調査設計,基準点,3級,0.8km,北海道網走支庁助言041019A0499,大起コンサルタント(株),"04.09.22,05.02.10",,
北海道,"士幌町,",土地改良(上居辺地区),基準点,3級,4point,北海道十勝支庁助言040609A0167,野際測建(有),"04.06.05,04.08.10",,
北海道,"江別市,",道路計画,基準点,3級,8point,北海道江別市助言040824A0405,ヤザワ測量設計(株),"04.08.24,04.10.30",,
北海道,"音更町,",土地改良,基準点,3級,6point,北海道音更町助言040803A0358,藤岡測量(株),"04.07.25,04.09.30",,
北海道,"稚内市,",草地整備改良稚内地区調査設計,基準点,3級,5point,北海道宗谷支庁助言040619A0243,(株)東亜エンジニアリング,"04.06.19,04.08.10",,
北海道,"妹背牛町,",土地改良(小藤地区),基準点,3級,5point,北海道空知支庁助言040803A0363,(有)本山測量事務所,"04.07.25,04.08.31",,
北海道,"中標津町,",畑総事業(武佐地区),基準点,3級,1.1km,北海道根室支庁助言040818A0389,(有)本山測量事務所,"04.08.07,04.09.30",,
北海道,"恵庭市,",排水対策南島松北地区用地測量,基準点,3級,6point,北海道石狩支庁助言040423A0009,(株)矢本測量,"04.05.01,04.06.15",,
北海道,"弟子屈町,",土地改良(最栄利別地区),基準点,3級,2point,北海道釧路支庁助言040513A0050,(株)矢本測量,"04.05.18,04.08.30",,
北海道,"音更町,",土地改良(中士幌地区),基準点,3級,8point,北海道十勝支庁助言040528A0109,(株)矢本測量,"04.05.28,04.07.31",,
北海道,"帯広市,",土地改良(帯広東北部地区),基準点,3級,1.0km,北海道十勝支庁助言040528A0116,(株)矢本測量,"04.05.11,04.10.30",,
北海道,"名寄市,",国有地(開拓財産)の境界確定,"基準点,基準点","3級,,4級","14point,24point",北海道上川支庁助言040615A0218,(株)矢本測量,"04.06.25,04.11.14",,
北海道,"陸別町,",土地改良(トマム地区),基準点,3級,6point,北海道十勝支庁助言040706A0271,(株)矢本測量,"04.07.10,04.09.10",,
北海道,"新篠津村,",土地改良(新湧地区),基準点,3級,8point,北海道石狩支庁助言040713A0312,(株)矢本測量,"04.07.13,04.11.10",,
北海道,"美瑛町,",土地改良(上川中央1・2期),"基準点,基準点","3級,,4級","6point,6point",北海道上川支庁助言040708A0295,(有)小田島測量設計,"04.07.06,04.08.25",,
北海道,"豊富町,",農免農道目梨別2期地区調査設計,基準点,3級,7point,北海道宗谷支庁助言040716A0334,農土技研(株),"04.06.15,04.08.20",,
北海道,"東神楽町,",土地改良(上川中央第1地区),基準点,3級,12point,北海道上川支庁助言040922A0453,農土技研(株),"04.09.16,04.12.18",,
北海道,"弟子屈町,",土地改良(屈斜路湖地区),基準点,3級,3point,北海道釧路支庁助言041019A0498,農土技研(株),"04.10.12,05.02.08",,
北海道,"士幌町,",緊急畑総(士幌北部西地区),基準点,3級,4point,北海道十勝支庁助言041202A0593,農土技研(株),"04.12.01,05.01.20",,
北海道,"白糠町,",土地改良(御仁田地区),基準点,3級,3point,北海道釧路支庁助言040513A0054,(有)津村測量,"04.05.21,04.06.30",,
北海道,"上富良野町,",土地改良(ルベシベ中央2期),"基準点,基準点","3級,,4級","3point,1point",北海道上川支庁助言040617A0232,北海道調査設計補償協同組合,"04.06.15,04.07.21",,
北海道,"美唄市,",土地改良,基準点,3級,4point,北海道空知支庁助言040922A0440,北岡土木設計(株),"04.09.21,04.11.20",,
北海道,"稚内市,",農地開発(下声問地区),基準点,3級,6point,北海道宗谷支庁助言040706A0287,(株)北邦コンサルタント,"04.06.26,04.07.15",,
北海道,"歌登町,",基幹舖装上徳志別地区用地測量,基準点,3級,14point,北海道宗谷支庁助言040609A0156,北陽測量設計(株),"04.06.01,04.06.30",,
北海道,"枝幸町,",基幹舗装(礼文地区)用地測量,基準点,3級,3point,北海道宗谷支庁助言040609A0155,サン技研(株),"04.06.01,04.06.30",,
北海道,"上磯町,",土地改良(桜岱地区),基準点,3級,5point,北海道渡島支庁助言040922A0436,道南測量設計(株),"04.09.05,04.10.05",,
北海道,"七飯町,",土地改良(大野平野地区),基準点,3級,2point,北海道渡島支庁助言040922A0438,道南測量設計(株),"04.09.16,04.11.30",,
北海道,"足寄町,",土地改良(清里地区),基準点,3級,2point,北海道十勝支庁助言040528A0140,コスモ測量設計(株),"04.06.01,04.08.31",,
北海道,"留寿都村,",土地改良(向丘地区),基準点,3級,5point,北海道後志支庁助言040713A0308,アジマス測量調査設計(株),"04.07.13,04.07.25",,
北海道,"三笠市,",土地改良(三笠地区),基準点,3級,10point,北海道空知支庁助言041029A0527,(株)総合防災センター,"04.11.04,05.02.20",,
北海道,"門別町,",畑地帯総合整備改良事業清賀2期,基準点,3級,0.5km,北海道日高支庁助言050118A0626,(株)総合防災センター,"05.01.20,05.03.15",,
北海道,"帯広市,芽室町,中札内村,",道路計画,基準点,3級,60point,帯広開発建設部帯広道路事務所助言050222A0632,未定,"05.03.13,05.06.30",,
北海道,"中富良野町,",土地改良(共同・南地区),基準点,3級,16point,北海道上川支庁助言040525A0101,北海道土地改良事業団体連合会,"04.05.15,04.07.31",,
北海道,"弟子屈町,",土地改良(美留和地区),基準点,3級,22point,北海道釧路支庁助言040624A0255,北海道土地改良事業団体連合会,"04.06.30,04.12.18",,
北海道,"三石町,",土地改良(豊岡地区),基準点,3級,14point,北海道日高支庁助言040727A0339,北海道土地改良事業団体連合会,"04.07.13,04.10.15",,
北海道,"平取町,",土地改良(紫雲古津地区),基準点,3級,10point,北海道日高支庁助言040727A0340,北海道土地改良事業団体連合会,"04.07.13,04.09.30",,
北海道,"根室市,",農免農道整備事業(東厚床地区),基準点,3級,5.5km,北海道根室支庁助言040727A0349,北海道土地改良事業団体連合会,"04.06.19,04.09.30",,
北海道,"石狩町,",土地改良(東裏中央地区),基準点,3級,5point,北海道石狩支庁助言040803A0367,北海道土地改良事業団体連合会,"04.07.16,04.11.20",,
北海道,"天塩町,",土地改良(更岸地区),基準点,3級,10point,北海道留萌支庁助言040831A0409,北海道土地改良事業団体連合会,"04.09.01,05.02.25",,
北海道,"上富良野町,中富良野町,",土地改良(報徳地区),基準点,3級,3point,北海道上川支庁助言040831A0413,北海道土地改良事業団体連合会,"04.08.25,04.12.10",,
北海道,"瀬棚町,",農免農道整備事業(西大里地区),基準点,3級,18point,北海道檜山支庁助言040907A0431,北海道土地改良事業団体連合会,"04.05.27,05.03.15",,
北海道,"瀬棚町,",土地改良(瀬棚地区),基準点,3級,19point,北海道檜山支庁助言040907A0432,北海道土地改良事業団体連合会,"04.08.26,05.02.26",,
北海道,"士幌町,",土地改良(十勝北西部地区),基準点,3級,12point,北海道十勝支庁助言041019A0501,北海道土地改良事業団体連合会,"04.10.19,05.01.11",,
北海道,"門別町,",農地開発事業(門別北地区),基準点,3級,0.7km,北海道日高支庁助言041110A0567,北海道土地改良事業団体連合会,"04.11.09,04.12.30",,
北海道,"中標津町,",地籍調査の与点の3級基準点設置,基準点,3級,1point,北海道中標津町助言040727A0347,直営,"00.00.00,00.00.00",,
北海道,"陸別町,",国有地(開拓財産)の境界確定,基準点,4級,29point,北海道十勝支庁助言040612A0210,(株)ズコーシャ,"04.07.21,04.08.31",,
北海道,"浜頓別町,",開拓財産譲与用地測量,基準点,4級,6point,北海道宗谷支庁助言040727A0342,(株)富士測量,"04.07.20,04.08.31",,
北海道,"遠別町,",遠別中川線舗装新設工事用地測量,基準点,4級,3.0km,北海道留萌土木現業所助言040803A0373,(株)アサヒ建設コンサルタント,"04.07.06,04.10.20",,
北海道,"美幌町,",畑総事業(豊岡南地区2号支線),基準点,4級,1.5km,北海道網走支庁助言040817A0382,北林測量(株),"04.08.10,04.11.06",,
北海道,"積丹町,古平町,平取町,",国有林野の境界整備,"基準点,路線",4級,"6point,8.4km",北海道営林局助言040423A0011,直営,"04.05.11,04.11.30",,
北海道,"美瑛町,日高町,遠別町,中川町,下川町,小平町,初山別村,",国有林野の管理経営,"基準点,路線",4級,"3point,24.2km",旭川営林支局助言040513A0031,直営,"04.05.11,04.10.21",,
北海道,"釧路市,白糠町,",地盤変動(地盤沈下)状況把握,水準,1級,43.0km,北海道釧路支庁助言040824A0398,大東測地(株),"04.09.10,04.11.30",1431,
北海道,"札幌市,石狩町,",地盤変動調査,水準,1級,47.0km,北海道立地下資源調査所助言041009A0477,大東測地(株),"04.10.05,04.11.30",1802,
北海道,"札幌市,",地盤沈下状況把握,水準,1級,49.6km,北海道札幌市助言041009A0488,大東測地(株),"04.10.15,04.12.15",1834,
北海道,"本別町,",農地保全事業(勇足東下地区),路線,,0.6km,北海道十勝支庁助言041110A0562,内外エンジニアリング(株),"04.11.09,04.12.10",,
北海道,"端野町,",土地改良,路線,,1.5km,北海道網走支庁助言040525A0094,(株)ズコーシャ,"04.05.18,04.08.10",,
北海道,"上川町,",東雲29線実測線測量調査,路線,,0.4km,北海道上川町助言040706A0269,旭川設計測量(株),"04.06.18,04.08.06",,
北海道,"別海町,",開拓地整備事業(奥行臼地区),路線,,1.1km,北海道根室支庁助言041202A0595,北海航測(株),"04.12.01,05.02.10",,
北海道,"紋別市,",畑総事業元丘地区1号道路,路線,,1.7km,北海道網走支庁助言041029A0535,(有)益村測量事務所,"04.10.30,04.11.30",,
北海道,"紋別市,",草地整備事業中渚滑地区,路線,,0.6km,北海道網走支庁助言041029A0536,(有)益村測量事務所,"04.10.15,04.12.10",,
北海道,"平取町,",土地改良(紫雲古津地区),路線,,0.1km,北海道日高支庁助言040514A0071,北海道測量(株),"04.05.11,04.06.23",,
北海道,"清里町,",緊急畑総事業向陽地区用地測量,路線,,1.3km,北海道網走支庁助言040610A0197,(株)田西設計コンサル,"04.06.07,04.12.10",,
北海道,"中標津町,",広域営農団地農道整備中標津地区,路線,,2.0km,北海道根室支庁助言041117A0578,(株)田西設計コンサル,"04.11.09,05.03.05",,
北海道,"佐呂間町,",土地改良(北富地区),路線,,0.7km,北海道網走支庁助言040528A0111,(株)村越工務所,"04.05.01,04.08.10",,
北海道,"小清水町,",緊急畑総事業(止別地区),路線,,4.7km,北海道網走支庁助言040612A0211,(株)村越工務所,"04.05.30,04.11.21",,
北海道,"湧別町,",草地整備芭露地区第7号農道用地,路線,,0.9km,北海道網走支庁助言040525A0098,北林測量(株),"04.05.20,04.09.30",,
北海道,"清里町,",緊急畑総事業江南地区農道調査,路線,,1.1km,北海道網走支庁助言040615A0226,(株)中神土木設計事務所,"04.06.15,04.12.10",,
北海道,"佐呂間町,",畑総事業佐呂間西部2期地区,路線,,2.0km,北海道網走支庁助言041029A0534,(株)中神土木設計事務所,"04.10.30,05.02.25",,
北海道,"別海町,",開拓地整備事業(奥行臼地区),路線,,2.5km,北海道根室支庁助言040803A0374,(株)よしだ測量設計,"04.07.15,04.10.30",,
北海道,"士別市,",土地改良(士別地区),路線,,1.5km,北海道上川支庁助言040615A0223,(株)ヒロノ測建,"04.06.22,04.11.30",,
北海道,"音更町,",土地改良(勲2期地区),路線,,1.1km,北海道十勝支庁助言040708A0301,(有)旭東測量設計社,"04.05.29,04.09.30",,
北海道,"清里町,",開拓地江鳶南地区農道調査,路線,,1.9km,北海道網走支庁助言040817A0387,(有)松木測量社,"04.08.10,04.10.30",,
北海道,"標茶町,",農道整備西和地区用地確定測量,路線,,1.9km,北海道標茶町助言040514A0066,東邦コンサルタント(株),"04.08.01,04.11.30",,
北海道,"滝上町,",農免農道排水流未処理工の用確,路線,,0.5km,北海道網走支庁助言040525A0097,大起コンサルタント(株),"04.05.18,04.06.19",,
北海道,"別海町,",広域関連農道整備(中広野地区),路線,,3.2km,北海道根室支庁助言040706A0274,(有)津村測量,"04.07.01,04.10.30",,
北海道,"中川町,",土地改良(誉平地区),路線,,1.1km,北海道上川支庁助言040806A0376,北海道調査設計補償協同組合,"04.08.25,04.12.14",,
北海道,"佐呂間町,",土地改良,路線,,0.3km,北海道網走支庁助言040525A0093,バーム測量設計(有),"04.05.20,04.07.10",,
北海道,"北見市,",土地区画整理,路線,,2.2km,北海道北見市助言041202A0587,(株)山腰測量設計事務所,"04.12.07,05.01.31",,
北海道,"陸別町,標茶町,標津町,中標津町,足寄町,",国有林境界検測,路線,,20.9km,帯広営林支局助言040513A0030,直営,"04.06.01,04.10.30",,
北海道,"由仁町,",土地改良(岩内地区),路線,,2.7km,北海道土地改良事業団体連合会助言040706A0278,直営,"04.07.01,04.10.31",,
北海道,"静内町,",土地改良(上豊畑地区),路線,,1.7km,北海道土地改良事業団体連合会助言040706A0279,直営,"04.07.01,04.10.31",,
北海道,"当麻町,",土地改良(宇園別地区),路線,,0.7km,北海道土地改良事業団体連合会助言040706A0280,直営,"04.07.01,04.10.31",,
北海道,"当麻町,",土地改良(開明地区),路線,,1.4km,北海道土地改良事業団体連合会助言040706A0281,直営,"04.07.01,04.10.31",,
北海道,"洞爺村,",土地改良(南成香地区),路線,,0.5km,北海道土地改良事業団体連合会助言040706A0282,直営,"04.07.01,04.10.31",,
北海道,"忠類村,",土地改良(協徳地区),路線,,2.0km,北海道土地改良事業団体連合会助言040706A0283,直営,"04.07.01,04.10.31",,
北海道,"足寄町,",土地改良(東芽登地区),路線,,1.4km,北海道土地改良事業団体連合会助言040706A0284,直営,"04.07.01,04.10.31",,
北海道,"根室市,",土地改良(牧の内地区),路線,,2.3km,北海道土地改良事業団体連合会助言040706A0285,直営,"04.07.01,04.10.31",,
北海道,"網走市,",網走中央地区明渠排水用地測量,平板,1000,0.1KM2,北海道網走支庁助言040706A0272,北海航測(株),"04.06.30,04.09.30",,
北海道,"函館市,",国有地(開拓財産)の境界確定,平板,2500,0.1KM2,北海道渡島支庁助言040714A0317,(株)竹田測量設計,"04.07.14,04.08.11",,
北海道,"函館市,",国有地(開拓財産)の境界確定,平板,2500,0.1KM2,北海道渡島支庁助言040714A0318,(株)竹田測量設計,"04.07.14,04.08.10",,
北海道,"北見市,",土地区画整理,平板,500,0.5KM2,北海道北見市助言041202A0588,大起コンサルタント(株),"04.12.07,05.01.31",,
北海道,"旭川市,",旭川市公共下水道完了図作成,平板,500,0.6KM2,北海道旭川市助言040513A0042,"(有)大沢測量設計事務所,(株)富士測量","04.05.01,04.08.17",,
北海道,"釧路市,阿寒町,",道路計画,撮影,7000,28.1KM2,日本道路公団札幌建設局帯広工事事務所助言040525A0089,東武計画(株),"04.05.18,04.07.21",,
北海道,"小樽市,八雲町,長万部町,",鉄道計画,撮影,30000,723.1KM2,日本鉄道建設公団札幌工事事務所助言040706A0277,東武計画(株),"04.06.09,04.07.18",857,
北海道,"黒松内町,蘭越町,",道路計画,"撮影,写測図化","25000,,5000","92.6KM2,53.0KM2",小樽開発建設部助言040513A0048,(株)八州,"04.05.11,04.08.31",191,
北海道,"北見市,訓子府町,",道路計画,撮影,7000,30.3KM2,日本道路公団札幌建設局帯広工事事務所助言040525A0088,(株)八州,"04.05.15,04.07.21",,
北海道,"富良野市,",道路計画,"撮影,写測図化","12500,,2500","52.8KM2,13.5KM2",旭川開発建設部助言040528A0114,(株)八州,"04.06.02,04.09.29",,
北海道,"留辺蘂町,",道路計画,"撮影,写測図化","8000,,1000","9.5KM2,1.0KM2",網走開発建設部助言040528A0123,(株)八州,"04.04.23,04.08.20",,
北海道,"室蘭市,",都市計画,"撮影,写測修正","12500,,2500","166.0KM2,75.0KM2",北海道室蘭市助言040624A0260,(株)八州,"04.06.15,04.12.15",671,
北海道,"根室市,斜里町,白糠町,標津町,",道路計画,"撮影,撮影,空三,写測図化,写測図化,写測図化","8000,,12500,,25000,,1000,,2500,,5000","25.9KM2,36.4KM2,23M,5.8KM2,20.4KM2,67.8KM2",釧路開発建設部助言040706A0291,(株)八州,"04.06.26,05.05.30",871,
北海道,"浜頓別町,",道路計画,"撮影,写測図化","8000,,1000","4.1KM2,0.4KM2",稚内開発建設部助言040716A0330,(株)八州,"04.07.15,04.09.30",,
北海道,"天塩町,",道路計画,"撮影,写測図化","8000,,1000","15.0KM2,0.6KM2",留萌開発建設部助言040806A0380,(株)八州,"04.07.16,04.10.20",,
北海道,"幌延町,",簡易水道管路図作成,"撮影,写測修正,編集","8000,,1000,,2500","4.3KM2,4.3KM2,4.3KM2",北海道幌延町助言040901A0421,(株)八州,"04.06.15,06.03.20",,
北海道,"南富良野町,新得町,清水町,",道路計画,"撮影,写測図化,写測図化","12500,,2500,,5000","29.7KM2,5.0KM2,19.0KM2",帯広開発建設部助言040922A0445,(株)八州,"04.09.01,04.12.04",,
北海道,"上川町,",道路計画,"撮影,写測図化","8000,,1000","6.8KM2,1.4KM2",旭川開発建設部助言041110A0565,(株)八州,"04.11.11,05.02.18",,
北海道,"伊達市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","130.4KM2,61.4KM2,69.0KM2",北海道伊達市助言040518A0078,(株)パスコ,"04.05.16,05.01.29",232,
北海道,"旭川市,名寄市,美深町,比布町,",道路計画,"撮影,写測図化,写測図化","8000,,2500,,1000","8.2KM2,4.9KM2,3.9KM2",旭川開発建設部助言040528A0113,(株)パスコ,"04.05.26,04.09.02",,
北海道,"函館市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","71.6KM2,16.8KM2,28.8KM2",北海道函館市助言040528A0131,(株)パスコ,"04.05.22,05.01.30",351,
北海道,"士別市,名寄市,剣淵町,風連町,",空中写真撮影(高速道路計画),撮影,7000,60.9KM2,日本道路公団札幌建設局旭川工事事務所助言040612A0208,(株)パスコ,"04.05.14,04.08.11",,
北海道,"札幌市,喜茂別町,",道路計画,"撮影,写測図化,写測修正","25000,,5000,,5000","92.6KM2,26.4KM2,14.1KM2",札幌開発建設部助言040615A0215,(株)パスコ,"04.06.12,04.11.01",549,
北海道,"今金町,",道路計画,"撮影,写測図化","8000,,1000","13.6KM2,1.2KM2",函館開発建設部助言040619A0245,(株)パスコ,"04.06.19,04.09.01",,
北海道,"厚岸町,標茶町,白糠町,別海町,標津町,",道路計画,"撮影,撮影,写測図化","8000,,12500,,1000","5.4KM2,280.5KM2,0.6KM2",釧路開発建設部助言040706A0292,(株)パスコ,"04.06.26,04.11.12",,
北海道,"富良野市,",現況平面図作成,"撮影,写測図化","4000,,500","1.0KM2,0.1KM2",東京大学農学部附属演習林北海道演習林助言040708A0299,(株)パスコ,"04.06.17,04.09.16",,
北海道,"猿払村,",道路計画,"撮影,写測図化","8000,,1000","5.5KM2,0.9KM2",稚内開発建設部助言040803A0353,(株)パスコ,"04.07.25,04.11.06",,
北海道,"当別町,",道路計画,"撮影,写測図化","8000,,1000","16.3KM2,2.5KM2",札幌開発建設部助言040803A0354,(株)パスコ,"04.07.23,04.12.21",,
北海道,"札幌市,",道路計画,撮影,8000,8.2KM2,札幌開発建設部助言040803A0355,(株)パスコ,"04.07.23,04.12.21",,
北海道,"静内町,三石町,",道路計画,"撮影,写測図化","25000,,5000","119.0KM2,39.6KM2",室蘭開発建設部助言040806A0375,(株)パスコ,"04.08.01,04.12.10",1249,
北海道,"新冠町,静内町,",道路計画,"撮影,写測図化","12500,,2500","85.8KM2,15.6KM2",室蘭開発建設部助言040818A0392,(株)パスコ,"04.08.15,05.01.21",1361,
北海道,"稚内市,",道路台帳,"撮影,写測修正","4000,,1000","44.7KM2,19.0KM2",北海道稚内市助言040824A0407,(株)パスコ,"04.06.26,04.11.29",,
北海道,"猿払村,",鬼志別演習場平面図作成,"撮影,写測図化","25000,,5000","67.5KM2,23.5KM2",札幌防衛施設局助言040901A0420,(株)パスコ,"04.08.23,07.12.20",1466,
北海道,"女満別町,美幌町,",1/1000道路計画図作成,"撮影,写測図化","8000,,1000","10.3KM2,1.2KM2",網走開発建設部助言041001A0470,(株)パスコ,"04.09.10,05.01.07",,
北海道,"共和町,赤井川村,",道路計画,"撮影,写測図化","12500,,2500","16.5KM2,7.1KM2",小樽開発建設部助言041029A0530,(株)パスコ,"04.10.15,05.03.23",,
北海道,"函館市,福島町,知内町,木古内町,上磯町,大野町,七飯町,森町,八雲町,厚沢部町,",鉄道計画,"撮影,写測修正","30000,,10000","837.9KM2,152.3KM2",日本鉄道建設公団札幌工事事務所助言041202A0596,アジア航測(株),"04.11.12,05.02.19",2390,
北海道,"芦別市,",道路計画,"撮影,写測図化","8000,,1000","7.2KM2,0.5KM2",札幌開発建設部助言041001A0466,中央コンサルタント(株),"04.10.01,04.12.14",,
北海道,"倶知安町,",市街地現況図作成,"撮影,写測図化","8000,,1000","28.2KM2,13.4KM2",北海道倶知安町助言040514A0065,シン航空写真(株),"04.04.24,04.08.31",213,
北海道,"小樽市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","125.4KM2,6.0KM2,43.3KM2",北海道小樽市助言040518A0080,シン航空写真(株),"04.05.08,04.09.30",234,
北海道,"神恵内村,",古宇川河川台帳図作成,"撮影,写測図化,写測修正","8000,,1000,,1000","8.1KM2,0.2KM2,0.9KM2",北海道小樽土木現業所助言040528A0107,シン航空写真(株),"04.05.11,04.08.10",,
北海道,"留辺蘂町,",河川改修計画及び工事平面図作成,"撮影,写測図化","8000,,1000","8.1KM2,1.3KM2",北海道網走土木現業所助言040528A0126,シン航空写真(株),"04.05.18,04.11.30",,
北海道,"帯広市,",リゾート計画,"撮影,写測図化","8000,,1000","9.5KM2,3.4KM2",北海道帯広市助言040528A0136,シン航空写真(株),"04.05.30,04.07.30",,
北海道,"喜茂別町,",道路計画,"撮影,写測図化","12500,,2500","33.0KM2,7.0KM2",小樽開発建設部助言040610A0190,シン航空写真(株),"04.05.28,04.10.27",492,
北海道,"登別市,",都市計画,"撮影,写測修正","12500,,2500","260.0KM2,16.7KM2",北海道登別市助言040708A0296,シン航空写真(株),"04.06.23,04.10.31",903,
北海道,"千歳市,恵庭市,江別市,苫小牧市,広島町,南幌町,長沼町,追分町,早来町,",河川計画,撮影,12500,228.0KM2,石狩川開発建設部助言040727A0348,シン航空写真(株),"04.07.29,04.12.15",1156,
北海道,"えりも町,広尾町,",道路改良,撮影,12500,56.1KM2,室蘭開発建設部助言040901A0422,シン航空写真(株),"04.08.19,04.11.16",1468,
北海道,"根室市,",都市計画,"撮影,写測図化","12500,,2500","95.2KM2,47.6KM2",北海道根室市助言040922A0442,シン航空写真(株),"04.08.31,05.03.18",1650,
北海道,"清水町,",道路改良,"撮影,写測図化","8000,,1000","6.8KM2,1.1KM2",帯広開発建設部助言040922A0454,シン航空写真(株),"04.08.29,04.12.04",,
北海道,"上ノ国町,",道路計画,撮影,12500,19.8KM2,函館開発建設部助言041001A0472,シン航空写真(株),"00.00.00,00.00.00",,
北海道,"栗沢町,",1/1000現況図作成,"撮影,写測図化","8000,,1000","5.5KM2,1.1KM2",地域振興整備公団北海道支部助言041019A0502,シン航空写真(株),"04.10.09,04.12.15",,
北海道,"標津町,",都市計画,"撮影,写測図化,写測図化","12500,,2500,,5000","449.9KM2,26.6KM2,12.6KM2",北海道標津町助言041029A0525,シン航空写真(株),"04.09.24,05.03.10",2037,
北海道,"八雲町,",都市計画,"撮影,写測図化","12500,,2500","69.3KM2,21.0KM2",北海道八雲町助言041029A0547,シン航空写真(株),"04.10.21,05.02.14",2059,
北海道,"当別町,",当別ダム建設工事用地測量,"撮影,写測図化","8000,,1000","62.1KM2,4.2KM2",北海道札幌土木現業所助言041105A0550,シン航空写真(株),"04.10.26,05.03.19",2119,
北海道,"苫小牧市,江別市,千歳市,恵庭市,広島町,栗沢町,南幌町,由仁町,長沼町,栗山町,早来町,追分町,厚真町,",河川計画,撮影,20000,2556.1KM2,石狩川開発建設部助言041125A0584,シン航空写真(株),"04.07.29,04.12.15",2366,
北海道,"斜里町,",都市計画,"撮影,撮影,写測図化,写測修正","8000,,12500,,1000,,2500","11.4KM2,34.7KM2,3.8KM2,14.7KM2",北海道斜里町助言040803A0359,北日本測地(株),"04.07.25,05.02.26",1208,
北海道,"当別町,",太美地区農業集落排水施設台帳,"撮影,写測図化","4000,,500","2.1KM2,1.0KM2",北海道当別町助言040511A0025,北海航測(株),"04.05.15,04.10.20",,
北海道,"木古内町,",土地基本図作成,"撮影,撮影,写測図化,写測修正,写測図化","8000,,12500,,1000,,1000,,2500","6.7KM2,20.8KM2,1.7KM2,0.3KM2,3.0KM2",北海道木古内町助言040514A0070,北海航測(株),"04.05.07,04.08.31",218,
北海道,"木古内町,",土地改良,"撮影,写測図化","12500,,2500","69.3KM2,11.0KM2",北海道渡島支庁助言040518A0073,北海航測(株),"04.04.22,04.09.30",227,
北海道,"留寿都村,",土地改良,"撮影,写測図化,写測図化","8000,,1000,,5000","3.8KM2,0.8KM2,4.8KM2",小樽開発建設部倶知安農業事務所助言040518A0074,北海航測(株),"04.04.22,04.07.30",,
北海道,"帯広市,紋別市,滝上町,興部町,西興部村,雄武町,中札内村,忠類村,大樹町,広尾町,幕別町,豊頃町,",地域森林計画業務(撮影),撮影,20000,3244.0KM2,北海道林務部助言040528A0115,"北海航測(株),北海道航空(株)","04.05.14,04.11.30",335,
北海道,"岩内町,",野束川河川台帳作成,"撮影,写測図化","8000,,1000","14.9KM2,2.4KM2",北海道小樽土木現業所助言040528A0141,北海航測(株),"04.05.11,04.07.30",,
北海道,"浜頓別町,",国営農地防災事業の調査計画,"撮影,写測図化","25000,,5000","114.7KM2,36.8KM2",稚内開発建設部助言040619A0247,北海航測(株),"04.06.20,04.08.10",644,
北海道,"本別町,",農業振興地域整備計画変更調査,"撮影,写真図","25000,,5000","545.0KM2,293.5KM2",北海道本別町助言040624A0261,北海航測(株),"04.06.16,05.03.22",672,
北海道,"初山別村,遠別町,",国営土地改良事業調査計画,"撮影,撮影,撮影,写測図化,写測図化,写測図化","25000,,15000,,8000,,2500,,1000,,5000","296.6KM2,13.4KM2,2.9KM2,2.7KM2,0.5KM2,2.9KM2",留萌開発建設部助言040706A0267,北海航測(株),"04.06.26,04.11.16",847,
