都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
富山県,"砺波市,",都市計画,"撮影,写測図化","10000,,2500","49.0KM2,23.9KM2",富山県砺波市助言600819D0078,北陸航測(株),"60.08.05,60.11.30",600974,,
富山県,"婦中町,",ほ場整備,"撮影,写測図化","8000,,1000","23.2KM2,5.6KM2",富山県婦中町助言601209D0134,北陸航測(株),"60.11.22,61.03.15",601732,,
富山県,"朝日町,宇奈月町,",道路台帳,"撮影,写測図化","4000,,500","15.9KM2,0.7KM2",富山県入善土木事務所助言610218D0148,北陸航測(株),"61.02.03,61.07.30",,,
富山県,"朝日町,",地すべり防止調査,"撮影,写測図化","8000,,1000","5.4KM2,1.0KM2",富山県助言600531D0029,セントラル航業(株),"60.05.18,60.08.20",600317,,
富山県,"福光町,",ダム計画,"撮影,写測図化","8000,,1000","0.9KM2,0.9KM2",富山県砺波山田川ダム建設事務所助言600612D0035,セントラル航業(株),"60.05.29,60.08.10",,,
富山県,"富山市,小杉町,下村,新湊市,大島町,大門町,高岡市,",土地改良,"撮影,写測修正","10000,,5000","180.0KM2,80.0KM2",北陸農政局助言600717D0055,セントラル航業(株),"60.08.01,61.08.31",600781,,
富山県,"朝日町,入善町,黒部市,魚津市,滑川市,富山市,新湊市,氷見市,",海岸調査,撮影,12500,261.2KM2,富山県土木部河川課助言600905D0097,セントラル航業(株),"60.08.22,60.10.18",,,
富山県,"入善町,朝日町,",道路台帳,"撮影,写測図化","4000,,500","10.0KM2,0.4KM2",富山県入善土木事務所助言610218D0149,(株)日本テクニカルセンター,"61.02.01,61.07.30",,,
富山県,"富山市,上市町,滑川市,魚津市,",鉄道計画,"撮影,基準点","4000,,3級","24.8KM2,28point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0082,朝日航洋(株),"60.08.12,60.10.01",,,
富山県,"大沢野町,",道路計画,写測図化,1000,0.6KM2,富山工事事務所助言600729D0061,アジア航測(株),"60.07.05,60.10.02",,,
富山県,"朝日町,",海岸計画,写測図化,2500,1.8KM2,富山県入善土木事務所助言601122D0126,セントラル航業(株),"60.10.25,60.12.10",,,
富山県,"魚津市,滑川市,",道路計画,写測図化,1000,0.4KM2,富山工事事務所助言601209D0133,セントラル航業(株),"60.11.15,61.01.13",,,
富山県,"高岡市,氷見市,",海岸保全,写測図化,2500,1.2KM2,富山県高岡土木事務所助言601219D0140,セントラル航業(株),"60.12.05,61.02.28",,,
富山県,"小杉町,",都市計画,写測修正,5000,41.0KM2,富山県小杉町助言601209D0135,セントラル航業(株),"60.10.31,61.03.10",601733,,
富山県,"富山市,",鉄道計画,写測修正,500,1.1KM2,日本鉄道建設公団富山新幹線建設準備事務所助言601127D0129,朝日航洋(株),"60.11.21,61.01.27",,,
富山県,"富山県,",郵便地図調整,"編集,編集","5000,,25000","116.0KM2,93.0KM2",北陸郵政局助言600504D0017,直営,"60.05.27,60.06.28",,,
富山県,"富山県,",郵便地図調整,"編集,編集","5000,,25000","84.0KM2,379.0KM2",北陸郵政局助言600607D0031,直営,"60.07.02,60.10.17",,,
富山県,"富山県,",郵便地図調整,編集,25000,300.0KM2,北陸郵政局助言600911D0101,直営,"60.10.15,60.10.31",,,
石川県,"津幡町,",土地区画整理,"基準点,平板","2級,,500","3point,0.1KM2",石川県津幡町助言600706D0048,三和測量建設(株),"60.06.21,60.10.31",,,
石川県,"山中町,",ダム計画,基準点,2級,1point,石川県九谷ダム建設事務所助言601209D0138,セントラル航業(株),"60.10.05,60.12.20",,,
石川県,"金沢市,",港湾計画,基準点,3級,1point,石川県助言600911D0098,セントラル航業(株),"60.09.04,60.10.02",,,
石川県,"七尾市,",地盤変動調査,水準,1級,30.0km,石川県助言600819D0086,国際航業(株),"60.08.19,61.03.30",600982,,
石川県,"津幡町,内灘町,金沢市,松任市,美川町,根上町,小松市,寺井町,",地盤変動調査,水準,1級,97.0km,石川県助言600819D0085,(株)国土開発センター,"60.08.19,61.03.30",600981,,
石川県,"金沢市,松任市,美川町,川北町,根上町,小松市,",鉄道計画,"撮影,基準点","4000,,3級","33.3KM2,19point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0084,国際航業(株),"60.08.12,60.09.26",,,
石川県,"山中町,",都市計画,"撮影,写測修正","12500,,2500","30.0KM2,8.7KM2",石川県山中町助言600803D0070,アジア航測(株),"60.07.30,60.11.30",600933,,
石川県,"吉野谷村,尾口村,白峰村,",砂防計画,"撮影,写測図化","8000,,2500","73.0KM2,2.5KM2",金沢工事事務所助言600920D0104,アジア航測(株),"60.09.14,61.01.03",,,
石川県,"珠洲市,",都市計画,"撮影,写測修正","12500,,2500","60.0KM2,45.1KM2",石川県珠洲市助言600426D0015,北日本測量(株),"60.04.20,60.08.31",600079,,
石川県,"羽咋市,七尾市,志雄町,志賀町,鹿西町,鳥屋町,鹿島町,田鶴浜町,",干害排水事業,"撮影,写測修正","20000,,5000","331.0KM2,20.1KM2",北陸農政局能登土地改良調査事務所助言600522D0025,北日本測量(株),"60.05.11,60.08.30",600249,,
石川県,"白峰村,",森林計画,撮影,16000,396.0KM2,福井県助言600422D0013,開拓航営設計(株),"60.04.25,60.11.11",600070*,,
石川県,"小松市,鳥越村,河内村,吉野谷村,尾口村,白峰村,",森林計画,撮影,16000,543.0KM2,石川県助言600422D0014,セントラル航業(株),"60.05.15,60.10.31",600071,,
石川県,"鶴来町,",都市計画,"撮影,写測修正","10000,,2500","30.0KM2,30.0KM2",石川県鶴来町助言600711D0050,セントラル航業(株),"60.05.01,60.09.30",600741,,
石川県,"中島町,",都市計画,"撮影,写測修正","10000,,10000","98.9KM2,98.9KM2",石川県中島町助言600801D0064,セントラル航業(株),"60.05.20,60.10.30",600929,,
石川県,"中島町,",道路管理,"撮影,写測図化","4000,,500","98.9KM2,5.7KM2",石川県中島町助言601122D0124,セントラル航業(株),"60.10.20,62.03.25",601663,,
石川県,"加賀市,",鉄道計画,"撮影,撮影,写測図化","30000,,12500,,10000","356.0KM2,112.0KM2,154.0KM2",日本鉄道建設公団名古屋支社助言600826D0091,朝日航洋(株),"60.08.19,60.10.27",601044*,,
石川県,"金沢市,",鉄道計画,"写測図化,写測修正","500,,500","0.4KM2,0.4KM2",日本鉄道建設公団富山新幹線建設準備事務所助言601127D0128,国際航業(株),"60.11.21,61.02.20",,,
石川県,"羽咋市,",道路計画,写測図化,1000,1.0KM2,金沢工事事務所助言601029D0117,セントラル航業(株),"60.10.01,60.11.24",,,
福井県,"福井市,",土地区画整理,基準点,2級,10point,福井県福井市助言601016D0112,三和測量建設(株),"60.10.05,60.10.31",,,
福井県,"福井市,",土地区画整理,基準点,2級,3point,福井県福井市助言601106D0119,財団法人日本都市計画協会,"60.11.01,60.11.30",,,
福井県,"小浜市,",再開発計画,"基準点,平板","3級,,250","2point,0.1KM2",福井県小浜市助言610218D0150,(株)若狭総合コンサルタント,"61.02.10,61.03.25",,,
福井県,"池田町,",国有林境界調査,基準点,3級,4point,大阪営林局助言600411D0012,直営,"60.07.01,60.09.30",,,
福井県,"三国町,芦原町,坂井町,春江町,福井市,",地盤変動調査,"水準,水準","1級,,2級","30.0km,36.0km",福井県助言600620D0040,三和測量建設(株),"60.09.10,60.11.10",600521,,
福井県,"福井市,",地盤変動調査,水準,2級,80.0km,福井県福井市助言600926D0106,三和測量建設(株),"60.09.20,60.12.28",601245,,
福井県,"敦賀市,",下水道計画,水準,2級,21.0km,福井県敦賀市助言600903D0094,(株)ノザキ測量,"60.09.01,60.10.31",,,
福井県,"勝山市,大野市,池田町,和泉村,今庄町,敦賀市,美浜町,三方町,上中町,",道路台帳,"撮影,写測図化","8000,,1000","17.8KM2,17.8KM2",福井県助言600826D0090,"国際航業(株),フクハラ調査設計(株),中央測量設計(株),三和測量建設(株),(株)パスコ,開拓航営設計(株)","60.08.20,61.02.20",,,
福井県,"勝山市,",都市計画,"撮影,写測図化","12500,,2500","67.1KM2,30.6KM2",福井県勝山市助言600911D0099,(株)パスコ,"60.09.09,60.10.31",601177,,
福井県,"福井市,",都市計画,"撮影,写測修正","12500,,2500","210.5KM2,80.7KM2",福井県福井市助言600917D0103,(株)パスコ,"60.09.01,61.03.20",601185,,
福井県,"大野市,",河川管理,撮影,25000,300.0KM2,福井工事事務所助言601008D0111,中央コンサルタント(株),"60.09.26,60.12.04",601398,,
福井県,"福井市,三国町,",都市計画,"撮影,写測図化","25000,,5000","106.3KM2,30.0KM2",福井県企業庁臨海業務課助言601209D0132,三和測量建設(株),"60.10.04,61.01.11",601730,,
福井県,"大野市,勝山市,",森林計画,撮影,16000,396.0KM2,福井県助言600422D0013,開拓航営設計(株),"60.04.25,60.11.11",600070*,,
福井県,"金津町,坂井町,丸岡町,福井市,鯖江市,今立町,武生市,",鉄道計画,"撮影,撮影,写測図化","30000,,12500,,10000","356.0KM2,112.0KM2,154.0KM2",日本鉄道建設公団名古屋支社助言600826D0091,朝日航洋(株),"60.08.19,60.10.27",601044*,,
福井県,"南条町,",都市計画,写測修正,5000,53.5KM2,福井県南条町助言600627D0045,セントラル航業(株),"60.06.24,60.07.31",600714,,
福井県,"福井県,",郵便地図調整,"編集,編集","5000,,25000","116.0KM2,93.0KM2",北陸郵政局助言600504D0017,直営,"60.05.27,60.06.28",,,
福井県,"福井県,",郵便地図調整,"編集,編集","5000,,25000","84.0KM2,379.0KM2",北陸郵政局助言600607D0031,直営,"60.07.02,60.10.17",,,
山梨県,"鳴沢村,",富士山大沢崩壊土量調査,撮影,8000,32.5KM2,富士砂防工事事務所助言601023E2112,国際航業(株),"60.10.15,61.03.25",601418*,,
岐阜県,"美並村,",道路計画,"基準点,水準","1級,,3級","4point,4point",日本道路公団名古屋建設局白鳥工事事務所助言600513E2024,国際航業(株),"60.05.11,60.08.20",,,
岐阜県,"八幡町,",道路計画,"基準点,水準","1級,,3級","3point,3.1km",日本道路公団白鳥工事事務所助言601227E2142,大東測量設計(株),"60.12.28,61.03.31",,,
岐阜県,"笠松町,川島町,",道路計画,"基準点,水準","1級,,3級","8point,5point",日本道路公団名古屋工事事務所助言601014E2110,大日コンサルタント(株),"60.10.14,61.03.11",,,
岐阜県,"八幡町,",道路計画,"基準点,水準","1級,,3級","3point,2point",日本道路公団名古屋建設局白鳥工事事務所助言600513E2026,前田設計(株),"60.04.23,60.08.20",,,
岐阜県,"八幡町,",道路計画,"基準点,水準","1級,,3級","3point,3point",日本道路公団名古屋建設局白鳥工事事務所助言600513E2025,(株)帝国コンサルタント,"60.04.23,60.08.20",,,
岐阜県,"小坂町,",公共図根点設置,基準点,1級,4point,名古屋営林支局助言600824E2074,直営,"60.08.26,60.09.12",,,
岐阜県,"美濃加茂市,",道路計画,"基準点,水準","3級,,3級","20point,5.5km",岐阜国道工事事務所助言601023E2117,(株)帝国建設コンサルタント,"60.08.09,61.01.31",,,
岐阜県,"平田町,海津町,羽島市,",地盤変動調査,水準,1級,182.0km,木曽川下流工事事務所助言601023E2119,中部復建(株),"60.09.27,61.02.28",601425*,,
岐阜県,"大垣市,羽島市,穂積町,柳津町,墨俣町,安八町,養老町,輪之内町,平田町,南濃町,海津町,",地盤変動調査,水準,1級,139.0km,岐阜県助言600910E2091,(株)帝国建設コンサルタント,"60.10.15,60.12.31",601163,,
岐阜県,"可児市,",土地区画整理,平板,500,1.9KM2,岐阜県可児市助言600624E2048,(株)帝国建設コンサルタント,"60.05.20,60.09.25",,,
岐阜県,"可児市,",土地区画整理,平板,500,0.4KM2,岐阜県可児市助言600824E2076,玉野総合コンサルタント(株),"60.07.27,60.10.30",,,
岐阜県,"各務原市,",東栄町現況平面図,平板,500,0.1KM2,岐阜県各務原市助言610220E2158,大同コンサルタンツ(株),"61.02.10,61.03.15",,,
岐阜県,"羽島市,大垣市,安八町,関ケ原町,",名古屋・新大阪問空中写真撮影,撮影,8000,184.4KM2,日本国有鉄道新幹線総局助言601014E2107,(株)パスコ,"60.10.15,60.12.15",,,
岐阜県,"八幡町,白鳥町,大和町,",道路計画,"撮影,写測図化","7000,,1000","53.8KM2,3.2KM2",日本道路公団白鳥工事事務所助言601120E2129,(株)パスコ,"60.10.29,61.02.25",,,
岐阜県,"瑞浪市,御嵩町,兼山町,八百津町,",モザイク写真作成,撮影,8000,138.0KM2,丸山ダム調査事務所助言610131E2152,(株)パスコ,"60.12.12,61.03.10",601894,,
岐阜県,"岐阜市,",道路台帳,"撮影,撮影,写測図化","8000,,4000,,1000","10.4KM2,42.5KM2,16.0KM2",岐阜県岐阜市助言600529E2033,アジア航測(株),"60.05.07,61.02.25",600314,,
岐阜県,"揖斐川町,谷汲村,",広域農道計画,"撮影,写測図化","4000,,500","10.0KM2,1.6KM2",岐阜県揖斐土地改良事業所助言600820E2072,アジア航測(株),"60.07.25,60.11.08",,,
岐阜県,"恵那市,中津川市,岩村町,",ダム計画,"撮影,空三","5000,,","26.0KM2,90M",水資源開発公団阿木川ダム建設所助言601227E2141,アジア航測(株),"60.12.20,61.01.31",601831,,
岐阜県,"各務原市,",都市計画,"撮影,写測図化","12500,,2500","81.3KM2,81.3KM2",岐阜県各務原市助言600529E2034,(株)帝国建設コンサルタント,"60.05.17,62.03.20",600315,,
岐阜県,"岐阜市,",都市計画,"撮影,写測修正,写測図化","12500,,10000,,2500","196.2KM2,196.2KM2,12.0KM2",岐阜県岐阜市助言600712E2057,(株)帝国建設コンサルタント,"60.07.05,60.12.07",600748,,
岐阜県,"糸貫町,",土地区画整理,"撮影,写測図化","8000,,1000","12.0KM2,0.4KM2",岐阜県糸貫町助言600513E2027,中央コンサルタント(株),"60.04.15,60.05.30",600176,,
岐阜県,"伊自良村,",都市計画,撮影,12500,34.5KM2,岐阜県伊自良村助言600521E2028,中央コンサルタント(株),"60.04.16,60.07.15",600242,,
岐阜県,"本巣町,",都市計画,"撮影,撮影,写測修正,写測図化,写真図","12500,,30000,,2500,,10000,,2500","41.6KM2,113.5KM2,12.4KM2,51.4KM2,12.4KM2",岐阜県本巣町助言600624E2054,中央コンサルタント(株),"60.06.14,60.11.30",600620,,
岐阜県,"岐阜市,多治見市,関市,美濃加茂市,土岐市,可児市,富加町,御嵩町,兼山町,",道路計画,"撮影,写測図化,写真図","12500,,2500,,2500","248.0KM2,17.0KM2,17.0KM2",岐阜県助言601023E2118,中央コンサルタント(株),"60.11.01,61.03.20",601424,,
岐阜県,"土岐市,",河川管理,"撮影,写測図化","8000,,500","2.1KM2,0.6KM2",庄内川工事事務所助言610201E2153,中央コンサルタント(株),"61.01.31,61.03.26",,,
岐阜県,"恵那市,美濃加茂市,兼山町,八百津町,川辺町,七宗町,白川町,東白川村,加子母村,金山町,下呂町,",森林計画,撮影,16000,882.0KM2,岐阜県林政課助言600417E2018,中日本航空(株),"60.04.30,60.07.30",600061,,
岐阜県,"美濃加茂市,",農地開発,"撮影,写測図化","8000,,1000","5.2KM2,1.4KM2",岐阜県美濃加茂市助言610121E2149,中日本航空(株),"60.12.16,61.02.28",601877,,
岐阜県,"瑞浪市,恵那市,",ダム計画,写測図化,1000,2.2KM2,丸山ダム調査事務所助言610217E2155,国際航業(株),"60.12.20,61.03.25",,,
岐阜県,"平田町,",道路台帳,写測図化,1000,2.1KM2,岐阜県平田町助言601023E2116,(株)パスコ,"60.08.02,61.01.31",,,
岐阜県,"安八町,",河川管理,写測図化,500,1.1KM2,木曽川上流工事事務所助言601127E2133,(株)パスコ,"60.10.29,61.03.17",,,
岐阜県,"上宝村,",砂防計画,写測図化,2500,8.0KM2,神通川水系砂防工事事務所助言600717E2065,アジア航測(株),"60.07.15,60.08.30",600785,,
岐阜県,"大垣市,",河川管理,写測図化,500,1.1KM2,木曽川上流工事事務所助言610121E2147,アジア航測(株),"60.12.28,61.03.27",,,
岐阜県,"中津川市,瑞浪市,",ダム計画,写測図化,1000,8.2KM2,水資源開発公団阿木川ダム建設所助言610315E2161,アジア航測(株),"61.02.08,61.03.24",602022,,
岐阜県,"各務原市,",道路台帳,写測図化,500,9.2KM2,岐阜県各務原市助言600604E2037,(株)帝国建設コンサルタント,"60.05.23,61.02.28",,,
岐阜県,"各務原市,",道路台帳,写測図化,500,1.4KM2,岐阜県各務原市助言601014E2101,(株)帝国建設コンサルタント,"60.09.13,61.02.28",,,
