都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
山梨県,"上九一色村,",道路台帳,"撮影,写測図化","4000,,500","19.4KM2,2.1KM2",山梨県上九一色村助言600819C0242,"国際航業(株),成果***審査***","60.05.02,61.10.13",600989,,
山梨県,"櫛形町,",道路台帳,"撮影,写測図化","4000,,500","29.9KM2,6.0KM2",山梨県櫛形町助言601016C0301,"国際航業(株),成果***審査***","60.07.26,61.10.31",601371,,
山梨県,"山中湖村,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","17.0KM2,52.1KM2,1.1KM2,3.3KM2",山梨県山中湖村助言610320C0424,"国際航業(株),成果***審査***","61.01.16,62.02.28",602025,,
山梨県,"足和田村,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","24.6KM2,21.5KM2,1.6KM2,0.5KM2",山梨県足和田村助言610113C0388,"(株)写測,成果***審査***","60.11.15,61.03.25",,,
山梨県,"身延町,",公園計画,"撮影,写測図化","8000,,1000","6.1KM2,1.0KM2",山梨県助言610131C0400,"(株)写測,成果610509審査***","60.12.07,61.03.15",,,
山梨県,"若草町,",道路台帳・都市計画,"撮影,撮影,写測図化,写測図化","4000,,12500,,500,,2500","10.8KM2,10.8KM2,3.6KM2,10.8KM2",山梨県若草町助言610220C0410,"(株)パスコ,成果***審査***","61.02.15,62.01.20",601965,,
山梨県,"一宮町,",道路台帳,"撮影,写測図化","4000,,500","22.6KM2,5.6KM2",山梨県一宮町助言610224C0412,"(株)パスコ,成果***審査***","60.12.26,61.12.01",601967,,
山梨県,"都留市,大月市,富沢町,長坂町,小淵沢町,白州町,秋山村,山中湖村,忍野村,上野原町,小菅村,",河川管理,"撮影,写測図化","4000,,500","96.1KM2,6.2KM2",山梨県助言610113C0387,"アジア航測(株),第一航業(株),(株)写測,国際航業(株),成果***審査***","60.11.27,61.03.15",,,
山梨県,"小淵沢町,白州町,",森林計画,撮影,16000,1955.0KM2,長野県助言600523C0137,"(株)中庭測量コンサルタント,成果601030審査***","60.04.16,60.10.31",600387*,,
山梨県,"中富町,",道路台帳,"撮影,写測図化","4000,,500","43.0KM2,5.9KM2",山梨県中富町助言600422C0117,"第一航業(株),成果***審査***","60.03.27,61.06.30",600347,,
山梨県,"勝沼町,",道路台帳,"撮影,写測図化","4000,,500","32.5KM2,2.8KM2",山梨県勝沼町助言600723C0217,"第一航業(株),成果***審査***","60.07.01,61.12.20",600852,,
山梨県,"三珠町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","14.0KM2,35.0KM2,1.8KM2,0.9KM2",山梨県三珠町助言601030C0312,"第一航業(株),成果***審査***","60.10.02,61.03.25",601476,,
山梨県,"鳴沢村,",道路台帳,"撮影,写測図化","8000,,1000","42.0KM2,8.0KM2",山梨県鳴沢村助言601030C0313,"第一航業(株),成果***審査***","60.10.02,61.11.30",601477,,
山梨県,"増穂町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","11.0KM2,37.0KM2,2.1KM2,2.9KM2",山梨県増穂町助言600527C0148,"三和航測(株),成果***審査***","60.04.22,61.06.30",600399,,
山梨県,"甲西町,",道路台帳,"撮影,写測図化","4000,,500","15.9KM2,5.6KM2",山梨県甲西町助言600711C0203,"セントラル航業(株),成果***審査***","59.07.17,61.04.20",600737,,
山梨県,"市川大門町,",都市計画,"撮影,写測図化,写測修正,写測修正","15000,,2500,,2500,,10000","9.2KM2,2.5KM2,6.7KM2,9.2KM2",山梨県市川大門町助言601016C0299,"セントラル航空測量(株),成果601209審査***","60.10.09,60.12.09",601369,,
山梨県,"早川町,",道路台帳,"撮影,撮影,写測図化","8000,,16000,,1000","117.0KM2,200.0KM2,2.7KM2",山梨県早川町助言601114C0334,"朝日航洋(株),成果***審査***","60.09.03,61.12.20",601614,,
山梨県,"八代町,境川村,中道町,豊富村,",土地改良,"撮影,写測図化","8000,,1000","33.4KM2,13.4KM2",山梨県笛吹川沿岸土地改良事務所助言610113C0389,"朝日航洋(株),成果610410審査***","60.12.27,61.03.20",,,
山梨県,"芦川村,",道路台帳,"撮影,写測図化","4000,,500","16.0KM2,0.8KM2",山梨県芦川村助言610213C0406,"朝日航洋(株),成果***審査***","61.02.05,61.04.30",601961,,
山梨県,"早川町,増穂町,",砂防計画,写測図化,5000,152.4KM2,富士川砂防工事事務所助言600626C0179,"国際航業(株),(株)パスコ,アジア航測(株),成果***審査***","60.06.15,61.02.28",600594,,
山梨県,"富士吉田市,",下水道計画,"写測図化,空三","500,,","0.6KM2,13M",山梨県富士吉田市助言601204C0361,"(株)写測,成果***審査***","60.11.09,61.03.15",,,
山梨県,"増穂町,櫛形町,",道路計画,"写測図化,空三","1000,,","1.1KM2,10M",甲府工事事務所助言601120C0340,"朝日航洋(株),成果***審査***","60.11.08,61.02.03",,,
山梨県,"牧丘町,富沢町,",郵便地図調整,"編集,編集","10000,,25000","1316.7KM2,2202.0KM2",関東郵政局助言600424C0122,"直営,成果***審査***","60.05.20,61.03.27",,,
長野県,"松本市,",ほ場整備,基準点,2級,8point,長野県松本市助言600403C0103,"(株)安藤測量設計事務所,成果***審査***","60.03.25,60.04.30",,,
長野県,"岡谷市,",宅地開発,"基準点,水準,平板","3級,,3級,,500","4point,11.5km,0.1KM2",長野県岡谷市助言600601C0157,"(株)パスコ,成果***審査***","60.05.08,60.08.15",,,
長野県,"臼田町,",土地改良,"基準点,平板","3級,,500","8point,0.1KM2",長野県臼田町助言600531C0154,"(株)モテキ,成果***審査***","60.05.30,60.06.20",,,
長野県,"木島平村,",道路台帳,基準点,3級,40point,長野県木島平村助言600613C0169,"(有)五岳測量設計事務所,成果601114審査***","60.06.15,60.12.10",,,
長野県,"飯田市,",河川計画,基準点,4級,4.4km,天竜川上流工事事務所助言610213C0405,"(株)飯田測量,成果***審査***","61.02.18,61.03.28",,,
長野県,"阿智村,",道路台帳,"基準点,平板","4級,,500","38point,1.4KM2",長野県阿智村助言600724C0223,"(株)信濃測地,成果610425審査***","60.07.25,61.03.31",,,
長野県,"長野市,",土地区画整理,"基準点,平板","簡級,,500","4point,0.2KM2",長野県長野市土地開発公社助言600917C0269,"(株)冨永調査事務所,成果***審査***","60.09.10,62.03.31",,,
長野県,"諏訪市,茅野市,",地盤変動調査,水準,2級,59.0km,長野県諏訪建設事務所助言601223C0379,"(株)協同測量社,成果***審査***","60.12.20,61.02.20",601816,,
長野県,"伊那市,辰野町,箕輪町,",天竜川基準点の点検,水準,3級,10.9km,天竜川上流工事事務所助言601127C0352,"(有)伊那測量設計事務所,成果***審査***","60.11.01,61.02.01",,,
長野県,"臼田町,",土地改良,平板,500,0.1KM2,長野県臼田町助言600626C0178,"(株)モテキ,成果***審査***","60.05.30,60.07.20",,,
長野県,"佐久市,",土地区画整理,"平板,基準点","500,,簡級","0.1KM2,0.1KM2",長野県佐久市助言601128C0350,"朝日航洋(株),成果***審査***","60.11.04,61.03.05",,,
長野県,"岡谷市,",道路台帳,"撮影,写測図化","4000,,500","5.0KM2,0.6KM2",長野県岡谷市助言600711C0205,"(株)パスコ,成果***審査***","60.07.01,60.12.24",,,
長野県,"上松町,",道路台帳,"撮影,写測図化","8000,,1000","86.0KM2,0.1KM2",長野県上松町助言601021C0304,"(株)協同測量社,成果***審査***","60.10.25,61.04.20",601467,,
長野県,"諏訪市,原村,高遠町,箕輪町,南箕輪村,岡谷市,伊那市,駒ヶ根市,茅野市,塩尻市,和田村,下諏訪町,富士見町,辰野町,飯島町,長谷村,長門町,楢川村,",森林計画,撮影,16000,1955.0KM2,長野県助言600523C0137,"(株)中庭測量コンサルタント,成果601030審査***","60.04.16,60.10.31",600387*,,地名修正
長野県,"佐久町,",都市計画,"撮影,写測図化","30000,,10000","122.5KM2,122.5KM2",長野県佐久町助言600819C0243,"新日本航業(株),成果***審査***","60.07.15,60.11.30",600990,,
長野県,"立科町,",都市計画,"撮影,写測図化,写測修正","20000,,5000,,5000","66.4KM2,33.2KM2,33.4KM2",長野県立科町助言600522C0129,"コクサイ航測(株),成果***審査***","60.04.01,60.06.20",600373,,
長野県,"和田村,",道路台帳,"撮影,写測図化","8000,,1000","88.0KM2,8.2KM2",長野県和田村助言600930C0282,"コクサイ航測(株),成果***審査***","60.09.25,61.12.20",601270,,
長野県,"飯山市,",鉄道計画,"撮影,写測図化","4000,,500","1.4KM2,1.4KM2",日本鉄道建設公団富山新幹線建設準備事務所助言600819C0245,"中日本航空(株),成果601021審査***","60.08.12,60.09.11",,,
長野県,"岡谷市,伊那市,駒ヶ根市,高遠町,辰野町,箕輪町,飯島町,中川村,宮田村,松川町,豊丘村,",河川計画,"カラー撮影,空三","12500,,","74.7km,6M",天竜川上流工事事務所助言601224C0380,"(株)協同測量社,成果610206審査***","60.12.03,61.02.10",,,地名修正
長野県,"佐久市,軽井沢町,御代田町,",鉄道計画,"写測図化,空三","500,,","0.9KM2,10M",日本鉄道建設公団関東支社助言601030C0314,"アジア航測(株),成果610415審査***","60.11.05,61.03.04",,,
長野県,"長野市,上田市,更埴市,丸子町,上山田町,坂城町,戸倉町,",河川計画,写測図化,2500,18.5KM2,千曲川工事事務所助言601120C0327,"アジア航測(株),成果***審査***","60.11.08,61.02.28",,,
長野県,"木曽福島町,",スキー場開発,写測図化,1000,3.5KM2,長野県木曽福島町助言600522C0130,"(株)協同測量社,成果***審査***","60.04.19,60.07.15",,,
長野県,"飯田市,伊那市,駒ヶ根市,辰野町,箕輪町,飯島町,南箕輪村,中川村,松川町,喬木村,",河川管理,"写測図化,写測修正","2500,,2500","2.2KM2,55.7KM2",天竜川上流工事事務所助言610224C0411,"(株)協同測量社,成果610403審査***","61.02.07,61.03.30",601966,,地名修正
長野県,"長野市,豊野町,軽井沢町,御代田町,",鉄道計画,"写測図化,空三,写測図化,空三,水準","2500,,,,500,,,,3級","4.6KM2,8M,1.5KM2,26M,17.1km",日本鉄道建設公団関東支社助言601223C0378,"朝日航洋(株),国際航業(株),成果610415審査***","61.01.15,61.03.31",,,
長野県,"松川町,高森町,豊丘村,",都市計画,"写測図化,写測修正","2500,,2500","12.4KM2,13.7KM2",長野県飯田建設事務所助言610314C0422,"朝日航洋(株),成果***審査***","61.01.11,61.03.20",602023,,
長野県,"飯田市,上郷町,",都市計画,"写測修正,編集","2500,,10000","102.2KM2,11.1KM2",長野県飯田建設事務所助言610220C0408,"国際航業(株),成果***審査***","61.01.16,61.03.20",601963,,
長野県,"飯島町,中川村,",都市計画,写測修正,2500,41.0KM2,長野県伊那建設事務所助言610220C0409,"国際航業(株),成果***審査***","61.01.16,61.03.20",601964,,
長野県,"駒ヶ根市,",都市計画,写測修正,2500,38.4KM2,長野県伊那建設事務所助言610314C0423,"(株)協同測量社,成果***審査***","61.01.16,61.03.20",602024,,地名修正
長野県,"大町市,飯山市,南木曽町,楢川村,開田村,大桑村,穂高町,上山田町,戸倉町,栄村,",郵便地図調整,編集,25000,5310.8KM2,信越郵政局助言600423C0121,"直営,成果***審査***","60.04.16,60.11.15",,,
山形県,"小国町,",砂防計画,写測図化,2500,25.0KM2,飯豊山系砂防工事事務所助言601224D0143,アジア航測(株),"60.12.20,61.03.29",,,
山形県,"小国町,",砂防計画,写測図化,2500,7.5KM2,飯豊山系砂防工事事務所助言610227D0154,アジア航測(株),"61.02.10,61.03.29",,,
福島県,"西会津町,",道路計画,"撮影,写測図化","7000,,1000","75.7KM2,3.5KM2",日本道路公団新潟建設局新潟工事事務所助言601114D0121,おおとり航測(株),"60.10.19,61.01.16",,,
福島県,"只見町,檜枝岐村,",森林計画,撮影,16000,1546.0KM2,新潟県農林水産部治山課助言600607D0030,朝日航洋(株),"60.05.01,60.10.31",600422*,,
新潟県,"新津市,五泉市,",道路計画,"基準点,水準","1級,,3級","1point,18.0km",日本道路公団新潟建設局新潟調査事務所助言600620D0041,"国際航業(株),日本工営(株)","60.06.18,60.09.15",,,
新潟県,"上越市,",土地区画整理,基準点,1級,6point,新潟県上越市助言601022D0115,(株)都計測量社,"60.10.22,60.12.31",,,
新潟県,"塩沢町,",土地区画整理,"基準点,平板","2級,,250","6point,0.3KM2",新潟県塩沢町助言600819D0088,三和測量建設(株),"60.08.10,60.10.27",,,
新潟県,"越路町,",土地区画整理,基準点,2級,4point,新潟県越路町助言610218D0152,三和測量建設(株),"61.03.01,61.03.30",,,
新潟県,"五泉市,",河川計画,"基準点,平板","2級,,500","5point,0.7KM2",阿賀野川工事事務所助言601002D0107,北斗測量調査(株),"60.10.01,60.12.20",,,
新潟県,"新井市,",土地区画整理,基準点,2級,3point,新潟県新井市助言601114D0122,(株)都計測量社,"60.11.05,60.12.01",,,
新潟県,"横越村,",土地区画整理,基準点,2級,1point,新潟県横越村助言600911D0100,(株)総合都市開発,"60.09.10,60.10.31",,,
新潟県,"関川村,",国有林境界調査,基準点,3級,2point,前橋営林局助言600426D0016,(財)林業土木コンサルタンツ,"60.04.20,60.11.30",,,
新潟県,"加茂市,",農地開発,基準点,3級,45point,北陸農政局助言600729D0063,(株)国土開発センター,"60.07.26,60.10.31",,,
新潟県,"上川村,",国有林境界調査,基準点,3級,5point,前橋営林局助言600711D0053,(財)林野弘済会,"60.06.30,60.09.18",,,
新潟県,"朝日村,",国有林境界調査,基準点,3級,7point,前橋営林局助言600711D0052,中野測量航業(株),"60.06.30,60.09.17",,,
新潟県,"新潟市,",道路台帳,基準点,3級,60point,新潟県新潟市助言601209D0130,"中野測量航業(株),(株)オリジナルサーベー","60.10.18,61.03.25",,,
新潟県,"長岡市,",地盤変動調査,"水準,水準","1級,,2級","5.0km,77.0km",新潟県助言600803D0073,(株)八州,"60.08.21,60.10.31",600936,,
新潟県,"豊栄市,新発田市,豊浦町,笹神村,亀田町,新津市,白根市,味方村,潟東村,黒埼町,西川町,",地盤変動調査,"水準,水準","1級,,2級","48.0km,105.0km",北陸農政局信濃川水系農業水利調査事務所助言600711D0049,"セントラル航業(株),(株)信越測量設計事務所,(株)八州,(株)オリジナルサーベー","60.08.01,60.09.30",600742,,
新潟県,"新潟市,黒埼町,西川町,巻町,",地盤変動調査,"水準,水準","1級,,2級","28.0km,32.0km",新潟県助言600803D0071,中野測量航業(株),"60.08.21,60.10.31",600934,,
新潟県,"上越市,頸城村,大潟町,",地盤変動調査,水準,2級,146.0km,新潟県助言600803D0072,国際航業(株),"60.08.21,60.10.31",600935,,
新潟県,"長岡市,",地盤変動調査,水準,2級,20.0km,新潟県長岡市助言600803D0069,(株)八州,"60.08.24,60.10.31",600932,,
新潟県,"六日町,",地盤変動調査,水準,2級,44.0km,新潟県助言600803D0074,(株)協立コンサルタンツ,"60.08.21,60.10.31",600937,,
新潟県,"六日町,",地盤変動調査,水準,2級,16.0km,新潟県六日町助言600903D0092,(株)協立コンサルタンツ,"60.08.24,60.12.27",601111,,
新潟県,"頸城村,",地盤変動調査,水準,2級,10.0km,新潟県頸城村助言600801D0067,中野測量航業(株),"60.08.21,60.09.30",600930,,
新潟県,"上越市,",地盤変動調査,水準,2級,32.0km,新潟県上越市助言600803D0068,中野測量航業(株),"60.08.25,60.10.15",600931,,
新潟県,"新潟市,豊栄市,聖籠町,",地盤変動調査,水準,2級,36.6km,第一港湾建設局新潟港工事事務所助言600819D0075,中野測量航業(株),"60.09.02,60.12.25",600971,,
新潟県,"新潟市,",地盤変動調査,水準,2級,27.1km,新潟県新潟市助言600914D0102,中野測量航業(株),"60.09.17,60.11.30",601180,,
新潟県,"大潟町,",地盤変動調査,水準,2級,10.0km,新潟県大潟町助言600819D0087,(株)東邦コンサルタント,"60.08.21,60.10.31",600983,,
新潟県,"小千谷市,",都市計画,"撮影,写測修正","12500,,2500","148.0KM2,26.3KM2",新潟県小千谷市助言600522D0023,国際航業(株),"60.04.19,60.07.10",600247,,
新潟県,"小千谷市,",都市計画,撮影,30000,333.3KM2,新潟県小千谷市助言600522D0024,国際航業(株),"60.04.19,60.07.10",600248,,
新潟県,"長岡市,見附市,",道路計画,"撮影,写測修正","8000,,1000","10.9KM2,1.6KM2",長岡国道工事事務所助言600905D0095,国際航業(株),"60.07.23,60.12.19",601153,,
新潟県,"新潟市,長岡市,三条市,柏崎市,新津市,加茂市,見附市,村上市,五泉市,安田町,中条町,村松町,横越村,亀田町,分水町,黒埼町,田上町,下田村,中之島村,三島町,",道路台帳,"撮影,写測図化","4000,,500","125.4KM2,8.9KM2",新潟県土木部道路維持課助言610218D0147,"国際航業(株),(株)オリジナルサーベー,中野測量航業(株)","60.11.14,61.03.15",,,
新潟県,"柏崎市,",ガス水道配管台帳,"撮影,写測図化","4000,,500","0.6KM2,0.6KM2",新潟県柏崎市助言600612D0033,(株)パスコ,"60.05.30,60.10.30",,,
新潟県,"新発田市,",農業集落排水事業,"撮影,写測図化","4000,,500","0.6KM2,0.6KM2",新潟県新発田市助言600719D0060,(株)パスコ,"60.07.16,60.09.30",,,
新潟県,"糸魚川市,青海町,能生町,",鉄道計画,"撮影,基準点","4000,,3級","14.3KM2,18point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0080,(株)パスコ,"60.08.12,60.09.11",,,
新潟県,"両津市,畑野町,赤泊村,",土地改良,"撮影,写測図化,写測図化","8000,,1000,,2500","10.8KM2,0.6KM2,1.4KM2",北陸農政局信濃川水系農業水利調査事務所助言600620D0038,北日本測量(株),"60.05.27,60.08.20",,,
新潟県,"塩沢町,",総合開発計画,"撮影,写測図化","8000,,2000","20.0KM2,10.3KM2",新潟県塩沢町助言600612D0032,旭調査設計(株),"60.06.10,60.08.31",600424,,
新潟県,"黒埼町,新潟市,津川町,上川村,",道路計画,"撮影,写測図化","7000,,1000","75.7KM2,3.5KM2",日本道路公団新潟建設局新潟工事事務所助言601114D0121,おおとり航測(株),"60.10.19,61.01.16",,,
新潟県,"田上町,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,4000,,1000,,500","34.6KM2,25.9KM2,3.6KM2,0.7KM2",新潟県田上町助言600729D0062,中野測量航業(株),"60.07.10,61.11.30",600873,,
新潟県,"黒埼町,味方村,白根市,月潟村,三条市,燕市,",河川計画,"撮影,写測図化","8000,,1000","55.5KM2,0.3KM2",新潟県巻土木事務所助言600819D0077,中野測量航業(株),"60.07.25,60.10.24",,,
新潟県,"豊栄市,",ほ場整備,"撮影,写測図化","8000,,1000","13.8KM2,3.1KM2",長浦岡方土地改良区助言601022D0113,中野測量航業(株),"60.09.28,61.01.07",601403,,
新潟県,"黒川村,",ダム計画,"撮影,撮影,基準点,水準","8000,,4000,,3級,,3級","7.6KM2,1.2KM2,6point,3.5km",新潟県新発田土木事務所助言601029D0118,中野測量航業(株),"60.10.10,60.12.08",601538,,
新潟県,"黒川村,",ダム計画,"撮影,水準","8000,,簡級","8.1KM2,4.0km",新潟県企業局助言601209D0131,中野測量航業(株),"60.11.10,60.12.10",601729,,
新潟県,"大和町,",道路台帳,"撮影,写測図化","4000,,500","76.1KM2,0.2KM2",新潟県大和町助言601209D0137,中野測量航業(株),"60.11.25,60.12.24",601734,,
新潟県,"糸魚川市,名立町,",河川管理,"撮影,写測図化","12500,,2500","66.0KM2,9.2KM2",新潟県糸魚川土木事務所助言601219D0139,中野測量航業(株),"60.11.25,61.03.15",601770,,
新潟県,"塩沢町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","161.8KM2,11.3KM2,82.3KM2",新潟県塩沢町助言600620D0039,(株)オリジナルサーベー,"60.06.13,60.11.10",600519,,
新潟県,"栄町,",ほ場整備,"撮影,写測図化","8000,,1000","29.4KM2,0.8KM2",新潟県三条農地事務所助言600819D0076,(株)オリジナルサーベー,"60.08.05,60.10.07",600972,,
新潟県,"妙高村,",ほ場整備,"撮影,写測図化","8000,,1000","9.5KM2,2.2KM2",新潟県妙高村助言601008D0109,(株)オリジナルサーベー,"60.09.30,60.12.25",601396,,
新潟県,"上川村,",道路台帳,"撮影,写測図化","8000,,1000","110.0KM2,2.0KM2",新潟県上川村助言601114D0120,(株)オリジナルサーベー,"60.10.25,61.12.30",601540,,
新潟県,"岩室村,",河川計画,"撮影,写測図化","8000,,1000","5.2KM2,1.5KM2",新潟県巻土木事務所助言601209D0136,(株)オリジナルサーベー,"60.10.30,61.02.06",601737,,
新潟県,"上越市,新井市,板倉町,",鉄道計画,"撮影,基準点","4000,,3級","9.2KM2,17point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0079,中日本航空(株),"60.08.12,60.09.11",,,
新潟県,"栃尾市,下田村,守門村,入広瀬村,広神村,湯之谷村,大和町,六日町,小出町,十日町市,川西町,塩沢町,中里村,松代町,松之山町,津南町,大島村,安塚町,",森林計画,撮影,16000,1546.0KM2,新潟県農林水産部治山課助言600607D0030,朝日航洋(株),"60.05.01,60.10.31",600422*,,
新潟県,"浦川原村,大潟町,頸城村,",鉄道計画,"撮影,写測図化,撮影,写測図化","12500,,2500,,4000,,500","56.8KM2,7.6KM2,7.5KM2,0.7KM2",日本鉄道建設公団東京支社助言600626D0042,朝日航洋(株),"60.05.29,60.07.27",600569,,地名修正
新潟県,"板倉町,",農村整備事業,"撮影,写測図化","12500,,2500","115.0KM2,67.1KM2",新潟県板倉町助言600801D0065,朝日航洋(株),"60.07.25,61.03.31",600927,,
新潟県,"新発田市,黒川村,鹿瀬町,",砂防計画,空三,,128M,飯豊山系砂防工事事務所助言610203D0146,セントラル航業(株),"61.01.19,61.03.29",,,
新潟県,"新潟市,",道路計画,写測図化,1000,1.0KM2,日本道路公団新潟建設局新潟調査事務所助言600514D0020,国際航業(株),"60.04.24,60.06.22",,,
新潟県,"下田村,",道路計画,写測図化,1000,1.1KM2,新潟国道工事事務所助言600905D0096,国際航業(株),"60.08.21,60.11.18",,,
新潟県,"下田村,",道路計画,写測図化,1000,2.3KM2,新潟県三条土木事務所助言601022D0114,国際航業(株),"60.09.26,61.01.03",,,
新潟県,"新発田市,黒川村,",砂防計画,写測図化,2500,12.0KM2,飯豊山系砂防工事事務所助言610218D0151,国際航業(株),"61.02.03,61.03.29",,,
新潟県,"塩沢町,",河川計画,"写測図化,写測修正","1000,,1000","0.6KM2,0.6KM2",湯沢砂防工事事務所助言600626D0043,アジア航測(株),"60.06.27,60.08.19",,,
新潟県,"下田村,",ほ場整備,写測図化,1000,1.4KM2,北陸農政局下田開拓建設事業所助言600706D0047,アジア航測(株),"60.08.01,60.11.15",,,
新潟県,"白根市,三条市,",河川計画,"写測図化,写測修正,空三","1000,,1000,,","0.9KM2,8.6KM2,23M",信濃川下流工事事務所助言601008D0110,アジア航測(株),"60.10.14,61.03.10",,,
新潟県,"関川村,",砂防計画,写測図化,2500,25.0KM2,飯豊山系砂防工事事務所助言601224D0143,アジア航測(株),"60.12.20,61.03.29",,,
新潟県,"湯沢町,",ダム計画,写測図化,2500,10.4KM2,清津川ダム調査事務所助言601224D0142,アジア航測(株),"60.12.16,61.03.15",601812,,
新潟県,"関川村,",砂防計画,写測図化,2500,7.5KM2,飯豊山系砂防工事事務所助言610227D0154,アジア航測(株),"61.02.10,61.03.29",,,
新潟県,"鹿瀬町,",地すべり対策,写測図化,1000,1.0KM2,飯豊山系砂防工事事務所助言600719D0059,セントラル航業(株),"60.06.27,60.09.24",,,
新潟県,"燕市,吉田町,岩室村,巻町,",放水路計画,"写測図化,写測修正","2500,,2500","5.0KM2,15.0KM2",北陸農政局西蒲原農業水利事業所助言601008D0108,セントラル航業(株),"60.09.18,60.11.11",,,
新潟県,"新潟市,",道路台帳,写測図化,1000,27.5KM2,新潟県新潟市助言600711D0051,"中野測量航業(株),(株)オリジナルサーベー","60.06.19,61.03.25",,,
新潟県,"津南町,",下水道計画,写測図化,2500,9.6KM2,新潟県津南町助言600719D0058,中野測量航業(株),"60.06.27,60.10.25",600869,,
新潟県,"上越市,",下水道計画,写測図化,500,0.2KM2,新潟県上越市助言600719D0057,中野測量航業(株),"60.07.05,60.09.02",,,
新潟県,"柏崎市,",道路計画,写測図化,1000,0.5KM2,長岡国道工事事務所助言600826D0089,中野測量航業(株),"60.07.27,60.09.24",,,
新潟県,"白根市,味方村,黒埼町,",河川計画,写測図化,1000,2.0KM2,新潟県巻土木事務所助言601114D0123,中野測量航業(株),"60.10.30,60.12.10",,,
新潟県,"与板町,",下水道計画,"写測図化,水準","500,,2級","0.9KM2,5.0km",新潟県与板町助言601122D0125,中野測量航業(株),"60.10.30,60.12.28",,,
新潟県,"小出町,",下水道計画,"写測図化,水準,水準","500,,2級,,3級","0.4KM2,3.3km,2.2km",新潟県小出町助言610113D0144,中野測量航業(株),"60.12.18,61.02.06",,,
新潟県,"黒川村,",総合開発計画,写測図化,1000,5.4KM2,新潟県黒川村助言601224D0141,セントラル航空測量(株),"60.11.25,61.03.10",,,
新潟県,"寺泊町,",都市計画,"写測図化,写測修正","2500,,2500","4.7KM2,8.1KM2",新潟県寺泊町助言600522D0021,(株)オリジナルサーベー,"60.05.10,60.08.10",600245,,
新潟県,"中郷村,",総合計画,写測図化,2500,6.8KM2,新潟県中郷村助言600717D0054,(株)オリジナルサーベー,"60.07.10,60.09.10",,,
新潟県,"両津市,",都市計画,写測図化,2500,24.6KM2,新潟県両津市助言600719D0056,(株)オリジナルサーベー,"60.06.27,61.12.10",600871,,
新潟県,"寺泊町,",都市計画,写測図化,2500,21.8KM2,新潟県寺泊町助言610313D0155,(株)オリジナルサーベー,"61.02.22,61.05.25",601998,,
新潟県,"糸魚川市,",下水道計画,"写測図化,水準","500,,3級","0.4KM2,2.4km",新潟県糸魚川市助言610127D0145,関東測量設計(株),"61.01.04,61.03.25",,,
新潟県,"小出町,",都市計画,写測修正,2500,9.1KM2,新潟県小出町助言600522D0022,中野測量航業(株),"60.04.27,60.06.25",600246,,
富山県,"山田村,庄川町,",道路計画,"基準点,平板","2級,,500","4point,0.2KM2",富山県富山農地林務事務所助言600801D0066,(財)林業土木コンサルタンツ,"60.07.25,60.08.10",,,
富山県,"朝日町,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",富山県朝日町助言600920D0105,(株)国土開発センター,"60.09.18,61.03.25",,,
富山県,"福野町,",都市計画,基準点,2級,13point,富山県福野町助言610227D0153,(有)宏和測量,"61.02.20,61.04.21",,,
富山県,"大沢野町,",都市計画,基準点,3級,1point,富山県大沢野町助言601022D0116,双互測量(株),"60.10.16,60.12.20",,,
富山県,"平村,",地すべり防止,"撮影,写測修正","10000,,2000","8.5KM2,2.0KM2",富山県助言600612D0034,国際航業(株),"60.05.29,60.09.06",600426,,
富山県,"魚津市,黒部市,入善町,朝日町,",鉄道計画,"撮影,基準点","4000,,3級","19.7KM2,25point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0081,(株)八州,"60.08.12,60.09.16",,,
富山県,"小矢部市,氷見市,福岡町,",砂防計画,"撮影,写測図化","8000,,1000","17.7KM2,2.1KM2",富山県高岡農地林務事務所助言600620D0037,アジア航測(株),"60.06.10,60.08.10",,,
富山県,"富山市,小杉町,大島町,大門町,高岡市,",鉄道計画,"撮影,基準点","4000,,3級","24.8KM2,28point",日本鉄道建設公団富山新幹線建設準備事務所助言600819D0083,アジア航測(株),"60.08.12,60.09.26",,,
富山県,"高岡市,",都市計画,撮影,10000,200.0KM2,富山県高岡市助言600527D0026,北陸航測(株),"60.06.01,60.09.30",600286,,
富山県,"井波町,",都市計画,"撮影,写測図化","10000,,2500","80.4KM2,20.0KM2",富山県井波町助言600527D0027,北陸航測(株),"60.05.22,60.08.31",600287,,
富山県,"利賀村,",ダム計画,"撮影,空三,写測図化","12500,,,,2500","19.8KM2,6M,5.0KM2",富山県土木部河川開発課助言600627D0044,北陸航測(株),"60.06.01,60.07.31",600715,,
