都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.09修正
静岡県,"長泉町,",都市計画,"カラー撮影,写測図化","12500,,2500","24.1KM2,24.1KM2",静岡県長泉町助言620529E4018,朝日航洋(株),"62.05.21,62.10.31",620284,,
静岡県,"沼津市,",道路台帳,写測図化,1000,61.8KM2,静岡県沼津市助言620813E4063,国際航業(株),"62.07.24,63.03.25",620909,,
静岡県,"三島市,",都市計画,"写測図化,写測修正,編集","2500,,2500,,2500","12.4KM2,12.0KM2,12.1KM2",静岡県三島市助言630201E4214,国際航業(株),"63.01.10,63.03.15",622117,,
静岡県,"富士市,",都市計画,"写測図化,写測修正,編集","2500,,2500,,2500","4.3KM2,28.8KM2,99.7KM2",静岡県富士市助言621030E4154,(株)パスコ,"62.10.12,63.03.10",621602,,
静岡県,"浜松市,",道路台帳,"写測図化,水準","500,,2級","22.3KM2,12point",静岡県浜松市助言620630E4042,(株)フジヤマ,"62.06.25,63.03.15",620532,,
静岡県,"静岡市,",都市計画,"写測図化,編集,編集","2500,,10000,,15000","47.9KM2,202.4KM2,202.4KM2",静岡県静岡市助言620817E4076,(株)フジヤマ,"62.08.25,63.02.25",620934,,
静岡県,"浜松市,豊田町,",道路計画,写測図化,1000,1.8KM2,浜松工事事務所助言621006E4115,中日本航空(株),"62.09.14,62.11.20",,,
静岡県,"清水市,三島市,函南町,",道路台帳,写測図化,500,0.7KM2,静岡国道工事事務所助言630301E4233,中日本航空(株),"63.02.08,63.03.30",,,
静岡県,"浜松市,湖西市,函南町,可美村,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","71.6KM2,481.0KM2,1420.8KM2",東海郵政局助言620605E4026,直営,"62.05.06,62.11.12",,,
愛知県,"名古屋市,",名古屋城管理,"基準点,基準点,水準","1級,,2級,,1級","1point,3point,3.5km",愛知県名古屋市助言630309E4241,(株)パスコ,"63.02.29,63.03.31",,,
愛知県,"名古屋市,東海市,",伊勢湾岸道路建設,"基準点,水準","1級,,1級","6point,3.8km",日本道路公団伊勢湾岸道路工事事務所助言630309E4242,玉野総合コンサルタント(株),"63.03.09,63.03.20",,,
愛知県,"刈谷市,",土地区画整理,"基準点,平板","1級,,500","4point,2.0KM2",愛知県刈谷市助言620715E4054,司開発(株),"62.07.01,62.10.21",,,
愛知県,"刈谷市,",土地区画整理,"基準点,平板","1級,,500","4point,0.2KM2",愛知県刈谷市助言620813E4073,司開発(株),"62.09.04,62.12.26",,,
愛知県,"足助町,鳳来町,作手村,",森林計画,基準点,2級,9point,愛知県助言620428E4008,三協調査設計(株),"62.05.20,62.08.30",,,
愛知県,"東海市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","6point,1.8km,0.2KM2",愛知県東海市助言630209E4218,中央コンサルタント(株),"63.01.18,63.03.19",,,
愛知県,"長久手町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","2point,1.0km,0.1KM2",愛知県長久手町助言630301E4232,中央コンサルタント(株),"63.03.01,63.03.25",,,
愛知県,"東海市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","11point,5point,0.7KM2",愛知県東海市助言620617E4035,玉野総合コンサルタント(株),"62.06.01,62.09.30",,,
愛知県,"春日井市,小牧市,豊山町,",名古屋空港管理,基準点,2級,14point,運輸省第五港湾建設局名古屋港工事事務所助言621202E4183,(株)シャトー海洋調査,"62.11.30,62.12.20",,,
愛知県,"蟹江町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","1point,0.2km,0.1KM2",愛知県蟹江町助言621124E4179,東洋測量設計(株),"62.10.17,62.11.30",,,
愛知県,"西尾市,",土地区画整理,"基準点,平板","2級,,500","5point,0.3KM2",西尾中畑田貫土地区画整理組合助言621020E4139,清水コンサルタント(株),"62.08.05,63.03.31",,,
愛知県,"豊川市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","2point,3.6km,0.1KM2",愛知県豊川市助言621118E4169,清水コンサルタント(株),"62.10.20,63.03.31",,,
愛知県,"日進町,",土地区画整理,基準点,3級,11point,日進岩崎西部土地区画整理組合助言620●E4032,(株)オオバ,"62.06.20,62.11.30",,,
愛知県,"平和町,",土地区画整理,基準点,3級,4point,愛知県平和町助言630301E4228,(株)オオバ,"63.02.10,63.03.30",,,
愛知県,"岡崎市,",ほ場整備,"基準点,平板","3級,,500","3point,0.1KM2",鉢地川土地改良区助言620910E4098,玉野総合コンサルタント(株),"62.07.25,63.02.20",,,
愛知県,"岩倉市,",土地改良,"基準点,平板","3級,,500","3point,0.2KM2",岩倉市土地改良区助言630330E4252,玉野総合コンサルタント(株),"62.12.25,63.07.25",,,
愛知県,"尾西市,木曽川町,",東海北陸自動車道建設,"基準点,水準","3級,,3級","1point,2.5km",日本道路公団名古屋建設局一宮工事事務所助言630309E4235,(株)エイトコンサルタント,"63.03.07,64.03.31",,,
愛知県,"木曽川町,",東海北陸自動車道建設,"基準点,水準","3級,,3級","1point,4.5km",日本道路公団名古屋建設局一宮工事事務所助言630309E4236,日本建設コンサルタント(株),"63.03.07,64.03.31",,,
愛知県,"蒲郡市,",連続立体交差事業,"基準点,水準","3級,,3級","4.5km,4.5km",愛知県豊橋土木事務所助言630322E4246,(株)旭調査設計事務所,"63.03.10,63.03.31",,,
愛知県,"額田町,",内陸用地造成事業,"基準点,平板","4級,,500","5point,0.4KM2",愛知県公営企業管理者助言620831E4090,中央コンサルタント(株),"62.09.05,62.12.05",,,
愛知県,"武豊町,",内陸用地造成事業,"基準点,水準,平板","4級,,2級,,500","5point,3point,0.6KM2",愛知県公営企業管理者助言620831E4089,玉野総合コンサルタント(株),"62.08.19,62.11.21",,,
愛知県,"作手村,",土地改良,基準点,簡級,20point,愛知県作手村助言620715E4051,(株)名邦区画設計,"62.07.06,62.07.31",,,
愛知県,"豊橋市,豊川市,新城市,一宮町,小坂井町,",河川計画,水準,1級,81.6km,豊橋工事事務所助言620617E4033,(株)パスコ,"62.07.01,62.10.20",,,
愛知県,"名古屋市,西枇杷島町,新川町,甚目寺町,大治町,",河川管理,水準,1級,81.9km,庄内川工事事務所助言621006E4133,中部復建(株),"62.10.05,63.03.25",,,
愛知県,"弥富町,立田村,",河川管理,水準,1級,101.0km,木曽川下流工事事務所助言621006E4126,中央コンサルタント(株),"62.09.22,63.03.25",,,
愛知県,"名古屋市,",地盤変動調査,水準,1級,373.0km,愛知県名古屋市助言621012E4136,玉野総合コンサルタント(株),"62.10.22,63.03.25",621419,,
愛知県,"立田村,八開村,",河川管理,水準,1級,84.6km,木曽川下流工事事務所助言621006E4127,大日コンサルタント(株),"62.09.22,63.03.25",,,
愛知県,"名古屋市,豊橋市,岡崎市,一宮市,春日井市,豊川市,津島市,碧南市,刈谷市,豊田市,安城市,西尾市,蒲郡市,犬山市,常滑市,江南市,尾西市,小牧市,稲沢市,知立市,",地盤変動調査,水準,1級,869.0km,愛知県助言620615E4031,"(株)朝日設計事務所,中建測量工務(株),中部復建(株),(株)新日調査設計,玉野総合コンサルタント(株)","62.08.01,63.02.28",620396,,
愛知県,"名古屋市,東海市,知多市,十四山村,飛島村,",地盤変動調査,水準,1級,99.0km,名古屋港管理組合助言620917E4104,柴山コンサルタント(株),"62.10.01,62.12.31",621181,,
愛知県,"半田市,碧南市,高浜市,西尾市,",河川改修等の基礎資料,水準,1級,18.0km,豊橋工事事務所助言620703E4046,アマノコンサルタント(株),"62.07.09,62.08.31",,,
愛知県,"蟹江町,十四山村,弥富町,佐屋町,",道路計画,水準,3級,22.6km,日本道路公団名古屋管理局桑名管理事務所助言620630E4039,名古屋道路エンジニア(株),"62.06.10,62.07.20",,,
愛知県,"豊明市,",道路計画,"路線,縦横断,基準点",",,,,4級","1.4km,1.4km,28point",名四国道工事事務所助言620831E4082,大増測量設計(株),"62.08.28,62.12.10",,,
愛知県,"一宮市,",道路計画,路線,,2.3km,日本道路公団名古屋建設局一宮工事事務所助言620421E4006,第一復建(株),"62.05.01,63.05.31",,,
愛知県,"東海市,",道路台帳(修正),平板,500,0.1KM2,愛知県東海市助言620922E4107,アジア航測(株),"62.06.03,63.03.28",,,
愛知県,"安城市,",道路台帳(修正),平板,500,0.3KM2,愛知県安城市助言620922E4113,アジア航測(株),"62.08.05,63.01.30",,,
愛知県,"名古屋市,",道路台帳,"平板,基準点","500,,3級","1.8KM2,37.4km",愛知県名古屋市助言621217E4188,"三協調査設計(株),(株)朝日設計事務所,玉野総合コンサルタント(株),(株)名北土木設計事務所,大増測量設計(株),(株)新日調査設計","62.12.15,63.03.25",,,
愛知県,"名古屋市,",土地区画整理,"平板,基準点,基準点","500,,3級,,4級","0.1KM2,6point,27point",愛知県名古屋市助言620917E4103,中央コンサルタント(株),"62.07.29,62.10.31",,,
愛知県,"名古屋市,",道路台帳,平板,500,4.0KM2,愛知県名古屋市助言620727E4055,"中部測量設計(株),中建測量工務(株),(株)朝日設計事務所,(株)神田設計,(株)新日調査設計,(株)日進サーベー","62.08.04,63.02.19",620845,,
愛知県,"名古屋市,",道路台帳,平板,500,3.9KM2,愛知県名古屋市助言620917E4106,"竹豊測量(株),中央コンサルタント(株),新晃測量設計(株),(株)大日調査設計,敷島測量設計(株),三協調査設計(株)","62.09.25,63.02.21",621183,,
愛知県,"名古屋市,",道路台帳,平板,500,4.0KM2,愛知県名古屋市助言620529E4019,"東栄測量設計(株),(株)飯沼コンサルタント,中部復建(株),関谷測量設計(株),玉野総合コンサルタント(株),柴山コンサルタント(株)","62.06.03,62.10.20",620285,,
愛知県,"新城市,",道路台帳(修正),平板・修正,1000,0.1KM2,愛知県新城市助言621006E4119,アジア航測(株),"62.08.20,63.01.29",,,
愛知県,"刈谷市,",道路台帳(修正),平板・修正,500,0.4KM2,愛知県刈谷市助言621006E4120,アジア航測(株),"62.06.30,62.12.26",,,
愛知県,"豊川市,",道路台帳(修正),平板・修正,1000,0.1KM2,愛知県豊川市助言621006E4121,アジア航測(株),"62.04.28,63.03.30",,,
愛知県,"大府市,",道路台帳(修正),平板・修正,500,0.5KM2,愛知県大府市助言621030E4156,アジア航測(株),"62.09.10,63.03.10",,,
愛知県,"碧南市,",道路台帳(修正),平板・修正,500,0.2KM2,愛知県碧南市助言621124E4175,アジア航測(株),"62.10.01,63.03.18",,,
愛知県,"小牧市,",道路台帳(修正),平板・修正,500,1.2KM2,愛知県小牧市助言621217E4194,アジア航測(株),"62.09.16,63.03.22",,,
愛知県,"知多市,",道路台帳(修正),平板・修正,1000,1.1KM2,愛知県知多市助言630209E4217,アジア航測(株),"62.12.28,63.03.25",,,
愛知県,"三好町,",道路台帳(修正),平板・修正,500,8.3km,愛知県三好町助言630224E4227,アジア航測(株),"62.09.26,63.03.23",622251,,
愛知県,"江南市,",道路台帳(修正),平板・修正,1000,1.1KM2,愛知県江南市助言630309E4238,アジア航測(株),"62.12.17,63.03.25",,,
愛知県,"下山村,",道路台帳(修正),平板・修正,1000,0.4KM2,愛知県下山村助言630311E4243,アジア航測(株),"63.01.26,63.03.25",,,
愛知県,"犬山市,",道路台帳(修正),平板・修正,1000,0.1KM2,愛知県犬山市助言630330E4251,アジア航測(株),"62.11.20,63.03.31",,,
愛知県,"高浜市,",都市計画,"撮影,写測図化,編集,編集","12500,,2500,,5000,,10000","13.7KM2,13.7KM2,13.7KM2,13.7KM2",愛知県高浜市助言621026E4148,国際航業(株),"62.10.20,63.02.29",621540,,
愛知県,"犬山市,小牧市,大口町,",道路計画,"撮影,写測図化","8000,,1000","34.0KM2,1.9KM2",愛知国道工事事務所助言621106E4163,国際航業(株),"62.11.05,63.01.31",621653,,
愛知県,"名古屋市,",清算事業団所有地の計画資料作成,"撮影,写測図化","4000,,1000","1.5KM2,1.5KM2",日本国有鉄道清算事業団中部資産管理部助言621217E4189,中日本航空測量(株),"62.12.20,63.03.30",,,
愛知県,"幡豆町,",都市計画,"撮影,写測修正","8000,,2500","26.0KM2,26.0KM2",愛知県幡豆町助言620515E4015,(株)パスコ,"62.05.13,62.09.17",620175,,
愛知県,"刈谷市,豊明市,",道路計画,"撮影,写測図化,編集","8000,,1000,,1000","29.8KM2,0.3KM2,0.3KM2",愛知県知立土木事務所助言620910E4094,(株)パスコ,"62.08.20,62.11.07",,,
愛知県,"尾張旭市,",道路台帳,"撮影,写測図化","4000,,500","2.4KM2,0.7KM2",愛知県尾張旭市助言621217E4193,(株)パスコ,"62.12.14,63.03.25",,,
愛知県,"豊山町,",道路計画,"撮影,写測図化","8000,,1000","8.2KM2,0.2KM2",愛知県名古屋土木事務所助言630222E4222,(株)パスコ,"63.02.16,63.03.20",,,
愛知県,"尾西市,",都市計画,"撮影,写測修正,編集","12500,,2500,,10000","22.6KM2,20.3KM2,20.3KM2",愛知県尾西市助言620428E4009,アジア航測(株),"62.05.01,62.09.30",620055,,
愛知県,"東郷町,",都市計画,"撮影,写測修正,編集","10000,,2500,,10000","17.8KM2,17.4KM2,17.4KM2",愛知県東郷町助言620506E4011,アジア航測(株),"62.04.27,62.09.14",620113,,
愛知県,"東郷町,",道路台帳,撮影,4000,17.8KM2,愛知県東郷町助言620506E4012,アジア航測(株),"62.04.27,62.06.30",620114,,
愛知県,"名古屋市,一宮市,瀬戸市,春日井市,津島市,豊田市,犬山市,江南市,尾西市,小牧市,稲沢市,尾張旭市,岩倉市,日進町,長久手町,大口町,祖父江町,平和町,七宝町,美和町,",道路計画,"撮影,撮影,写測図化","4000,,25000,,500","0.5KM2,836.8KM2,0.5KM2",愛知国道工事事務所助言621020E4144,アジア航測(株),"62.09.30,63.02.01",621449,,
愛知県,"名古屋市,東海市,日進町,",河川計画,"撮影,写測図化","8000,,1000","10.6KM2,1.0KM2",愛知県名古屋土木事務所助言621202E4184,中央コンサルタント(株),"62.10.29,63.02.29",621824,,
愛知県,"半田市,南知多町,美浜町,武豊町,",道路計画,"撮影,写測図化","8000,,1000","39.0KM2,4.3KM2",愛知県半田土木事務所助言621225E4197,中央コンサルタント(株),"62.11.27,63.02.29",621963,,
愛知県,"豊川市,豊橋市,額田町,設楽町,下山村,鳳来町,作手村,一宮町,",森林計画,撮影,16000,703.0KM2,愛知県助言620413E4001,玉野総合コンサルタント(株),"62.05.01,62.07.31",620035*,,
愛知県,"七宝町,",都市計画,"撮影,写測修正","12500,,2500","8.5KM2,8.5KM2",愛知県七宝町助言620813E4064,玉野総合コンサルタント(株),"62.08.09,62.11.05",620910,,
愛知県,"新城市,",頭首工建設に伴う漁業補償の資料,"撮影,写測図化","8000,,1000","1.0KM2,1.0KM2",東海農政局豊川総合用水農業水利事務所助言621030E4159,玉野総合コンサルタント(株),"62.10.15,62.12.18",,,
愛知県,"吉良町,",都市計画,"撮影,写測図化","10000,,2500","36.0KM2,36.0KM2",愛知県吉良町助言621124E4178,玉野総合コンサルタント(株),"62.11.03,64.03.31",621781,,
愛知県,"春日井市,",都市計画,"撮影,写測図化","5000,,1000","93.0KM2,39.5KM2",愛知県春日井市助言630330E4249,玉野総合コンサルタント(株),"63.02.26,63.11.30",622383,,
愛知県,"甚目寺町,",河川整備調査,"撮影,写測図化","8000,,1000","1.4KM2,0.5KM2",愛知県津島土木事務所助言620922E4111,中日本航空(株),"62.09.16,62.12.10",,,
愛知県,"知立市,",都市計画,"カラー撮影,カラー撮影,写測修正,編集,編集,編集","8000,,12500,,2500,,5000,,10000,,20000","11.0KM2,16.8KM2,16.8KM2,16.8KM2,16.8KM2,16.8KM2",愛知県知立市助言620605E4027,中日本航空測量(株),"62.04.22,62.08.19",620334,,
愛知県,"岡崎市,",ほ場整備,"カラー撮影,写測図化","8000,,1000","3.9KM2,3.9KM2",愛知県岡崎市助言620813E4065,中日本航空測量(株),"62.07.14,63.02.29",620911,,
愛知県,"西尾市,",都市計画,"カラー撮影,写測修正,編集,編集","10000,,2500,,10000,,20000","75.0KM2,75.0KM2,75.0KM2,75.0KM2",愛知県西尾市助言620817E4075,中日本航空測量(株),"62.07.21,63.01.16",620933,,
愛知県,"小牧市,",都市計画,"カラー撮影,写測修正","12500,,2500","69.8KM2,69.8KM2",愛知県小牧市助言620617E4036,アジア航測(株),"62.05.21,63.02.05",620450,,
愛知県,"一宮市,江南市,",河川計画,カラー撮影,4000,27.8KM2,木曽川上流工事事務所助言620727E4058,アジア航測(株),"62.07.14,62.08.31",,,
愛知県,"豊橋市,豊川市,安城市,一宮町,",河川計画・管理,カラー撮影,8000,53.8KM2,豊橋工事事務所助言630301E4229,アジア航測(株),"63.02.22,63.03.30",622281,,
愛知県,"祖父江町,立田村,八開村,",河川管理,カラー撮影,12500,217.8KM2,木曽川下流工事事務所助言630309E4240,アジア航測(株),"63.03.04,63.03.29",622321*,,
愛知県,"西尾市,",土地区画整理,"カラー撮影,写測図化","8000,,1000","1.9KM2,1.9KM2",愛知県西尾市助言630309E4239,玉野総合コンサルタント(株),"63.03.07,63.03.25",,,
愛知県,"祖父江町,立田村,",木曽川下流部現況調査計画,カラー撮影,15000,312.0KM2,水資源開発公団長良川河口堰建設所助言621209E4185,中日本航空(株),"62.09.30,62.12.19",621859*,,
愛知県,"幸田町,",道路計画,"写測図化,縦横断,基準点,路線","1000,,,,3級,,","0.3KM2,2.9km,12point,2.9km",名四国道工事事務所助言620506E4013,(株)パスコ,"62.05.11,62.09.14",,,
愛知県,"設楽町,",ダム計画,写測図化,1000,12.5KM2,設楽ダム調査事務所助言621030E4155,アジア航測(株),"62.11.10,63.03.31",621603,,
愛知県,"豊田市,",道路計画,写測図化,1000,1.8KM2,名四国道工事事務所助言621118E4171,アジア航測(株),"62.11.17,63.01.20",,,
愛知県,"名古屋市,西枇杷島町,",河川計画,"写測図化,撮影","500,,4000","1.2KM2,51.8KM2",庄内川工事事務所助言621202E4182,アジア航測(株),"62.11.25,63.03.28",,,
愛知県,"藤岡町,",都市計画,"写測図化,写測修正","2500,,2500","60.0KM2,5.7KM2",愛知県藤岡町助言621006E4125,中央コンサルタント(株),"62.09.25,63.12.15",621337,,
愛知県,"豊川市,御津町,",道路計画,写測図化,1000,0.7KM2,名四国道工事事務所助言621030E4157,中日本航空(株),"62.10.27,63.01.14",,,
愛知県,"美浜町,",都市計画,"写測修正,カラー撮影,編集","2500,,12500,,10000","46.2KM2,46.2KM2,46.2KM2",愛知県美浜町助言620630E4040,中日本航空測量(株),"62.06.20,63.01.22",620530,,
愛知県,"碧南市,西尾市,江南市,一色町,鳳来町,稲武町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","71.6KM2,481.0KM2,1420.8KM2",東海郵政局助言620605E4026,直営,"62.05.06,62.11.12",,,
三重県,"鈴鹿市,",土地区画整理,"基準点,水準","1級,,3級","1point,2.5km",三重県鈴鹿市助言630209E4220,玉野総合コンサルタント(株),"63.02.01,63.03.25",,,
三重県,"鈴鹿市,",土地区画整理,"基準点,平板","2級,,500","5point,0.5KM2",高岡山土地区画整理組合助言630224E4226,(有)フジコンサルタント,"63.02.23,63.03.31",,,
三重県,"白山町,",土地改良,"基準点,平板","2級,,500","5point,0.5KM2",三重県津農林水産事務所助言621006E4122,三重県土地改良事業団体連合会,"62.09.21,63.02.29",,,
三重県,"三雲町,",土地改良,"基準点,平板","2級,,500","3point,0.8KM2",三重県津農林水産事務所助言621006E4123,三重県土地改良事業団体連合会,"62.09.21,63.02.29",,,
三重県,"阿山町,",土地改良,"基準点,基準点,平板","2級,,簡級,,500","1point,4point,1.1KM2",三重県伊賀県民局上野農林事務所助言621118E4173,三重県土地改良事業団体連合会,"62.11.11,63.03.31",,,
三重県,"鈴鹿市,",土地改良,"基準点,基準点,平板","2級,,3級,,500","2point,16point,0.3KM2",庄内土地改良区助言621225E4200,三重県土地改良事業団体連合会,"62.12.21,63.01.30",,,
三重県,"松阪市,明和町,",土地改良,"基準点,平板","2級,,500","6point,0.5KM2",三重県松阪農林事務所助言621228E4202,三重県土地改良事業団体連合会,"62.12.20,63.01.31",,,
三重県,"鳥羽市,","農地法60,80条に処分の公図",基準点,2級,3point,三重県鳥羽市助言630309E4237,(財)鳥羽市開発公社,"63.01.18,63.03.25",,,
三重県,"名張市,",都市計画,基準点,3級,1point,三重県名張市助言621118E4166,アジア航測(株),"62.11.02,62.12.20",,,
三重県,"伊勢市,鳥羽市,二見町,",道路計画,"基準点,基準点,水準,路線,写測図化","3級,,4級,,3級,,,,1000","10point,11.0km,5.2km,11.0km,2.2KM2",三重県助言621124E4174,"(財)三重県建設技術センター,カツマコンサルタント(株),(株)新東海コンサルタント,(株)三重新成コンサルタント,三和測量設計(株)","62.11.16,63.03.15",,,
三重県,"磯部町,",土地改良,"基準点,平板","簡級,,500","18point,0.2KM2",三重県磯部町助言620910E4097,(株)信榮企画,"62.10.01,62.10.31",,,
三重県,"明和町,",土地改良,基準点,簡級,5point,三重県松阪農林事務所助言620709E4049,三重県土地改良事業団体連合会,"62.06.22,62.07.31",,,
三重県,"菰野町,",土地改良,"基準点,平板","簡級,,500","44point,1.4KM2",三重県北勢県民局四日市農林事務所助言620831E4091,三重県土地改良事業団体連合会,"62.09.05,62.09.15",,,
三重県,"北勢町,",土地改良(北勢),"基準点,平板","簡級,,500","5point,0.6KM2",三重県北勢県民局桑名農政事務所助言621030E4150,三重県土地改良事業団体連合会,"62.09.17,63.03.15",,,
三重県,"大安町,",土地改良(大安西部第3),"基準点,平板","簡級,,500","5point,0.4KM2",三重県北勢県民局桑名農政事務所助言621030E4151,三重県土地改良事業団体連合会,"62.09.17,63.03.15",,,
三重県,"大安町,",土地改良(大安西部第7),"基準点,平板","簡級,,500","5point,0.2KM2",三重県北勢県民局桑名農政事務所助言621030E4152,三重県土地改良事業団体連合会,"62.09.17,63.03.15",,,
三重県,"員弁町,",土地改良(員弁第4),"基準点,平板","簡級,,500","5point,0.4KM2",三重県北勢県民局桑名農政事務所助言621030E4153,三重県土地改良事業団体連合会,"62.09.17,63.03.15",,,
三重県,"桑名市,多度町,長島町,木曽岬村,",河川管理,水準,1級,101.0km,木曽川下流工事事務所助言621006E4126,中央コンサルタント(株),"62.09.22,63.03.25",,,
三重県,"多度町,",河川管理,水準,1級,84.6km,木曽川下流工事事務所助言621006E4127,大日コンサルタント(株),"62.09.22,63.03.25",,,
三重県,"四日市市,鈴鹿市,楠町,川越町,",地盤変動調査,水準,1級,122.0km,三重県助言621006E4132,(株)福田測量社,"62.10.28,63.02.28",621344,,
三重県,"長島町,",道路計画,水準,3級,22.6km,日本道路公団名古屋管理局桑名管理事務所助言620630E4039,名古屋道路エンジニア(株),"62.06.10,62.07.20",,,
三重県,"尾鷲市,",道路台帳(修正),平板,1000,0.1KM2,三重県尾鷲市助言620922E4112,アジア航測(株),"62.07.20,63.01.31",,,
三重県,"北勢町,",ほ場整備,"平板,基準点","500,,簡級","0.1KM2,3point",其原土地改良事業共同施行助言620922E4108,北勢町土地改良協議会,"62.08.20,62.10.20",,,
三重県,"北勢町,",ほ場整備,"平板,基準点","500,,簡級","0.1KM2,2point",落合土地改良事業共同施行助言620922E4109,北勢町土地改良協議会,"62.08.20,62.10.20",,,
三重県,"津市,",土地改良,平板,500,0.5KM2,三重県津市助言621118E4172,三重県土地改良事業団体連合会,"62.12.10,63.01.20",,,
三重県,"宮川村,",土地改良,"平板,基準点","500,,3級","0.2KM2,22point",三重県松阪農林事務所助言630107E4205,三重県土地改良事業団体連合会,"63.01.11,63.02.10",,,
三重県,"飯南町,",道路台帳(修正),平板・修正,1000,0.3KM2,三重県飯南町助言630311E4244,アジア航測(株),"63.02.03,63.03.31",,,
三重県,"浜島町,",道路台帳(修正),平板・修正,500,0.1KM2,三重県浜島町助言630330E4250,玉野総合コンサルタント(株),"63.03.16,63.03.31",,,
三重県,"久居市,一志町,",河川計画,"撮影,写測図化","4000,,500","0.6KM2,0.6KM2",三重工事事務所助言621118E4170,国際航業(株),"62.11.09,63.03.27",,,
三重県,"松阪市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","208.2KM2,121.9KM2,3.0KM2",三重県松阪市助言620603E4022,(株)パスコ,"62.04.04,62.12.09",620325,,
三重県,"四日市市,桑名市,北勢町,員弁町,大安町,東員町,藤原町,",道路計画,"撮影,写測修正,編集","12500,,2500,,2500","26.4KM2,7.7KM2,4.8KM2",三重工事事務所助言620917E4102,アジア航測(株),"62.08.21,62.11.30",621178,,
三重県,"四日市市,朝日町,",道路計画,"撮影,写測図化","8000,,1000","1.4KM2,1.4KM2",名阪国道工事事務所助言620603E4020,中日本航空(株),"62.04.21,62.08.31",,,
三重県,"尾鷲市,大台町,大宮町,",道路台帳,"撮影,写測図化","4000,,500","14.7KM2,0.9KM2",紀勢国道工事事務所助言621030E4158,中日本航空(株),"62.10.01,63.02.29",621606,,
三重県,"御薗村,",道路台帳,"カラー撮影,写測図化","8000,,1000","6.6KM2,6.6KM2",三重県御薗村助言620603E4023,(株)パスコ,"62.05.20,62.12.20",620326,,
三重県,"桑名市,多度町,長島町,木曽岬村,",河川管理,カラー撮影,12500,217.8KM2,木曽川下流工事事務所助言630309E4240,アジア航測(株),"63.03.04,63.03.29",622321*,,
三重県,"鈴鹿市,",総合計画,カラー撮影,12500,195.9KM2,三重県鈴鹿市助言620630E4045,中日本航空(株),"62.06.27,62.07.31",620535,,
三重県,"桑名市,多度町,長島町,木曽岬村,",木曽川下流部現況調査計画,カラー撮影,15000,312.0KM2,水資源開発公団長良川河口堰建設所助言621209E4185,中日本航空(株),"62.09.30,62.12.19",621859*,,
三重県,"四日市市,楠町,",河川管理,写測図化,500,1.0KM2,三重工事事務所助言621020E4145,(株)パスコ,"62.09.23,63.01.30",,,
三重県,"上野市,青山町,",ダム計画,"写測図化,編集,写測修正","1000,,2500,,5000","8.0KM2,7.7KM2,19.6KM2",水資源開発公団川上ダム調査所助言620615E4029,アジア航測(株),"62.06.03,62.08.31",620394,,
三重県,"上野市,伊賀町,",道路管理,写測図化,1000,2.0KM2,名阪国道工事事務所助言621020E4140,アジア航測(株),"62.10.09,63.03.20",,,
三重県,"松阪市,",河川管理,写測図化,500,0.7KM2,三重工事事務所助言621012E4135,中央コンサルタント(株),"62.10.05,63.01.28",,,
三重県,"上野市,",道路管理,写測図化,1000,2.2KM2,名阪国道工事事務所助言621020E4141,玉野総合コンサルタント(株),"62.10.09,63.03.20",,,
三重県,"伊勢市,御薗村,",河川総合開発事業計画,写測図化,500,0.3KM2,三重工事事務所助言621020E4142,玉野総合コンサルタント(株),"62.10.01,63.01.28",,,
三重県,"白山町,",ほ場整備,写測図化,1000,1.2KM2,三重県白山町助言620727E4057,中日本航空(株),"62.07.15,62.09.30",,,
三重県,"松阪市,嬉野町,",河川計画,写測図化,1000,2.2KM2,三重工事事務所助言620917E4105,中日本航空(株),"62.09.01,62.12.15",,,
三重県,"鈴鹿市,",ほ場整備,写測図化,1000,1.5KM2,三重県鈴鹿市助言620813E4062,三重県土地改良団体連合会,"62.06.30,62.08.24",,,
三重県,"津市,四日市市,松阪市,熊野市,川越町,朝日町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","71.6KM2,481.0KM2,1420.8KM2",東海郵政局助言620605E4026,直営,"62.05.06,62.11.12",,,
滋賀県,"伊吹町,浅井町,木之本町,余呉町,",森林計画,撮影,16000,1472.0KM2,岐阜県助言620421E4004,中日本航空(株),"62.04.21,62.06.30",620044*,,
滋賀県,"大津市,草津市,栗東町,",道路計画,"基準点,水準","1級,,3級","11point,20.0km",日本道路公団京滋バイパス工事事務所助言620824F0051,大東測量設計(株),"62.09.01,62.12.06",,,
滋賀県,"大津市,",土地区画整理,"基準点,平板","1級,,500","2point,0.4KM2",滋賀県大津市助言620415F0002,(株)中庭測量コンサルタント,"61.10.01,63.03.31",,,
滋賀県,"日野町,",土地区画整理,基準点,2級,11point,滋賀県日野町助言620601F0018,アジア航測(株),"62.04.01,63.03.31",,,
