都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,05_地域修正,～の有無,2018.01.11地名修正
埼玉県,東秩父村,地すべり調査,"撮影,写測","8000,,1000","5.4KM2,1.2KM2",埼玉県寄居林業事務所,国際航業,"54.7,54.8.30",326,,,郡削除,,
埼玉県,加須市,都市計画,"撮影,写測","12500,,2500","58.8KM2,8.9KM2",加須市,太平洋航業,"54.7末,54.10.31",459,,,,,
埼玉県,上里町,ほ場整備,"撮影,写測","8000,,1000","4.5KM2,2.0KM2",埼玉県本庄土地改良事務所,太平洋航業,"54.6.20,54.8.31",,,,郡削除,,
埼玉県,大宮市,街路計画,"撮影,写測","3000,,500","1.8KM2,1.8KM2",大宮市,国際航業,"54.8.8,55.1.31",,,,,,
埼玉県,越谷市,都市計画,写測,2500,59.7KM2,越谷市,八洲測量,"54.8.30,54.12.30",589,,,,,
埼玉県,日高町,都市計画,"撮影,写測","12500,,2500","47.3KM2,47.3KM2",日高町,八洲測量,"54.8.30,55.2.29",634,,,郡削除,,
埼玉県,"川里村,鴻巣市,菖蒲町",河川計画,"撮影,写測","8000,,2500","34.0KM2,7.2KM2",埼玉県南部河川改修事務所,太平洋航業,"54.9.25,55.2.20",,,,郡削除,,
埼玉県,深谷市,道路台帳,基準点,,52point,深谷市,昭和測量工業,"54.9.29,54.12.10",,,,,,
埼玉県,幸手町,道路台帳,"撮影,写測","4000,,500","35.8KM2,13.7KM2",幸手町,パシフイック航業,"54.9.25,56.2.28",826,,,郡削除,,
埼玉県,幸手町,都市計画,"撮影,写測,写測","12500,,2500,,10000","35.8KM2,35.8KM2,35.8KM2",幸手町,パシフイック航業,"54.9.25,56.2.28",826-2,,,郡削除,,
埼玉県,,地盤変動,水準,,1353.0km,埼玉県,東洋航空事業,"54.11.30,55.2.29",1057,,,県削除,,
埼玉県,熊谷市,下水道計画,"撮影,写測","4000,,500","5.3KM2,1.9KM2",熊谷市,東日本航空,"54.12.27,55.3.25",,,,,,
埼玉県,大利根町,総合計画,"撮影,写測,写測","12500,,2500,,10000","24.7KM2,24.7KM2,24.7KM2",大利根町,新日本測量設計,"54.12.15,55.3.25",1217,写測修正,,郡削除,,
埼玉県,入間市,道路台帳,撮影,4000,44.8KM2,入間市,東洋航空事業,"55.1.17,55.3.31",1258,,,,,
埼玉県,吉田町,河川改修,"撮影,写測","8000,,1000","11.9KM2,1.7KM2",埼玉県秩父土木事務所,太平洋航業,"55.2.8,55.3.25",,,,郡削除,,
千葉県,"匝瑳市,旭市,横芝光町,九十九里町,芝山町,東金市,八日市場市,千葉市",森林計画,"撮影,写図","17000,,5000","362.0KM2,200.0KM2",千葉県,東日本航空,"54.5.25,55.2.29",75,,,郡展開,,
千葉県,松戸市,公園計画,"撮影,写測","30000,,500","4.0KM2,1.4KM2",松戸市,国際航業,"54.5.18,54.8.31",131,,,,,
千葉県,"旭市,干潟町,東庄町",排水路改修計画,"撮影,写測","8000,,1000","14.0KM2,2.2KM2",関東農政局大利根用水農業水利事業所,京葉測量,"54.5.17,54.8.16",,,測量地域修正,郡削除,,
千葉県,鎌ケ谷市,道路台帳,基準点,,45point,鎌ヶ谷市,写測,"54.5.15,54.7.30",,,,,,地名修正
千葉県,松戸市,都市計画,写測,2500,43.2KM2,松戸市,国際航業,"54.5.10,54.7.16",141,,,,,
千葉県,"干潟町,海上町",排水路改修計画,水準,,16.0km,関東農政局大利根用水農業水利事業所,玉野測量設計,"54.5.18,54.7.31",,,,郡削除,,
千葉県,富津市,都市計画,"撮影,写測","8000,,2500","20.3KM2,20.3KM2",富津市,パシフイック航業,"54.5,54.8.31",228,,,,,
千葉県,銚子市,都市計画,"撮影,写測","12500,,2500","84.9KM2,84.9KM2",銚子市,アジア航測,"54.5.25,54.9.30",235,,,,,
千葉県,富津市,ほ場整備,写測,1000,2.8KM2,千葉県木更津土地改良事務所,コクサイ航測,"54.6.18,54.8.10",,,,,,
千葉県,市原市,区画整理,"基準点,基準点","1級,,2級","3point,6point",市原市,昭和測量工業,"54.7.5,54.12.1",,写測修正,,,,
千葉県,市原市,都市計画,"撮影,写測","12500,,2500","367.1KM2,367.1KM2",市原市,パシフイック航業,"54.6.13,55.3.25",356,,,,,
千葉県,富里村,都市計画,写測,2500,53.5KM2,富里村,アジア航測,"54.7.6,54.10.31",360,,,郡削除,,
千葉県,成田市,河川改修,"撮影,写測","8000,,1000","56.2KM2,6.2KM2",千葉県根木名川河川改修事務所,アジア航測,"54.8.25,55.2.20",,,測量地域修正,,,
千葉県,"市原市,木更津市,茂原市,一宮町,睦沢町,長生村,白子町,長柄町,長南町,大多喜町,御宿町,君津市,富津市,袖ケ浦市,鴨川市,野田市,関宿町",道路台帳,"撮影,写測","8000,,1000","1370.0KM2,37.9KM2",千葉県,"京葉,中庭測量,パシフイック航業,八洲測量","54.9.5,55.3.31",633,,,郡展開,,
千葉県,成田市,ほ場整備,"撮影,写測","8000,,1000","30.0KM2,7.4KM2",千葉県北総農業開発事務所,太平洋航業,"54.10.3,54.12.20",769,,測量地域修正,,,
千葉県,千葉市,区画整理,確定,500,0.2KM2,千葉市,千葉土地区画整理協会,"54.10,55.3.25",,,,,,
千葉県,八千代市,道路台帳,"基準点,基準点","1級,,2級","17point,71point",八千代市,日野測量設計,"54.10.20,55.3.20",,写測修正,,,,
千葉県,八街町,ほ場整備,"撮影,写測","8000,,1000","2.0KM2,0.9KM2",八街町,コクサイ航測,"54.10.25,54.12.25",,,,郡削除,,
千葉県,千葉市,区画整理,確定,500,0.1KM2,千葉市,千葉土地区画整理協会,"54.12.1,55.3.31",,,,,,
千葉県,千葉市,区画整理,確定,250,0.1KM2,千葉市,東関東測量設計(株),"54.11.9,55.3.9",,,,,,
千葉県,君津市,農道整備,"撮影,写測","4000,,500","3.2KM2,0.4KM2",千葉県木更津土地改良事務所,コクサイ航測,"54.11.28,55.1.20",,,,,,
千葉県,野田市,地盤変動,水準,,805.0km,千葉県,八洲測量,"54.11.7,55.3.10",977,,測量地域修正,,,
千葉県,千葉市,地盤変動,水準,,440.0km,千葉県,中庭測量,"54.11.7,55.3.10",977-2,,測量地域修正,,,
千葉県,,地盤変動,水準,,760.0km,千葉県,協立コンサルタンツ,"54.11.7,55.3.10",977-3,,,地域削除,,
千葉県,,地盤変動,水準,,370.0km,千葉県,昭和測量工業,"54.11.7,55.3.10",977-4,,,地域削除,,
千葉県,大網白里町,都市計画,写測,2500,58.0KM2,大網白里町,つくも測量,"54.11中,55.3.20",1119,,,郡削除,,
千葉県,千葉市,都市計画,写測,2500,120.0KM2,千葉市,国際航業,"54.10.29,55.3.27",1120,,,,,
千葉県,"千葉市,市原市,木更津市,袖ケ浦町",道路計画,"撮影,写測","25000,,5000","198.0KM2,56.0KM2",関東地建千葉国道工事事務所,国際航業,"54.12.2,55.3.31",,,,郡削除,,地名修正
千葉県,館山市,都市計画,"撮影,写測","12500,,2500","109.8KM2,109.8KM2",館山市,パシフイック航業,"55.1.21,55.8.31",1234,,,,,
千葉県,鎌ケ谷市,道路台帳,"撮影,写測","3000,,500","20.5KM2,0.6KM2",鎌ヶ谷市,国際航業,"55.1.7,55.3.25",1235,,,,,地名修正
千葉県,松尾町,道路台帳,"撮影,写測","4000,,500","37.6KM2,37.6KM2",松尾町,写測,"55.3.4,58.3.25",1298,,,郡削除,,
東京都,足立区,道路台帳,"平板,基準点","500,,","1.5KM2,50.0km",足立区,(株)オオバ東京支店,"54.7.10,55.3.31",,,,,,
東京都,武蔵村山市,道路台帳,平板,500,0.6KM2,武蔵村山市,富士測量設計,"54.6.26,55.2.12",,,,,,
東京都,羽村町,下水道計画,"撮影,写測","3500,,500","5.0KM2,2.9KM2",羽村町,セントラル航空測量,"54.7.4,54.12.13",,,,郡削除,,
東京都,東村山市,道路台帳,平板,500,0.6KM2,東村山市,"大和測量,日本測量","54.7.10,54.11.30",,,,,,
東京都,国立市,道路台帳,平板,250,0.3KM2,国立市,第一航業,"54.7,54.12",,,,,,
東京都,福生市,道路台帳,基準点,,17point,福生市,八千代測量,"54.8.6,54.11.28",,,,,,
東京都,葛飾区,道水路台帳,平板,500,0.6KM2,葛飾区,富士測量設計,"54.8.15,55.1.30",,,,,,
東京都,"北区,荒川区",鉄道計画,路線,,7.4km,日本国有鉄道東京第三工事局,復建エンジニヤリング,"54.9.17,54.10.31",,,,鉄道→区,,
東京都,"町田市,八王子市,秋川市,福生市,昭島市,日野市,多摩市,稲城市",都市計画,"撮影,写測","10000,,2500","387.0KM2,330.0KM2",東京都,東洋航空事業,"54.10.31,55.3.31",674,,,,,
東京都,,地盤変動,水準,,1042.0km,東京都土木技術研究所,日本測量,"54.11.1,55.3.31",731,,,他が多いため削除,,
東京都,青梅市,鉄道計画,"撮影,写測","4000,,500","2.6KM2,1.9KM2",日本国有鉄道東京第二工事局,東洋航空事業,"54.10.11,55.1.10",,,,,,
東京都,小笠原村,国有林野管理経営,境界,,10.2km,東京都営林局,自営,"54.12.1,55.3.31",,,,地名修正,,
東京都,葛飾区,道路台帳,平板,500,0.5KM2,葛飾区,大坪測量事務所,"54.10.26,55.3.25",,,,,,
東京都,,埋立地構造物沈下調査,水準,,200.0km,東京都港湾局,協立コンサルタンツ,"54.12.10,55.3.31",914,,,埋立地,,
東京都,江東区,道路台帳,基準点,,54point,江東区,共進測量設計,"54.8.31,55.1.18",,,,,,
東京都,"千代田区,中央区,新宿区",鉄道計画,"撮影,写測","8000,,1000","2.7KM2,0.7KM2",日本国有鉄道東京第一工事局,アジア航測,"54.11.22,55.2.4",,,,,,
東京都,江東区,鉄道計画,"撮影,写測","4000,,500","7.6KM2,1.7KM2",日本国有鉄道東京第一工事局,国際航業,"54.11.22,55.3.21",,,,,,
東京都,国立市,道路台帳,平板,250,0.2KM2,国立市,国際航業,"55.2.14,55.5.14",,,,,,
東京都,江東区,道路台帳,平板,500,0.1KM2,江東区,共進測量設計,"54.12.27,55.3.29",,,,,,
東京都,江東区,道路台帳,平板,500,0.1KM2,江東区,大洋測量設計社,"54.12.27,55.3.29",,,,,,
東京都,大田区,空港施設改良,"撮影,写測","20000,,5000","38.0KM2,10.0KM2","運輸省第二港湾建設局,東京空港工事事務所",国際航業,"55.3.15,55.7.31",1319,,測量地域修正,,,
東京都,田無市,道路台帳,基準点,,10point,田無市,パシフイック航業,"55.2.20,55.3.31",,,,,,
神奈川県,川崎市,農地造成,確定,500,0.5KM2,川崎市,澤山測量,"54.4.10,54.7.31",,,,,,
神奈川県,横浜市,道路台帳,基準点,,5point,横浜市,パシフイック航業外9社,"54.4.23,55.3.31",,,,,,
神奈川県,横浜市,道路台帳,平板,500,27.7KM2,横浜市,石川測量(株)他9社,"54.5.1,55.3.31",,,,,,
神奈川県,大和市,都市計画,"撮影,写測","12500,,2500","27.1KM2,27.1KM2",大和市,パシフイック航業,"54.5.22,54.9.28",134,,,,,
神奈川県,大磯町,(修正)都市計画,"撮影,写測","12500,,2500","17.2KM2,17.2KM2",大磯町,東洋航空事業,"54.4,54.7.31",135,,,郡削除,,
神奈川県,横浜市,都市計画,"撮影,写測,縮小","11000,,2500,,2500","90.3KM2,24.0KM2,66.3KM2",横浜市,国際航業,"54.6.26,55.3.31",138,縮小を事業量から種別に移動,,,,
神奈川県,横須賀市,水道計画,"撮影,写測","4000,,500","96.0KM2,96.0KM2",横須賀市水道局,アジア航測,"54.4.25,56.3.31",143,,,,,
神奈川県,相模原市,道路台帳,基準点,,81.0km,相模原市,東和測量工業社,"54.6.20,55.2.28",,,,,,
神奈川県,相模原市,道路台帳,基準点,,40.0km,相模原市,小橋測量設計,"54.6.20,55.2.28",,,,,,
神奈川県,城山町,(修正)都市計画,"撮影,写測","12500,,2500","45.0KM2,19.1KM2",城山町,東洋航空事業,"54.5.14,54.9.13",302,,,郡削除,,
神奈川県,海老名市,都市計画,"撮影,写測","12500,,2500","50.0KM2,25.2KM2",海老名市,東洋航空事業,"54.5.28,54.9.25",303,,,,,
神奈川県,藤沢市,地盤沈下,水準,,31.0km,藤沢市,八洲測量,"54.10.1,55.1.31",357,,,,,
神奈川県,座間市,道路台帳,"撮影,写測","4000,,500","24.0KM2,17.9KM2",座間市,国際航業,"54.7.23,55.3.22",359,,,,,
神奈川県,藤沢市,道路計画,写測,500,0.7KM2,藤沢市,パシフイック航業,"54.7.20,55.3.31",,,,,,
神奈川県,"平塚市,茅ケ崎市",道路計画,"撮影,写測","4000,,500","8.7KM2,0.9KM2",関東地建横浜国道工事事務所,国際航業,"54.8.2,54.11.28",,,,,,地名修正
神奈川県,横浜市,道路計画,"撮影,写測","4000,,500","4.1KM2,0.3KM2",関東地建横浜国道工事事務所,アジア航測,"54.8.1,54.11.8",,,,,,
神奈川県,川崎市,道水路台帳,平板,500,24.9KM2,川崎市,"コート設計社,白石測量設計事務所,三和測量調査設計,多摩測量事務所","54.9.1,55.3.31",,,,,,
神奈川県,平塚市,道路台帳,写測,500,4.7KM2,平塚市,アジア航測,"54.8.20,55.1.17",,,,,,
神奈川県,藤沢市,鉄道計画(踏切),写測,500,0.6KM2,藤沢市,パシフイック航業,"54.8.10,54.11.20",,,,,,
神奈川県,川崎市,地盤変動,水準,,280.0km,川崎市,八洲測量,"54.10.1,55.3.31",636,,,,,
神奈川県,川崎市,道路計画,"基準点,基準点","3級,,4級","13point,75point",川崎市,"川崎測量,森下測量社","54.10.2,55.3.31",,,,,,
神奈川県,川崎市,道路計画,平板,500,0.2KM2,川崎市,川崎測量,"54.10.3,55.1.4",,,,,,
神奈川県,寒川町,地盤沈下,水準,,22.0km,寒州町,三枝測量設計,"54.12.1,55.1.31",680,,,郡削除,,
神奈川県,"横浜市,横須賀市",港湾計画,"水準,渡海",",,","8.7km,5.2km",第二港湾建設局横須賀港工事事務所,パシフイック航業,"54.10.8,54.12.15",,,測量地域修正,,,
神奈川県,海老名市,地盤沈下,水準,,65.0km,海老名市,三枝測量,"54.11.1,55.1.31",802,,,,,
神奈川県,逗子市,道路計画,"撮影,写測","8000,,1000","8.1KM2,0.3KM2",神奈川県横須賀土木事務所,八洲測量,"54.11,54.12",,,,,,
神奈川県,鎌倉市,地盤沈下,水準,,8.1km,鎌倉市,パシフイック航業,"54.11中,55.3.31",809,,,,,
神奈川県,海老名市,区画整理,平板,500,0.3KM2,海老名市,東洋航空事業,"54.10.1,55.3.31",,,,,,
神奈川県,茅ケ崎市,地盤池下,水準,,58.0km,茅ヶ崎市,パシフイック航業,"54.11.15,55.1.31",827,,,,,地名修正
神奈川県,松田町,道路台帳,"撮影,撮影,写測","4000,,8000,,500","6.5KM2,20.0KM2,0.4KM2",松田町,中庭測量,"54.9.20,55.3.30",865,,,郡削除,,
神奈川県,厚木市,地盤沈下,水準,,30.5km,厚木市,三枝測量設計,"54.12.1,55.2.28",919,,,,,
神奈川県,横浜市,地盤沈下,水準,,465.0km,横浜市,パシフイック航業,"54.11.20,55.3.31",967,,,,,
神奈川県,平塚市,地盤沈下,水準,,125.0km,平塚市,三枝測量設計,"54.11.18,55.3.31",976,,,,,
神奈川県,南足柄市,道路台帳,平板,500,0.6KM2,南足柄市,富士測量設計,"54.11.26,55.3.25",,,,,,
神奈川県,横浜市,道路計画,"撮影,写測","3000,,500","9.1KM2,2.2KM2",横浜市,パシフイック航業,"54.11下,55.1.21",,,,,,
神奈川県,横須賀市,鉄道計画,"撮影,写測","4000,,500","3.2KM2,0.7KM2",日本国有鉄道東京第二工事局,東洋航空事業,"54.12.21,55.3.24",,,,,,
神奈川県,大和市,道路台帳,基準点,,27point,大和市,不二測量工業社,"54.12.22,55.3.20",,,,,,
神奈川県,"横浜市,鎌倉市,藤沢市,平塚市,海老名市,茅ケ崎市,寒川町,大磯町",都市計画,"撮影,写測","30000,,10000","137.7KM2,137.7KM2",神奈川県,写測,"55.1.7,55.3.20",1250,,,郡削除,,地名修正
山梨県,富士吉田市,下水道計画,"撮影,写測","4000,,500","3.2KM2,1.4KM2",富士吉田市,パシフイック航業,"54.3.29,54.5.25",,,,,,
山梨県,甲府市,道路台帳,"撮影,写測","8000,,1000","100.0KM2,21.0KM2",甲府市,パシフイック航業,"53.12.10,54.5.31",11,,,,,
山梨県,河口湖町,都市計画,"撮影,写測","12500,,2500","12.0KM2,12.0KM2",河口湖町,アジア航測,"54.6.1,54.9.30",130,,,郡削除,,
山梨県,武川村,ほ場整備,"撮影,写測","8000,,1000","15.0KM2,2.0KM2",山梨県峡北土地改良事務所,セントラル航空測量,"54.5.28,54.8.5",137,,,郡削除,,
山梨県,"一宮町,御坂町,山梨市",かんがい排水事業,"撮影,写測","8000,,1000","50.0KM2,17.8KM2",山梨県笛吹川沿岸土地改良事業所,東洋航空事業,"54.5.30,55.11.12",140,,,郡削除,,
山梨県,河口湖町,下水道計画,写測,500,0.9KM2,河口湖町,パシフイック航業,"54.5.18,54.8.17",,,,郡削除,,
山梨県,山梨市,下水道計画,写測,500,2.8KM2,山梨市,国際航業,"54.7.17,54.11.13",,,,,,
山梨県,甲府市,地盤沈下,水準,,49.5km,山梨県,山梨県建設コンサルタント協会,"54.10.1,54.12.25",588,,,,,
山梨県,,道路台帳,"撮影,写測","4000,,500","48.0KM2,7.4KM2",山梨県,"パシフイック航業,国際航業,東洋航空事業","54.9.12,55.1.3",,,,道路,,
山梨県,一宮町,都市計画,"写測,縮小,編集","2500,,2500,,2500","3.1KM2,15.6KM2,15.6KM2",一宮町,東洋航空事業,"54.10.1,55.5.18",766,縮小に対応する事業量補完,,郡削除,,
山梨県,芦安村,砂防計画,"撮影,写測","8000,,1000","27.0KM2,9.2KM2",関東地建富士川砂防工事事務所,国際航業,"54.9.7,55.2.26",,,測量地域修正,,,
山梨県県境長野県,"武川村,白州町,県境富士見町",砂防計画,"撮影,写測","12500,,2500","72.0KM2,18.0KM2",関東地建富士川砂防工事事務所,パシフイック航業,"54.10.4,55.3.15",830,,,県名修正,,
山梨県,甲府市,下水道計画,"撮影,写測","4000,,500","43.0KM2,5.1KM2",甲府市,パシフイック航業,"54.10.11,55.3.28",864,,,,,
山梨県,"武川村,芦安村,早川町",砂防計画,"撮影,写測","12500,,2500","76.0KM2,21.9KM2",関東地建富士川砂防工事事務所,アジア航測,"54.10.14,55.3.17",,,,郡削除,,
山梨県,上九一色村,道路計画,"撮影,写測","8000,,1000","10.9KM2,0.5KM2",関東地建甲府工事事務所,アジア航測,"54.11.6,55.2.23",,,,郡削除,,
山梨県,上野原町,総合計画,撮影,8000,125.0KM2,上野原町,セントラル航空測量,"54.12.10,54.12.25",,,,郡削除,,
山梨県,中富町,河川敷調査,"撮影,撮影,写測,写測","8000,,15000,,1000,,2500","29.0KM2,100.0KM2,2.7KM2,8.3KM2",山梨県,東日本航空,"54.12.1,55.3.25",,,,郡削除,,
山梨県,"勝沼町,牧丘町",土地改良,"撮影,写測","8000,,1000","15.9KM2,4.8KM2",山梨県笛吹川沿岸土地改良事業所,アジア航測,"54.11.1,55.3.10",,,,郡削除,,
山梨県,"都留市,大月市,富士吉田市,河口湖町",河川敷調査,"撮影,撮影,写測,写測","8000,,15000,,1000,,2500","6.7KM2,166.0KM2,0.9KM2,7.7KM2",山梨県,東洋航空事業,"54.12.1,55.3.25",,,,郡削除,,
山梨県,"石和町,一宮町,御坂町,八代町",かんがい排水事業,写測,1005,19.0KM2,山梨県笛吹川沿岸土地改良事業所,セントラル航空測量,"54.12.22,55.3.25",,,,郡削除,,
山梨県,塩山市,道路台帳,"撮影,写測","4000,,500","5.0KM2,2.0KM2",塩山市,国際航業,"55.1.10,55.3.30",,,,,,
山梨県,都留市,都市計画,写測,2500,88.0KM2,都留市,東日本航空,"54.12.22,55.3.31",1243,,,,,
山梨県,大月市,都市計画,写測,2500,40.0KM2,大月市,第一航業,"55.1.28,55.5.31",1254,,,,,
山梨県,高根町,ほ場整備,"撮影,写測","8000,,1000","15.0KM2,0.2KM2",山梨県峡北土地改良事務所,セントラル航空測量,"55.2.15,55.3.25",1297,,,郡削除,,
山梨県,"市川大門町,甲府市,山梨市,塩山市",道路台帳,"撮影,写測","4000,,500","52.0KM2,2.9KM2",山梨県,アジア航測,"55.1.31,55.3.24",,,,郡削除,,
山梨県,甲府市,都市計画,写測,500,0.23KM2,山梨県,パシフイック航業,"55.2.16,55.3.28",,,,,,
長野県,"信濃町,小川村,飯綱町,長野市,大町市,松本市,池田町,松川村,白馬村,小谷村,松本市,安曇野市,千曲市,坂城町,麻績村,生坂村,山形村,朝日村,筑北村",森林計画,撮影,16000,1680.0KM2,長野県,協同測量社,"54.4,54.7.31",51,,,郡展開,,
長野県,牟礼村,都市計画,写測,2500,12.2KM2,牟礼村,協同測量社,"54.4.10,54.6.20",144,,,郡削除,,
長野県県境岐阜県,"上松町,南木曽町,木祖村,王滝村,大桑村,木曽町,県境白川村,下呂市,高山市",森林調査,撮影,20000,3192.0KM2,林野庁,パシフイック航業,"54.7,54.10",349,,測量地域修正,"郡展開,県名修正",,
長野県,飯山市,農地開発,写測,500,13.0KM2,関東農政局,アジア航測,"54.8.15,54.10.4",427,,,,,
長野県,"佐久市,臼田町,佐久町,北相木村,南相木村,川上村",国有林野経営,写測,500,139.5KM2,長野営林局,協同測量社,"54.9.20,54.11.30",,,,郡削除,,
長野県,飯山市,都市計画,"編さん,写測","10000,,2500","98.8KM2,42.3KM2",長野県飯山建設事務所,パシフイック航業,"54.9下,55.2.5",595,,,,,
長野県,"南木曽町,大桑村",砂防計画,写測,1000,4.9KM2,中部地建多治見工事事務所,中日本航空,"54.8.3,55.1.9",,,,郡削除,,
長野県,大町市,境界調査,"図根,多角",",,","1point,17point",長野営林局,協同測量社,"54.10.10,54.10.31",,,,,,
長野県,山ノ内町,都市計画,写測,2500,25.8KM2,長野県中野建設事務所,協同測量社,"54.8.8,55.3.20",923,,,郡削除,,
長野県,"伊那市,駒ヶ根市,上松町,長谷村,宮田村,大鹿村",砂防計画,"撮影,撮影,写測","8000,,20000,,1000","30.0KM2,84.0KM2,3.0KM2",中部地建天竜川上流工事事務所,中日本航空,"54.11.1,55.3.12",939,,,郡削除,,
長野県,飯山市,道路台帳,"撮影,写測","8000,,1000","228.0KM2,35.0KM2",飯山市,パシフイック航業,"54.11.12,55.12.31",963,,,,,
長野県,"南信濃村,天龍村",砂防計画,写測,5000,23.1KM2,中部地建天竜川上流工事事務所,国際航業,"54.10.22,55.2.16",,,測量地域修正,郡削除,,地名修正
長野県,"駒ヶ根市,飯島町",河川計画,"撮影,撮影,写測","8000,,15000,,2500","20.1KM2,20.1KM2,20.1KM2",中部地建天竜川上流工事事務所,アジア航測,"54.11.22,55.3.12",,,測量地域修正,郡削除,,
長野県,佐久市,道路計画,撮影,7000,23.0KM2,"日本道路公団東京第三建設局,高崎工事事務所",アジア航測,"54.11.14,55.3.12",,,,,,
長野県,臼田町,道路台帳及び都市計画,"撮影,撮影,写測,写測,写測","8000,,30000,,1000,,2500,,10000","83.4KM2,83.4KM2,83.4KM2,42.0KM2,83.4KM2",臼田町,国際航業,"54.11.14,57.1.31",1064,,,郡削除,,
長野県,岡谷市,鉄道計画,"撮影,写測","8000,,1000","4.5KM2,0.4KM2",長野県諏訪建設事務所,協同測量社,"54.11.22,55.3.10",,,,,,
長野県,松本市,下水道事業,"撮影,写測","4000,,500","5.7KM2,2.6KM2",松本市,パシフイック航業,"54.12.20,55.3.20",,,,,,
長野県,岡谷市,下水道事業,"撮影,写測","4000,,500","8.7KM2,3.3KM2",関谷市,パシフイック航業,"54.12.26,55.3.24",,,,,,関谷は岡谷のミスか
長野県,諏訪市,地盤沈下,水準,,57.5km,長野県諏訪建設事務所,協同測量社,"55.1.22,55.3.20",1238,,,,,
長野県,辰野町,道路台帳,"撮影,写測","8000,,10000","144.0KM2,22.5KM2",辰野町,協同測量社,"54.12.25,58.3.10",1240,,,郡削除,,
長野県,南木曽町,道路管理,"撮影,写測","4000,,500","21.6KM2,2.4KM2",南木曽町,協同測量社,"55.2.4,55.7.31",,,測量地域修正,,,
長野県,南木曽町,道路台帳,"撮影,写測","8000,,1000","76.3KM2,6.0KM2",南木曽町,協同測量社,"55.2.12,56.3",,,,郡削除,,
長野県,松本市,都市計画,撮影,10000,32.0KM2,長野県松本建設事務所,写測,"55.1.10,55.2.28",1242,,,,,
長野県,"豊科町,三郷村,松本市",都市計画,写測,2500,15.6KM2,長野県豊科建設事務所,写測,"55.1.7,55.3.20",1251,,,郡削除,,
長野県,三郷村,総合計画,"撮影,写測","30000,,10000","67.6KM2,39.4KM2",三郷村,東洋航空事業,"54.12.27,55.3.25",1259,,,郡削除,,
長野県,中野市,道路台帳,"撮影,写測","4000,,500","77.9KM2,34.5KM2",中野市,国際航業,"55.1.1,57.5.30",1295,,,,,
長野県,牟礼村,道路台帳,"撮影,写測","8000,,1000","45.1KM2,11.5KM2",長野県牟礼村,協同測量社,"55.3.25,57.3.31",1353,,,郡削除,,
長野県,御代田町,道路台帳,"平板,平板","500,,1000","10.1KM2,51.4KM2",御代田町,新日本航業,"55.3.12,56.3.30",,,,全域削除,,
新潟県,村上市,総合計画,"撮影,写測","8000,,2500","180.0KM2,54.0KM2",村上市,オリジナルサーベー,"54.4.25,54.10.10",59,,,,,
新潟県,"上越市,新井市,糸魚川市,十日町市,柏崎市",森林計画,"撮影,写測","16000,,5000","2094.0KM2,4.0KM2",新潟県,セントラル航業,"54.5.1,54.12.31",63,,,郡展開,,
新潟県,糸魚川市,(修正)都市計画,写測,2500,19.1KM2,糸魚川市,中野測量航業,"54.5.23,54.6.30",117,,,,,
新潟県,"六日町,大和町,小出町",作付面積調査,撮影,8000,39.0KM2,農林水産省経済局統計情報部,国際航業,"54.6,54.7",147,,,郡削除,,
新潟県,"新発田市,黒川村,加治川村",国有林野経営,"図根,境界",",,","3point,51.0km",前橋営林局,東北測量,"54.6.10,54.12.25",,,,郡削除,,加治木村，木は川のミスか
新潟県,新潟市,水利計画,"撮影,写測","12500,,2500","27.6KM2,11.2KM2",新潟県,オリジナルサーベー,"54.5.28,54.6.30",166,,測量地域修正,,,
新潟県,岩室村,総合計画,"撮影,写測","12500,,2500","71.0KM2,36.1KM2",岩室村,オリジナルサーベー,"54.6.5,54.8.31",217,,,郡削除,,
新潟県,南魚沼市,地盤変動,水準,,52.0km,新潟県,八洲測量,"54.8.21,54.10.31",275,,,地区→市,,
新潟県,上越市,地盤変動,水準,,135.0km,新潟県,協立コンサルタンツ,"54.8.21,54.10.31",276,,,地区→市,,
新潟県,長岡市,地盤変動,水準,,99.0km,新潟県,東洋航空事業,"54.8.21,54.10.31",277,,,地区→市,,
新潟県,新潟市,地盤変動,水準,,52.0km,新潟県,中野測量航業,"54.8.21,55.3.24",278,,,地区→市,,
新潟県,栃尾市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","24.0KM2,210.0KM2,15.0KM2,3.0KM2",栃尾市,パシフイック航業,"54.5.8,54.10.31",306,,,,,
新潟県,五泉市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","24.0KM2,98.0KM2,2.0KM2,3.0KM2",五泉市,パシフイック航業,"54.5.25,54.11.30",307,,,,,
新潟県,柏崎市,下水道計画,"撮影,写測","3000,,500","10.0KM2,4.2KM2",柏崎市,パシフイック航業,"54.5.22,54.9.17",,,,,,
新潟県,両津市,国有林野所管換,"図根,境界",",,","4point,2.0km",前橋営林局,自営,"54.7.16,54.8.30",,,,郡削除,,
新潟県,村上市,海図補正,基準点,,13.6km,新潟県村上土木事務所,北斗測量調査(株),"54.8.1,54.8.15",,,,,,
新潟県,新潟市,作付面積調査,撮影,10000,66.0KM2,農林水産省経済局統計情報部,国際航業,"54.9.17,54.10.4",387,,,郡削除,,
