都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,05_地域修正,～の有無,2018.01.11地名修正
兵庫県,龍野市,総合計画,"撮影,写測","8000,,1000","137.7KM2,40.0KM2",龍野市,パシフイック航業,"54.11.20,55.12.25",1017,,,,,
兵庫県,神戸市,ニュータウン計画,"撮影,写測","6000,,1000","15.0KM2,2.7KM2",神戸市,国際航業,"55.1.25,55.3.31",1210,,,,,
兵庫県,相生市,道路台帳,"撮影,撮影","4000,,8000","18.0KM2,90.5KM2",相生市,国際航業,"55.2.7,55.3.25",1268,,,,,
兵庫県,神戸市,船位測定,基準点,,2point,第三港湾建設局神戸港工事事務所,パシフイック航業,"55.3.10,55.3.21",,,測量地域修正,,,
奈良県,十津川村,森林計画,撮影,20000,736.0KM2,奈良県,八洲測量,"54.4.9,54.7.31",,,測量地域修正,郡削除,,
奈良県,奈良市,開拓計画,写測,1000,3.3KM2,近畿農政局大和高原開拓建設事業所,アジア航測,"54.4.20,54.5.31",,,,,,
奈良県,奈良市,道路台帳,"撮影,写測","4000,,500","7.0KM2,2.0KM2",奈良市,国際航業,"54.3.31,54.9.30",70,,,,,
奈良県,"桜井市,菟田野町,大宇陀町",開拓計画,"撮影,写測","8000,,1000","24.0KM2,7.2KM2",近畿農政局大和高原開拓建設事業所,玉野測量設計,"54.2.3,54.5.31",89,,,郡削除,,地名修正
奈良県,山添村,開拓計画,"撮影,写測","8000,,1000","6.0KM2,1.9KM2",近畿農政局大和高原開拓建設事業所,国際航業,"54.5.7,54.8.14",90,,,郡削除,,
奈良県,下市町,開拓計画,写測,1000,1.9KM2,近畿農政局五条吉野開拓建設事業所,玉野測量設計,"54.5.31,54.8.6",,,,郡削除,,
奈良県,生駒市,道路台帳,"撮影,写測","4000,,500","4.0KM2,3.6KM2",生駒市,パシフイック航業,"54.7.2,55.3.31",,,,,,
奈良県,大淀町,都市計画,"撮影,写測,写測","12500,,2500,,10000","55.0KM2,37.7KM2,37.7KM2",大淀町,富士測量,"54.8.20,55.2.28",429,写測修正,,郡削除,,
奈良県,"奈良市,大和郡山市,天理市,川西町,安堵村",河道整備計画,縦横断,,76.0km,近畿地建大和工事事務所,アジア航測,"54.8.20,54.12.19",,,,,,
奈良県,"吉野町,大淀町,下市町,黒滝村,天川村,野迫川村,十津川村,下北山村,上北山村,川上村,東吉野村",森林調査,撮影,20000,2426.0KM2,大阪国税局,大阪写真測量所,"54.9.1,54.10.31",,,,郡展開,,
奈良県,大淀町,道路台帳,"撮影,写測","8000,,1000","67.0KM2,2.4KM2",大淀町,パシフイック航業,"54.9.26,55.6.30",637,,,郡削除,,
奈良県,天川村,ダム計画,"基準点,平板",",,500","2point,0.1KM2",近畿地建猿谷ダム管理所,アジア航測,"54.8.30,54.10.19",,,,郡削除,,
奈良県,天理市,道路台帳,"撮影,写測","4000,,500","64.1KM2,33.7KM2",天理市,アジア航測,"54.10.29,56.3.31",844,,,,,
奈良県,"下市町,大淀町,御所市",導水計画,"撮影,写測","8000,,1000","27.0KM2,1.5KM2",奈良県水道局,(株)建設技術研究所,"54.11.5,54.12.25",,,,郡削除,,
奈良県,王寺町,道路台帳,"撮影,写測","4000,,500","34.1KM2,2.0KM2",奈良県,日建技術コンサルタント,"54.7.25,55.2.29",,,,郡削除,,
奈良県,"香芝町,広陵町,田原本町,桜井市,大淀町",道路台帳,"撮影,写測","4000,,500","32.2KM2,2.1KM2",奈良県,サンヨー開発測量,"54.7.25,55.2.29",896,,,郡削除,,
奈良県,"生駒市,奈良市,大和郡山市",道路台帳,"撮影,写測","4000,,500","25.1KM2,1.6KM2",奈良県,パシフイック航業,"54.7.25,55.2.29",,,,,,
奈良県,"天理市,大和郡山市",道路台帳,"撮影,写測","4000,,500","25.9KM2,1.7KM2",奈良県,アジア航測,"54.7.25,55.2.29",,,,,,
奈良県,月ケ瀬村,農業事業計画,"撮影,写測","8000,,1000","12.0KM2,4.7KM2",近畿農政局大和高原開拓建設事業所,パシフイック航業,"54.12.6,55.3.10",,,,郡削除,,地名修正
奈良県,奈良市,開拓事業,"撮影,写測","8000,,1000","13.3KM2,2.1KM2",近畿農政局大和高原開拓建設事業所,アジア航測,"54.11.30,55.2.28",,,,,,
奈良県,"大宇陀町,榛原町",農地開拓,"撮影,写測","8000,,1000","12.0KM2,2.3KM2",近畿農政局大和高原開拓建設事業所,東洋航空航業,"55.1.26,55.3.19",,,,郡削除,,
奈良県,山添村,農地開拓,"撮影,写測","8000,,1000","13.0KM2,3.7KM2",近畿農政局大和高原開拓建設事業所,国際航業,"54.12.10,55.3.18",,,,郡削除,,
奈良県,桜井市,道路台帳,"撮影,写測","4000,,500","15.3KM2,0.2KM2",桜井市,パシフイック航業,"55.1.19,55.3.29",1332,,,,,
和歌山県,有田市,都市計画,写測,2500,7.0KM2,有田市,アジア航測,"54.4.20,54.5.30",26,,,,,
和歌山県,和歌山市,河川計画,"基準点,水準,平板",",,,,1000","11.0km,7.0km,2.0KM2",近畿地建和歌山工事事務所,共栄測量設計,"54.4.20,54.6.30",,,,,,
和歌山県,串本町,都市計画,"撮影,写測","4000,,500","3.3KM2,1.1KM2",串本町,富士測量,"54.7.1,55.3.20",282,,,郡削除,,
和歌山県,和歌山市,土地開発,"撮影,写測","8000,,1000","9.0KM2,4.2KM2",和歌山県土地開発公社,パシフイック航業,"54.7.14,54.9.22",421,,,,,
和歌山県,吉備町,都市計画,"撮影,撮影,写測","4000,,8000,,2500","13.0KM2,36.0KM2,34.0KM2",吉備町,アジア航測,"54.7.17,54.12.13",424,,,郡削除,,
和歌山県,新宮市,道路計画,撮影,8000,7.6KM2,近畿地建紀南工事事務所,関西航測,"54.9.28,54.10.30",713,,,,,
和歌山県,由良町,道路計画,写測,500,0.3KM2,近畿地建和歌山工事事務所,パシフイック航業,"54.11.28,55.3.15",,,,郡削除,,
和歌山県,由良町,道路台帳,"撮影,写測","8000,,1000","69.0KM2,5.5KM2",由良町,パシフイック航業,"54.12.1,55.7.7",1022,,,郡削除,,
和歌山県,御坊市,道路台帳,"写測,写測","500,,1000","0.4KM2,3.2KM2",御坊市,東日本航空,"53.8.15,55.4.30",,,,,,
和歌山県,和歌山市,道路台帳,"撮影,写測","4000,,500","8.0KM2,1.3KM2",和歌山市,パシフイック航業,"55.1.30,55.3.31",,,,,,
鳥取県,鳥取市,空港整備,"撮影,写測,写測","12500,,2500,,10000","30.0KM2,6.6KM2,16.8KM2",鳥取県,パシフイック航業,"54.4.9,54.5.31",33,,,,,
鳥取県,,森林計画,撮影,16000,330.0KM2,鳥取県,東北測量,"54.4.28,54.5.25",,,測量地域修正,,,
鳥取県,"東郷町,羽合町,泊村,青谷町,気高町,鹿野町,鳥取市",河川台帳,写測,2500,19.9KM2,鳥取県,アジア航測,"54.5.15,54.8.31",,,,郡削除,,
鳥取県,江府町,道路台帳,"撮影,写測","8000,,1000","124.9KM2,3.0KM2",江府町,日本航業,"54.6.10,55.12.30",124,,,郡削除,,
鳥取県,青谷町,道路台帳,"撮影,写測","8000,,1000","68.2KM2,5.5KM2",青谷町,日本航業,"54.6.20,55.12.31",178,,,郡削除,,
鳥取県,江府町,開拓計画,"撮影,写測","8000,,1000","16.6KM2,6.4KM2",中国四国農政局大山山麓開拓建設事業所,国際航業,"54.5.23,55.8.12",200,,,郡削除,,
鳥取県,"鳥取市,米子市,境港市,岩美町,日吉津村,大山町,南部町,伯耆町,日南町,日野町,江府町",道路台帳,"撮影,写測","8000,,1000","518.4KM2,52.3KM2",鳥取県,"国際航業,パシフイック航業,アジア航測","54.6.2,55.3.25",266,,,郡展開,,
鳥取県,鳥取市,地盤沈下,水準,,10.7km,鳥取県,八洲測量,"54.7.5,54.7.20",317,,,,,
鳥取県,,森林計画,撮影,16000,572.0KM2,鳥取県,日本航業,"54.9.3,55.11.5",520,,測量地域修正,,,
鳥取県,船岡町,道路台帳,"撮影,写測","8000,,1000","54.7KM2,1.1KM2",船岡町,日本航業,"54.10.20,54.3未",873,,,郡削除,,
鳥取県,大山町,道路台帳,"撮影,写測","8000,,1000","85.0KM2,40.0KM2",大山町,大阪写真測量所,"55.1.25,55.12.25",1169,,,郡削除,,
鳥取県,米子市,道路台帳,写測,1000,18.0KM2,米子市,パシフイック航業,"55.2.1,56.4.30",,,,,,
鳥取県,米子市,都市計画,写測,2500,32.0KM2,米子市,パシフイック航業,"55.1.29,55.3.25",1232,,,郡削除,,
鳥取県,東郷町,農村総合整備,写測,2500,46.4KM2,東郷町,アジア航測,"55.2.7,55.3.31",1249,,,郡削除,,
島根県,大社町,道路台帳,"撮影,写測","4000,,500","23.0KM2,0.5KM2",大社町,日本航業,"54.6.19,55.1.31",265,,,郡削除,,
島根県,益田市,(修正)都市計画,写測,2500,24.4KM2,益田市,ワールド航空事業,"54.6.26,54.9.19",267,,,,,
島根県,東出雲町,道路台帳,"撮影,写測","4000,,500","25.0KM2,1.0KM2",東出雲町,関西測量所,"54.4.16,54.8.30",327,,,郡削除,,
島根県,鹿島町,干拓事業,水準,,8.2km,中国四国農政局中海干拓事務所,ワールド航空事業,"54.8.20,54.9.19",,,,郡削除,,
島根県,,河川台帳,写測,2500,44.0KM2,島根県,アジア航測,"54.8.20,55.3.25",,,,川,,
島根県,日原町,道路計画,"撮影,写測","8000,,1000","11.5KM2,0.4KM2",中国地建浜田工事事務所,国際航業,"54.9.1,54.10.31",,,,郡削除,,
島根県,江津市,(修正)都市計画,写測,2500,34.4KM2,江津市,ワールド航空事業,"54.8.20,54.9.30",492,,,,,
島根県,浜田市,道路台帳,"撮影,写測","4000,,500","163.6KM2,14.7KM2",浜田市,パシフイック航業,"54.9.10,55.11.30",522,,,,,
島根県,"松江市,八雲村,湖陵町,佐田町,掛合町,吉田村,大田市,川本町,石見町,瑞穂町,羽須美村,江津市,金城町,旭町,津和野町",道路台帳,"撮影,写測","8000,,1000","520.7KM2,8.4KM2",島根県,アジア航測,"54.9.20,54.12.25",563,,,郡削除,,
島根県,湖陵町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","14.0KM2,7.9KM2,1.5KM2,1.5KM2",湖陵町,東洋航空事業,"54.9.28,55.3.20",716,写測修正,,郡削除,,
島根県,三隅町,道路台帳,"撮影,写測","8000,,1000","128.3KM2,14.5KM2",三隅町,パシフイック航業,"54.11.15,56.3.31",872,,,郡削除,,
島根県県境山口県,"浜田市,県境阿武町",鉄道計画,写測,2500,5.8KM2,日本国有鉄道米子鉄道管理局,東洋航空事業,"55.1.28,55.3.8",,,,県名修正,,
島根県,大東町,道路台帳,"撮影,写測","8000,,1000","152.0KM2,1.5KM2",大東町,ワールド航空事業,"55.1.21,55.3.31",1174,,,郡削除,,
岡山県,総社市,総合計画,"撮影,写測新規,写測修正","12500,,2500,,10000","200.0KM2,150.0KM2,43.0KM2",総社市,アジア航測,"54.4.10,54.9.30",34,写測修正,,,,
岡山県,津山市,"工場用地,造成計画","撮影,写測","8000,,1000","30.0KM2,3.0KM2",地域振興整備公団,東洋航空事業,"54.3.10,54.7.10",36,,,郡削除,,
岡山県,"新見市,高梁市,哲多町,備中町,成羽町,吉備中央町",森林計画,撮影,20000,822.0KM2,岡山県,アジア航測,"54.5.15,54.6.30",114,,測量地域修正,"郡削除,郡展開",,
岡山県,"岡山市,玉野市,灘崎町",下水道計画,"撮影,写測","4000,,500","35.0KM2,2.7KM2",岡山県,パシフイック航業,"54.6.1,54.9.30",179,,,郡削除,,
岡山県,"岡山市,総社市,倉敷市,玉野市,早島町,備前市,瀬戸内市",作付状況調査,撮影,20000,380.0KM2,広島国税局,日本航業,"①54.5.28～54.6.14,②55.2.20～55.3.10",184,,,郡展開,,
岡山県,加茂町,農業基盤整備,"撮影,写測","12500,,2500","160.0KM2,19.0KM2",加茂町,山陽航測,"54.6.20,54.10.20",425,,,郡削除,,
岡山県,,河川管理,"撮影,写測","12500,,2500","132.0KM2,24.7KM2",中国地建岡山河川工事事務所,パシフイック航業,"54.8.22,54.12.20",,,,川,,
岡山県,岡山市,道路計画,"撮影,写測新規,写測修正","8000,,1000,,1000","20.4KM2,0.7KM2,1.2KM2",中国地建岡山国道工事事務所,アジア航測,"54.9.18,54.10.31",,写測修正,,郡削除,,
岡山県,岡山市,道路計画,"撮影,写測","3000,,500","1.5KM2,0.3KM2",岡山市,国際航業,"54.12.20,55.3未",,,,,,
岡山県,倉敷市,下水道台帳,撮影,4000,105.8KM2,倉敷市,東洋航空事業,"54.11.15,55.3.20",941,,,,,
岡山県,笠岡市,森林計画,写測,5000,225.0KM2,岡山県,東洋航空事業,"54.12.25,55.3.25",,,,,,
岡山県,,河川計画,写測,500,0.6KM2,中国地建岡山河川工事事務所,パシフイック航業,"55.1.28,55.3.30",,,,川,,
岡山県,岡山市,空港建設,水準,,16.0km,岡山県,八雲建設コンサルタント,"55.2.10,56.3.31",,,,,,
広島県県境岡山県,"三次市,福山市,府中市,庄原市,神石高原町,県境笠岡市",森林計画,撮影,20000,1679.0KM2,広島県,日本航業,"54.4.20,54.10.31",32,,,郡展開,,
広島県,広島市,都市計画,"撮影,写測,写測,写測","12500,,2500,,10000,,20000","118.7KM2,96.3KM2,96.3KM2,96.3KM2",広島市,広島航測コンサルタント,"54.5.1,55.3.31",35,写測修正,,,,
広島県県境岡山県県境鳥取県県境島根県,"福山市,油木町,県境富村,県境関金町,県境金城町,旭町",境界調査,"境界,図根",",,","86.8km,11point",大阪営林局,自営,"54.5.10,54.12.20",,,,県名修正,,県名修正
広島県,海田町,道路台帳,"撮影,写測","8000,,1000","14.0KM2,2.7KM2",海田町,日本航業,"54.6.20,55.1.19",201,,,郡削除,,
広島県,三次市,道路計画,写測,2500,9.3KM2,広島県三次土木建築事務所,国際航業,"54.6.10,54.8.16",,,,,,
広島県,本郷町,道路計画,"撮影,写測","8000,,1000","17.3KM2,1.7KM2",中国地建福山工事事務所,パシフイック航業,"54.7.16,54.11.30",,,,郡削除,,
広島県,広島市,道路現況図,"撮影,写測","8000,,1000","300.0KM2,19.4KM2",広島市,パシフイック航業,"54.8.1,55.3.31",372,,,,,
広島県,八千代町,道路改築,"撮影,写測","8000,,1000","14.4KM2,3.8KM2",中国地建三次工事事務所,国際航業,"54.9.15,55.3.31",,,,郡削除,,
広島県,木江町,道路台帳,"撮影,写測","8000,,1000","10.4KM2,10.0KM2",木江町,大阪写真測量所,"54.10.5,55.9.30",797,,,郡削除,,
広島県,大崎町,道路台帳,"撮影,写測","8000,,1000","25.0KM2,20.0KM2",大崎町,大阪写真測量所,"54.10.5,55.9.30",798,,,郡削除,,
広島県,東広島市,道路台帳,写測,1000,13.8KM2,東広島市,日本航業,"54.10.27,55.6.30",,,,,,
広島県,"三次市,世羅町,府中市,庄原市,神石高原町",道路台帳,"撮影,写測","8000,,1000","1012.0KM2,26.1KM2",広島県,パシフイック航業,"54.12.10,55.3.31",1167,,,郡展開,,
広島県,府中町,道路河川計画,"基準点,水準",",,","7point,11point",府中町,八雲建設コンサルタント,"54.12.13,55.3.25",,,,郡削除,,
広島県,"福山市,府中市,尾道市,三原市,因島市,竹原市,東広島市,尾道市,世羅町,大崎上島町,府中町,海田町,熊野町,坂町",道路台帳,"撮影,写測","8000,,1000","1830.0KM2,28.7KM2",広島県,国際航業,"54.12.10,55.3.31",1211,,,郡展開,,
