都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,2018.01.14修正,
愛知県,"豊明市,知立市,刈谷市,西尾市,幸田町,蒲郡市,小坂井町,豊橋市,",計画,カラー撮影,15000,262.0KM2,"名四国道事務所
助言H17.2.22E0285",中日本航空(株),"H17.2.22
H17.3.25",,
愛知県,"名古屋市,",公共基準点改測,基準点,2級,16point,"名古屋市
助言H17.3.7E0298","玉野総合コンサルタント(株)
(株)帝国建設コンサルタント
(株)石田技術コンサルタンツ
国際航業(株)
北居設計(株)
(株)オオバ","H17.3.7
H17.3.25",,
愛知県,"豊橋市,",道路管理図,"基準点,基準点,カラー撮影,写測図化","１級,,３級,,4000,,500","3point,11point,2.7KM2,0.3KM2","日本道路公団中部支社豊川管理事
務所
助言H17.3.7E0300",(株)八州,"H17.3.7
H17.3.29",,
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言H17.3.17E0305",(株)大増コンサルタンツ,"H17.3.17
H17.4.10",,
愛知県,"名古屋市,",地籍調査,"基準点,基準点","街区点測量,,街区点測量","12.3KM2,0.9KM2","土地･水資源局国土調査課
助言H17.3.15E0308",玉野総合コンサルタント(株),"H17.1.28
H17.8.31",,
愛知県,"名古屋市,",地籍調査,"基準点,基準点","街区点測量,,街区点測量","12.0KM2,0.9KM2","土地･水資源局国土調査課
助言H17.3.15E0309",中央コンサルタンツ(株),"H17.1.26
H17.8.31",,
愛知県,"名古屋市,",地籍調査,"基準点,基準点","街区点測量,,街区点測量","11.9KM2,0.6KM2","土地･水資源局国土調査課
助言H17.3.15E0310",(株)三愛設計,"H17.1.27
H17.8.31",,
愛知県,"名古屋市,",地籍調査,基準点,街区点測量,16.1KM2,"土地･水資源局国土調査課
助言H17.3.15E0311","(株)イビソク
(株)三進","H17.1.28
H17.8.31",,
愛知県,"名古屋市,",地籍調査,基準点,街区点測量,15.7KM2,"土地･水資源局国土調査課
助言H17.3.15E0312",中日本航空測量(株),"H17.1.28
H17.8.31",,
愛知県,"大府市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","1point,2point,30point","大府羽根山土地区画整理組合
助言H17.3.23E0319",(株)オオバ,"H17.3.23
H17.3.31",,
愛知県,"富山村,豊根村,",河川管理,カラー撮影,8000,41.0KM2,"浜松河川国道事務所
助言H17.3.22E0320",第一航業(株),"H17.3.22
H17.3.28",,
愛知県,"三好町,",公共基準点改測,基準点,2級,24point,"三好町
助言H17.3.25E0325",アジア航測(株),"H17.3.25
H17.4.28",,
三重県,"朝日町,",土地区画整理,"地上数値法,基準点,基準点,基準点","500,,2級,,3級,,4級","0.1KM2,3point,4point,63point","朝日町小向地区丘陵地土地区画整理
組合
助言H16.5.10E0011",中央コンサルタンツ(株),"H16.5.12
H16.8.30",,
三重県,"上野市,伊賀町,",農道台帳,"カラー撮影,写測図化","10000,,1000","15.0KM2,0.3KM2","三重県伊賀県民局農政商工部
助言H16.5.12E0013",中日本航空(株),"H16.5.12
H16.7.30",,
三重県,"いなべ市,",ほ場整備(確定測量),"基準点,基準点,基準点","2級,,3級,,4級","2point,8point,22point","いなべ市
助言H16.5.19E0017","(株)東海共同測量設計コンサルタ
ント","
H16.5.19

H16.9.30",,
三重県,"川越町,",都市計画,数値図修正,2500,8.1KM2,"川越町
助言H16.5.24E0021",中日本航空(株),"H16.5.24
H17.2.18",,
三重県,"桑名市,",土地区画整理,基準点,2級,3point,"桑名市西別所北部土地区画整理組合
助言H16.5.31E0023",(株)協和設計,"H16.5.31
H16.12.31",,
三重県,"玉城町,",固定資産,カラー撮影,7000,48.0KM2,"玉城町
助言H16.6.8E0029",(株)パスコ,"H16.6.8
H17.3.31",,
三重県,"東員町,",都市計画,"カラー撮影,写測修正","10000,,2500","22.7KM2,22.7KM2","東員町
助言H16.6.29E0039",(株)かんこう,"H16.6.29
H16.11.30",,
三重県,"磯部町,",都市計画,"写測修正,既成図数値化","2500,,2500","78.1KM2,78.1KM2","磯部町
助言H16.6.29E0040",アジア航測(株),"H16.6.29
H16.8.20",,
三重県,"久居市,",下水道台帳,"カラー撮影,写測図化","5000,,500","3.1KM2,3.1KM2","久居市
助言H16.7.28E0064",中日本航空(株),"H16.7.28
H16.10.29",,
三重県,"四日市市,",総合計画,"写測修正,写測修正,既成図数値化,既成図数値化,編集","1000,,2500,,1000,,2500,,2500","7.0KM2,34.2KM2,7.0KM2,34.2KM2,42.9KM2","四日市市
助言H16.8.4E0070",(株)パスコ,"H16.8.4
H17.3.15",,
三重県,"名張市,美杉村,",砂防計画,数値図化,2500,32.5KM2,"近畿地方整備局木津川上流河川事務
所
助言H16.8.12E0076",アジア航測(株),"H16.8.12
H17.3.10",,
三重県,"阿山町,",ほ場整備,基準点,2級,2point,"三重県伊賀県民局晨政商工部
助言H16.8.20E0082",赤井測量設計(株),"H16.9.1
H16.10.30",,
三重県,"いなべ市,",都市計画,"カラー撮影,既成図数値化,数値図修正","10000,,2500,,2500","157.2KM2,68.7KM2,138.9KM2","いなべ市
助言H16.8.25E0083",中日本航空(株),"H16.8.25
H17.2.28",,
三重県,"安濃町,",デジタルオルソ画像作成,"カラー撮影,写真図","10000,,1000","36.9KM2,36.9KM2","安濃町
助言H16.9.13E0095",玉野総合コンサルタント(株),"H16.10.15
H17.3.25",,
三重県,"空白,",道路台帳,"カラー撮影,平板･修正,写測修正,座標変換","8000,,1000,,1000,,1000","92.0KM2,0.3KM2,3.8KM2,653point","三重県
助言H16.9.21E0101","(財)三重県建設技術センター
国際航業(株)
玉野総合コンサルタント(株)
(株)パスコ
(株)富士測量
(有)大起設計所
(株)キタガワテック
坂口測量(有)
(有)山川測量設計
(有)ジオ
(株)大和総合企画
(有)南英コンサルタント
(有)東海プロジェクト
福本測量設計事務所
(有)御紀測量","H16.9.21
H17.1.5",,
三重県,"芸濃町,",地籍調査,その他,,5point,"芸濃町
助言H16.9.16E0106",協同測量社,"H16.10.1
H17.3.5",,
三重県,"伊賀町,",ほ場整備,基準点,2級,4point,"伊賀県民局農政商工部
助言H16.9.17E0107",(株)共同技術コンサルタント,"H16.9.17
H17.3.10",,
三重県,"多度町,",地籍調査,その他,,,"多度町
助言H16.10.5E0114",(株)上智,"H16.10.5
H16.12.30",,
三重県,"いなべ市,",地籍調査,その他,,,"いなべ市
助言H16.10.7E0117",(株)上智,"H16.10.7
H16.12.30",,
三重県,"木曽岬町,長島町,川越町,四日市市,楠町,桑名市,",地盤変動調査,水準,１級,106.0km,"三重県
助言H16.10.22E0132",三幸コンサルタント(株),"H16.10.25
H17.3.18",,
三重県,"四日市市,川越町,",路線測量,"基準点,基準点,基準点","2級,,3級,,4級","4point,9point,51point","中部地方整備局四日市港湾事務所
助言H16.10.27E0138",サンコーコンサルタント(株),"H16.10.27
H16.12.20",,
三重県,"志摩市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","6point,14point,80point","阿児町小向井土地区画整理組合
助言H16.11.4E0148",南海カツマ(株),"H16.11.4
H16.12.20",,
三重県,"津市,",施設測量調査,"基準点,基準点","3級,,4級","4point,12point","名古屋防衛施設支局
助言H16.11.19E0159",丸栄調査設計(株),"H16.11.19
H17.2.18",,
三重県,"川越町,朝日町,",道路台帳,"基準点,基準点","１級,,3級","5point,3point","北勢国道事務所
助言H16.11.29E0163",中日本航空(株),"H16.11.29
H16.11.30",,
三重県,"南島町,",確定測量,基準点,2級,2point,"南島町
助言H16.12.9E0179",三重県土地改良事業団体連合会,"H16.12.9
H17.3.25",,
三重県,"大内山村,",地籍調査,その他,,,"大内山村
助言H16.12.14E0186",(株)コンサルテイング中勢,"H16.12.14
H17.1.30",,
三重県,"四日市市,",確定測量,基準点,2級,3point,"札場土地改良区
助言H16.12.15E0190",三重県土地改良事業団体連合会,"H16.12.15
H17.3.25",,
三重県,"木曽岬町,",土地区画整理,"基準点,基準点,基準点,水準,水準,平板","2級,,3級,,4級,,3級,,4級,,500","2point,3point,66point,2.2km,1.4km,0.3KM2","木曽岬町
助言H17.1.6E0205",(株)オオバ,"H17.1.6
H17.3.25",,
三重県,"津市,",地図調整,"基準点,基準点","街区三角点,,街区多角点","22.3KM2,22.3KM2","国土交通省土地･水資源局国土調査
課
助言H17.1.18E0214",南海カツマ(株),"H17.1.18
H17.6.30",,
三重県,"四日市市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","20.7KM2,20.7KM2","国土交通省土地･水資源局国土交通
省調査課
助言H17.1.18E0215",丸栄調査設計(株),"H17.1.18
H17.8.15",,
三重県,"四日市市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","20.9KM2,20.9KM2","国土交通省土地･水資源局国土調査
課
助言H17.1.18E0216",三重測量(株),"H17.1.18
H17.6.30",,
三重県,"度会町,",地籍調査,基準点,,,"度会町
助言H17.1.17E0236",(株)コンサルテイング中勢,"H17.1.17
H17.2.25",,
三重県,"朝日町,",地籍調査,基準点,,,"朝日町
助言H17.1.18E0237",(株)上智,"H17.1.18
H17.1.30",,
三重県,"亀山市,",地籍調査,基準点,,,"亀山市
助言H17.1.20E0239",(株)上智,"H17.1.20
H17.1.30",,
三重県,"東員町,",地籍調査,基準点,,,"東員町
助言H17.1.20E0240",(株)上智,"H17.1.20
H17.2.15",,
三重県,"津市,",総合計画,"カラー撮影,既成図数値化,数値図修正","8000,,1000,,1000","12.0KM2,2.0KM2,12.0KM2","三重県
助言H17.1.26E0244",(株)パスコ,"H17.1.26
H17.3.25",,
三重県,"伊勢市,",河川計画,写測図化,1000,2.3KM2,"三重河川国道事務所
助言H17.2.10E0259",中日本航空(株),"H17.2.10
H17.2.28",,
三重県,"松阪市,",確定測量,基準点,2級,4point,"松阪地方県民局晨政商工部
助言H17.2.18E0271",三重県土地改良事業団体連合会,"H17.2.18
H17.3.18",,
三重県,"芸濃町,",確定測量,基準点,2級,3point,"芸濃町
助言H17.2.18E0273",三重県土地改良事業団体連合会,"H17.2.18
H17.3.25",,
三重県,"伊勢市,小俣町,",河川計画,"基準点,基準点,水準","2級,,3級,,3級","9point,29point,5.0km","中部地方整備局三重河川国道事務所
助言H17.2.25E0282",(株)新東海コンサルタント,"H17.2.25
H17.3.25",,
三重県,"美里村,",下水道台帳,写測図化,1000,1.0KM2,"美里村
助言H17.2.22E0284",中日本航空(株),"H17.2.22
H17.2.25",,
三重県,"桑名市,",固定資産,カラー撮影,10000,112.3KM2,"桑名市
助言H17.2.28E0287",朝日航洋(株),"H17.2.28
H17.3.31",,
三重県,"川越町,朝日町,",道路台帳,"基準点,基準点","3級,,4級","23point,99point","中部地方整備局北勢国道事務所
助言H17.3.23E0288",中日本航空(株),"H17.3.23
H17.3.25",,
三重県,"熊野市,",確定測量,基準点,2級,3point,"紀南県民局晨政商工部
助言H17.3.16E0289",三重県土地改良事業団体連合会,"H17.3.16
H17.3.18",,
三重県,"紀和町,",確定測量,基準点,2級,4point,"紀南県民局晨政商工部
助言H17.3.2E0290",三重県土地改良事業団体連合会,"H17.3.2
H17.3.22",,
三重県,"桑名市,",道路計画,"基準点,基準点","2級,,4級","2point,16point","中部地方整備局北勢国道事務所
助言H17.3.3E0294",日本空間情報技術(株),"H17.3.3
H17.3.30",,
三重県,"桑名市,",都市計画,"カラー撮影,写測図化","4000,,500","2.0KM2,0.5KM2","北勢国道事務所
助言H17.3.3E0296",日本空間情報技術(株),"H17.3.3
H17.3.30",,
三重県,"飯南町,",道路台帳,平板･修正,1000,0.1KM2,"飯南町
助言H17.3.7E0303",アジア航測(株),"H17.3.7
H17.3.15",,
三重県,"上野市,",確定測量,基準点,3級,20point,"伊賀県民局晨政商工部
助言H17.3.14E0307",三重県土地改良事業団体連合会,"H17.3.14
H17.3.15",,
三重県,"四日市市,",農道台帳,"カラー撮影,数値図化","10000,,1000","7.4KM2,0.3KM2","三重県北勢県民局
助言H17.3.18E0314",中日本航空(株),"H17.3.18
H17.3.22",,
三重県,"二見町,",道路台帳,"平板,既成図数値化","1000,,1000","0.3KM2,0.3KM2","二見町
助言H17.3.18E0316",中日本航空(株),"H17.3.18
H17.3.25",,
滋賀県,"信楽町,",下水道計画,"基準点,地上数値法","４級,,500","112point,0.4KM2","滋賀県信楽町
助言H16.5.11F0017",近畿設計測量(株),"H16.3.2
H16.8.30",,
滋賀県,"水口町,",土地区画整理,"基準点,基準点,地上数値法","3級,,4級,,500","7point,24point,0.1KM2","水口町虫生野土地区画整理組合
助言H16.5.13F0020",村上興業(株),"H16.5.10
H17.10.31",,
滋賀県,"甲南町,",座標変換,座標変換,1000,49.7KM2,"滋賀県甲南町
助言H16.6.14F0034",(株)ワールド,"H16.5.7
H16.10.29",,
滋賀県,"能登川町,",土地区画整理,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","4point,12point,154point,0.3KM2","滋賀県能登川町
助言H16.6.30F0051",(株)サンワコン,"H16.6.28
H16.8.31",,
滋賀県,"彦根市,",下水道台帳,"カラー撮影,数値図化,空三,座標変換","5000,,500,,,,500","5.8KM2,1.1KM2,11M,0.1KM2","滋賀県彦根市
助言H16.7.12F0073",(株)石居設計,"H16.6.10
H17.1.25",,
滋賀県,"水口町,",座標変換,"座標変換,座標変換","2級,,3級","3point,3point","水口町的場土地区画整理組合
助言H16.8.13F0107",(株)新洲,"H16.7.28
H17.3.25",,
滋賀県,"草津市,",固定資産,カラー撮影,4000,48.2KM2,"滋賀県草津市
助言H16.8.16F0112",(株)パスコ,"H16.8.1
H17.3.31",,
滋賀県,"大津市,",総合計画,基準点,4級,20point,"滋賀県大津市
助言H16.8.25F0122",(株)モリタ,"H16.8.17
H17.3.31",,
滋賀県,"大津市,",道路台帳,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","9point,16point,28point,0.1KM2","滋賀県大津市
助言H16.9.2F0130",富二設計コンサルティング(株),"H16.7.27
H16.10.29",,
滋賀県,"大津市,",道路台帳,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","9point,13point,47point,0.1KM2","滋賀県大津市
助言H16.9.6F0131",(株)白川測量設計事務所,"H16.7.27
H16.10.30",,
滋賀県,"石部町,",座標変換,座標変換,2500,15.0KM2,"滋賀県石部町
助言H16.9.2F0133",富士測量(株),"H16.8.20
H16.9.21",,
滋賀県,"朽木村,",公園台帳,"カラー撮影,数値図化,空三","10000,,1000,,","2.6KM2,0.8KM2,5M","滋賀県朽木村
助言H16.9.7F0136",内外エンジニアリング(株),"H16.6.18
H16.11.25",,
滋賀県,"水口町,土山町,甲賀町,甲南町,信楽町,",固定資産,カラー撮影,10000,481.7KM2,"滋賀県水口町
助言H16.9.16F0147",(株)パスコ,"H16.9.1
H17.3.31",,
滋賀県,"大津市,草津市,栗東市,石部町,甲西町,水口町,土山町,",道路管理,"基準点,座標変換","１級,,500","42point,3.7KM2","近畿地方整備局滋賀国道事務所
助言H16.9.29F0156",国際航業(株),"H16.8.7
H17.1.3",,
滋賀県,"石部町,甲西町,",固定資産,カラー撮影,4000,70.5KM2,"滋賀県甲西町
助言H16.10.1F0164",(株)パスコ,"H16.9.27
H17.3.31",,
滋賀県,"大津市,",GIS基盤地図データ作成,"カラー撮影,数値図修正,数値図修正,写真図,既成図数値化","8000,,1000,,2500,,1000,,500","302.3KM2,302.3KM2,302.3KM2,302.3KM2,151.6KM2","滋賀県大津市
助言H16.10.4F0165",国際航業(株),"H16.9.10
H17.3.31",,
滋賀県,"大津市,志賀町,マキノ町,今津町,新旭町,",道路管理,"基準点,座標変換","１級,,250","64point,0.5KM2","近畿地方整備局滋賀国道事務所
助言H16.10.8F0173",アジア航測(株),"H16.10.8
H17.1.8",,
滋賀県,"能登川町,愛知川町,",道路計画,数値図化,1000,"7point,24point,0.1KM2","滋賀県東近江地域振興局
助言H16.10.13F0176",(株)パスコ,"H16.9.13
H16.12.28",,
滋賀県,"栗東市,石部町,",道路計画,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,2point,80point,0.2KM2","近畿地方整備局滋賀国道事務所
助言H16.10.18F0181",(株)アクトコンサルタント,"H16.7.22
H17.2.10",,
滋賀県,"草津市,",都市計画,"カラー撮影,数値図修正","10000,,2500","48.2KM2,48.2KM2","滋賀県草津市
助言H16.10.19F0187",アジア航測(株),"H16.9.22
H17.3.15",,
滋賀県,"中主町,野洲町,",固定資産,カラー撮影,10000,61.5KM2,"滋賀県野洲市
助言H16.10.25F0190",(株)パスコ,"H16.10.15
H17.2.18",,
滋賀県,"八日市市,永源寺町,五個荘町,愛東町,湖東町,",都市計画,"カラー撮影,カラー撮影,座標変換,数値図修正","10000,,4000,,2500,,2500","317.0KM2,68.0KM2,52.6KM2,0.2KM2","滋賀県八日市市
助言H16.10.29F0194",(株)パスコ,"H16.10.1
H17.3.25",,
滋賀県,"近江町,",固定資産,カラー撮影,10000,18.0KM2,"滋賀県近江町
助言H16.11.8F0204",(株)パスコ,"H16.10.25
H17.3.18",,
滋賀県,"大津市,",陵墓地形図作成,"基準点,基準点","3級,,4級","3point,22point","宮内庁書陵部陵墓課
助言H16.11.17F0221",天理技研(株),"H16.11.1
H17.3.31",,
滋賀県,"米原町,近江町,",道路台帳,"基準点,水準,カラー撮影,数値図化,空三","１級,,３級,,4000,,500,,","4point,7.0km,3.4KM2,0.3KM2,10M","近畿地方整備局滋賀国道事務所
助言H16.11.17F0222",中日本航空(株),"H16.11.1
H17.3.6",,
滋賀県,"甲良町,",下水道台帳,"数値図化,座標変換",500,"0.3KM2,0.3KM2","滋賀県甲良町
助言H16.11.19F0227",アジア航測(株),"H16.7.10
H17.3.17",,
滋賀県,"草津市,栗東市,",道路計画,"基準点,基準点,基準点,水準,地上数値法","2級,,3級,,4級,,2級,,500","7point,11point,208point,10.7km,4point,0.4KM2","滋賀県湖南地域振興局
助言H16.11.24F0229",(株)新洲,"H16.7.8
H16.12.24",,
滋賀県,"彦根市,長浜市,山東町,米原町,近江町,虎姫町,湖北町,びわ町,高月町,木之本町,西浅井町,",道路管理,"基準点,座標変換","１級,,500","56point,3.3KM2","近畿地方整備局滋賀国道事務所
助言H16.11.24F0234",セントラルコンサルタント(株),"H16.8.11
H17.2.5",,
滋賀県,"栗東市,",公共基準点移設,基準点,2級,1point,"滋賀県栗東市
助言H16.11.30F0241",(株)サンワコン,"H16.10.25
H16.12.10",,
滋賀県,"大津市,近江八幡市,守山市,中主町,",河川管理,"座標変換,既成図数値化,数値図修正","2500,,2500,,2500","39.6KM2,39.6KM2,39.6KM2","独立行政法人水資源機構琵琶湖開発
総合管理所
助言H16.12.8F0244",アジア航測(株),"H16.10.30
H17.3.28",,
滋賀県,"大津市,信楽町,",ダム計画,その他,航空レーザ,32.0KM2,"辺畿地万整備局大J==り||タムエ畢畢務所
助言H16.12.14F0253",アジア航測(株),"H16.11.25
H17.2.28",,
滋賀県,"朽木村,",ほ場整備,基準点,2級,4point,"滋賀県朽木村
助言H16.12.21F0261",(株)ワカサコンサル,"H16.12.15
H17.3.10",,
滋賀県,"蒲生町,日野町,",固定資産,カラー撮影,8000,152.3KM2,"滋賀県蒲生町
助言H16.12.21F0262",(株)パスコ,"H16.11.12
H17.3.18",,
滋賀県,"蒲生町,日野町,",固定資産,カラー撮影,8000,"7point,24point,0.1KM2","滋賀県日野町
助言H16.12.21F0263",(株)パスコ,"H16.11.12
H17.3.18",,
滋賀県,"伊吹町,",固定資産,カラー撮影,8000,109.2KM2,"滋賀県伊吹町
助言H16.12.21F0266",国際航業(株),"H16.7.16
H16.12.27",,
滋賀県,"彦根市,",ほ場整備,基準点,2級,8point,"滋賀県
助言H17.1.24F0284",大杉調査設計(株),"H16.10.6
H17.3.25",,
滋賀県,"志賀町,",不動産登記法第17条地図作製,"基準点,基準点","3級,,4級","4point,48point","大津地方法務局
助言H17.1.11F0290",京津測量(株),"
H17.1.11

H17.3.31",,
滋賀県,"栗東市,",下水道計画,"カラー撮影,既成図数値化,数値図修正","4000,,500,,500","4.4KM2,0.2KM2,0.4KM2","滋賀県栗東市
助言H17.1.12F0294",(株)かんこう,"H16.12.9
H17.3.18",,
滋賀県,"大津市,彦根市,長浜市,近江八幡市,草津市,守山市,中主町,能登川町,米原町,湖北町,びわ町,今津町,安曇川町,高島町,新旭町,",施設変動調査,水準,2級,73.2km,"独立行政法人水資源機構琵琶湖開発
総合管理所
助言H17.1.13F0299",(株)オーテーシー,"H16.12.7
H17.3.26",,
滋賀県県境京都府,"大津市,県境京都市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","4.6KM2,5.0KM2","土地･水資源局国土調査課
助言H17.1.21F0304",内外エンジニアリング(株),"H16.10.8
H16.12.20",,
滋賀県,"大津市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","2.9KM2,10.4KM2","土地･水資源局国土調査課
助言H17.1.21F0305",(株)鈴鹿設計事務所,"H16.10.8
H17.1.12",,
滋賀県,"大津市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","5.5KM2,9.8KM2","土地･水資源局国土調査課
助言H17.1.21F0306",昭和測量設計(株),"H16.10.8
H17.1.11",,
滋賀県,"彦根市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,3point,15point","彦根市本町土地区画整理組合
助言H17.2.3F0356",(株)サンワコン,"H17.2.3
H17.3.31",,
滋賀県,"大津市,",道路台帳,"基準点,地上数値法","4級,,500","50point,0.1KM2","滋賀県大津市
助言H17.2.9F0362",(有)井門測量,"H16.12.13
H17.3.18",,
滋賀県,"大津市,近江八幡市,草津市,守山市,志賀町,中主町,野洲町,",河川管理,数値図化,5000,123.0KM2,"近畿地方整備局琵琶湖河川事務所
助言H17.2.10F0365",(株)かんこう,"H16.12.28
H17.3.25",,
滋賀県,"大津市,草津市,栗東市,",河川管理,カラー撮影,5000,11.5KM2,"近畿地方整備局琵琶湖河川事務所
助言H17.2.14F0372",(株)GIS関西,"H16.12.22
H17.2.18",,
滋賀県,"彦根市,",下水処理場建設計画,"基準点,基準点","１級,,3級","3point,3point","滋賀県東北部流域下水道事務所
助言H17.2.28F0377",(株)石居設計,"H17.2.8
H17.6.30",,
滋賀県,"大津市,",道路台帳,基準点,4級,7point,"滋賀県大津市
助言H17.3.10F0401",(株)ハ景技術,"H17.1.7
H17.3.18",,
滋賀県,"大津市,",河川計画,基準点,4級,11point,"滋賀県大津市
助言H17.3.14F0403",内外エンジニアリング(株),"H17.3.7
H17.3.25",,
滋賀県,"彦根市,",道路計画,"基準点,基準点","2級,,3級","3point,4point","近畿地方整備局滋賀国道事務所
助言H17.3.22F0433",(株)スリーェスコンサルタンツ,"H17.2.11
H17.3.31",,
滋賀県,"野洲市,",総合計画,基準点,2級,1point,"滋賀県野洲市
助言H17.3.30F0439",環境設計(株),"H17.2.7
H17.5.31",,
滋賀県,"大津市,",総合計画,基準点,4級,39point,"滋賀県大津市
助言H17.3.30F0441",(株)アクトコンサルタント,"H17.3.24
H17.3.31",,
滋賀県,"大津市,",総合計画,基準点,4級,"7point,24point,0.1KM2","滋賀県大津市
助言H17.3.30F0442",昭和測量設計(株),"H17.3.24
H17.3.31",,
滋賀県,"大津市,",道路整備,"基準点,基準点","3級,,4級","4point,10point","滋賀県大津市
助言H17.3.31F0453",(株)オリェンタルコンサルタンツ,"H17.3.31
H17.4.30",,
滋賀県,"大津市,",地籍調査,"基準点,基準点","街区点基本,,街区点特定","18.1KM2,0.2KM2","土地･水資源局国土調査課
助言H17.3.31F0454",正和設計(株),"H17.1.24
H17.3.7",,
滋賀県,"大津市,",地籍調査,"基準点,基準点","街区点基本,,街区点特定","14.6KM2,0.1KM2","土地･水資源局国土調査課
助言H17.3.31F0455",(株)モリタ,"H17.1.24
H17.3.22",,
京都府,"八幡市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","9point,40point,0.1KM2","ハ幡市上奈良土地区画整理組合
助言H16.4.8F0003",(株)オオバ,"H16.4.1
H17.3.31",,
京都府,"亀岡市,",座標変換,"座標変換,座標変換,座標変換","１級,,2級,,3級","8point,8point,92point","近畿晨政局亀岡晨地整備事業建設所
助言H16.4.13F0007",(株)アサヒアジア,"H15.9.10
H16.5.31",,
京都府,"京都市,",土地区画整理,"座標変換,基準点","2級,,3級","5point,16point","京都府京都市
助言H16.4.22F0009",牧草コンサルタンツ(株),"H14.10.24
H16.6.30",,
京都府,"八幡市,",土地区画整理,基準点,3級,3point,"ハ幡市橋本晨住組合
助言H16.4.22F0010",幸陽測量設計(株),"H16.5.12
H16.11.30",,
京都府,"大江町,",計画,基準点,3級,1point,"近畿地方整備局福知山河川国道
事務所
助言H16.4.27F0013",塩見測量設計(株),"H16.3.9
H16.5.31",,
京都府,"宮津市,",座標変換,"座標変換,座標変換,座標変換","3級,,4級,,500","4point,71point,0.1KM2","宮津市獅子崎区画整理組合
助言H16.5.25F0026",(株)ソーゴーギケン,"H16.5.17
H16.9.30",,
京都府,"亀岡市,",都市計画,写測修正,2500,12.0KM2,"京都府亀岡市
助言H16.6.9F0032",(株)かんこう,"H16.6.1
H16.11.13",,
京都府,"京田辺市,",ほ場整備,"基準点,地上数値法","3級,,500","6point,0.1KM2","京都府山城土地改良事務所
助言H16.6.9F0033",都コンサルタント(株),"H16.6.11
H17.3.30",,
京都府,"亀岡市,",固定資産,"カラー撮影,カラー撮影,写真図,写真図","8000,,4000,,1000,,500","224.0KM2,10.1KM2,224.0KM2,10.1KM2","京都府亀岡市
助言H16.6.14F0036",(株)パスコ,"H16.5.21
H16.8.31",,
京都府,"宇治市,城陽市,",砂防計画,数値図化,2500,47.0KM2,"京都府山城北土木事務所
助言H16.6.14F0039",(株)ウェスコ,"H16.6.1
H16.9.30",,
京都府,"宮津市,",道路計画,基準点,2級,1point,"京都府道路公社建設事務所
助言H16.6.14F0040",内外エンジニアリング(株),"H16.6.14
H16.6.30",,
京都府,"福知山市,",都市計画･道路台帳,"数値図化,数値図化","1000,,2500","6.0KM2,14.1KM2","京都府福知山市
助言H16.6.25F0047",国際航業(株),"H16.6.14
H17.1.31",,
京都府,"長岡京市,",土地区画整理,基準点,3級,3point,"下海印寺土地区画整理組合設立
準備会
助言H16.6.28F0048",南海カツマ(株),"H16.6.21
H16.12.30",,
京都府,"綾部市,",都市計画,"座標変換,カラー撮影,写測修正,既成図数値化","2500,,12500,,2500,,2500","64.2KM2,48.0KM2,15.0KM2,15.0KM2","京都府綾部市
助言H16.6.25F0050",富士測量(株),"H16.6.8
H16.12.4",,
京都府,"京都市,",農地防災事業,水準,2級,6.6km,"近畿晨政局巨椋池晨地防災事業所
助言H16.7.8F0064",(株)ケーシック,"H16.7.5
H16.7.31",,
京都府,"久御山町,",新市街地整備,"基準点,基準点,基準点,水準,平板","2級,,3級,,4級,,3級,,500","7point,24point,0.1KM2","京都府久御山町
助言H16.7.16F0074",(株)かんこう,"H16.6.16
H17.3.10",,
京都府,"福知山市,",土地改良,"基準点,基準点,地上数値法","3級,,4級,,500","4point,9point,0.1KM2","福知山市土地改良区
助言H16.7.21F0079",(株)ウェスコ,"H16.7.30
H16.12.24",,
京都府,"舞鶴市,",砂防計画,基準点,3級,4point,"京都府中丹東土木事務所
助言H16.7.30F0086",内外エンジニアリング(株),"H16.7.20
H16.11.5",,
京都府,"八木町,",固定資産,"カラー撮影,写真図","8000,,1000","49.0KM2,49.0KM2","京都府八木町
助言H16.8.23F0117",(株)パスコ,"H16.4.25
H16.8.31",,
京都府,"丹波町,和知町,",道路台帳,"基準点,基準点,数値図化,空三","2級,,3級,,500,,","10point,17point,0.9KM2,49M","近畿地方整備局福知山河川国道
事務所
助言H16.8.23F0118",中日本航空(株),"H16.7.21
H17.3.10",,
