都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
北海道,"旭川市,",その他,"復旧測量(基準点),復旧測量(基準点)","２級,,３級","2point,11point","北海道旭川市 
助言　　　H25.9.19  A0457",旭川設計測量株式会社 ,"H25.9.18 
H25.12.10",,
北海道,"恵庭市,",その他,"基準点測量,基準点測量,基準点測量","３級,,座標変換2級,,座標変換3級","1point,3point,1point","北海道空知総合振興局 
助言　　　H25.9.26  A0458","ヤザワ測量設計株式会
社 ","H25.9.18 
H25.10.21",,
北海道,"音更町,",その他,基準点測量,２級,2point,"北海道十勝総合振興局 
助言　　　H25.9.20  A0459",株式会社田中測量設計 ,"H25.9.25 
H25.11.29",,
北海道,"函館市,",その他,MMS計測,500,170.49km,"北海道函館市 
助言　　　H25.9.26  A0460",株式会社ＧＩＳ北海道 ,"H25.9.19 
H25.12.20",,
北海道,"利尻富士町,",その他,数値撮影(デジタル),16,33.69KM2,"北海道宗谷総合振興局 
助言　　　H25.9.20  A0461","株式会社シン技術コンサ
ル ","H25.9.18 
H26.2.20",,
北海道,"弟子屈町,",その他,基準点測量,２級,1point,"北海道開発局釧路開発建設部 
助言　　　H25.9.24  A0462","山下コンサルタント株式
会社 ","H25.9.14 
H25.12.26",,
北海道,"紋別市,",その他,基準点測量,１級,2point,"北海道オホーツク総合振興局 
助言　　　H25.9.24  A0463","北王設計コンサルタント
株式会社 ","H25.9.20 
H25.10.30",,
北海道,"深川市,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道空知総合振興局 
助言　　　H25.9.26  A0464","上島技術コンサルタント
株式会社 ","H25.9.19 
H25.12.10",,
北海道,"神恵内村,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道後志総合振興局 
助言　　　H25.9.26  A0465",株式会社石橋測量 ,"H25.9.20 
H25.10.30",,
北海道,"豊浦町,浦河町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道胆振総合振興局 
助言　　　H25.9.26  A0466",中央測建株式会社 ,"H25.9.20 
H25.11.20",,
北海道,"白老町,",その他,基準点測量,１級,2point,"北海道胆振総合振興局 
助言　　　H25.9.26  A0467",北海航測株式会社 ,"H25.9.20 
H26.1.20",,
北海道,"当麻町,",その他,"基準点測量,基準点測量","１級,,３級","2point,9point","北海道上川総合振興局 
助言　　　H25.9.25  A0468",北海航測株式会社 ,"H25.9.26 
H26.3.10",,
北海道,"当麻町,",その他,"基準点測量,基準点測量","１級,,３級","2point,30point","北海道上川総合振興局 
助言　　　H25.9.25  A0469","株式会社富士建設コン
サル ","H25.9.26 
H26.3.10",,
北海道,"留萌市,",その他,復旧測量(基準点),２級,7point,"北海道開発局留萌開発建設部 
助言　　　H25.9.25  A0470",三和航測株式会社 ,"H25.9.20 
H25.12.17",,
北海道,"旭川市,",その他,基準点測量,２級,1point,"北海道開発局旭川開発建設部 
助言　　　H25.9.25  A0471",株式会社フジ土木設計 ,"H25.9.20 
H25.12.6",,
北海道,"遠別町,",その他,基準点測量,３級,6point,"北海道留萌振興局 
助言　　　H25.9.25  A0472","北海道土木設計株式会
社 ","H25.9.20 
H26.3.20",,
北海道,"札幌市,",その他,数値撮影(デジタル),20,488.6KM2,"北海道開発局札幌開発建設部 
助言　　　H25.9.26  A0473",国際航業株式会社 ,"H25.9.20 
H26.1.20",,
北海道,"倶知安町,共和町,喜茂別町,",その他,"数値撮影(デジタル),数値撮影(デジタル),数値撮影(デジタル),数値図化(同時調整含む)","12,,19,,12,,1000","4.8KM2,69KM2,5.5KM2,4.8KM2","北海道開発局小樽開発建設部 
助言　　　H25.9.26  A0474",株式会社八州 ,"H25.9.25 
H25.11.29",,
北海道,"木古内町,",その他,基準点測量,３級,7point,"北海道渡島総合振興局 
助言　　　H25.9.30  A0475","株式会社北海道技術コ
ンサルタント ","H25.9.26 
H26.2.26",,
北海道,"函館市,",その他,"基準点測量,基準点測量","２級,,３級","3point,3point","北海道渡島総合振興局 
助言　　　H25.9.30  A0476",株式会社東鵬開発 ,"H25.9.26 
H26.2.10",,
北海道,"鹿追町,",その他,基準点測量,３級,16point,"北海道開発局帯広開発建設部 
助言　　　H25.10.1  A0477",冨洋設計株式会社 ,"H25.9.7 
H25.10.31",,
北海道,"北見市,",その他,"基準点測量,基準点測量","３級,,４級","2point,12point","北海道オホーツク総合振興局 
助言　　　H25.9.30  A0478","北海道土木設計株式会
社 ","H25.9.26 
H26.3.20",,
北海道,"釧路市,",その他,基準点測量,２級,4point,"北海道釧路市 
助言　　　H25.9.30  A0479","株式会社郡土木コンサ
ルタント ","H25.9.26 
H25.12.10",,
北海道,"白老町,浦河町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道胆振総合振興局 
助言　　　H25.9.30  A0480",和光技研株式会社 ,"H25.9.27 
H26.2.28",,
北海道,"釧路町,",その他,"基準点測量,基準点測量","１級,,２級","2point,1point","北海道釧路総合振興局 
助言　　　H25.9.30  A0481","株式会社北海道技術コ
ンサルタント ","H25.9.21 
H25.12.20",,
北海道,"白老町,室蘭市,",その他,"基準点測量,基準点測量","３級,,４級","6point,15point","北海道開発局室蘭開発建設部 
助言　　　H25.9.30  A0482",日章測量設計株式会社 ,"H25.9.27 
H25.12.4",,
北海道,"喜茂別町,",その他,基準点測量,３級,1point,"北海道開発局小樽開発建設部 
助言　　　H25.9.30  A0483","オオハシコンサルタント
株式会社 ","H25.9.27 
H25.11.14",,
北海道,"下川町,",その他,数値図化,2500,5.44KM2,"北海道下川町 
助言　　　H25.9.30  A0484","株式会社シン技術コンサ
ル ","H25.7.16 
H25.12.13",,
北海道,"苫前町,",その他,基準点測量,１級,2point,"北海道開発局留萌開発建設部 
助言　　　H25.9.30  A0485",旭川設計測量株式会社 ,"H25.9.26 
H25.11.15",,
北海道,"旭川市,",その他,"基準点測量,基準点測量","１級,,３級","4point,24point","北海道上川総合振興局 
助言　　　H25.10.1  A0486","株式会社アース設計事
務所 ","H25.9.27 
H26.2.20",,
北海道,"旭川市,",その他,"基準点測量,基準点測量","１級,,３級","2point,26point","北海道上川総合振興局 
助言　　　H25.10.1  A0487","株式会社ルーラルエンジ
ニア ","H25.9.27 
H26.3.20",,
北海道,"小樽市,",その他,基準点測量,３級,1point,"北海道後志総合振興局 
助言　　　H25.10.1  A0488",北盟測量株式会社 ,"H25.9.30 
H25.11.20",,
北海道,"白糠町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部 
助言　　　H25.10.3  A0490","株式会社郡土木コンサ
ルタント ","H25.9.27 
H26.2.14",,
北海道,"釧路町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部
釧路道路事務所 
助言　　　H25.10.3  A0491","株式会社郡土木コンサ
ルタント ","H25.9.27 
H26.1.25",,
北海道,"音更町,",その他,"基準点測量,基準点測量","２級,,３級","3point,5point","北海道開発局帯広開発建設部 
助言　　　H25.10.3  A0492",冨洋設計株式会社 ,"H25.9.27 
H26.3.10",,
北海道,"幕別町,",その他,基準点測量,３級,11point,"北海道十勝総合振興局 
助言　　　H25.10.3  A0493",東和工研株式会社 ,"H25.9.27 
H26.3.10",,
北海道,"当別町,",その他,数値図化,2500,0.976KM2,"北海道空知総合振興局 
助言　　　H25.10.2  A0494","共和コンサルタント株式
会社 ","H25.9.20 
H26.2.20",,
北海道,"別海町,",その他,"基準点測量,基準点測量","２級,,３級","1point,8point","北海道開発局釧路開発建設部 
助言　　　H25.10.3  A0495",株式会社アルファ技研 ,"H25.9.18 
H25.11.30",,
北海道,"壮瞥町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道胆振総合振興局 
助言　　　H25.10.7  A0496",有限会社羽澤測量 ,"H25.10.3 
H25.12.10",,
北海道,"小樽市,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道後志総合振興局 
助言　　　H25.10.7  A0497","株式会社モリ技術コンサ
ル ","H25.10.3 
H25.12.2",,
北海道,"余市町,",その他,"基準点測量,基準点測量","１級,,３級","2point,4point","北海道後志総合振興局 
助言　　　H25.10.9  A0498",有限会社大野測量 ,"H25.10.3 
H25.12.20",,
北海道,"伊達市,",その他,基準点測量,３級,4point,"北海道開発局室蘭開発建設部 
助言　　　H25.10.7  A0499",日章測量設計株式会社 ,"H25.10.3 
H25.11.18",,
北海道,"幌延町,",その他,基準点測量,２級,4point,"北海道開発局稚内開発建設部
稚内道路事務所 
助言　　　H25.10.4  A0500",宗谷測量株式会社 ,"H25.10.1 
H25.10.25",,
北海道,"幌延町,",その他,基準点測量,２級,3point,"北海道開発局稚内開発建設部
稚内道路事務所 
助言　　　H25.10.4  A0501","スミセキ・ジオテクノ株式
会社 ","H25.6.22 
H25.10.25",,
北海道,"釧路町,",その他,基準点測量,２級,2point,"北海道開発局釧路開発建設部 
助言　　　H25.10.8  A0502","山下コンサルタント株式
会社 ","H25.10.1 
H26.3.11",,
北海道,"別海町,",その他,"基準点測量,基準点測量","２級,,３級","3point,2point","北海道別海町 
助言　　　H25.10.8  A0503",岩浅測量設計有限会社 ,"H25.8.9 
H25.12.10",,
北海道,"猿払村,",その他,基準点測量,２級,2point,"北海道開発局稚内開発建設部 
助言　　　H25.10.7  A0504","五大建設コンサルタント
株式会社 ","H25.10.3 
H26.3.3",,
北海道,"下川町,",その他,基準点測量,３級,3point,"北海道開発局旭川開発建設部 
助言　　　H25.10.8  A0505   ","株式会社アクセスフィー
ルド ","H25.10.7 
H25.12.10",,
北海道,"深川市,",その他,基準点測量,３級,1point,"北海道空知総合振興局 
助言　　　H25.10.10  A0506",大洋技研株式会社 ,"H25.10.2 
H25.12.20",,
北海道,"当別町,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道空知総合振興局 
助言　　　H25.10.10  A0507",株式会社ケント技研 ,"H25.10.15 
H25.12.20",,
北海道,"北広島市,",その他,基準点測量,３級,3point,"北海道北広島市 
助言　　　H25.10.10  A0508","テーエス測量設計株式
会社 ","H25.10.4 
H25.11.22",,
北海道,"美唄市,",その他,"基準点測量,水準測量","１級,,３級","11point,43km","北海道開発局札幌開発建設部
岩見沢農業事務所 
助言　　　H25.10.15  A0509",株式会社アルト技研 ,"H25.10.18 
H26.3.10",,
北海道,"美唄市,",その他,"基準点測量,水準測量","１級,,３級","17point,34km","北海道開発局札幌開発建設部
岩見沢農業事務所 
助言　　　H25.10.15  A0510","株式会社ランドプランニ
ング ","H25.10.18 
H26.3.10",,
北海道,"足寄町,",その他,基準点測量,３級,1point,"北海道足寄町 
助言　　　H25.10.9  A0511",土木測量設計株式会社 ,"H25.10.21 
H25.11.29",,
北海道,"清水町,",その他,基準点測量,２級,3point,"北海道開発局帯広開発建設部
帯広道路事務所 
助言　　　H25.10.9  A0512","株式会社アサヒ建設コン
サルタント ","H25.10.15 
H25.11.15",,
北海道,"幕別町,",その他,基準点測量,２級,2point,"北海道十勝総合振興局 
助言　　　H25.10.9  A0513","有限会社西陽測量設計
社 ","H25.9.17 
H25.11.29",,
北海道,"音更町,広尾町,",その他,"数値撮影(デジタル),数値図化","12,,1000","27.77KM2,12.25KM2","北海道開発局帯広開発建設部 
助言　　　H26.1.20  A0514",国際航業株式会社 ,"H25.10.4 
H26.3.20",,
北海道,"せたな町,",その他,"基準点測量,基準点測量","１級,,３級","3point,10point","北海道渡島総合振興局 
助言　　　H25.10.9  A0515",株式会社測土開発 ,"H25.10.7 
H26.2.10",,
北海道,"室蘭市,",道路計画,MMS計測,500,24.2KM2,"北海道室蘭市 
助言　　　H25.10.11  A0516","ユニオンデーターシステ
ム株式会社 ","H25.10.7 
H26.3.14",,
北海道,"小清水町,",その他,"基準点測量,基準点測量","２級,,３級","2point,3point","北海道オホーツク総合振興局 
助言　　　H25.10.10  A0517",有限会社藤原工産 ,"H25.10.11 
H25.10.30",,
北海道,"網走市,",その他,基準点測量,３級,3point,"北海道オホーツク総合振興局 
助言　　　H25.10.10  A0518",有限会社藤原工産 ,"H25.8.7 
H25.12.10",,
北海道,"木古内町,",その他,基準点測量,３級,1point,"北海道渡島総合振興局 
助言　　　H25.10.10  A0519",臥牛測量設計株式会社 ,"H25.10.8 
H26.3.10",,
北海道,"福島町,",その他,基準点測量,３級,1point,"北海道渡島総合振興局 
助言　　　H25.10.10  A0520",北栄測量設計株式会社 ,"H25.10.8 
H26.1.20",,
北海道,"日高町,",その他,基準点測量,３級,4point,"北海道開発局室蘭開発建設部 
助言　　　H25.10.10  A0521","株式会社細道コンサルタ
ント ","H25.10.8 
H26.1.27",,
北海道,"千歳市,",その他,基準点測量,３級,2point,"北海道千歳市 
助言　　　H25.11.8  A0522",有限会社エイブル測地 ,"H25.10.5 
H26.1.30",,
北海道,"和寒町,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道上川総合振興局 
助言　　　H25.11.7  A0523","有限会社テーシーコンサ
ル ","H25.11.6 
H26.2.20",,
北海道,"別海町,",その他,基準点測量,３級,14point,"北海道開発局釧路開発建設部 
助言　　　H25.10.15  A0524","株式会社フロンティア技
研 ","H25.10.5 
H26.2.21",,
北海道,"別海町,",その他,"基準点測量,基準点測量","２級,,３級","7point,6point","北海道開発局釧路開発建設部 
助言　　　H25.10.25  A0525",株式会社農土コンサル ,"H25.10.5 
H26.2.14",,
北海道,"別海町,",その他,"基準点測量,基準点測量","２級,,３級","1point,7point","北海道開発局釧路開発建設部 
助言　　　H25.10.15  A0526","サンスイコンサルタント株
式会社 ","H25.10.5 
H26.3.7",,
北海道,"七飯町,",その他,基準点測量,３級,1point,"北海道渡島総合振興局 
助言　　　H25.10.10  A0527",西武測量株式会社 ,"H25.10.9 
H25.12.20",,
北海道,"北斗市,",その他,"基準点測量,基準点測量","２級,,３級","1point,3point","北海道渡島総合振興局 
助言　　　H25.10.10  A0528","株式会社開発調査研究
所 ","H25.10.9 
H26.3.10",,
北海道,"士別市,名寄市,",その他,"基準点測量,水準測量","２級,,２級","4point,4.3km","北海道開発局旭川開発建設部 
助言　　　H25.10.10  A0529","株式会社土木開発セン
ター ","H25.10.15 
H26.3.11",,
北海道,"由仁町,",その他,基準点測量,３級,4point,"北海道空知総合振興局 
助言　　　H25.10.17  A0530","メルテックコンサルタント
株式会社 ","H25.10.9 
H26.2.20",,
北海道,"上富良野町,",その他,基準点測量,３級,5point,"北海道上川総合振興局 
助言　　　H25.10.15  A0531","やまざきコンサルタント株
式会社 ","H25.10.9 
H26.2.20",,
北海道,"浦河町,新ひだか町,",その他,"基準点測量,基準点測量","２級,,３級","2point,2point","北海道開発局室蘭開発建設部 
助言　　　H25.10.15  A0532",新和測量株式会社 ,"H25.10.11 
H26.1.16",,
北海道,"浦河町,",その他,基準点測量,２級,2point,"北海道開発局室蘭開発建設部
浦河道路事務所 
助言　　　H25.10.15  A0533",株式会社桜井測量 ,"H25.10.11 
H25.12.19",,
北海道,"千歳市,",その他,基準点測量,３級,5point,"北海道千歳市 
助言　　　H25.10.17  A0534",株式会社池田測量設計 ,"H25.10.11 
H26.2.28",,
北海道,"士幌町,",その他,基準点測量,３級,6point,"北海道開発局帯広開発建設部 
助言　　　H25.10.17  A0535","株式会社イーエス総合研
究所 ","H25.10.9 
H26.3.17",,
北海道,"標茶町,",その他,基準点測量,３級,2point,"北海道釧路総合振興局 
助言　　　H25.10.17  A0536","大地コンサルタント株式
会社 ","H25.10.10 
H26.3.20",,
北海道,"弟子屈町,",その他,"基準点測量,路線測量","２級,,","3point,1km","北海道釧路総合振興局 
助言　　　H25.10.17  A0537",株式会社シビテック ,"H25.10.11 
H26.1.30",,
北海道,"留萌市,",その他,基準点測量,３級,3point,"北海道留萌振興局 
助言　　　H25.10.17  A0538",株式会社ネクシス光洋 ,"H25.10.10 
H26.1.10",,
北海道,"雄武町,",その他,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H25.10.17  A0539",北海設計株式会社 ,"H25.10.12 
H26.3.20",,
北海道,"七飯町,",その他,基準点測量,３級,10point,"北海道渡島総合振興局 
助言　　　H25.10.17  A0540","株式会社薄田測量設計
事務所 ","H25.10.15 
H26.1.30",,
北海道,"黒松内町,",その他,基準点測量,２級,2point,"北海道開発局小樽開発建設部 
助言　　　H25.10.17  A0541",株式会社石橋測量 ,"H25.9.27 
H25.11.20",,
北海道,"上ノ国町,",その他,基準点測量,３級,3point,"北海道渡島総合振興局 
助言　　　H25.10.17  A0542","株式会社シー・イー・
サービス ","H25.10.16 
H26.3.20",,
北海道,"湧別町,",その他,"基準点測量,基準点測量","１級,,３級","2point,3point","北海道オホーツク総合振興局 
助言　　　H25.10.17  A0543",株式会社カワムラ ,"H25.10.16 
H25.12.10",,
北海道,"幌加内町,旭川市,",その他,基準点測量,２級,1point,"北海道上川総合振興局 
助言　　　H25.10.18  A0544",株式会社北都測量社 ,"H25.10.12 
H26.3.10",,
北海道,"美瑛町,",その他,"基準点測量,基準点測量","１級,,３級","1point,8point","北海道上川総合振興局 
助言　　　H25.10.18  A0545",エイコー技研株式会社 ,"H25.10.15 
H26.3.20",,
北海道,"上川町,",その他,数値図化,2500,7.16KM2,"北海道上川町 
助言　　　H25.10.18  A0546","株式会社シン技術コンサ
ル ","H25.10.8 
H26.3.6",,
北海道,"南幌町,",その他,基準点測量,３級,3point,"北海道空知総合振興局 
助言　　　H25.10.21  A0547",株式会社みずほ栄設計 ,"H25.10.16 
H26.2.20",,
北海道,"猿払村,",その他,基準点測量,２級,3point,"北海道開発局稚内開発建設部 
助言　　　H25.10.18  A0548",アルスマエヤ株式会社 ,"H25.10.8 
H26.3.10",,
北海道,"鷹栖町,",その他,"基準点測量,水準測量","１級,,３級","15point,21km","北海道開発局旭川開発建設部 
助言　　　H25.10.18  A0549","株式会社三幸測量設計
社 ","H25.10.16 
H26.3.10",,
北海道,"増毛町,",その他,基準点測量,２級,2point,"北海道開発局留萌開発建設部
留萌開発事務所 
助言　　　H25.10.18  A0550","株式会社アサヒ建設コン
サルタント ","H25.10.17 
H25.11.30",,
北海道,"士別市,",その他,基準点測量,３級,1point,"北海道開発局旭川開発建設部 
助言　　　H25.10.18  A0551",旭川設計測量株式会社 ,"H25.9.26 
H26.2.24",,
北海道,"中富良野町,",その他,復旧測量(基準点),３級,4point,"北海道開発局旭川開発建設部 
助言　　　H25.10.21  A0552",株式会社農土コンサル ,"H25.10.17 
H25.11.22",,
北海道,"別海町,",その他,基準点測量,２級,6point,"北海道開発局釧路開発建設部 
助言　　　H25.10.21  A0553",株式会社ズコーシャ ,"H25.10.11 
H26.2.18",,
北海道,"更別村,",その他,"基準点測量,基準点測量","１級,,３級","3point,2point","北海道開発局帯広開発建設部 
助言　　　H25.10.21  A0554","アラヤ総合設計株式会
社 ","H25.10.17 
H25.12.4",,
北海道,"釧路市,釧路町,標茶町,弟子屈町,鶴居村,",その他,航空レーザ測量,1000,279.1KM2,"北海道開発局釧路開発建設部 
助言　　　H25.10.21  A0555",アジア航測株式会社 ,"H25.9.10 
H26.1.23",,
北海道,"小樽市,",その他,"基準点測量,基準点測量","２級,,３級","2point,4point","北海道後志総合振興局 
助言　　　H25.10.22  A0556",島口測量設計株式会社 ,"H25.10.21 
H26.2.28",,
北海道,"伊達市,",その他,基準点測量,３級,3point,"北海道胆振総合振興局 
助言　　　H25.10.22  A0557","道建コンサルタント株式
会社 ","H25.10.21 
H26.3.20",,
北海道,"せたな町,",その他,航空レーザ測量,2500,4KM2,"北海道開発局函館開発建設部 
助言　　　H25.10.22  A0558",株式会社パスコ ,"H25.10.21 
H26.2.28",,
北海道,"赤井川村,",その他,"基準点測量,基準点測量","１級,,３級","4point,10point","北海道赤井川村 
助言　　　H25.10.22  A0559","株式会社シー・イー・
サービス ","H25.10.21 
H26.2.28",,
北海道,"猿払村,",その他,基準点測量,２級,2point,"北海道開発局稚内開発建設部 
助言　　　H25.10.29  A0560","株式会社田西設計コン
サル ","H25.10.17 
H26.3.12",,
北海道,"遠別町,羽幌町,",その他,"基準点測量,基準点測量","１級,,３級","3point,3point","北海道留萌振興局 
助言　　　H25.10.29  A0561","株式会社シー・イー・
サービス ","H25.10.21 
H26.3.20",,
北海道,"士別市,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H25.10.29  A0562","株式会社アキマ光測量
設計 ","H25.10.18 
H26.3.20",,
北海道,"苫前町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道開発局留萌開発建設部 
助言　　　H25.10.29  A0563",大成測量設計株式会社 ,"H25.10.19 
H26.1.17",,
北海道,"羽幌町,",その他,"基準点測量,基準点測量","１級,,３級","2point,3point","北海道留萌振興局 
助言　　　H25.10.29  A0564","株式会社東亜エンジニア
リング ","H25.10.28 
H25.11.30",,
北海道,"千歳市,",その他,"基準点測量,基準点測量","２級,,３級","3point,6point","北海道空知総合振興局 
助言　　　H25.10.21  A0565","株式会社山調住建コン
サルタント ","H25.10.19 
H26.2.20",,
北海道,"七飯町,",その他,基準点測量,１級,1point,"北海道開発局函館開発建設部 
助言　　　H25.10.23  A0566","有限会社新量設計事務
所 ","H25.10.22 
H26.1.22",,
北海道,"東川町,上川町,愛別町,比布町,当麻町,東神楽町,旭川市,",その他,"数値撮影(デジタル),数値図化","14.5,,2500","90KM2,115.5KM2","北海道開発局旭川開発建設部 
助言　　　H25.10.31  A0567",三和航測株式会社 ,"H25.9.26 
H26.3.4",,
北海道,"北見市,紋別市,美幌町,津別町,小清水町,訓子府町,置戸町,遠軽町,湧別町,大空町,",その他,"数値撮影(デジタル),数値図化,数値図化","23,,5000,,2500","785.4KM2,41.3KM2,66.5KM2","北海道開発局網走開発建設部 
助言　　　H25.10.23  A0568",復建調査設計株式会社 ,"H25.10.5 
H26.3.10",,
北海道,"猿払村,",その他,基準点測量,２級,2point,"北海道開発局稚内開発建設部 
助言　　　H25.10.31  A0569",二水測量設計株式会社 ,"H25.10.19 
H26.3.17",,
北海道,"稚内市,",その他,"基準点測量,基準点測量","１級,,３級","9point,30point","北海道宗谷総合振興局 
助言　　　H25.10.31  A0570","パブリックコンサルタント
株式会社 ","H25.10.23 
H26.3.20",,
北海道,"稚内市,",その他,"基準点測量,基準点測量","１級,,３級","15point,50point","北海道宗谷総合振興局 
助言　　　H25.10.31  A0571","株式会社田西設計コン
サル ","H25.10.23 
H26.3.20",,
北海道,"上ノ国町,",その他,基準点測量,２級,2point,"北海道渡島総合振興局 
助言　　　H25.10.28  A0572",ダイシン設計株式会社 ,"H25.10.23 
H25.12.20",,
北海道,"北見市,",その他,基準点測量,３級,1point,"北海道オホーツク総合振興局 
助言　　　H25.10.25  A0573","北海道土木設計株式会
社 ","H25.10.12 
H25.11.29",,
北海道,"斜里町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道オホーツク総合振興局 
助言　　　H25.10.25  A0574",株式会社ドーコン ,"H25.11.1 
H26.3.20",,
北海道,"白糠町,",その他,"基準点測量,基準点測量","２級,,３級","7point,8point","北海道釧路総合振興局 
助言　　　H25.10.25  A0575","東邦コンサルタント株式
会社 ","H25.10.23 
H26.1.17",,
北海道,"中富良野町,",その他,基準点測量,３級,2point,"北海道上川総合振興局 
助言　　　H25.10.31  A0576",新和測量株式会社 ,"H25.10.24 
H26.3.20",,
北海道,"札幌市,",その他,基準点測量,３級,4point,"北海道開発局札幌開発建設部 
助言　　　H25.11.5  A0577",株式会社シビテック ,"H25.10.26 
H25.12.28",,
北海道,"釧路市,",その他,基準点測量,２級,8point,"北海道開発局釧路開発建設部
釧路道路事務所 
助言　　　H25.10.29  A0578",株式会社プラテック ,"H25.10.1 
H26.1.31",,
北海道,"網走市,",その他,基準点測量,２級,6point,"北海道オホーツク総合振興局 
助言　　　H25.10.29  A0579",ダイシン設計株式会社 ,"H25.10.26 
H26.3.20",,
北海道,"むかわ町,",その他,"数値撮影(デジタル),同時調整,航空レーザ測量","12,,1000,,1000","13.5KM2,13.5KM2,5.8KM2","北海道開発局室蘭開発建設部
日高道路事務所 
助言　　　H25.10.29  A0580",北海航測株式会社 ,"H25.10.28 
H26.1.31",,
北海道,"今金町,せたな町,",その他,"水準測量,数値図化","簡級,,2500","44km,54.8KM2","北海道開発局函館開発建設部 
助言　　　H25.10.29  A0581","ユニオンデーターシステ
ム株式会社 ","H25.10.28 
H26.2.6",,
北海道,"別海町,",その他,基準点測量,３級,4point,"北海道開発局釧路開発建設部 
助言　　　H25.10.29  A0582","株式会社フロンティア技
研 ","H25.10.25 
H26.3.11",,
北海道,"別海町,",その他,基準点測量,３級,10point,"北海道開発局釧路開発建設部 
助言　　　H25.10.29  A0583",株式会社アルト技研 ,"H25.10.25 
H26.2.12",,
北海道,"函館市,",その他,"基準点測量,基準点測量","２級,,３級","2point,2point","北海道渡島総合振興局 
助言　　　H25.10.31  A0584",株式会社竹田測量設計 ,"H25.10.28 
H25.12.20",,
北海道,"せたな町,",その他,"基準点測量,基準点測量","１級,,３級","9point,25point","北海道渡島総合振興局 
助言　　　H25.10.31  A0585",株式会社ツカサ技研 ,"H25.10.28 
H26.1.30",,
北海道,"むかわ町,",その他,基準点測量,２級,1point,"北海道開発局室蘭開発建設部 
助言　　　H25.10.31  A0586",日測技研株式会社 ,"H25.10.28 
H26.3.7",,
北海道,"浦幌町,",その他,"基準点測量,基準点測量","１級,,３級","3point,5point","北海道十勝総合振興局 
助言　　　H25.10.31  A0587","平田技術コンサルタント
株式会社 ","H25.10.10 
H25.12.27",,
北海道,"浦幌町,",その他,"基準点測量,基準点測量","１級,,３級","4point,8point","北海道十勝総合振興局 
助言　　　H25.10.31  A0588",株式会社ズコーシャ ,"H25.10.10 
H26.3.25",,
北海道,"伊達市,",その他,"基準点測量,基準点測量","２級,,３級","3point,18point","北海道胆振総合振興局 
助言　　　H25.10.31  A0589",株式会社山田測量設計 ,"H25.10.30 
H26.3.14",,
北海道,"美深町,",その他,復旧測量(基準点),２級,2point,"北海道開発局旭川開発建設部 
助言　　　H25.10.31  A0590","株式会社アサヒ建設コン
サルタント ","H25.10.25 
H25.11.30",,
北海道,"礼文町,",その他,復旧測量(基準点),１級,1point,"北海道礼文町 
助言　　　H25.10.31  A0591","北辰建設コンサルタント
株式会社 ","H25.10.25 
H26.3.20",,
北海道,"旭川市,",その他,"基準点測量,基準点測量,基準点測量,その他,その他","２級,,３級,,４級,,１級（座標変換）,,２級（座標変換）","3point,21point,191point,4point,4point","北海道旭川市 
助言　　　H25.10.31  A0592","株式会社ダイイチプラニ
ング ","H25.9.13 
H26.1.31",,
北海道,"白糠町,",その他,基準点測量,２級,7point,"北海道釧路総合振興局 
助言　　　H25.10.31  A0593","有限会社金子設計事務
所 ","H25.10.30 
H26.1.17",,
北海道,"深川市,",その他,"基準点測量,基準点測量","２級,,３級","1point,5point","北海道空知総合振興局 
助言　　　H25.11.7  A0594","株式会社帝国設計事務
所 ","H25.10.30 
H26.3.20",,
北海道,"弟子屈町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部 
助言　　　H25.11.6  A0595",株式会社ズコーシャ ,"H25.10.31 
H26.3.20",,
北海道,"別海町,",その他,基準点測量,３級,9point,"北海道開発局釧路開発建設部 
助言　　　H25.11.6  A0596",株式会社ドボク管理 ,"H25.10.26 
H25.12.20",,
北海道,"別海町,",その他,基準点測量,３級,4point,"北海道開発局釧路開発建設部 
助言　　　H25.11.6  A0597",株式会社農土コンサル ,"H25.10.26 
H26.1.20",,
北海道,"別海町,",その他,基準点測量,３級,4point,"北海道開発局釧路開発建設部 
助言　　　H25.11.6  A0598   ","株式会社フロンティア技
研 ","H25.10.26 
H26.1.10",,
北海道,"幕別町,",その他,"基準点測量,基準点測量","１級,,３級","2point,6point","北海道十勝総合振興局 
助言　　　H25.11.6  A0599",株式会社ドーコン ,"H25.11.11 
H26.3.25",,
