都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
新潟県,"板倉町,",下水道計画,座標変換,500,5.8KM2,"新潟県板倉町
助言H15.6.4D0046",(株)ナカノアイシステム,"H15.6.10
H15.10.26",
新潟県,"両津市,",下水道計画,写測図化,500,1.2KM2,"新潟県両津市
助言H15.6.9D0047",(株)オリス,"H15.5.20
H15.9.30",
新潟県,"津南町,",下水道計画,数値図化,500,0.8KM2,"新潟県津南町
助言H15.6.11D0048",(株)ナカノアイシステム,"H15.6.1
H16.3.20",
新潟県,"畑野町,",下水道計画,数値図化,500,0.5KM2,"新潟県畑野町
助言H15.6.16D0050",(株)オリス,"H15.6.3
H15.9.10",
新潟県,"新発田市,黒川村,",砂防計画,数値図化,2500,45.1KM2,"北陸地方整備局飯豊山系砂防事務所
助言H15.6.16D0051",(株)オリス,"H15.3.21

H15.10.31",
新潟県,"糸魚川市,",土地区画整理,"基準点,基準点","3級,,4級","3point,,6point","南押上カマ田地区土地区圃整理組合設
立準備委員会
助言H15.7.1D0059",(有)杉本測量,"H15.6.20

H15.7.30",
新潟県,"板倉町,",変動調査,水準,2級,4.6km,"新潟県板倉町
助言H15.7.1D0060",新潟県上越国土測量(株),"H15.8.18
H15.9.17",
新潟県,"栃尾市,",都市計画,"カラー撮影,写測図化,編集","12500,,2500,,10000","36.8KM2,19.0KM2,19.0KM2","新潟県栃尾市
助言H15.7.1D0061",(株)パスコ,"H15.5.28
H15.9.24",
新潟県,"新潟市,",土地区画整理,"座標変換,座標変換","2級,,3級","4point,6point","新通土地区圃整理組合
助言H15.6.27D0062",(株)都計,"H15.6.25
H20.3.31",
新潟県,"新潟市,白根市,新津市,豊栄市,亀田町,横越町,潟東村,味方村,",変動調査,"水準,水準,水準","1級,,2級,,4級","26.0km,31.0km,2.6km","北陸農政局信濃川水系土地改良調査管
理事務所
助言H15.6.27D0063",(株)信越測量設計,"H15.8.1
H15.10.31",
新潟県,"分水町,",下水道計画,"基準点,平板,数値図化,座標変換","3級,,500,,500,,500","3point,0.1KM2,0.4KM2,2.2KM2","新潟県分水町
助言H15.6.27D0064",(株)オリス,"H15.6.2
H15.7.31",
新潟県,"中之島町,",ほ場整備,"基準点,基準点","3級,,4級","9point,3.5KM2,273point","新潟県三条農地事務所
助言H15.6.27D0065","新潟県土地改良事業団連合
会","H15.7.1

H16.3.19",
新潟県,"下田村,",下水道計画,"カラー撮影,空三,水準,基準点,写測図化,座標変換","4000,,,,簡級,,４級,,500,,500","4.3KM2,36M,5.3km,6point,1.8KM2,1.8KM2","新潟県下田村
助言H15.6.27D0066",(株)ナカノアイシステム,"H15.6.11
H15.10.8",
新潟県,"長岡市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","4point,36point,0.1KM2","新保土地区圃整理組合
助言H15.6.27D0067",(株)長測,"H15.6.30
H15.11.28",
新潟県,"亀田町,",改良,"座標変換,座標変換","2級,,3級","10point,6point","亀田郷土地改良区
助言H15.6.27D0069",信広技術(株),"H15.6.30
H15.7.29",
新潟県,"西山町,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","15point,76point,0.5KM2","新潟県柏崎農地事務所
助言H15.7.2D0070","新潟県土地改良事業団体連
合会","H15.7.1
H16.3.22",
新潟県,"吉川町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","4point,12point,13.7KM2,13.7KM2","新潟県上越農地事務所
助言H15.7.2D0071","新潟県土地改良事業団体連
合会","H15.7.7
H16.3.23",
新潟県,"新潟市,新発田市,",変動調査,"水準,水準","1級,,2級","63.0km,56.0km","新潟県
助言H15.7.7D0076",(株)ナカノアイシステム,"H15.8.1
H15.12.19",
新潟県,"上越市,頸城村,新井市,",変動調査,"水準,水準","1級,,2級","65.0km,55.0km","新潟県
助言H15.7.7D0077",(株)目測,"H15.8.1
H15.12.19",
新潟県,"長岡市,柏崎市,",変動調査,水準,2級,90.0km,"新潟県
助言H15.7.7D0078",(株)ハ州,"H15.8.1
H15.12.19",
新潟県,"六日町,塩沢町,",変動調査,水準,2級,32.0km,"新潟県
助言H15.7.7D0079",(株)ナカノアイシステム,"H15.8.1
H15.12.19",
新潟県,"新潟市,",都市計画,数値図化,2500,104.8KM2,"新潟県新潟市
助言H15.7.14D0080",朝目航洋(株),"H15.7.14
H16.2.27",
新潟県,"新潟市,",変動調査,"水準,水準","1級,,2級","9.0km,49.0km","新潟県新潟市
助言H15.7.14D0081",(株)ナカノアイシステム,"H15.8.20
H15.9.20",
新潟県,"上越市,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","15point,4.6KM2,4.6KM2","新潟県上越農地事務所
助言H15.7.14D0082","新潟県土地改良事業団体連
合会","H15.7.14
H16.3.19",
新潟県,"大潟町,",地盤変動調査,"水準,水準","1級,,2級","6.0km,4.0km","新潟県大潟町
助言H15.7.17D0086",(株)ナカノアイシステム,"H15.8.20
H15.10.31",
新潟県,"金井町,",ほ場整備,"基準点,基準点,基準点,,平板","2級,,3級,,4級,,,,500","5point,6point,1.1KM2,122point,1.1KM2","新潟県佐渡地域振興局
助言H15.7.17D0088",(有)ワタナベ測量,"H15.7.22
H16.3.22",
新潟県,"金井町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,2point,8point,0.1KM2","新潟県佐渡地域振興局
助言H15.7.17D0089",(有)ワタナベ測量,"H15.7.22
H15.12.26",
新潟県,"三和村,浦川原村,",ほ場整備,"基準点,基準点,基準点,,平板","2級,,3級,,4級,,,,500","6point,18point,2.1KM2,267point,2.1KM2","新潟県上越農地事務所
助言H15.7.17D0090","新潟県土地改良事業団体連
合会","H15.7.22
H16.3.19",
新潟県,"下田村,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","3point,5point,0.2KM2,0.2KM2","新潟県三条農地事務所
助言H15.7.24D0092","新潟県土地改良事業団体連
合会","H15.7.17
H16.3.19",
新潟県,"湯沢町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,2point,10point,0.1KM2","新潟県六目町農地事務所
助言H15.7.24D0093","新潟県土地改良事業団体連
合会","H15.7.28
H16.3.10",
新潟県,"村上市,",地籍調査,基準点,4級,4point,"新潟県村上市
助言H15.7.28D0095",(株)ナルサワコンサルタント,"H15.7.28
H15.10.31",
新潟県,"佐和田町,金井町,",ほ場整備,"基準点,基準点,基準点,平板･修正","2級,,3級,,4級,,500","7point,15point,196point,2.6KM2","新潟県佐渡地域振興局
助言H15.7.28D0097","新潟県土地改良事業団体連
合会","H15.8.1
H16.3.10",
新潟県,"関川村,",砂防計画,基準点,2級,2point,"飯豊山系砂防事務所
助言H15.7.28D0098",(株)北陸測量設計事務所,"H15.7.5
H15.9.30",
新潟県,"六日町,",下水道計画,"カラー撮影,写測図化,水準","4000,,500,,簡級","1.2KM2,0.4KM2,3.0km","新潟県六目町
助言H15.7.28D0099",(株)ナカノアイシステム,"H15.7.22
H15.11.22",
新潟県,"柏崎市,西山町,佐和田町,寺泊町,分水町,",海岸保全,"カラー撮影,写測図化","12500,,2500","86.1KM2,15.6KM2","新潟県
助言H15.7.28D0100",(株)ナカノアイシステム,"H15.7.22
H15.11.28",
新潟県,"柏崎市,",地盤変動調査,水準,2級,33.0km,"新潟県柏崎市
助言H15.7.29D0101",(株)ナルサワコンサルタント,"H15.8.25
H15.10.31",
新潟県,"見附市,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","113point,6.0KM2,6.0KM2","新潟県三条農地事務所
助言H15.8.1D0102","新潟県土地改良事業団体連
合会","H15.8.8
H16.3.19",
新潟県,"中条町,",土地区画整理,"基準点,基準点","3級,,4級","4point,21point","新潟県中条町
助言H15.8.1D0103",(株)サンワコン,"H15.8.1
H15.12.31",
新潟県,"六日町,",地盤変動調査,水準,2級,17.0km,"新潟県六目町
助言H15.8.6D0106",(株)ナカノアイシステム,"H15.9.1
H15.12.19",
新潟県,"頸城村,",地盤変動調査,水準,2級,11.0km,"新潟県頚城村
助言H15.8.7D0109",(株)ナカノアイシステム,"H15.8.10
H15.12.20",
新潟県,"加治川村,",ほ場整備,"基準点,平板","3級,,500","47point,1.3KM2","新潟県新発田農地事務所
助言H15.8.7D0110","新潟県土地改良事業団体連
合会","H15.7.29
H16.3.19",
新潟県,"新潟市,",港湾計画,水準,2級,45.0km,"新潟港湾･空港整備局
助言H15.8.7D0111",(株)山岸測量事務所,"H15.9.1
H16.1.30",
新潟県,"新潟市,",文化財調査,"カラー撮影,空三,写測図化","3000,,,,500","0.8KM2,2M,0.1KM2","新潟県新潟市
助言H15.8.11D0115",(株)ナカノアイシステム,"H15.8.6
H15.11.25",
新潟県,"安田町,水原町,",宅地開発,"基準点,基準点,平板","3級,,4級,,500","22point,85point,1.0KM2","新潟県企業局
助言H15.8.13D0118",(株)岩測設計,"H15.8.15
H15.12.19",
新潟県,"安田町,水原町,",宅地開発,"座標変換,座標変換,座標変換,座標変換","2級,,3級,,4級,,500","5point,16point,59point,0.4KM2","新潟県企業局
助言H15.8.13D0119",(株)岩測設計,"H15.8.15
H15.12.19",
新潟県,"黒川村,",ほ場整備,"基準点,基準点,基準点,,平板","2級,,3級,,4級,,,,500","11point,26point,1.9KM2,312point,1.9KM2","新潟県新発田農地事務所
助言H15.8.13D0122","新潟県土地改良事業団体連
合会","H15.8.8
H16.3.19",
新潟県,"塩沢町,",地盤変動調査,水準,2級,5.6km,"新潟県塩沢町
助言H15.8.15D0124",(株)ナカノアイシステム,"H15.9.1
H15.12.19",
新潟県,"小国町,",土地改良,"基準点,基準点","3級,,4級","23point,141point","新潟県柏崎農地事務所
助言H15.8.15D0125",(株)アイテック,"H15.7.23
H16.2.27",
新潟県,"長岡市,",地盤変動調査,水準,2級,21.0km,"新潟県長岡市
助言H15.8.15D0126",(株)ハ州,"H15.9.1
H15.9.30",
新潟県,"大潟町,",土地区画整理,座標変換,2級,2point,"犀潟駅南土地区圃整理組合
助言H15.8.20D0127",(株)総合都市開発,"H15.8.25
H15.9.8",
新潟県,"上越市,",地盤変動調査,"水準,水準","1級,,2級","9.0km,21.0km","新潟県上越市
助言H15.8.20D0128",(株)ナカノアイシステム,"H15.8.22
H16.1.8",
新潟県,"中里村,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","4point,10point,0.4KM2,0.4KM2","新潟県十目町農地事務所
助言H15.8.29D0129",(株)宮内測量設計事務所,"H15.8.19
H15.11.28",
新潟県,"中里村,",ほ場整備,"基準点,基準点","3級,,4級","8point,0.1KM2","新潟県十目町農地事務所
助言H15.8.29D0130",(有)中里測量,"H15.8.19
H15.11.28",
新潟県,"新潟市,新津市,",地盤変動調査,水準,1級,31.6km,"信濃川下流河川事務所
助言H15.8.29D0132",(株)北陸測量設計事務所,"H15.9.1
H15.10.15",
新潟県,"吉田町,",ほ場整備,"基準点,基準点,基準点,,平板","2級,,3級,,4級,,,,500","5point,7point,0.9KM2,153point,0.9KM2","新潟県巻農地事務所
助言H15.9.5D0134","新潟県土地改良事業団体連
合会","H15.9.1
H16.3.19",
新潟県,"新潟市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,6point,0.3KM2","内野西土地区圃整理組合
助言H15.9.9D0136",エヌシーイー(株),"H15.9.1
H18.3.31",
新潟県,"糸魚川市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,15point","南寺町東神領地区土地区圃整理組合設
立準備委員会
助言H15.9.9D0138",(株)サンワコン,"H15.8.25
H15.10.30",
新潟県,"清里村,",地盤変動調査,水準,1級,6.6km,"新潟県清里村
助言H15.9.26D0143",(株)桑原測量社,"H15.9.25
H16.3.5",
新潟県,"塩沢町,湯沢町,六日町,湯之谷村,広神村,",砂防計画,"カラー撮影,空三,水準","12500,,,,簡級","546.0KM2,363M,97.0km","湯沢砂防事務所
助言H15.9.26D0144",(株)パスコ,"H15.9.12
H16.2.10",
新潟県,"中里村,",ほ場整備,座標変換,2級,1point,"新潟県十目町農地事務所
助言H15.9.26D0145",(有)中里測量,"H15.8.19
H15.11.28",
新潟県,"吉田町,",ほ場整備,座標変換,2級,2point,"新潟県巻農地事務所
助言H15.9.26D0147","新潟県土地改良事業団体連
合会","H15.9.5
H16.3.19",
新潟県,"十日町市,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,3point,0.1KM2,0.1KM2","十目町市土地改良区
助言H15.9.26D0151",(株)宮内測量設計事務所,"H15.10.1
H16.3.25",
新潟県,"寺泊町,",ほ場整備,"基準点,平板","4級,,500","29point,0.1KM2","新潟県長岡農地事務所
助言H15.9.26D0152",大原技術(株),"H15.9.19
H15.9.19",
新潟県,"豊栄市,",河川計画,"カラー撮影,写測図化","4000,,1000","16.7KM2,2.6KM2","新潟県新発田土木事務所
助言H15.9.30D0155",(株)ナカノアイシステム,"H15.9.22
H15.12.15",
新潟県,"村上市,神林村,大潟町,上越市,山北町,",海岸保全,"カラー撮影,写測図化","12500,,2500","92.6KM2,14.7KM2","新潟県
助言H15.10.2D0158",(株)ナカノアイシステム,"H15.9.1
H16.1.9",
新潟県,"中条町,",下水道計画,"空三,水準,写測図化,座標変換,撮影",",,簡級,,500,,空三成果,,10000","15M,5.7km,2.2KM2,2.2KM2,11.0KM2","新潟県中条町
助言H15.10.6D0163",(株)ナカノアイシステム,"H15.8.22
H16.2.17",
新潟県,"黒川村,",砂防計画,基準点,2級,2point,"飯豊山系砂防事務所
助言H15.10.7D0166",北斗測量調査(株),"H15.9.5
H15.11.28",
新潟県,"新発田市,",地盤変動調査,水準,2級,9.9km,"新潟県新発田市
助言H15.10.7D0167",(株)新潟測量社,"H15.8.5
H15.12.19",
新潟県,"柏崎市,",その他,"基準点,基準点,基準点","1級,,2級,,3級","2point,6point,20point","地域振興整備公団
助言H15.10.7D0168",(株)目豊測量設計,"H15.10.1
H16.1.30",
新潟県,"新潟市,",その他,基準点,1級,6point,"新潟地方法務局
助言H15.10.16D0169",(有)ナミエ測量事務所,"H15.10.26
H16.3.31",
新潟県,"新潟市,巻町,",海岸保全,"カラー撮影,写真図","12500,,5000","102.5KM2,2.2KM2","信濃川下流河川事務所
助言H15.10.16D0170",中目本航空(株),"H15.9.13
H16.2.28",
新潟県,"新津市,",地盤変動調査,水準,2級,4.0km,"新潟県
助言H15.10.16D0173",(株)信越測量設計,"H15.9.1
H16.1.16",
新潟県,"塩沢町,",下水道計画,"数値図化,水準","500,,3級","0.3KM2,4.6km","新潟県塩沢町
助言H15.10.16D0174",(株)オリス,"H15.8.29
H15.12.6",
新潟県,"十日町市,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","4point,10point,0.2KM2,0.2KM2","新潟県十目町農地事務所
助言H15.10.20D0177",(株)宮内測量設計事務所,"H15.10.7
H15.12.20",
新潟県,"関川村,",砂防計画,基準点,2級,4point,"飯豊山系砂防事務所
助言H15.10.20D0178",大輝測量(株),"H15.10.1
H15.11.28",
新潟県,"新潟市,",都市計画,"カラー撮影,水準,空三","8000,,3級,,","13.6KM2,16.5km,10M","新潟土木事務所
助言H15.10.28D0182",(株)ナカノアイシステム,"H15.10.14
H16.3.15",
新潟県,"中郷村,",下水道計画,"カラー撮影,水準,空三,数値図化","4000,,簡級,,,,500","8.8KM2,5.0km,30M,1.5KM2","新潟県中郷村
助言H15.10.28D0183",(株)ナカノアイシステム,"H15.10.27
H16.3.1",
新潟県,"新発田市,笹神村,安田町,",地すべり対策,"カラー撮影,写測図化","12500,,2500","109.1KM2,6.0KM2","新潟県新発田土木事務所
助言H15.11.14D0189",(株)ナカノアイシステム,"H15.10.24

H16.3.15",
新潟県,"上越市,能生町,名立町,",鉄道計画,"写測図化,数値図化","2500,,500","10.6KM2,0.1KM2","鉄道建設運輸施設整備支援機構鉄道建
設本部北陸新幹線建設局
助言H15.11.20D0190",国際航業(株),"H15.10.30
H16.3.29",
新潟県,"上越市,牧村,板倉町,",砂防計画,"数値図化,水準,空三","2500,,簡級,,","16.1KM2,32.0km,12M","新潟県新井砂防事務所
助言H15.11.26D0198",国際航業(株),"H15.10.23
H16.3.20",
新潟県,"松代町,",砂防計画,"数値図化,水準","2500,,簡級","22.7KM2,49.5km","新潟県安塚地区振興事務所
助言H15.11.26D0200",国際航業(株),"H15.11.25
H16.3.15",
新潟県,"松之山町,",砂防計画,"数値図化,水準","2500,,簡級","5.1KM2,9.0km","新潟県安塚地区振興事務所
助言H15.11.27D0201",(株)パスコ,"H15.11.20
H16.3.15",
新潟県,"豊栄市,",土地区画整理,"平板,基準点","500,,3級","0.2KM2,8point","笹山土地区圃整理組合
助言H15.11.27D0203",(株)都計,"H15.8.27

H17.3.31",
新潟県,"長岡市,栃尾市,",砂防計画,数値図化,2500,17.0KM2,"新潟県長岡土木事務所
助言H15.12.3D0204","三和航測(株)
賠旧測","H15.10.24
H16.3.15",
新潟県,"上越市,大潟町,柏崎市,",海岸保全,"空三,水準,写真図,数値図化",",,簡級,,2500,,2500","38M,33.0km,1.8KM2,1.8KM2","新潟県直江津港湾事務所
助言H15.12.11D0205",(株)ナカノアイシステム,"H15.11.28
H16.1.30",
新潟県,"栄町,湯沢町,塩沢町,長岡市,",道路台帳,"撮影,空三","4000,,","27.7KM2,210M","長岡国道事務所
助言H15.12.11D0206",国際航業(株),"H15.4.1
H16.3.30",
新潟県,"長岡市,",その他,"撮影,写測図化","8000,,1000","50.0KM2,4.0KM2","国営越後丘陵公園事務所
助言H15.12.11D0207",朝目航洋(株),"H15.11.5
H16.3.19",
新潟県,"中之島町,",宅地開発,"基準点,基準点,基準点,水準","2級,,3級,,4級,,3級","6point,7point,7.5KM2,6.3km","長岡地域土地開発公社中之島事業所
助言H15.12.15D0208",(株)旭工務店測量設計事務所,"H15.12.20
H16.3.20",
新潟県,"田上町,",農地開発,"基準点,基準点,基準点","2級,,3級,,4級","1point,5point,0.1KM2","新潟県田上町
助言H15.12.15D0209",(株)あさひ測量設計事務所,"H15.11.20
H16.3.31",
新潟県,"小千谷市,",砂防計画,数値図化,2500,10.0KM2,"新潟県小千谷土木事務所
助言H15.12.18D0213",(株)パスコ,"H15.11.19
H16.3.20",
新潟県,"両津市,金井町,新穂村,真野町,相川町,佐和田町,畑野町,",砂防計画,写測図化,2500,15.0KM2,"新潟県佐渡地域振興局
助言H16.1.5D0215","(株)オリス
朝目航洋(株)","H15.10.30
H16.3.22",
新潟県,"出雲崎町,和島村,三島町,",砂防計画,数値図化,2500,1.3KM2,"新潟県与板土木事務所
助言H16.1.6D0217",(株)パスコ,"H15.12.10
H16.3.25",
新潟県,"安塚町,松代町,",道路計画,写測図化,2500,37.2KM2,"新潟県上越土木事務所
助言H16.1.14D0218",(株)オリス,"H15.11.19
H16.3.15",
新潟県,"小千谷市,",砂防計画,"数値図化,座標変換","2500,,空三","11.3KM2,11.3KM2","新潟県小千谷土木事務所
助言H16.1.19D0220",アジア航測(株),"H16.1.13
H16.3.20",
新潟県,"横越町,",土地区画整理,"座標変換,基準点,平板","3級,,4級,,500","1point,30point,0.1KM2","横越インター東土地区圃整理組合
助言H16.1.22D0222",(株)北辰計圃,"H16.2.16
H16.3.30",
新潟県,"豊栄市,",河川管理,写測図化,1000,1.6KM2,"新潟県新潟土木事務所
助言H16.1.27D0223",(株)ナカノアイシステム,"H16.1.13
H16.3.25",
新潟県,"小千谷市,",砂防計画,写測図化,2500,11.6KM2,"新潟県小千谷土木事務所
助言H16.1.29D0224",(株)オリス,"H15.12.10
H16.3.20",
新潟県,"糸魚川市,",砂防計画,写測図化,2500,14.2KM2,"新潟県糸魚川土木事務所
助言H16.2.2D0225",(株)オリス,"H15.11.11
H16.3.15",
新潟県,"新潟市,",土地区画整理,"基準点,基準点","2級,,3級","3point,6point","山田土地区圃整理組合
助言H16.2.9D0227",(株)都計,"H16.2.3
H16.3.31",
新潟県,"浦川原村,",砂防計画,数値図化,2500,3.4KM2,"新潟県安塚地区振興事務所
助言H16.2.9D0228",(株)ナカノアイシステム,"H16.1.25
H16.3.15",
新潟県,"上越市,",その他,"座標変換,座標変換,座標変換","1級,,2級,,3級","7point,4point,13point","新潟県上越市
助言H16.2.9D0230",(株)桑原測量社,"H16.2.7
H16.3.16",
新潟県,"加茂市,下田村,栄町,",砂防計画,"カラー撮影,空三,数値図化","12500,,,,2500","70.0KM2,36M,16.3KM2","新潟県三条土木事務所
助言H16.2.9D0231",(株)パスコ,"H15.11.26
H16.3.15",
新潟県,"安塚町,",砂防計画,"数値図化,既成図数値化,水準","2500,,2500,,簡級","14.6KM2,6.3KM2,36.0km","新潟県安塚地区振興事務所
助言H16.2.16D0232",三和航測(株),"H15.11.27
H16.3.15",
新潟県,"能生町,名立町,",砂防計画,数値図化,2500,21.4KM2,"新潟県糸魚川土木事務所
助言H16.2.17D0233",(株)ナカノアイシステム,"H15.11.11
H16.3.15",
新潟県,"吉川町,",砂防計画,数値図化,2500,3.0KM2,"新潟県新井砂防事務所
助言H16.3.1D0240",(株)ナカノアイシステム,"H16.2.13
H16.3.20",
新潟県,"荒川町,神林村,",砂防計画,"空三,数値図化",",,2500","7M,2.2KM2","新潟県村上土木事務所
助言H16.3.8D0243",朝目航洋(株),"H16.3.5
H16.5.31",
新潟県,"和島村,",道路台帳,"基準点,水準","1級,,3級","12point,22.0km","北陸地方整備局長岡国道事務所
助言H16.3.24D0246",(株)ナルサワコンサルタント,"H15.11.28
H16.3.31",
新潟県,"十日町市,",砂防計画,数値図化,2500,17.2KM2,"新潟県十目町土木事務所
助言H16.3.29D0247",中目本航空(株),"H15.11.6
H16.3.31",
富山県,"上市町,",その他,カラー撮影,5000,80.0KM2,"富山県上市町
助言H15.5.7D0013",(株)パスコ,"H14.5.23
H15.5.31",
富山県,"城端町,",下水道計画,"撮影,空三,写測図化,座標変換","4000,,,,500,,500","4.0KM2,11M,1.1KM2,2.2KM2","富山県城端町
助言H15.6.2D0034",(株)目本テクニカルセンター,"H15.4.10
H15.10.31",
富山県,"庄川町,",地すべり対策,"撮影,写測図化,水準","8000,,1000,,簡級","4.0KM2,0.6KM2,2.0km","富山県砺波農地林務事務所
助言H15.6.17D0053",(株)目本テクニカルセンター,"H15.4.22
H15.8.29",
富山県,"新湊市,高岡市,大島町,大門町,砺波市,庄川町,福野町,小矢部市,福岡町,",河川管理,水準,3級,150.0km,"富山河川国道事務所
助言H15.6.23D0055",(株)碓井コンサルタント,"H15.3.25
H15.9.30",
富山県,"小矢部市,",下水道計画,"数値図化,水準","500,,3級","0.3KM2,7point","富山県小矢部市
助言H15.6.23D0056",(株)パスコ,"H15.5.27
H15.8.13",
富山県,"富山市,",土地区画整理,"基準点,基準点,基準点,水準","2級,,3級,,4級,,3級","2point,3point,25point,2.0km","富山市藤木東土地区圃整理組合
助言H15.6.23D0058",(株)サンワコン,"H15.6.25
H15.7.31",
富山県,"高岡市,",土地区画整理,"基準点,基準点","2級,,3級","4point,16point","高岡市中田東部土地区圃整理組合
助言H15.7.2D0072",(株)国土開発センター,"H15.7.10

H15.8.29",
富山県,"上平村,",都市計画,"カラー撮影,写測図化","20000,,5000","238.0KM2,81.0KM2","富山県上平村
助言H15.7.3D0073",目本海航測(株),"H15.6.11
H15.12.19",
富山県,"八尾町,",砂防計画,"数値図化,数値図化","2500,,2500","23.4KM2,22.0KM2","富山県富山土木センター
助言H15.7.3D0074","目本海航測(株)
国際航業(痢","H15.3.20
H15.9.30",
富山県,"立山町,",下水道計画,数値図化,500,7.5KM2,"中新川広域行政組合
助言H15.7.17D0083",朝目航洋(株),"H15.7.27
H16.3.25",
富山県,"小矢部市,",地すべり対策,"カラー撮影,空三,写測図化","8000,,,,1000","4.1KM2,3M,0.3KM2","富山県高岡農地林務事務所
助言H15.7.17D0084",北陸航測(株),"H15.6.24
H15.10.31",
富山県,"大山町,立山町,",砂防計画,"基準点,基準点","1級,,2級","8point,7point","立山砂防事務所
助言H15.7.17D0085",北陸コンサルタント(株),"H15.7.7
H15.10.31",
富山県,"富山市,高岡市,",計画,"カラー撮影,空三,数値図化","8000,,,,1000","14.0KM2,40M,1.0KM2","富山河川国道事務所
助言H15.7.17D0087",(株)目本テクニカルセンター,"H15.6.27
H15.9.30",
富山県,"魚津市,",土地区画整理,"基準点,基準点,水準,平板,座標変換","2級,,3級,,3級,,500,,1級","3point,6point,6.0km,0.1KM2,4point","富山県魚津市
助言H15.7.24D0094",(株)サンワコン,"H15.7.22
H15.10.31",
富山県,"上市町,",道路台帳,"基準点,基準点","1級,,2級","6point,6point","富山県富山土木センター
助言H15.8.11D0116",森井コンサルタント(株),"H15.9.5
H15.12.19",
富山県,"富山市,",都市計画,写測図化,500,0.2KM2,"富山県富山市
助言H15.9.5D0135",玉野総合コンサルタント(株),"H15.9.1
H15.10.31",
富山県,"立山町,大山町,",砂防計画,"基準点,基準点","1級,,3級","8point,21point","立山砂防事務所
助言H15.9.10D0140",舘下コンサルタンツ(株),"H15.3.21
H15.12.19",
富山県,"富山市,小杉町,大島町,大門町,高岡市,福岡町,小矢部市,",鉄道計画,"数値図化,空三,写測修正,既成図数値化,水準","500,,,,500,,500,,簡級","1.2KM2,79M,0.4KM2,0.4KM2,39.0km","目本鉄道建設公団北陸新幹線第二建
設局
助言H15.9.26D0146",東武計圃(株),"H15.9.17
H16.3.8",
富山県,"黒部市,",下水道計画,"撮影,空三,水準,数値図化","4000,,,,3級,,500","40.0KM2,12M,12.0km,1.2KM2","富山県黒部市
助言H15.9.26D0148",(株)GIS北陸,"H15.6.9
H15.12.25",
富山県,"高岡市,",都市計画,"座標変換,数値図修正","2500,,2500","180.0KM2,36.2KM2","富山県高岡市
助言H15.10.2D0160",北陸航測(株),"H15.10.1
H16.2.27",
新潟県県境富山県県境長野県,"糸魚川市,県境朝日町,宇奈月町,県境小谷村,",砂防計画,"撮影,撮影,数値図化,水準","8000,,12500,,2500,,簡級","16.0KM2,76.0KM2,51.0KM2,17.5km","松本砂防事務所
助言H15.10.16D0175",朝目航洋(株),"H15.3.18
H16.1.30",
富山県,"小矢部市,",下水道計画,"数値図化,水準,座標変換","500,,3級,,500","1.2KM2,10.0km,1.2KM2","富山県小矢部市
助言H15.10.16D0176",(株)パスコ,"H15.9.25
H15.12.25",
富山県,"小矢部市,",下水道計画,"水準,数値図化,座標変換","3級,,500,,空三","12.0km,1.0KM2,25point","富山県小矢部市
助言H15.11.20D0191",(株)パスコ,"H15.10.24
H16.3.5",
富山県,"上市町,",下水道台帳,"空三,水準,数値図化",",,簡級,,500","24M,15.5km,1.3KM2","富山県上市町
助言H15.12.15D0211",(株)GIS北陸,"H15.10.24
H16.3.10",
富山県,"小矢部市,福岡町,",砂防計画,数値図化,2500,14.7KM2,"富山県
助言H16.2.27D0234",(株)国土開発センター,"H16.1.9
H16.7.30",
富山県,"砺波市,",下水道計画,基準点,2級,17point,"富山県砺波市
助言H16.2.27D0237",(株)上智,"H16.2.12
H16.7.30",
富山県,"砺波市,",下水道計画,基準点,3級,25point,"富山県砺波市
助言H16.2.27D0238",(株)上智,"H16.2.12
H16.7.30",
富山県,"富山市,",道路台帳,"基準点,平板","1級,,500","1point,0.1KM2","富山県富山土木センター
助言H16.3.15D0244",(株)寺島コンサルタント,"H16.1.30
H16.3.22",
富山県,"福光町,",砂防計画,数値図化,2500,15.0KM2,"富山県砺波土木センター
助言H16.3.31D0248",(有)エー･ピー･エス,"H16.1.29
H16.10.25",
富山県,"城端町,",砂防計画,数値図化,2500,15.0KM2,"富山県砺波土木センター
助言H16.3.31D0249",国際航業(株),"H16.1.29
H16.3.30",
富山県,"庄川町,",砂防計画,数値図化,2500,17.0KM2,"富山県砺波土木センター
助言H16.3.31D0250",中目本航空(株),"H16.1.29
H16.10.25",
