都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
富山県,"砺波市,",砂防計画,数値図化,2500,16.0KM2,"富山県砺波土木センター
助言H16.3.31D0251",(株)上智,"H16.1.29
H16.3.30",
富山県,"上平村,",砂防計画,数値図化,2500,8.0KM2,"富山県砺波土木センター
助言H16.3.31D0252",目本海航測(株),"H16.2.16
H16.3.30",
富山県,"平村,",砂防計画,数値図化,2500,17.0KM2,"富山県砺波土木センター
助言H16.3.31D0253",(株)パスコ,"H16.2.13
H16.3.30",
富山県,"利賀村,",砂防計画,数値図化,2500,17.0KM2,"富山県砺波土木センター
助言H16.3.31D0254",アジア航測(株),"H16.2.13
H16.3.30",
石川県,"金沢市,",港湾計画,基準点,3級,3point,"金沢港湾･空港整備事務所
助言H15.4.16D0004",(株)国土開発センター,"H15.4.18
H15.5.30",
石川県,"小松市,",河川管理,"水準,空三,写測図化,写測修正,座標変換,写真図","簡級,,,,1000,,1000,,,,8000","8.0km,18M,1.4KM2,4.9KM2,4.9KM2,1.4KM2","金沢河川国道事務所
助言H15.4.24D0006",(株)ナカノアイシステム,"H15.3.21
H15.9.30",
石川県,"金沢市,",砂防計画,"水準,写測図化","簡級,,2500","8.0km,2.2KM2","金沢土木事務所
助言H15.5.7D0010",目本海航測(株),"H15.2.7
H15.7.31",
石川県,"小松市,",砂防計画,"水準,写測図化","簡級,,2500","7.0km,1.0KM2","石川県小松土木事務所
助言H15.5.7D0011",目本海航測(株),"H15.1.27
H15.7.31",
石川県,"羽咋市,",砂防計画,"写測図化,写測図化,水準,水準","2500,,2500,,簡級,,簡級","2.2KM2,1.7KM2,14.0km,15.0km","石川県羽咋土木事務所
助言H15.5.12D0015","(株)GIS北陸
(株)太陽測地社","H15.2.4
H15.6.20",
石川県,"能都町,輪島市,",砂防計画,"数値図化,空三","2500,,","2.3KM2,9M","石川県輸島土木事務所
助言H15.5.20D0020","目本海航測(株)
(痢国土開発センター","H15.2.7
H15.7.31",
石川県,"門前町,柳田村,",砂防計画,"数値図化,水準,水準","2500,,簡級,,簡級","6.1KM2,24.0km,32.0km","石川県輸島土木事務所
助言H15.5.20D0021","(株)太陽測地社
GIS北陸","H15.2.7
H15.7.31",
石川県,"白峰村,尾口村,吉野谷村,",砂防計画,"基準点,水準,座標変換,座標変換","2級,,2級,,2500,,1000","1point,69.3km,57.0KM2,88.0KM2","金沢工事事務所
助言H15.5.20D0022",(株)パスコ,"H15.5.15
H15.9.30",
石川県,"白峰村,尾口村,",砂防計画,"撮影,数値図化","50000,,2500","237.0KM2,154.0KM2","北陸地方整備局金沢河川国道事務所
助言H15.5.20D0023","(株)パスコ
国際航業(株)","H15.3.19

H16.2.20",
石川県,"小松市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","2point,35point,0.1KM2","小松市
助言H15.5.26D0030",(株)サンワコン,"H15.5.20
H15.9.30",
石川県,"志雄町,",下水道計画,数値図化,500,1.3KM2,"石川県志雄町
助言H15.6.16D0049",セントラル航業(株),"H15.6.10
H15.12.25",
石川県,"志賀町,",下水道計画,"カラー撮影,空三,写測図化,水準","5000,,,,500,,簡級","0.8KM2,3M,0.8KM2,6.0km","石川県志賀町
助言H15.6.23D0057",(株)国土開発センター,"H15.6.16
H15.9.30",
石川県,"金沢市,",その他,数値図化,1000,0.4KM2,"石川県
助言H15.7.3D0075",(株)北目本ジオグラフィ,"H15.7.2
H15.8.29",
石川県,"加賀市,",道路計画,"基準点,基準点,基準点","1級,,2級,,3級","8point,10point,18point","金沢河川国道事務所
助言H15.7.24D0091",(株)目本海コンサルタント,"H15.7.22
H15.11.30",
石川県,"鶴来町,",下水道計画,"空三,写測図化,水準",",,500,,3級","3M,0.2KM2,3.1km","石川県鶴来町
助言H15.8.6D0108",(株)北目本ジオグラフィ,"H15.7.25
H15.9.10",
石川県,"金沢市,内灘町,松任市,津幡町,",地盤変動調査,水準,1級,114.6km,"石川県
助言37844D0113",(株)国土開発センター,"H15.8.7

H15.11.30",
石川県,"七尾市,",地盤変動調査,水準,1級,33.0km,"石川県
助言H15.8.11D0114",国際航業(株),"H15.8.7
H15.11.30",
石川県,"七尾市,",地盤変動調査,水準,1級,9.8km,"石川県七尾市
助言H15.8.29D0131",国際航業(株),"H15.8.20
H15.12.1",
石川県,"辰口町,",砂防計画,"数値図化,写真図,水準,撮影","2500,,2500,,簡級,,10000","2.8KM2,2.8KM2,10.0km,15.5KM2","石川県小松土木事務所
助言H15.9.10D0141",(株)北目本ジオグラフィ,"H15.9.9
H15.11.20",
石川県,"羽咋市,富来町,",砂防計画,"数値図化,水準,空三","2500,,簡級,,","9.4KM2,20.0km,17M","石川県羽咋土木事務所
助言H15.9.26D0149","セントラル航業(株)
(株)GIS北陸","H15.8.14
H16.3.10",
石川県,"七尾市,",砂防計画,"空三,数値図化,水準",",,2500,,簡級","3M,0.6KM2,12.4km","石川県七尾土木事務所
助言H15.10.2D0159",(株)国土開発センター,"H15.9.29
H16.2.20",
石川県,"金沢市,",都市計画,"数値図修正,座標変換,数値図修正,座標変換","2500,,2500,,1000,,1000","223.0KM2,240.8KM2,223.0KM2,223.0KM2","石川県金沢市
助言H15.10.28D0181",セントラル航業(株),"H15.10.22
H15.10.22",
石川県県境岐阜県,"吉野谷村,尾口村,白峰村,県境白川村,",砂防計画,"カラー撮影,数値図化","10000,,2500","280.0KM2,120.0KM2","金沢河川国道事務所
助言H15.10.31D0184","(株)ナカノアイシステム
(株)目本海コンサルタント","H15.10.6
H16.3.27",
石川県,"内浦町,",地すべり対策,数値図化,2500,0.7KM2,"石川県珠洲土木事務所
助言H15.11.10D0185",(株)国土開発センター,"H15.10.24
H16.3.10",
石川県県境富山県,"津幡町,県境小矢部市,",地すべり対策,写測図化,2500,2.7KM2,"石川県津幡土木事務所
助言H15.11.17D0188",(株)太陽測地社,"H15.11.10
H16.1.30",
石川県,"金沢市,",砂防計画,数値図化,2500,16.2KM2,"石川県金沢土木事務所
助言H15.11.26D0194","アジア航測(株)
国際航業(痢","H15.9.10
H16.3.25",
石川県,"金沢市,",砂防計画,数値図化,2500,15.5KM2,"石川県金沢土木事務所
助言H15.11.26D0195","目本海航測(株)
(株)北目本ジオグラフィ","H15.9.10
H16.3.25",
石川県,"金沢市,",砂防計画,数値図化,2500,16.9KM2,"石川県金沢土木事務所
助言H15.11.26D0196","セントラル航業(株)
(株)GIS北睦","H15.9.10
H16.3.25",
石川県,"田鶴浜町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","7point,14point,0.5KM2","石川県七尾農林総合事務所
助言H15.11.26D0197","(株)旭
(有)津田測量","H15.6.26
H16.3.10",
石川県,"輪島市,",港湾計画,"基準点,基準点,水準","2級,,3級,,2級","5point,3point,4.9km","金沢港湾･空港整備事務所
助言H15.11.27D0202",(株)地域みらい,"H15.8.8
H15.12.12",
石川県,"鶴来町,",砂防計画,"数値図化,水準","2500,,簡級","0.7KM2,12.0km","石川県鶴来土木事務所
助言H15.12.15D0210",目本海航測(株),"H15.10.29
H16.3.25",
石川県,"七尾市,",都市計画,"写測修正,撮影","2500,,12500","8.8KM2,29.7KM2","石川県七尾市
助言H16.1.6D0216",(株)北目本ジオグラフィ,"H15.12.9
H16.3.19",
石川県,"松任市,",道路計画,"基準点,基準点,水準","3級,,4級,,3級","17point,101point,8.4km","石川県金沢土木事務所
助言H16.1.19D0219",(株)目本海コンサルタント,"H16.1.15
H16.2.27",
石川県,"珠洲市,",土地改良,基準点,2級,6point,"石川県珠洲農林総合事務所
助言H16.1.19D0221",(株)加能技研,"H15.10.10
H16.3.19",
石川県,"輪島市,柳田村,門前町,能都町,",砂防計画,写測図化,2500,37.4KM2,"石川県輸島土木事務所
助言H16.2.9D0229","(株)太陽測地社
(株)北目本ジオグラフィ
セントラル航業(株)
(株)GIS北陸
(株)国土開発センター","H15.11.25
H16.3.15",
石川県,"珠洲市,",改良,基準点,2級,4point,"石川県珠洲農林総合事務所
助言H16.2.27D0236",羽咋測量設計(株),"H15.10.6
H16.3.19",
石川県,"松任市,",道路計画,"数値図化,写測修正","500,,500","0.1KM2,0.6KM2","石川県金沢土木事務所
助言H16.3.1D0239",(株)目本海コンサルタント,"H15.12.25
H16.3.25",
石川県,"松任市,",その他,基準点,3級,5point,"地域振興整備公団石川開発所
助言H16.3.8D0242",(株)国土開発センター,"H16.2.5
H16.3.20",
福井県,"池田町,武生市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,5point","池田町
助言H15.4.24D0005","福井県土地改良事業団体連
合会","H15.3.20
H15.6.20",
福井県,"福井市,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,1point,12point,0.1KM2","三ツ屋東部土地区圃整理組合
助言H15.5.30D0037",(株)サンワコン,"H15.6.1
H15.6.30",
福井県,"大野市,",下水道計画,基準点,2級,12point,"福井県大野市
助言H15.6.16D0052",九頭龍測量(株),"H15.6.4
H15.9.30",
福井県,"三国町,",河川管理,"基準点,基準点","2級,,3級","2point,4point","近畿地方整備局福井河川国道事務所
助言H15.6.27D0068",(株)サンワコン,"H15.7.1

H15.7.15",
福井県,"福井市,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,8point,83point,0.2KM2","福井県福井市
助言H15.7.28D0096",(株)サンワコン,"H15.7.25
H15.8.31",
福井県,"池田町,",砂防計画,数値図化,2500,34.2KM2,"福島県今立土木事務所
助言H15.8.1D0104",(株)サンワコン,"H15.8.1
H16.3.5",
福井県,"池田町,",砂防計画,数値図化,2500,43.2KM2,"福井県今立土木事務所
助言H15.8.1D0105",(株)目本海コンサルタント,"H15.8.1
H16.3.5",
福井県,"池田町,",道路計画,"基準点,座標変換","2級,,1000","2point,2.6KM2","福井河川国道事務所
助言H15.8.7D0112",(株)帝国コンサルタント,"H15.8.11
H15.10.31",
福井県県境石川県,"武生市,芦原町,金津町,坂井町,丸岡町,春江町,福井市,鯖江市,県境加賀市,",鉄道計画,"カラー撮影,カラー撮影,写測修正","12500,,4000,,2500","97.2KM2,34.7KM2,27.8KM2","鉄道建設･運輸施設整備支援機構大阪
支社
助言H15.8.13D0117","国際航業(株)
玉野総合コンサルタント(株)","H15.8.15
H16.2.23",
福井県,"三国町,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","3point,3point,27point,3.8KM2","三国町覚善土地区圃整理組合
助言H15.8.13D0120",(株)サンワコン,"H15.8.18
H15.9.30",
福井県,"宮崎村,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","5point,11point,21point,0.1KM2","福井県丹生農林総合事務所
助言H15.8.13D0121","福井県土地改良事業団体連
合会","H15.6.18
H16.3.25",
福井県,"福井市,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","6point,43point,171point,1.5KM2","福井県福井農林総合事務所
助言H15.8.13D0123","福井県土地改良事業団体連
合会","H15.6.4
H15.12.10",
福井県,"越前町,織田町,宮崎村,",砂防計画,数値図化,2500,71.3KM2,"福井県朝目土木事務所
助言H15.8.29D0133","中央測量設計(株)
大目本コンサルタント(痢","H15.8.1
H16.3.10",
福井県,"福井市,",道路台帳,"撮影,空三,写測図化,平板･修正,水準","4000,,,,500,,500,,簡級","10.6KM2,9M,0.2KM2,33.3KM2,7.0km","福井県福井市
助言H15.9.9D0137",国際航業(株),"H15.8.19
H16.2.17",
福井県,"美浜町,",道路台帳,"基準点,基準点,座標変換","2級,,3級,,2級","3point,10point,4point","福井河川国道事務所
助言H15.9.9D0139","(株)エイコー技術コンサルタン
ト","H15.9.8
H16.2.24",
福井県,"今庄町,",土地改良,"基準点,基準点,基準点,平板","2級,,3級,,4級,,1000","3point,5point,22point,0.1KM2","福井県南越農林総合事務所
助言H15.9.26D0150","福井県土地改良事業団体連
合会","H15.8.26
H16.3.10",
福井県,"南条町,",砂防計画,"数値図化,写真図","2500,,10000","25.5KM2,25.5KM2","福井県武生土木事務所
助言H15.9.30D0153",(株)パスコ,"H15.8.15
H16.3.25",
福井県,"河野村,",砂防計画,"数値図化,写真図","2500,,10000","20.1KM2,44.8KM2","福井県武生土木事務所
助言H15.9.30D0154",(株)帝国コンサルタント,"H15.8.15
H16.3.25",
福井県,"鯖江市,",土地区画整理,座標変換,3級,4point,"鯖江熊田土地区圃整理組合
助言H15.10.1D0156",(株)帝国コンサルタント,"H15.10.1
H16.3.31",
福井県,"武生市,",土地区画整理,"座標変換,座標変換","2級,,3級","5point,23point","武生市芝原土地区圃整理組合
助言H15.10.2D0157",(株)帝国コンサルタント,"H15.10.1
H16.3.31",
福井県,"大飯町,高浜町,",砂防計画,"数値図化,写真図","2500,,2500","102.2KM2,102.2KM2","福井県嶺南振興局小浜土木事務所
助言H15.10.6D0161","アジア航測(株)
(株)パスコ
(株)サンワコン
木水技術開発(株)","H15.8.15
H16.3.10",
福井県,"上中町,三方町,名田庄村,",砂防計画,"数値図化,写真図","2500,,2500","116.8KM2,58.5KM2","福井県嶺南振興局小浜土木事務所
助言H15.10.6D0162","アジア航測(株)
京福コンサルタント(株)
中央測量設計(株)
(痢国土開発センター","H15.8.15
H16.3.10",
福井県,"金津町,",砂防計画,数値図化,2500,19.4KM2,"福井県三国土木事務所
助言H15.10.6D0164",国際航業(株),"H15.10.1
H16.3.15",
福井県,"金津町,",砂防計画,数値図化,2500,20.8KM2,"福井県三国土木事務所
助言H15.10.7D0165",中目本航空(株),"H15.10.1
H16.3.15",
福井県,"福井市,鯖江市,清水町,美山町,越廼村,",総合計画,"カラー撮影,数値図化,数値図化","10000,,2500,,1000","800.0KM2,80.0KM2,90.0KM2","福井県福井市
助言H15.10.16D0171","国際航業(株)
(株)パスコ","H15.8.20
H16.3.25",
福井県,"福井市,",道路台帳,"座標変換,座標変換","2500,,500","170.3KM2,170.3KM2","福井県福井市
助言H15.10.16D0172","国際航業(株)
(痢パスコ","H15.9.11
H15.10.31",
福井県,"池田町,",ダム計画,数値図化,2500,10.4KM2,"近畿地方整備局足羽川ダムエ事事務所
助言H15.10.20D0179",(株)サンワコン,"H15.9.26
H16.2.2",
福井県,"丸岡町,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,1point,11point,0.1KM2","丸岡町北部第六土地区圃整理組合
助言H15.10.20D0180",(株)サンワコン,"H15.10.20
H15.10.31",
福井県,"武生市,",砂防計画,"写真図,数値図化","10000,,2500","36.3KM2,36.3KM2","福井県武生土木事務所
助言H15.11.14D0186",(株)帝国コンサルタント,"H15.8.15
H16.3.25",
福井県,"池田町,",ダム計画,数値図化,2500,10.9KM2,"足羽川ダムエ事事務所
助言H15.11.14D0187",(株)目本海コンサルタント,"H15.9.27

H16.2.3",
福井県,"永平寺町,",その他,"カラー撮影,数値図修正,座標変換","4000,,500,,500","0.5KM2,0.2KM2,0.2KM2","福井県永平寺町
助言H15.11.20D0192",(株)パスコ,"H15.10.20
H16.3.25",
福井県,"丸岡町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,28point,63point,0.6KM2","福井県坂井農林総合事務所
助言H15.11.26D0193","福井県土地改良事業団体連
合会","H15.10.14
H16.3.25",
福井県,"松岡町,",ほ場整備,"基準点,基準点,平板","2級,,4級,,500","4point,36point,0.1KM2","福井県福井農林総合事務所
助言H15.11.26D0199","福井県土地改良事業団体連
合会","H15.9.17
H16.3.26",
福井県,"南条町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,7point,20point,0.1KM2","南条土地改良区
助言H16.1.5D0214","福井県土地改良事業団体連
合会","H15.8.14
H16.3.25",
福井県,"上志比村,",道路台帳,"既成図数値化,座標変換","1000,,1000","1.7KM2,11.1KM2","福井県上志比村
助言H16.2.2D0226",(株)パスコ,"H16.1.30
H16.3.31",
福井県,"鯖江市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,10point,167point","下河端土地区圃整理組合
助言H16.2.26D0235",(株)サンワコン,"H16.2.23
H16.3.31",
福井県,"大野市,",砂防計画,座標変換,5000,223.7KM2,"福井河川国道工事事務所
助言H16.3.8D0241",アジア航測(株),"H16.2.4
H16.3.15",
福井県,"福井市,",河川管理,基準点,2級,2point,"福井県福井土木事務所
助言H16.3.22D0245",新成測量設計(株),"H16.3.15
H16.4.30",
岐阜県,"岐阜市,",土地区画整理(座標変換),"座標変換,座標変換,座標変換","2級,,3級,,4級","2point,6point,78point","岐阜市正木北部土地区圃整理組合
助言H15.4.1E0001",英コンサルタント(株),"H15.3.25
H15.4.23",
岐阜県,"根尾村,藤橋村,坂内村,久瀬村,",砂防計画,"空三,水準","2500,,簡級","467M,137.0km","越美山系砂防工事事務所
助言H15.4.4E0004",(株)パスコ,"H15.3.7
H15.9.30",
岐阜県,"高山市,清見村,荘川村,古川町,国府町,河合村,丹生川村,白川村,宮村,宮川村,神岡町,上宝村,",森林計画,撮影,16000,1722.0KM2,"岐阜県
助言H15.4.8E0007",中目本航空(株),"H15.5.8
H15.10.31",
岐阜県県境愛知県,"多治見市,土岐市,県境春日井市,",基本水準点の2000年度平均成果改定に伴う変換業務,成果改算,3級,17.2km,"庄内川河川事務所
助言H15.4.23E0012",(株)ュニオン,"H15.3.29
H15.6.30",
岐阜県,"多治見市,土岐市,瑞浪市,恵那市,笠原町,山岡町,",砂防計画,"カラー撮影,空三",10000,"448.7KM2,341M","多治見砂防国道事務所
助言H15.5.13E0021",アジア航測(株),"H15.5.13
H15.11.20",
