都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
栃木県,"佐野市,",下水道計園,"撮影,数値図化,座標変換","4000,,500,,500","5.8KM2,0.7KM2,0.8KM2","佐野市
助言H17.8.31C0206",パスキンエ業(株),"H17.9.1
H17.12.2",
栃木県,"日光市,",河川管理,基準点,1級,3point,"日光砂防事務所
助言H17.9.1C0207",中央技術(株),"H17.3.2
H17.10.7",
栃木県,"佐野市,",都市計園,"数値図化,編集","10000,,25000","223.5KM2,132.5KM2","佐野市
助言H17.9.6C0211",国際航業(株),"H17.8.2
H18.3.20",
栃木県,"宇都宮市,",14条地図作成,平板,500,0.2KM2,"宇都宮地方法務局
助言H17.9.7C0212",社団法人栃木県公共嘱託登記,"H17.10.1
H18.3.31",
栃木県,"壬生町,",固定資産,カラー撮影,8000,61.0KM2,"壬生町
助言H17.9.9C0218",国際航業(株),"H17.10.1
H18.3.10",
栃木県県境茨城県,"南那須町,黒羽町,馬頭町,烏山町,茂木町,県境大子町,常陸大宮市,北茨城市,常陸太田市,",森林計園,撮影,20000,1166.0KM2,"関東信越国税局
助言H17.10.12C0269",東武計園(株),"H17.9.15
H17.12.20",
栃木県,"宇都宮市,栃木市,壬生町,真岡市,小山市,佐野市,藤岡町,大平町,足利市,石橋町,国分寺町,二宮町,高根沢町,",地盤変動調査,水準,1級,505.0km,"栃木県
助言H17.11.8C0308",(株冲庭測量コンサルタント,"H17.11.15
H18.3.31",
栃木県,"鹿沼市,日光市,那須塩原市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","13.9KM2,13.9KM2,13.9KM2","土地･水資源局国土調査課
助言H17.12.2C0366","日研測量(株)
東洋測量設計(株)
(株)篠原設計","H17.9.7
H18.2.20",
栃木県,"小山市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","10.8KM2,10.8KM2,10.8KM2","土地水資源局国土調査課
助言H17.12.2C0367","(株)都市設計
(株)栃木測量設計
中央測量設計(株)","H17.9.7
H18.1.16",
栃木県,"那須町,",固定資産税調査,カラー撮影,8000,372.3KM2,"那須町
助言H17.12.8C0413",日研測量(株),"H17.9.5
H18.3.31",
栃木県,"小山市,",土地区園整理,"基準点,基準点","3級,,4級","7point,143point","小山市乙女下町土地区画整理組合
助言H17.12.14C0425",(株)都市設計,"H17.12.1
H18.3.24",
栃木県,"宇都宮市,",土地区園整理,"基準点,基準点","3級,,4級","6point,123point","宇都宮市
助言H17.12.22C0444",協和測量設計(株),"H17.12.1
H18.3.10",
栃木県,"鹿沼市,",土地区画整理,"平板,基準点,基準点","500,,3級,,4級","0.1KM2,4point,33point","鹿沼市
助言H18.1.4C0456",(株)栃木都市計園センター,"H17.12.27
H18.9.30",
栃木県,"南那須町,",砂防計園,数値図化,2500,18.0KM2,"大田原土木事務所
助言H18.1.5C0462",日研測量(株),"H17.12.14
H18.3.24",
栃木県,"栗山村,藤原町,",ダム管理,"カラー撮影,航空レーザ,数値図化","DMC,,,,2500","59.1KM2,59.1KM2,59.1KM2","鬼怒川ダム統合管理事務所
助言H18.1.11C0490",国際航業(株),"H17.10.24
H18.3.24",
栃木県,"鹿沼市,",地籍調査,"基準点,基準点","1級,,3級","5point,3point","鹿沼市
助言H18.1.23C0538","日研測量(株)
東洋測量設計(株)
(株)篠原設計","H17.9.6
H18.2.20",
栃木県県境茨城県,"那須烏山市,県境城里町,常陸大宮市,水戸市,ひたちなか市,",河川計園,"数値図修正,座標変換","2500,,2500","58.0KM2,58.0KM2","常陸河川国道事務所
助言H18.3.17C0638",那須測量(株),"H18.2.9
H18.3.31",
群馬県,"小野上村,子持村,赤城村,渋川市,榛東村,前橋市,太田市,桐生市,大間々町,黒保根村,",森林計園,カラー撮影,20000,979.0KM2,"群馬県
助言H17.4.27C0014",朝日航洋(株),"H17.5.16
H17.11.30",
群馬県,"片品村,白沢村,川場村,",砂防計園,数値図化,2500,133.9KM2,"群馬県沼田土木事務所
助言H17.5.11C0025",国際航業(株),"H17.5.16
H17.8.31",
群馬県,"沼田市,",土地改良,"基準点,基準点","3級,,4級","4point,2point","沼田市
助言H17.6.1C0043",群馬県土地改良事業団連合会,"H17.5.30
H17.6.30",
群馬県,"上野村,吉井町,鬼石町,",砂防計園,数値図化,2500,212.0KM2,"藤岡土木事務所
助言H17.7.4C0081",(株)オオバ,"H16.12.14
H17.11.30",
群馬県県境埼玉県,"高崎市,安中市,吉井町,藤岡市,県境上里町,",河川管理,水準,2級,12.5km,"高崎河川国道事務所
助言H17.7.21C0099",(株)環境科学コーポレーション,"H17.8.8
H17.9.30",
群馬県,"伊勢崎市,",都市計園,"数値図修正,既成図数値化,撮影","2500,,2500,,15000","139.3KM2,24.2KM2,139.3KM2","伊勢崎市
助言H17.7.25C0105",都市設計(株),"H17.6.23
H18.3.15",
群馬県,"沼田市,片品村,",道路計園,"基準点,基準点,平板,路線,その他","2級,,4級,,500,,,,用地","4point,70point,0.1KM2,0.3km","利根川水系砂防事務所
助言H17.7.28C0157",技研測量設計(株),"H17.7.26
H17.12.22",
群馬県,"長野原町,",砂防計園,"基準点,基準点,基準点,平板,縦横断","2級,,3級,,4級,,1000,,","5point,8point,69point,0.1KM2,1.3km","利根川水系砂防事務所
助言H17.8.11C0178",(株)測研,"H17.8.10
H17.12.20",
群馬県,"前橋市,",都市計園,"座標変換,写測修正,編集","2500,,2500,,10000","74.3KM2,93.9KM2,93.9KM2","前橋市
助言H17.8.15C0183",技研測量設計(株),"H17.6.23
H18.3.17",
群馬県,"前橋市,",土地区園整理,"基準点,基準点","2級,,4級","5point,0.1KM2","前橋市
助言H17.8.30C0200",技研測量設計(株),"H17.7.28
H17.10.31",
群馬県,"高崎市,",河川管理,"平板,縦横断","500,,100","0.1KM2,0.3km","高崎河川国道事務所
助言H17.9.7C0209",明治コンサルタント(株),"H17.9.1
H17.10.31",
群馬県,"太田市,",都市計園,"カラー撮影,既成図数値化,数値図修正","12500,,2500,,2500","176.5KM2,98.0KM2,176.5KM2","太田市
助言H17.9.1C0210",アクリーグ(株),"H17.8.1
H18.3.20",
群馬県,"高崎市,",14条地図作成,"基準点,平板","4級,,500","0.5KM2,0.5KM2","前橋地方法務局
助言H17.9.7C0213",新井調査設計(株),"H17.9.15
H18.3.31",
群馬県,"水上町,新治村,沼田市,",河川管理,"基準点,基準点,水準,水準","2級,,3級,,2級,,3級","29point,39point,55.0km,38.0km","関東地方整備局利根川ダム統合管理事務所
助言H17.9.28C0240",(株)協和テクノ,"H17.9.10
H18.2.28",
群馬県,"渋川市,",土地区園整理,"基準点,基準点,基準点","2級,,3級,,4級","3point,4point,38point","行幸田北部土地改良区
助言H17.10.4C0256",群馬県土地改良事業団体連合会,"H17.10.11
H17.11.30",
群馬県,"前橋市,",土地区園整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,5point,94point,0.2KM2","前橋市樋越南部土地区園整理組合
助言H17.10.13C0274",田中測量設計(株),"H17.8.25
H18.2.28",
群馬県,"沼田市,",森林計園,基準点,2級,4point,"関東森林管理局
助言H17.10.24C0283",技研測量設計(株),"H17.10.24
H17.12.28",
群馬県,"前橋市,",座標変換,"基準点,基準点","1級,,2級","4point,17point","前橋市
助言H17.10.24C0284",関東測量(株),"H17.10.17
H17.12.20",
群馬県,"太田市,",総合計園,基準点,1級,1point,"太田市
助言H17.11.1C0294",(株)パスコ,"H17.11.2
H17.12.2",
群馬県,"みなかみ町,",固定資産調査,撮影,8000,178.1KM2,"みなかみ町
助言H17.11.2C0300",国土情報開発(株),"H17.6.16
H18.3.15",
群馬県県境栃木県県境埼玉県県境茨城県県境千葉県,"伊勢崎市,玉村町,県境藤岡町,野木町,県境本庄市,加須市,県境古河市,取手市,県境野田市,我孫子市,",防災計園,航空レーザ,,100.0KM2,"利根川上流河川事務所
助言H17.11.7C0303",国際航業(株),"H17.3.24
H18.1.31",
群馬県,"板倉町,",宅地開発,"水準,基準点,基準点,座標変換,座標変換,座標変換","2級,,3級,,4級,,1級,,2級,,3級","2.2km,2point,15point,1point,1point,1point","群馬県企業局板倉ﾆｭｰﾀｳﾝ販売ｾﾝﾀｰ
助言H17.11.9C0312",関東測量(株),"H17.11.15
H18.2.17",
群馬県,"館林市,伊勢崎市,新町,玉村町,板倉町,明和町,千代田町,大泉町,邑楽町,前橋市,高崎市,太田市,藤岡市,吉井町,",地盤変動調査,水準,１級,520.0km,"群馬県
助言H17.11.29C0363",関東測量(株),"H17.11.17
H18.3.24",
群馬県,"高崎市,",地籍調査,基準点,街区点,14.7KM2,"土地･水資源局国土調査課
助言H17.12.2C0391",技研測量設計(株),"H17.9.9
H17.12.20",
群馬県,"高崎市,",地籍調査,基準点,街区点,20.9KM2,"土地･水資源局国土調査課
助言H17.12.2C0392","関東測量(株)
上武測量設計(株)","H17.9.9
H18.1.6",
群馬県,"桐生市,",固定資産調査,撮影,8000,173.1KM2,"桐生市
助言H17.12.12C0420",アクリーグ(株),"H17.12.20
H18.1.30",
群馬県,"みなかみ町,",白狐橋詳細設計,基準点,簡級,,"高崎河川国道事務所
助言H17.12.13C0422",(株)冨永調査事務所,"H17.12.12
H18.3.20",
群馬県県境埼玉県,"千代田町,板倉町,県境北川辺町,",河川管理,水準,3級,18.3km,"独立行政法人水資源機構利根導水総合管理所
助言H17.12.22C0445",(株)日研コンサル,"H17.12.17
H18.1.20",
群馬県,"伊勢崎市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","6.0KM2,9.3KM2,12.6KM2","土地･水資源局国土調査課
助言H18.1.19C0516","プロフア設計(株)
協和補償コンサルタント(株)","H17.10.6
H18.3.13",
群馬県,"前橋市,",土地区園整理,"基準点,基準点","2級,,4級","4point,13.3KM2","前橋市
助言H18.1.19C0531",技研測量設計(株),"H17.12.15
H18.3.7",
群馬県,"高崎市,群馬町,新町,箕郷町,倉渕村,",総合計園,カラー撮影,8000,217.9KM2,"高崎市
助言H18.1.23C0536",国際航業(株),"H17.11.23
H18.3.31",
群馬県,"前橋市,",道路計園,"基準点,平板,路線","4級,,250,,","20point,,0.6km","高崎河川国道事務所
助言H18.1.26C0556",(株)綜合技術コンサルタント,"H18.2.1
H18.3.15",
群馬県,"渋川市,",道路計園,"基準点,平板,路線","4級,,,,","6point,,0.4km","高崎河川国道事務所
助言H18.1.26C0557",(株)復建技術コンサルタント,"H18.1.23
H18.1.24",
群馬県,"前橋市,",土地区園整理,"基準点,基準点","3級,,4級","6point,42point","前橋市
助言H18.2.2C0565",三陽測量(株),"H18.2.6
H18.3.24",
群馬県,"沼田市,",その他,"基準点,基準点,基準点,平板","2級,,3級,,4級,,","9point,37point,209point,1.0KM2","沼田市
助言H18.2.2C0571",群馬県土地改良事業団体連合会,"H18.2.10
H18.3.20",
群馬県県境埼玉県,"高崎市,藤岡市,玉村町,県境上里町,",河川管理,写測修正,2500,40.4KM2,"高崎河川国道事務所
助言H18.2.6C0580",双葉航測(株),"H18.2.15
H18.3.30",
群馬県,"伊勢崎市,",地籍調査,"基準点,基準点","1級,,2級","20point,17point","伊勢崎市
助言H18.2.9C0586","プロフア設計(株)
協和測量設計(株)","H17.10.6
H18.3.13",
群馬県,"前橋市,",宅地開発,"基準点,基準点,平板,平板","3級,,4級,,500,,1000","4point,32point,0.1KM2,0.1KM2","前橋工業団地造成組合
助言H18.3.28C0661",両毛測量(株),"H18.3.27
H18.6.23",
埼玉県,"滑川町,",固定資産調査,カラー撮影,10000,29.7KM2,"埼玉県滑川町
助言H17.5.10C0024",アクリーグ(株),"H17.5.1
H17.10.28",
埼玉県,"都幾川村,玉川村,",総合計園,"カラー撮影,ディジタルオルソ",2500,"55.8KM2,55.8KM2","埼玉県都幾川村
助言H17.5.24C0040",(株)パスコ,"H17.5.12
H17.7.29",
埼玉県,"和光市,",道路台帳,基準点,3級,81point,"和光市
助言H17.6.1C0045",昭和(株),"H17.6.1
H18.3.31",
埼玉県,"大里町,",都市計園,基準点,2級,15point,"大里町
助言H17.6.10C0058",新日本測量設計(株),"H17.6.15
H17.8.30",
埼玉県,"深谷市,",都市計園,"カラー撮影,写測修正","10000,,2500","137.6KM2,69.4KM2","深谷市
助言H17.6.22C0059",アジア航測(株),"H17.6.2
H18.2.24",
埼玉県,"川口市,",土地区園整理,平板,500,0.2KM2,"川ロ市
助言H17.6.22C0065",(株)大洋園地,"H17.6.27
H18.3.10",単位修正
埼玉県,"新座市,",都市計園,"カラー撮影,数値図修正,座標変換,編集,編集","15000,,2500,,2500,,5000,,10000","22.8KM2,22.8KM2,22.8KM2,22.8KM2,22.8KM2","埼玉県新座市
助言H17.6.22C0066",東武計園(株),"H17.6.3
H17.11.30",
埼玉県,"越谷市,",土地区園整理,基準点,2級,8point,"独立行政法人都市再生機構埼玉地域支社
助言H17.6.27C0076",(株)日測,"H17.8.1
H18.3.31",
埼玉県,"戸田市,",その他,基準点,4級,626point,"戸田市
助言H17.7.1C0080",(有)旭測量設計,"H17.5.24
H18.3.15",
埼玉県,"所沢市,",土地区画整理,"基準点,基準点,その他","3級,,4級,,500","29point,268point,0.2KM2","所沢都市計園事業第二上新井特定土地区園整理
助言H17.7.5C0083",(株)ハ州,"H17.7.10
H18.3.17",
埼玉県,"狭山市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,","6point,190point,41.2KM2","狭山市
助言H17.7.21C0095",朝日航洋(株),"H17.7.1
H19.3.31",
埼玉県,"熊谷市,",土地区園整理,"平板,座標変換,基準点,基準点","500,,2級,,3級,,4級","59.6KM2,3point,23point,257point","能谷市
助言H17.7.21C0101",昭和(株),"H17.7.25
H18.8.31",
埼玉県,"越谷市,",都市再生街区基本調査,その他,街区点,11.5KM2,"土地･水資源局国土調査課
助言H17.7.28C0111",(有)旭測量設計,"H17.1.15
H17.8.31",
埼玉県,"越谷市,",都市再生街区基本調査,その他,街区点,10.4KM2,"土地･水資源局国土調査課
助言H17.7.28C0112",浦和測量設計(株),"H17.1.19
H17.8.31",
埼玉県,"春日部市,",都市再生街区基本調査,その他,街区点,9.4KM2,"土地･水資源局国土調査課
助言H17.7.28C0113",(株)サクラプランニング,"H17.1.19
H17.8.31",
埼玉県,"春日部市,",都市再生街区基本調査,その他,街区点,9.3KM2,"土地･水資源局国土調査課
助言H17.7.28C0114",富士測地(株),"H17.1.20
H17.8.31",
埼玉県,"本庄市,",土地区園整理,"基準点,平板","4級,,500","285point,0.5KM2","本庄市
助言H17.8.5C0167",昭和(株),"H17.7.11
H18.3.17",
埼玉県,"本庄市,",土地区園整理,基準点,4級,250point,"本庄市
助言H17.8.5C0168",昭和(株),"H17.7.11
H18.3.17",
埼玉県,"蓮田市,",土地区園整理,平板,500,0.1KM2,"蓮田市
助言H17.8.5C0169",昭和(株),"H17.7.29
H17.12.20",
埼玉県,"さいたま市,",土地区園整理,"平板,基準点","500,,4級","0.1KM2,76point","さいたま市
助言H17.8.5C0170",昭和(株),"H17.8.8
H18.3.10",
埼玉県,"越谷市,",地籍調査,"基準点,平板","図根多角点,,500","0.6KM2,0.6KM2","越谷市
助言H17.8.5C0171",(株)パスコ,"H17.8.1
H18.3.27",
埼玉県,"川越市,",土地区園整理,"基準点,基準点,基準点,平板","2級,,3級,,4級","1point,5point,26point,0.1KM2","川越市
助言H17.8.8C0172",埼玉県住宅供給公社,"H17.8.10
H18.3.31",
埼玉県,"春日部市,",地籍調査,基準点,4級,0.2KM2,"春日部市
助言H17.8.8C0173",(株)パスコ,"H17.8.1
H18.2.23",
埼玉県,"川口市,",土地区園整理,平板,500,0.1KM2,"川ロ市
助言H17.8.10C0175",(株)大洋園地,"H17.8.22
H17.12.15",
埼玉県,"志木市,",土地区園整理,"基準点,基準点,基準点,平板","1級,,3級,,4級,,500","3point,14point,203point,0.4KM2","志木市西原特定土地区園整理組合
助言H17.8.24C0191",昭和(株),"H17.8.22
H18.6.30",
埼玉県,"行田市,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","27point,157point,0.8KM2","埼玉県加須農林振興センター
助言H17.8.24C0192",(株)富士測量,"H17.8.5
H18.3.10",
埼玉県,"所沢市,",道路計園,基準点,3級,10point,"所沢市
助言H17.8.30C0198",豊和コンサルタント(株),"H17.8.29
H18.3.24",
埼玉県,"入間市,",道路計園,基準点,3級,6point,"入間市
助言H17.8.30C0199",豊和コンサルタント(株),"H17.8.29
H18.3.24",
埼玉県,"栗橋町,",道路台帳,"基準点,基準点","3級,,4級","1point,12point","栗橋町
助言H17.9.8C0217",東武計園(株),"H17.9.5
H18.3.17",
埼玉県,"上尾市,",土地区園整理,"基準点,基準点,平板","3級,,4級,,500","8point,84point,0.3KM2","上尾市原市北部第二土地区園整理組合
助言H17.9.28C0245",昭和(株),"H17.10.1
H18.3.20",
埼玉県,"飯能市,",都市計園,"カラー撮影,数値図修正","20000,,5000","35.0KM2,35.0KM2","飯能市
助言H17.10.3C0248",(株)パスコ,"H17.9.1
H18.1.23",
埼玉県,"花園町,寄居町,川本町,江南町,熊谷市,大里町,行田市,吹上町,吉見町,鴻巣市,北本市,川島町,川越市,上尾市,富士見市,さいたま市,志木市,戸田市,朝霞市,和光市,",河川管理,"基準点,基準点,水準","2級,,4級,,2級","109point,290point,45.0km","荒川上流河川事務所
助言H17.10.4C0253",埼玉測量設計(株),"H17.9.30
H18.2.28",
埼玉県,"東松山市,鳩山町,都幾川村,川越市,毛呂山町,鶴ヶ島市,坂戸市,川島町,嵐山町,",河川管理,"基準点,基準点,水準","2級,,4級,,2級","37point,226point,5.0km","荒川上流河川事務所
助言H17.10.4C0254",(株)日測,"H17.9.30
H18.2.28",
埼玉県,"桶川市,戸田市,寄居町,東松山市,坂戸市,鶴ヶ島市,川越市,",河川管理,数値図化,2500,159.8KM2,"荒川上流河川事務所
助言H17.10.4C0255","(株)オリス
(株)サンテックインターナショナル
朝日航洋(株)","H17.8.23
H18.1.19",
埼玉県,"幸手市,",道路台帳,"平板,基準点","500,,4級","0.2KM2,22point","幸手市
助言H17.10.5C0264",(株)サクラプランニング,"H17.10.20
H18.2.28",
埼玉県,"都幾川村,玉川村,",都市計園,"数値図化,編集","2500,,10000","55.8KM2,55.8KM2","都幾川村
助言H17.10.13C0271",(株)パスコ,"H17.9.2
H18.1.31",
埼玉県,"川越市,",都市計園,"数値図化,編集,編集","2500,,10000,,15000","109.2KM2,109.2KM2,109.2KM2","川越市
助言H17.10.24C0285",(株)パスコ,"H17.8.22
H18.3.17",
埼玉県,"羽生市,",都市計園,"カラー撮影,カラー撮影","5000,,10000","58.6KM2,58.6KM2","羽生市
助言H17.11.7C0304",日本空間情報技術(株),"H17.9.22
H18.3.20",
埼玉県,"三郷市,行田市,熊谷市,吉見町,吹上町,鴻巣市,羽生市,さいたま市,吉川市,加須市,北本市,入間市,狭山市,川越市,戸田市,",都市計園,撮影,8000,9.2KM2,"埼玉県
助言H17.11.8C0306",国際航業(株),"H17.9.21
H17.12.25",
埼玉県,"岡部町,川本町,花園町,",都市計園,数値図化,2500,68.2KM2,"深谷市
助言H17.11.11C0316",アジア航測(株),"H17.10.20
H18.3.31",
埼玉県,"熊谷市,",地籍調査,基準点,2級,18point,"能谷市
助言H17.11.18C0325","(株)富士測量
高橋測量設計(株)
ュニオン測量(株)
井田起業(株)
(株)上武測地
(有)武甲測量","H17.8.8
H18.1.23",
埼玉県,"熊谷市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","10.5KM2,10.5KM2,10.5KM2","土地水資源局国土調査課
助言H17.11.25C0334","(株)富士測量
高橋測量設計(株)
ュニオン測量(株)","H17.8.8
H18.1.23",
埼玉県,"熊谷市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","4.8KM2,4.8KM2,4.8KM2","土地水資源局国土調査課
助言H17.11.25C0335","井田起業(株)
(株)上武測地
(株)武甲測量","H17.8.8
H17.12.2",
埼玉県,"川口市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","16.9KM2,16.9KM2","土地水資源局国土調査課
助言H17.11.25C0336",(株)大洋園地,"H17.8.8
H17.12.26",
埼玉県,"川口市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","26.0KM2,26.0KM2","土地水資源局国土調査課
助言H17.11.25C0337",(株)本州,"H17.8.8
H18.3.6",
埼玉県,"狭山市,入間市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","12.2KM2,12.2KM2","土地水資源局国土調査課
助言H17.11.25C0338","山晃測量設計(株)
大成測量設計(株)
赤沢測量設計(株)","H17.8.8
H17.12.8",
埼玉県,"上尾市,",地籍調査,基準点,街区多角点,17.2KM2,"土地水資源局国土調査課
助言H17.11.25C0339","(株)ヤマト測建
(株)北武蔵調査測量設計事務所
東洋測地調査(株)","H17.8.9
H17.12.19",
埼玉県,"志木市,富士見市,ふじみ野市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","14.9KM2,14.9KM2","土地水資源局国土調査課
助言H17.11.25C0340","(株)ミカミ･アイェヌジー
武州測量(株)
司測量設計調査(株)","H17.8.9
H17.12.27",
埼玉県,"三郷市,",都市計画,"カラー撮影,数値図化","10000,,2500","30.4KM2,30.4KM2","三郷市
助言H17.11.22C0357",国際航業(株),"H17.11.17
H18.3.10",
埼玉県,"さいたま市,",地籍調査,"座標変換,座標変換","1級,,2級","68point,34point","土地･水資源局国土調査課
助言H17.12.2C0369",太平洋航業(株),"H17.9.7
H18.1.23",
埼玉県,"さいたま市,",地籍調査,"座標変換,座標変換","1級,,2級","72point,61point","土地･水資源局国土調査課
助言H17.12.2C0370","埼玉コンサルタント(株)
都市開発設計(株)","H17.9.7
H18.2.13",
埼玉県,"さいたま市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","20.7KM2,20.7KM2","土地･水資源局国土調査課
助言H17.12.2C0371",塩川設計測量(株),"H17.9.1
H18.2.3",
埼玉県,"さいたま市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","15.0KM2,15.0KM2","土地･水資源局国土調査課
助言H17.12.2C0372",カツミテクノ(株),"H17.9.7
H18.1.16",
埼玉県,"さいたま市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","31.3KM2,31.3KM2","土地･水資源局国土調査課
助言H17.12.2C0373",共和コンサルタント(株),"H17.9.7
H18.2.10",
埼玉県,"さいたま市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","19.3KM2,19.3KM2","土地･水資源局国土調査課
助言H17.12.2C0374","埼玉測量設計(株)
第一測量設計(株)
浦和測量設計(株)","H17.9.7
H18.1.26",
埼玉県,"さいたま市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","20.6KM2,20.6KM2","土地･水資源局国土調査課
助言H17.12.2C0375",(株)GIS関東,"H17.9.7
H18.1.27",
埼玉県,"川越市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","24.4KM2,24.4KM2","土地･水資源局国土調査課
助言H17.12.2C0376","三協測量設計(株)
高瀬測量設計(株)
(株)サンケイコンサルタント","H17.9.8
H18.2.13",
埼玉県,"所沢市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","24.2KM2,24.2KM2","土地･水資源局国土調査課
助言H17.12.2C0377",(株)塩崎テクノブレイン,"H17.9.8
H18.2.20",
埼玉県,"上尾市,",地籍調査,座標変換,3級,241point,"上尾市
助言H17.11.29C0394","(株)ヤマト測建
(株)北武蔵調査測量設計事務所
東洋測地調査(株)","H17.8.9
H17.12.8",
埼玉県,"空白,",地盤変動調査,水準,1級,920.0km,"埼玉県
助言H17.11.29C0396","太平洋航業(株)
国際測地(株)","H17.11.22
H18.3.27",
埼玉県,"さいたま市,",都市計園,既成図数値化,500,0.4KM2,"さいたま市
助言H17.11.29C0400",(株)パスコ,"H17.11.7
H18.3.24",
埼玉県,"春日部市,",都市計園,"基準点,基準点","1級,,2級","22point,31point","春日部市
助言H17.12.7C0414",(株)アタル開発,"H17.7.26
H18.3.24",
埼玉県,"滑川町,",土地区園整理,"基準点,基準点,基準点","2級,,3級,,4級","7point,24point,495point","滑川町月輪土地区園整理組合
助言H17.12.7C0415",大和測量(株),"H17.12.5
H18.3.15",
埼玉県,"菖蒲町,",土地区園整理,"基準点,平板",4級,12point,"菖蒲中井土地区園整理組合
助言H17.12.12C0421",(株)協和コンサルタンツ,"H17.12.12
H17.12.27",
埼玉県,"新座市,",土地区園整理,"平板,基準点,基準点,水準,水準","500,,2級,,4級,,3級,,4級",",3point,24point,3.3km,1.4km","新座市
助言H17.12.14C0427",昭和(株),"H17.11.4
H18.3.24",l修正
埼玉県,"さいたま市,",地籍調査,成果改算,3級,31point,"さいたま県土整備事務所
助言H17.12.14C0431","(株)大洋園地
(株)本州","H17.8.8
H18.1.23",
埼玉県,"さいたま市,",固定資産税調査･都市計画,カラー撮影,UltraCAMD,217.5KM2,"さいたま市
助言H17.12.19C0434",(株)パスコ,"H17.12.9
H18.2.28",
埼玉県,"狭山市,",道路台帳,基準点,3級,6point,"狭山市
助言H17.12.19C0436",朝日航洋(株),"H17.11.14
H18.3.31",
埼玉県,"さいたま市,",地盤変動調査,水準,１級,122.0km,"さいたま市
助言H17.12.21C0440",国際航業(株),"H17.11.21
H18.3.22",
埼玉県,"所沢市,",土地区園整理,"成果改算,基準点","3級,,3級","8point,6point","所沢市
助言H17.12.27C0443",朝日航洋(株),"H17.11.18
H18.3.10",
埼玉県,"伊奈町,",土地区園整理,"基準点,平板","4級,,500","205point,0.7KM2","伊奈新都市建設事務所
助言H17.12.27C0449",昭和(株),"H17.11.28
H18.3.10",
埼玉県,"草加市,八潮市,三郷市,",道路敷地調査,"基準点,基準点,基準点,基準点","1級,,2級,,3級,,4級","5point,5point,8point,245point","関東地方整備局北首都国道事務所
助言H17.12.27C0450","司測量設計調査(株)
日南技術(株)
三和測量設計(株)
アジア航測(株)
オオバ調査測量(株)","H17.11.11
H18.3.17",
埼玉県,"寄居町,",固定資産資料,カラー撮影,5000,64.2KM2,"寄居町
助言H17.12.27C0452",国際航業(株),"H17.12.16
H18.3.27",
埼玉県,"三芳町,",固定資産基礎資料,カラー撮影,ADS4020cm,15.3KM2,"三芳町
助言H18.1.5C0466",(株)パスコ,"H17.12.1
H18.3.31",
埼玉県,"春日部市,",固定資産資料,カラー撮影,ADS4020cm,66.0KM2,"春日部市
助言H18.1.5C0468",(株)パスコ,"H17.12.20
H19.3.10",
埼玉県,"熊谷市,",固定資産資料,カラー撮影,ADS4020cm,30.4KM2,"能谷市
助言H18.1.5C0469",(株)パスコ,"H17.12.12
H18.3.15",
埼玉県,"川越市,",固定資産資料,カラー撮影,10000,109.2KM2,"川越市
助言H18.1.5C0472",(株)パスコ,"H17.12.15
H18.4.20",
埼玉県,"横瀬町,",固定資産資料,カラー撮影,ADS4020cm,49.4KM2,"横瀬町
助言H18.1.5C0473",(株)パスコ,"H17.12.5
H18.3.9",
埼玉県,"秩父市,",固定資産資料,カラー撮影,ADS4020cm,304.9KM2,"秩父市
助言H18.1.5C0475",(株)パスコ,"H17.11.1
H18.3.27",
埼玉県,"長瀞町,",固定資産資料,カラー撮影,ADS4020cm,30.4KM2,"長瀞町
助言H18.1.5C0477",(株)パスコ,"H17.12.10
H18.3.25",
埼玉県,"深谷市,",固定資産資料,カラー撮影,4000,137.6KM2,"深谷市
助言H18.1.6C0483",朝日航洋(株),"H17.12.5
H18.6.30",
埼玉県,"本庄市,児玉町,",固定資産資料,カラー撮影,5000,89.7KM2,"本庄市
助言H18.1.6C0484",国際航業(株),"H17.11.30
H18.3.15",
埼玉県,"上里町,",固定資産資料,カラー撮影,5000,29.2KM2,"上里町
助言H18.1.6C0485",国際航業(株),"H17.12.12
H18.3.20",
