都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
広島県,"広島市,",区画整理事業,基準点,3級,1point,"広島県　広島市
助言　　　H18.7.25 G 0049",復建調査設計(株),"H18.7.25
H19.3.20"
広島県,"大崎上島町,",写真図作成(航空写真撮影),"カラー撮影,ディジタルオルソ","8000,,1000","43.3KM2,43.3KM2","広島県　大崎上島町
助言　　　H18.7.27 G 0053",(株)ジェクト,"H18.7.24
H19.3.20"
広島県,"府中市,",ほ場整備,"基準点,座標変換","3級,,地籍図根点","4point,3point","広島県福山地域事務所
助言　　　　H18.8.4 G 0056",広島県土地改良事業団体連合会,"　H18.8.4
H18.12.20"
広島県,"府中町,",都市計画,"数値撮影,座標変換,座標変換,数値図修正,数値図修正","10000,,1000,,2500,,1000,,2500","10.5KM2,5.6KM2,4.8KM2,5.6KM2,4.8KM2","広島県　府中町
助言　　　　H18.8.7 G 0057",アジア航測(株),"H18.7.14
H19.3.31"
広島県,"三原市,",道路台帳,その他,500,0.2KM2,"中国地方整備局福山河川国道事務所
助言　　　H18.8.24 G 0096",(株)広洋コンサルタント,"H18.6.20
H19.2.28"
広島県,"尾道市,",港湾計画,"基準点,基準点","１級,,3級","4point,4point","広島県尾三地域事務所
助言　　　H18.8.25 G 0097",(株)セトウチ,"H18.7.21
H18.11.30"
広島県,"広島市,",下水道平面図,"カラー撮影,数値図化,空三,水準","4000,,500,,簡級","0.3KM2,0.3KM2,7M,6.0km","広島県　広島市
助言　　　H18.8.25 G 0098",(株)ヒロコーコンサル,"H18.8.4
H18.11.2"
広島県,"広島市,",地形平面図作成,"撮影,空三,数値図化,水準","4000,,,,500,,3級","0.7KM2,10M,0.7KM2,13.0km","広島県　広島市
助言　　　H18.8.31　G 0101",(株)日航コンサルタント,"H18.8.4
H18.11.2"
広島県,"庄原市,",河川総合開発事業,基準点,3級,2point,"広島県備北地域事務所建設局庄原支局
助言　　　　H18.9.4 G 0102",中電技術コンサルタント(株)   ,"H18.8.30
H18.12.22"
広島県,"大崎上島町,",道路台帳付図,"写測修正,既成図数値化,座標変換","1000,,1000,,1000","4.9KM2,4.9KM2,4.9KM2","広島県　大崎上島町
助言　　　　H18.9.7 G 0108",(株)日航コンサルタント,"H18.8.26
H19.3.30"
広島県,"三次市,",世界測地系への座標変換,"座標変換,座標変換,座標変換","2級,,3級,,地籍図根点","6point,1point,4point","広島県　三次市
助言　　　　H18.9.8 G 0109",広島県土地改良事業団体連合会,"H18.9.9
H19.3.30"
広島県,"三次市,",世界測地系への座標変換,座標変換,１級,2point,"広島県　三次市
助言　　　H18.9.11　G 0110",広島県土地改良事業団体連合会,"H18.9.12
H19.3.30"
広島県,"呉市,",土地区画整理,"基準点,基準点","１級,,3級","4point,5point","広島県　呉市
助言　　　H18.9.13 G 0111",(株)アース開発コンサルタント,"H18.8.25
H19.3.30"
広島県,"北広島町,",世界測地系への座標変換,座標変換,地籍図根点,1point,"広島県　北広島町
助言　　　H18.9.13 G 0112",大和コンサル(株),"H18.9.13
H19.3.23"
広島県,"府中市,",道路改良,"基準点,基準点","2級,,3級","1point,2point","広島県福山地域事務所
助言　　　H18.10.3 G 0121",(株)荒谷建設コンサルタント,"H18.9.9
H19.3.9"
広島県,"広島市,",砂防計画,基準点,3級,3point,"中国地方整備局太田川河川事務所
助言　　　H18.10.6 G 0123",(株)安芸建設コンサルタント,"H18.10.6
H18.11.30"
広島県,"広島市,",道路改良事業,基準点,3級,3point,"広島県　広島市
助言　　　H18.10.16 G 0126",(株)ダイヤコンサルタント,"H18.10.5
H19.3.30"
広島県,"福山市,",道路改良工事,基準点,3級,2point,"広島県福山地域事務所
助言　　　H18.10.18 G 0127",フクョシェンジニアリング(株),"H18.10.18
　H19.3.9"
広島県,"広島市,",道路計画,基準点,3級,2point,"広島県　広島市
助言　　　H18.10.18 G 0128",(株)横浜コンサルティングセンター,"H18.10.23
H19.3.30"
島根県県境広島県,"江津市,川本町,美郷町,邑南町,県境三次市,",江の川定期縦横断測,水準,3級,228.0km,"中国地方整備局浜田河川国道事務所
助言　　　H18.10.27 G 0136","(株)昭和測量設計事務所
(株)共立エンジニヤ
出雲グリーン(株)
北陽技建(株)","H18.10.23
H19.3.30"
広島県,"広島市,",道路台帳図作成,"数値撮影,直接定位計算,数値図化","8000,,,,1000","454point,454point,96.1KM2","広島県　広島市
助言　　　H18.11.1　G 0139",やまと測量設計(株),"H18.10.10
H19.3.30"
広島県,"呉市,",固定資産現況調査,"数値撮影,数値撮影,直接定位計算","8000,,10000,,","226.4KM2,126.9KM2,353.3KM2","広島県　呉市
助言　　　H18.11.6 G 0140",(株)パスコ,"H18.10.31
H19.3.30"
広島県,"呉市,",道路交通安全施設の計画,基準点,3級,4point,"広島県呉地域事務所
助言　　　H18.11.13 G 0147",(株)第一総合エンジニア,"H18.11.1
H18.12.26"
広島県,"呉市,",海岸保全,"基準点,基準点","１級,,3級","3point,3point","広島県呉地域事務所
助言　　　H18.11.13 G 0148",(株)セトウチ,"H18.11.10
H19.2.28"
広島県,"尾道市,",都市再生街区基本調,基準点,2級,3point,"広島県　尾道市
助言　　　H18.11.14 G 0150",ミネオカ測量設計(株),"H18.6.15
H18.12.1"
広島県,"安芸高田市,",砂防計画,基準点,3級,2point,"広島県広島地域事務所建設局
助言　　　H18.11.16 G 0155",中電技術コンサルタント(株),"H18.11.16
H19.2.28"
広島県,"世羅町,",地籍調査,座標変換,地籍図根点,65point,"広島県　世羅町
助言　　　H18.11.24 G 0160",広島県土地改良事業団体連合会,"H18.11.25
H19.3.15"
広島県,"広島市,",区画整理事業,基準点,3級,2point,"広島県　広島市
助言　　　H18.11.28 G 0163",(株)ミズキコンプライアンス,"H18.12.1
H19.3.9"
広島県,"広島市,",森林基本図の修正,写測修正,5000,201.0KM2,"広島県
助言　　　H18.12.1　G 0168",(株)日航コンサルタント,"H18.11.22
H19.3.16"
広島県,"海田町,",都市再生街区基本調,基準点,3級,12point,"中国地方整備局広島国道事務所
助言　　　H18.12.1　G 0169",(株)山陽技術コンサルタント,"H18.6.16
H18.12.25"
広島県,"廿日市市,大竹市,",ディジタルマッピング,"カラー撮影,直接定位計算,数値図化","12500,,,,2500","19.8KM2,19.8KM2,3.5KM2","中国地方整備局中国幹線道路調査事務所
助言　　　H18.12.4 G 0171",(株)パスコ,"H18.11.28
H19.1.31"
広島県,"安芸高田市,",ほ場整備(田草川地区3工区),基準点,3級,4point,"広島県芸北地域事務所
助言　　　H18.12.6 G 0173",広島県土地改良事業団体連合会,"H18.12.7
H19.3.31"
広島県,"安芸高田市,",ほ場整備(田草川地区4工区),基準点,3級,5point,"広島県芸北地域事務所
助言　　　H18.12.6 G 0174",広島県土地改良事業団体連合会,"H18.12.7
H19.3.31"
広島県,"広島市,",土地区画整理事業,"基準点,基準点","3級,,4級","3point,23point","広島市佐伯区石内湯戸･下沖地区土地区画整理
組合設立準備委員会
助言　　　H18.12.8 G 0176",(株)アキテクノス,"
H18.11.20

H18.12.27"
広島県,"東広島市,",道路台帳,"基準点,基準点","2級,,3級","6point,9point","広島県東広島地域事務所
助言　　　H18.12.19 G 0179",(株)陸地コンサルタント,"H18.12.11
H19.3.27"
広島県,"福山市,",芦田川境界測量,基準点,4級,105point,"中国地方整備局福山河川国道事務所
助言　　　H18.12.20 G 0181",永和国土環境(株),"H18.8.25
H19.3.15"
広島県,"三次市,",河川計画,水準,2級,25.2km,"中国地方整備局三次河川国道事務所
助言　　　H19.1.11　G 0189",(株)荒谷建設コンサルタント,"H19.1.5
H19.3.30"
広島県,"三次市,庄原市,",ダム管理,"数値図化,既成図数値化,座標変換","1000,,1000,,1000","1.7KM2,1.6KM2,1.6KM2","中国地方整備局江の川総合開発工事事務所
助言　　　　H19.1.9 G 0190",(株)パスコ,"H18.12.18
H19.3.30"
広島県,"大竹市,",住宅市街地総合整備事業に伴う黒川市営住宅測量業務,基準点,3級,2point,"広島県　大竹市
助言　　　H19.1.16 G 0194",玉野総合コンサルタント(株),"H19.1.9
H19.3.30"
広島県,"庄原市,",道路計画,"基準点,基準点","１級,,3級","3point,2point","広島県　庄原市
助言　　　H19.1.18 G 0195",(株)セトウチ,"H19.1.12
H19.3.31"
広島県,"東広島市,",土地区画整理事業,"基準点,基準点","2級,,3級","3point,5point","広島県　東広島市
助言　　　H19.1.19 G 0197",復建調査設計(株),"H19.1.6
H19.6.29"
広島県,"安芸太田町,",地形図作成,"カラー撮影,直接定位計算,数値図化,数値図化","10000,,,,1000,,2500","39.4KM2,39.4KM2,10.4KM2,5.7KM2","中国地方整備局太田川河川事務所
助言　　　H19.1.23 G 0199",(株)パスコ,"H19.1.23
H19.3.20"
広島県,"広島市,",広島南道路太田川放水路渡河部の整備,基準点,4級,0.1KM2,"広島県　広島市
助言　　　H19.1.26 G 0201",(株)第一総合エンジニア,"H19.1.16
H19.3.30"
広島県,"廿日市市,",土地区画整理事業,座標変換,2級,3point,"広島県　廿日市市
助言　　　H19.3.13 G 0220",復建調査設計(株),"H19.3.12
H19.3.30"
広島県,"呉市,",歩道整備に係る測量業,"基準点,基準点","3級,,4級","3point,22point","環境省中国四国地方環境事務所
助言　　　H19.3.13 G 0221",(株)アキテクノス,"H19.3.10
H19.3.30"
広島県,"広島市,",土師ダム周辺整備外に伴う基準点測量,基準点,4級,9point,"中国地方整備局土師ダム管理所
助言　　　H19.3.13 G 0222",フクョシェンジニアリング(株),"H19.3.13
H19.3.31"
広島県,"広島市,",根谷川横断測量業務に伴う仮BM点設置測量,水準,3級,3.0km,"広島県広島地域事務所建設局
助言　　　H19.3.14 G 0225   ",中電技術コンサルタント(株),"H19.2.26
H19.3.30"
山口県,"周南市,",道路計画,"基準点,基準点","2級,,4級","2point,44point","山口県周南土木建築事務所
助言　　　H18.4.14 G 0003",ゼネラルコンサルタント(株),"H18.4.17
H18.10.30"
山口県,"宇部市,",土地区画整理,基準点,4級,86point,"山口県　宇部市
助言　　　H18.5.15 G 0011",サンョーコンサルタント(株),"H18.6.1
H19.5.31"
山口県,"山口市,",土地区画整理,基準点,4級,2point,"山口県　山口市
助言　　　H18.5.19 G 0014",(財)福岡土地区画整理協会,"H18.5.29
H18.12.27"
山口県,"萩市,",ほ場整備,"座標変換,基準点","3級,,4級","4point,0.1KM2","山口県　萩市
助言　　　H18.5.25 G 0016",山口県土地改良事業団体連合会,"H18.5.22
H19.3.31"
山口県,"宇部市,",ほ場整備,基準点,2級,4point,"山口県美祢晨林事務所
助言　　　H18.5.25 G 0017",山口県土地改良事業団体連合会,"H18.6.1
H19.3.20"
山口県,"美祢市,",ほ場整備,基準点,2級,6point,"山口県　美祢市
助言　　　　H18.6.1　G 0021",山口県土地改良事業団体達合会,"H18.5.30
H19.2.28"
山口県,"山口市,",ほ場整備,基準点,2級,25point,"山口県山口晨林事務所
助言　　　H18.6.26 G 0029",山口県土地改良事業団体連合会,"H18.7.3
H19.3.26"
山口県,"光市,",ほ場整備,基準点,2級,6point,"山口県　光市
助言　　　　H18.7.3 G 0034",山口県土地改良事業団体連合会,"H18.7.20
H19.2.28"
山口県,"岩国市,",縮尺2500地形図作成,数値図化,2500,15.2KM2,"山口県岩国土木建築事務所
助言　　　　H18.7.4 G 0036",(株)日航コンサルタント,"H18.6.5
H18.12.1"
山口県,"萩市,",漁業集落排水事業現況図作成,"カラー撮影,数値図化,空三,水準","4000,,500,,,,3級","0.6KM2,0.6KM2,19M,20.0km","山口県　萩市
助言　　　H18.7.12 G 0038",朝日航洋(株),"　H18.6.6
H18.11.30"
山口県,"山口市,",急傾斜地崩壊対策工,基準点,2級,2point,"山口県山口土木建築事務所
助言　　　H18.7.12 G 0040",(株)リクチコンサルタント,"H18.6.20
H18.9.30"
山口県,"萩市,",農業集落排水事業現況図作成,"カラー撮影,空三,数値図化,水準","4000,,,,500,,3級","1.1KM2,41M,1.1KM2,15.0km","山口県　萩市
助言　　　H18.7.19 G 0043",朝日航洋(株),"H18.6.29
H19.2.28"
山口県,"山陽小野田市,",総合計画,"数値図化,数値図化,ディジタルオルソ,編集,編集,編集","1000,,2500,,2500,,10000,,25000,,50000","133.0KM2,133.0KM2,133.0KM2,133.0KM2,133.0KM2,133.0KM2","山口県　山陽小野田市
助言　　　H18.7.27 G 0052",国際航業(株),"H18.6.1
H19.3.30"
山口県,"宇部市,",下水道現況平面図(宇部市大字際波地内),"カラー撮影,空三,数値図化,水準","4000,,,,500,,簡級","22.9KM2,15M,1.8KM2,7.7km","山口県　宇部市
助言　　　H18.9.22 G 0117",朝日航洋(株),"H18.8.7
H19.2.28"
山口県,"宇部市,",下水道現況平面図(宇部市大字沖宇部他地,"空三,数値図化,水準",",,500,,簡級","7M,0.9KM2,6.8km","山口県　宇部市
助言　　　H18.9.22 G 0118",朝日航洋(株),"H18.8.7
H19.2.28"
山口県,"下関市,",都市再生街区基本調査(下関市第1、第2地区),基準点,3級,25point,"中国地方整備局山口河川国道事務所下関国道維持出張
助言　　　H18.11.9 G 0143",サンョーコンサルタント(株),"H18.6.16
H18.12.15"
山口県,"下関市,",都市再生街区基本調査(下関市第3､第4地区),基準点,3級,22point,"中国地方整備局山口河川国道事務所下関国道維持出張
助言　　　H18.11.9 G 0144",(株)宇部建設コンサルタント,"H18.6.16
H18.12.15"
山口県,"萩市,",都市再生街区基本調査,基準点,3級,13point,"中国地方整備局山口河川国道事務所萩国道出張
助言　　　H18.11.14 G 0149",エボシ技工調査設計(株),"H18.6.16
H18.12.11"
山口県,"山口市,",都市再生街区基本調査(山口市第1、第2地区),基準点,3級,8point,"中国地方整備局山口河川国道事務所山口国道維持出張
助言　　　H18.11.15 G 0152",(株)山口建設コンサルタント,"H18.6.16
H18.12.11"
山口県,"山口市,",都市再生街区基本調査(山口市第2､第3地区),基準点,3級,17point,"中国地方整備局山口河川国道事務所山口国道維持出張
助言　　　H18.11.15 G 0153",(株)田中技研コンサルタント,"H18.6.16
H18.12.4"
山口県,"山口市,",都市再生街区基本調査(山口市第5､第6地区),基準点,3級,2point,"中国地方整備局山口河川国道事務所山口国道維持出張
助言　　　H18.11.15 G 0154",エボシ技工調査設計(株),"H18.6.16
H18.12.11"
山口県,"山口市,",都市再生街区基本調,基準点,2級,2point,"山口県山口土木建築事務所
助言　　　H18.11.27 G 0162",エボシ技工調査設計(株),"H18.6.16
H18.12.11"
山口県,"空白,",土地改良(水土里情報利活用促進事業にかかるGIS),"ディジタルオルソ,その他","2500,,2500","1587.0KM2,98.0km","山口県土地改良事業団体連合会
助言　　　H18.12.12 G 0177",山口県土地改良事業団体連合会,"H18.12.1

H22.3.31"
山口県,"下関市,山陽小野田市,",地形測量,基準点,１級,5point,"中国地方整備局山口河川国道事務所
助言　　　H18.12.20 G 0180",(株)宇部建設コンサルタント,"H18.12.5
H18.12.28"
山口県,"萩市,阿武町,阿東町,",森林計画,写測修正,5000,6.6KM2,"山口県
助言　　　H18.12.25 G 0183",写測エンジニアリング(株),"H18.12.19
H19.2.20"
山口県,"宇部市,",台帳平面図作成,"撮影,空三,写測図化,水準","10000,,,,1000,,簡級","0.5KM2,5M,0.5KM2,17.5km","山口県美祢農林事務所
助言　　　H18.12.28 G 0185",(株)日航コンサルタント,"H18.11.14
H19.2.28"
島根県県境広島県県境山口県,"益田市,県境大竹市,県境下関市,山口市,萩市,防府市,岩国市,長門市,柳井市,周南市,和木町,阿武町,",道路計画,"カラー撮影,カラー撮影,直接定位計算,数値図化,数値図化","8000,,12500,,,,1000,,2500","178.8KM2,419.9KM2,598.7KM2,1.4KM2,25.2KM2","中国地方整備局山口河川国道事務所
助言　　　　H19.1.9 G 0186",アジア航測(株),"H18.11.18
H19.3.31"
