都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
岐阜県,"岐阜市,",都市計画,写測修正,2500,43.5KM2,"岐阜市
助言　　　H18.10.3　E 0147",(株)帝国建設コンサルタント,"H18.9.27
H19.3.16"
岐阜県,"中津川市,",都市計画,"既成図数値化,数値図修正,座標変換,数値図化","2500,,2500,,2500,,2500","24.1KM2,109.3KM2,33.7KM2,7.3KM2","中津川市
助言　　　H18.10.3　E 0148",(有)トライ,"　H18.9.1
H18.12.25"
岐阜県,"美濃加茂市,",土地区画整理,"基準点,基準点","3級,,4級","4point,10point","美濃加茂市
助言　　　H18.10.11　E 0160",中央コンサルタンツ(株),"H18.10.9
H19.3.30"
岐阜県,"恵那市,",道路台帳,数値図化,1000,0.2KM2,"恵那市
助言　　　H18.10.31　E 0177",中日本航空測量(株),"H18.11.1
H18.11.30"
岐阜県,"岐阜市,柳津町,羽島市,海津市,輪之内町,安八町,瑞穂市,神戸町,大垣市,養老町,南濃町,笠松町,",地盤変動調査,水準,１級,147.0km,"岐阜県
助言　　　H18.10.31　E 0178",大同コンサルタンツ(株),"H18.10.23
H18.12.15"
岐阜県,"白川町,",道路計画,数値図化,1000,6.0KM2,"中部地方整備局岐阜国道事務所
助言　　　H18.11.9　E 0208",第一コンサルタント(株),"H18.9.15
H18.11.30"
岐阜県,"上宝村,",火山砂防計画,航空レーザ,,17.2KM2,"北陸地方整備局神通川水系砂防事務所
助言　　　H18.11.10　E 0209",朝日航洋(株),"H18.10.21
H19.3.30"
岐阜県,"各務原市,",道路計画,"直接定位計算,数値撮影,数値図化",",,4000,,500","0.2KM2,0.3KM2,0.2KM2","中部地方整備局岐阜国道事務所
助言　　　H18.11.14　E 0215",(株)パスコ,"H18.11.13
H19.1.19"
岐阜県県境愛知県,"海津市,羽島市,瑞穂市,大垣市,養老町,県境江南市,一宮市,稲沢市,",地盤変動調査,水準,１級,92.1km,"中部地方整備局木曽川上流河川事務所
助言　　　H18.11.20　E 0218",大日コンサルタント(株),"H18.11.13
H19.3.23"
岐阜県,"関市,",都市計画,"数値図化,数値図化,数値図化,数値図化","2500,,1000,,1000,,1000","131.0KM2,1109.0km,134.0km,239.0km","関市
助言　　　H18.11.17　E 0220",(株)イビソク,"H18.6.1
H19.3.15"
岐阜県,"高山市,",公共点改測,基準点,3級,7point,"中部地方整備局高山国道事務所
助言　　　H18.12.12　E 0254",阪神測量(株),"H18.10.27
　H19.2.5"
岐阜県,"美濃市,",土地区画整理,"基準点,基準点,基準点,水準,水準","2級,,3級,,4級,,3級,,4級","２point,２point,48point,3.5km,2.4km","美濃市
助言　　　H18.12.12　E 0258",(株)帝国建設コンサルタント,"H18.11.17
H19.2.28"
岐阜県,"揖斐川町,",ダム計画,水準,3級,25.2km,"中部地方整備局横山ダムエ事事務所
助言　　　H18.12.12　E 0260",(株)三進,"H18.11.29
H19.3.23"
岐阜県,"岐阜市,",道路台帳,"平板･修正,平板･修正,写測修正,座標変換,座標変換","500,,1000,,10000,,500,,1000","202.9KM2,202.9KM2,202.9KM2,202.9KM2,202.9KM2","岐阜市
助言　　　H18.12.19　E 0267",アジア航測(株),"H18.11.13
H19.3.26"
岐阜県,"関市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,7point,67point","関市尾太土地区画整理組合
助言　　　H18.12.18　E 0269",玉野総合コンサルタント(株),"H18.11.10
H19.3.15"
岐阜県,"関市,",総合計画,基準点,3級,36point,"関市
助言　　　H18.12.21　E 0272",(有)イマセジオシステムズ,"H18.12.22
H19.3.20"
岐阜県,"羽島市,",道路計画,"基準点,基準点","2級,,3級","1point,2point","羽島市
助言　　　H18.12.26　E 0280",第一コンサルタント(株),"H18.11.10
H19.3.15"
岐阜県,"羽島市,",都市計画,"基準点,基準点","１級,,3級","2point,4point","羽島市
助言　　　H19.1.15　E 0289",大同コンサルタンツ(株),"H18.12.25
H19.3.20"
岐阜県,"岐阜市,",固定資産,"カラー撮影,直接定位計算","10000,,10000","195.0KM2,195.0KM2","岐阜市
助言　　　H19.1.15　E 0295",アジア航測(株),"H18.12.20
　H19.3.1"
岐阜県,"羽島市,",都市計画,カラー撮影,10000,3.0KM2,"羽島市
助言　　　H19.1.30　E 0309",中日本航空(株),"H19.1.10
H19.2.28"
岐阜県,"高山市,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","7point,25point,91point","中部地方整備局高山国道事務所
助言　　　H19.1.23　E 0311",中日本航空(株),"H18.12.13
H19.3.16"
岐阜県,"多治見市,中津川市,可児市,土岐市,",道路台帳,"カラー撮影,写測図化,空三","4000,,500,,","6.5KM2,1.0KM2,12M","多治見砂防国道事務所
助言　　　H19.1.23　E 0313",玉野総合コンサルタント(株),"H19.1.18
H19.3.23"
岐阜県,"本巣市,",道路台帳,既成図数値化,1000,633.5km,"本巣市
助言　　　　H19.2.8　E 0315",(株)帝国建設コンサルタント,"H18.10.26
H19.3.20"
岐阜県,"恵那市,",都市計画,"写測修正,写測図化","2500,,2500","55.4KM2,24.1KM2","恵那市
助言　　　H19.1.30　E 0316",アジア航測(株),"H18.7.7
H19.3.1"
岐阜県,"岐阜市,",公園整備,基準点,4級,4point,"岐阜市
助言　　　　H19.2.1　E 0324",中央コンサルタンツ(株),"H19.2.5
H19.3.30"
岐阜県,"岐阜市,",都市計画,"基準点,基準点","2級,,3級","1point,36point","岐阜市
助言　　　H19.2.21　E 0331",(有)小野事務所,"H18.12.25
H19.3.15"
岐阜県,"高山市,",砂防計画,"カラー撮影,数値図化,空三,座標変換","8000,,1000,,,,2500","6.8KM2,4.0KM2,2M,44.1KM2","北陸地方整備局神通川水系砂防事務所
助言　　　H19.2.19　E 0332",(株)オリス,"H18.7.20
H19.3.19"
岐阜県,"関市,各務原市,中津川市,羽島市,恵那市,本巣市,大野町,",共有空間データ作成,"数値図修正,数値図修正","2500,,1000","408.2KM2,31.6km","岐阜県
助言　　　H19.2.27　E 0334",岐阜県建設研究センター,"H19.2.13
H19.6.30"
岐阜県,"下呂市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","1point,2point,0.1KM2","下呂市
助言　　　H19.2.16　E 0335",(株)三栄コンサルタント,"H18.9.29
H19.2.28"
岐阜県,"瑞浪市,",道路計画,基準点,2級,2point,"瑞浪市
助言　　　H19.2.16　E 0336",玉野総合コンサルタント(株),"H19.1.29
H19.3.23"
岐阜県,"坂祝町,",路線測量,"基準点,基準点,基準点,水準","１級,,3級,,3級,,3級","4point,8point,116point,8.8km","岐阜国道事務所
助言　　　H19.2.16　E 0337",サンコーコンサルタント(株),"H19.2.13
H19.3.16"
岐阜県,"各務原市,",用地測量,地上数値法,250,0.1KM2,"名古屋防衛施設支局
助言　　　H19.2.21　E 0354",(株)松阪コンサルタント,"H19.2.16
H19.3.29"
岐阜県,"羽島市,",道路計画,基準点,3級,3point,"羽島市
助言　　　　H19.3.7　E 0368",(株)ュニオン,"H18.7.3
H19.3.10"
岐阜県,"岐阜市,",道路計画,カラー撮影,12500,64.0KM2,"中部地方整備局岐阜国道事務所
助言　　　H19.3.19　E 0372",(株)オオバ,"H19.3.10
H19.3.30"
岐阜県,"八百津町,",ダム管理,"基準点,写測図化","１級,,2500","2point,1.0KM2","中部地方整備局丸山ダム管理所
助言　　　H19.3.27　E 0384",中日本航空(株),"H19.3.13
H19.3.29"
岐阜県,"大垣市,本巣町,根尾村,藤橋村,",森林計画,"撮影,ディジタルオルソ","25000,,5000","1784.0KM2,1784.0KM2","岐阜県
助言　　　H19.3.30　E 0387",アジア航測(株),"　H19.5.1
H19.10.10"
岐阜県,"羽島市,",道路計画,基準点,3級,1point,"羽島市
助言　　　H19.3.27　E 0388",(株)興栄コンサルタント,"H18.11.10
H19.3.28"
静岡県,"菊川町,掛川市,",地盤変動調査,水準,１級,122.2km,"静岡県知事
助言　　　H18.4.10　E 0004",(株)新日,"H18.4.11
H19.3.21"
静岡県,"掛川市,",総合計画,基準点,3級,2point,"掛川市
助言　　　H18.5.10　E 0010",(株)フジヤマ,"H18.4.13
H18.5.31"
静岡県,"掛川市,",総合計画,基準点,3級,4point,"掛川市
助言　　　H18.5.22　E 0016",(株)中部綜合コンサルタント,"H18.5.15
H18.6.30"
静岡県,"菊川市,掛川市,",河川管理,"カラー撮影,航空レーザ,数値図化","8000,,,,1000","158.0KM2,158.0KM2,3.0KM2","中部地方整備局浜松河川国道事務所
助言　　　　H18.6.1　E 0019",アジア航測(株),"　H18.6.1
H18.10.31"
静岡県,"川根本町,",固定資産,"カラー撮影,カラー撮影,数値図修正","6000,,10000,,1000","35.0KM2,72.5KM2,7.5KM2","静岡県　川根本町
助言　　　　H18.6.7　E 0026",(株)パスコ,"H18.5.31
H19.3.22"
静岡県,"浜松市,",ほ場整備,基準点,3級,8point,"都田上土地改良区
助言　　　H18.6.12　E 0027",(株)フジヤマ,"H18.7.31
H19.2.28"
静岡県,"函南町,",都市計画,写測修正,2500,9.7KM2,"函南町
助言　　　H18.6.14　E 0030",(株)フジヤマ,"H18.6.12
H18.12.25"
静岡県,"掛川市,",公共基準点改測,基準点,3級,50point,"掛川市
助言　　　　H18.7.4　E 0041",不二総合コンサルタント(株),"H18.6.26
H18.12.12"
静岡県,"静岡市,",農道整備,基準点,2級,2point,"静岡県中部晨林事務所
助言　　　　H18.7.4　E 0043",(株)フジヤマ,"H18.7.15
H19.2.20"
静岡県,"芝川町,",道路計画,"基準点,基準点","2級,,3級","1point,1point","静岡県富士晨林事務所
助言　　　H18.7.10　E 0044",(株)フジヤマ,"　H18.7.6
H18.10.31"
静岡県,"小山町,",ほ場整備,"基準点,基準点","2級,,3級","2point,7point","静岡県東部晨林事務所
助言　　　H18.7.10　E 0045",(株)フジヤマ,"　H18.7.5
H18.12.20"
静岡県,"湖西市,",宅地開発,基準点,2級,3point,"静岡県企業局西遠事務所
助言　　　H18.7.27　E 0055",(株)建設コンサルタントセンター,"H18.7.10
H18.11.30"
静岡県,"袋井市,",都市計画,写測修正,2500,90.1KM2,"袋井市
助言　　　　H18.8.3　E 0084",(株)フジヤマ,"H18.8.10
H19.2.28"
静岡県,"掛川市,",総合計画,基準点,3級,6point,"掛川市
助言　　　H18.8.17　E 0090",不二総合コンサルタント(株),"H18.8.17
H19.2.28"
静岡県,"掛川市,",土地区画整理,基準点,4級,0.1KM2,"掛川市
助言　　　H18.8.17　E 0091",不二総合コンサルタント(株),"H18.8.14
H19.2.28"
静岡県,"天竜市,浜松市,森町,春野町,水窪町,佐久間町,",森林計画,カラー撮影,20000,936.0KM2,"静岡県
助言　　　H18.8.23　E 0095",第一航業(株),"　H18.8.8
H18.12.11"
静岡県,"御殿場市,",その他,航空レーザ,,42.0KM2,"静岡県東部晨林事務所
助言　　　H18.8.29　E 0099",国際航業(株),"H18.7.22
H18.12.8"
静岡県,"裾野市,",都市計画,基準点,１級,21point,"裾野市
助言　　　H18.8.31　E 0100",中央測量(株),"　H18.9.1
H18.12.25"
静岡県,"牧之原市,",固定資産,"カラー撮影,直接定位計算","解像度:16cm,,","111.4KM2,111.4KM2","牧之原市
助言　　　H18.8.31　E 0104",(株)パスコ,"H18.8.15
H19.4.30"
静岡県,"牧之原市,",ほ場整備,"基準点,基準点","2級,,3級","2point,2point","牧之原市
助言　　　　H18.9.6　E 0106",(株)フジヤマ,"H18.7.4
H19.3.20"
静岡県,"沼津市,",公共基準点改測,基準点,3級,5point,"沼津市
助言　　　　H18.9.7　E 0123",伸東測量設計(株),"H18.9.1
H18.12.4"
静岡県,"西伊豆町,",道路台帳,"既成図数値化,既成図数値化,座標変換,座標変換","500,,1000,,500,,1000","129.3KM2,129.3KM2,129.3KM2,129.3KM2","西伊豆町
助言　　　H18.9.12　E 0124",(株)フジヤマ,"H18.9.4
H19.3.16"
静岡県,"浜松市,",土地区画整理,"基準点,基準点","2級,,3級","2point,3point","浜松市平口土地区画整理組合
助言　　　H18.9.11　E 0126",不二総合コンサルタント(株),"H18.8.2
H19.2.28"
静岡県,"浜松市,",用地測量,"基準点,基準点,基準点","2級,,3級,,4級","1point,3point,13point","横浜防衛施設局
助言　　　H18.9.12　E 0127",東名開発(株),"H18.8.1
H18.9.29"
静岡県,"富士市,",都市計画,"撮影,写測修正","10000,,2500","26.4KM2,201.7KM2","富士市
助言　　　H18.9.29　E 0142",(株)パスコ,"H18.10.1
H20.3.20"
静岡県,"牧之原市,",ほ場整備,基準点,2級,3point,"静岡県志太榛原晨林事務所
助言　　　H18.10.2　E 0145",(株)フジヤマ,"H18.7.4
H19.3.16"
静岡県,"浜松市,",道路計画,カラー撮影,12500,118.0KM2,"中部地方整備局浜松河川国道事務所
助言　　　H18.10.3　E 0146",朝日航洋(株),"H18.9.12
H19.2.28"
静岡県,"牧之原市,",ほ場整備,基準点,3級,3point,"勝間土地改良区
助言　　　H18.10.3　E 0150",(株)フジヤマ,"H18.7.4
H19.3.16"
静岡県,"袋井市,",土地区画整理,"基準点,基準点,基準点","2級,,2級,,4級","2point,9point,176point","袋井市上山梨第二土地区画整理組合
助言　　　H18.10.11　E 0161",昭和設計(株),"H18.10.1
H18.12.22"
静岡県,"静岡市,",河川､砂防管理,航空レーザ,,21.2KM2,"静岡河川事務所
助言　　　H18.10.16　E 0165",アジア航測(株),"H18.5.19
H19.1.10"
静岡県,"掛川市,",総合計画,"写測修正,座標変換","2500,,2500","191.2KM2,79.8KM2","掛川市
助言　　　H18.10.16　E 0167   ",(株)パスコ,"H18.10.23
H19.9.28"
静岡県,"湖西市,",公共基準点の改測,"基準点,基準点","2級,,3級","8point,4point","湖西市
助言　　　H18.10.19　E 0170",(株)フジヤマ,"　H18.7.7
H18.12.28"
静岡県,"新居町,",公共基準点改測,"基準点,基準点","2級,,3級","8point,15point","新居町
助言　　　H18.10.19　E 0171",(株)フジヤマ,"　H18.7.7
H18.12.28"
静岡県,"島田市,",土地区画整理,基準点,4級,42point,"島田市
助言　　　H18.10.19　E 0172",昭和設計(株),"H18.6.17
H19.3.15"
静岡県,"浜松市,",その他,基準点,4級,5point,"浜松市
助言　　　H18.11.8　E 0184",(株)フジヤマ,
静岡県,"島田市,",固定資産基礎資料作,カラー撮影,解像度:16cm,195.4KM2,"島田市
助言　　　H18.11.9　E 0206",(株)パスコ,
静岡県,"藤枝市,焼津市,大井川町,",地盤変動調査,水準,１級,34.1km,"静岡県環境森林部
助言　　　H18.11.10　E 0211",(株)フジヤマ,
静岡県,"島田市,",ほ場整備,"基準点,基準点","2級,,3級","3point,1point","静岡県
助言　　　H18.11.10　E 0212",(株)フジヤマ,
静岡県県境愛知県県境岐阜県県境三重県,"清水市,浜松市,県境豊橋市,県境海津市,県境四日市市,津市,",河川計画,航空レーザ,,4360.0KM2,"中部地方整備局中部技術事務所
助言　　　H18.11.14　E 0216",中日本航空(株),
静岡県,"富士市,",固定資産基礎資料作,カラー撮影,解像度:20cm,186.9KM2,"富士市
助言　　　H18.11.28　E 0239",(株)パスコ,
静岡県,"静岡市,",用地測量,地上数値法,250,0.1KM2,"横浜防衛施設局
助言　　　H18.11.30　E 0241",(株)フジヤマ,
静岡県,"静岡市,",用地測量,"基準点,地上数値法","2級,,250","2point,0.1KM2","横浜防衛施設局
助言　　　H18.11.30　E 0242",(株)フジヤマ,
静岡県,"浜松市,",用地測量,"基準点,地上数値法","3級,,250","1point,0.1KM2","横浜防衛施設局
助言　　　H18.11.30　E 0243",(株)フジヤマ,
静岡県,"焼津市,",都市計画,写測図化,2500,11.7KM2,"焼津市
助言　　　H18.12.5　E 0252",国際航業(株),
静岡県,"掛川市,",総合計画,基準点,3級,4point,"掛川市
助言　　　H18.12.12　E 0261",不二総合コンサルタント(株),"H18.12.15
H19.1.31"
静岡県,"牧之原市,",ほ場整備,"基準点,基準点","2級,,3級","5point,15point","静岡県
助言　　　H18.12.12　E 0262",静岡県土地改良事業団体連合会,"H18.9.14
H19.3.16"
静岡県,"三島市,",地籍調査,"基準点,基準点","１級,,2級","7point,44point","三島市
助言　　　H18.12.18　E 0268",静岡コンサルタント(株),"H18.11.10
H19.2.19"
静岡県,"焼津市,",固定資産現況調査,"カラー撮影,直接定位計算","8000,,","45.9KM2,45.9KM2","焼津市
助言　　　H18.12.19　E 0271",国際航業(株),"H18.12.28
H19.3.16"
静岡県,"河津町,東伊豆町,南伊豆町,松崎町,西伊豆町,富士市,富士宮市,芝川町,島田市,牧之原市,浜松市,",砂防計画,"数値図化,空三,水準","2500,,,,簡級","122.5KM2,291M,55.0km","静岡県知事
助言　　　H18.12.21　E 0273","三和航測(株)
国際航業(株)
朝日航洋(株)
アジア航測(株)
中日本航空(株)
(株)パスコ","H18.12.15
H19.3.30"
静岡県,"焼津市,",改測,"基準点,基準点,基準点","１級,,2級,,3級","2point,10point,11point","焼津市
助言　　　H19.1.15　E 0290",多摩測量設計事業協同組合,"H19.1.9
H19.3.9"
静岡県,"静岡市,",ほ場整備,"基準点,基準点","2級,,3級","6point,20point","静岡県中部晨林事務所
助言　　　H19.1.15　E 0291",(株)フジヤマ,"H19.1.16
H19.3.15"
静岡県,"焼津市,",土地区画整理,基準点,4級,60point,"焼津市大村南部土地区画整理組合
助言　　　H19.1.15　E 0297",昭和設計(株),"H18.6.23
H19.3.9"
静岡県,"島田市,掛川市,",道路計画,"カラー撮影,直接定位計算","12500,,12500","46.3KM2,46.3KM2","浜松河川国道事務所
助言　　　H19.1.17　E 0303",朝日航洋(株),"H19.1.10
H19.2.28"
静岡県,"牧之原市,",都市計画,"既成図数値化,数値図修正","2500,,2500","31.7KM2,31.7KM2","牧之原市
助言　　　H19.1.17　E 0304",(株)フジヤマ,"H19.1.15
H19.3.26"
静岡県,"島田市,",固定資産,数値図化,1000,3.8KM2,"島田市
助言　　　H19.1.30　E 0310",(株)パスコ,"H18.12.8
H19.3.27"
静岡県,"掛川市,",総合計画,基準点,3級,9point,"掛川市
助言　　　　H19.2.1　E 0317",不二総合コンサルタント(株),"H19.1.29
H19.3.12   "
静岡県,"磐田市,",地籍調査,"基準点,基準点","2級,,3級","5point,9point","磐田市
助言　　　　H19.2.1　E 0322",吉田測量設計(株),"H19.1.16
H19.3.1"
静岡県,"袋井市,",改測,"基準点,基準点","2級,,3級","3point,6point","袋井市
助言　　　　H19.2.1　E 0323",吉田測量設計(株),"H18.12.18
　H19.3.1"
静岡県,"裾野市,",都市計画,基準点,2級,53point,"裾野市
助言　　　　H19.2.1　E 0325",中央測量(株),"H19.2.1
H20.3.14"
静岡県,"掛川市,",総合計画,"基準点,基準点","2級,,3級","2point,22point","掛川市
助言　　　　H19.2.9　E 0328",(株)フジヤマ,"H19.2.5
H19.3.30"
静岡県,"空白,",土地改良,"数値撮影,既成図数値化,ディジタルオルソ,編集,編集,座標変換","25000,,2500,,2500,,2500,,2500,,2500","6258.0KM2,3421.0KM2,6258.0KM2,6933.0KM2,1084.0KM2,3421.0KM2","静岡県土地改良事業団休運合会
助言　　　H19.2.19　E 0333","土地改良事業団休連合会
エヌティティインフラネット株
パスコ","H19.2.10
H20.3.31"
静岡県,"静岡市,",ほ場整備,基準点,3級,2point,"吉原土地改良区
助言　　　H19.2.16　E 0339",(株)フジヤマ,"H19.2.9
H19.3.30"
静岡県,"菊川市,",総合計画,基準点,3級,2point,"菊川市
助言　　　H19.2.16　E 0340",(株)中部綜合コンサルタント,"H19.1.29
H19.3.20"
静岡県,"菊川市,掛川市,",河川管理,水準,3級,19.8km,"中部地方整備局浜松河川国道事務所
助言　　　H19.2.16　E 0341",服部エンジニア(株),"H19.1.12
H19.3.26"
静岡県,"下田市,",ほ場整備,基準点,2級,1point,"静岡県下田土木事務所
助言　　　H19.2.21　E 0350",(有)渡辺測量事務所,"H19.2.26
H19.3.15"
静岡県,"沼津市,",河川管理,"座標変換,写測修正","2500,,2500","17point,21.9KM2","中部地方整備局沼津河川国道事務所
助言　　　H19.2.27　E 0355",中日本航空(株),"H19.2.6
H19.3.23"
静岡県,"富士宮市,富士市,",砂防計画,数値図化,2500,27.7KM2,"中部地方整備局富士砂防事務所
助言　　　　H19.3.9　E 0360",アジア航測(株),"H19.3.1
H19.3.23"
静岡県,"静岡市,",基準点改測,基準点,2級,2point,"静岡市
助言　　　　H19.3.7　E 0367",多摩測量設計事業協同組合,"H19.3.1
H19.3.20"
静岡県,"沼津市,",港湾計画,水準,2級,8.0km,"静岡県沼津土木事務所
助言　　　　H19.3.7　E 0369",新日本設計(株),"H19.3.7
H19.3.16"
愛知県,"豊根村,設楽町,豊田市,",森林計画,撮影,20000,395.2KM2,"愛知県
助言　　　　H18.4.5　E 0001",玉野総合コンサルタント(株),"　H18.4.3
H18.10.31"
愛知県,"大府市,東浦町,",河川図作成,基準点,１級,3point,"愛知県知多建設事務所
助言　　　H18.4.12　E 0003",(株)帝国建設コンサルタント,"H18.3.27
H18.5.31"
愛知県,"東郷町,",土地区画整理,"基準点,基準点","3級,,4級","2point,15point","東郷涼松土地区画整理組合
助言　　　H18.4.24　E 0006",中央コンサルタンツ(株),"H18.4.14
H18.6.29"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H18.4.27　E 0008",(株)サンキ,"H18.4.24
H18.5.31"
愛知県,"名古屋市,",道路台帳,平板,500,0.6KM2,"名古屋市
助言　　　H18.4.27　E 0009","新晃コンサルタント(株)
(株)愛河調査設計
敷島測量設計(株)","H18.4.26
H18.4.26"
愛知県,"名古屋市,",河川管理,水準,１級,3.3km,"国土交通省中部地方整備局庄内川河川事務所
助言　　　H18.5.15　E 0011",(株)大増コンサルタンツ,"H18.4.10
H18.6.10"
愛知県,"名古屋市,",道路台帳,平板,500,0.4KM2,"名古屋市
助言　　　H18.5.16　E 0013",柴山コンサルタント(株),"H18.6.15
H18.12.28"
愛知県,"弥富町,十四山村,",都市計画,"数値図修正,座標変換","2500,,2500","48.2KM2,10.0KM2","弥富市
助言　　　H18.5.22　E 0015",(株)カナェジオマチックス,"H18.4.20
H18.7.18"
愛知県,"空白,",地盤変動調査,水準,１級,487.0km,"愛知県
助言　　　H18.5.30　E 0017","新晃コンサルタント(株)
(株)新日
(株)飯沼コンサルタント","H18.7.1
H19.2.28"
愛知県,"名古屋市,",その他,座標変換,1000,2.1KM2,"名古屋市吉根特定土地区画整理組合
助言　　　　H18.6.1　E 0020",(株冲部テック,"H18.6.15
H18.6.30"
愛知県,"東郷町,",都市計画,"座標変換,カラー撮影,写測図化","2500,,10000,,2500","17.6KM2,18.0KM2,17.6KM2","東郷町
助言　　　　H18.6.2　E 0022",中日本航空測量(株),"H18.5.11
H19.3.20"
愛知県,"設楽町,",固定資産,"カラー撮影,ディジタルオルソ,数値図化","10000,,,,1000","274.0KM2,274.0KM2,7.5KM2","設楽町
助言　　　　H18.6.7　E 0024",中日本航空(株),"H18.5.22
H19.3.9"
愛知県,"名古屋市,",道路台帳,"基準点,平板","3級,,500","7point,0.1KM2","名古屋市定納山土地区画整理組合
助言　　　H18.7.10　E 0031",(株冲建,"H18.6.1
H18.8.31"
愛知県,"愛西市,",総合計画,カラー撮影,8000,66.6KM2,"愛知県愛西市
助言　　　H18.6.21　E 0032",玉野総合コンサルタント(株),"H18.7.1
H19.3.31"
愛知県,"清須市,",都市計画,"数値撮影,数値図修正,座標変換",",,2500,,2500","13.3KM2,13.3KM2,13.3KM2","清須市
助言　　　H18.6.21　E 0034",(株)パスコ,"H18.6.16
H19.3.15"
愛知県,"岡崎市,",都市計画,"数値撮影,数値図化",",,2500","387.2KM2,387.2KM2","愛知県　岡崎市
助言　　　H18.6.21　E 0035",(株)パスコ,"H18.6.16
H19.3.22"
愛知県,"名古屋市,",土地区画整理,"基準点,基準点,基準点","１級,,3級,,4級","1point,4point,31point","名古屋市赤松土地区画整理組合
助言　　　H18.6.23　E 0036",(株)協同コンサルタント,"H18.4.30
H18.9.30"
愛知県,"豊川市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","1point,3point,0.1KM2","豊川大橋土地区画整理組合
助言　　　H18.6.23　E 0037",玉野総合コンサルタント(株),"H18.6.19
H19.3.16"
愛知県,"甚目寺町,",都市整備,"基準点,基準点,平板","2級,,3級,,500","1point,3point,0.1KM2","甚目寺町
助言　　　H18.6.29　E 0039",玉野総合コンサルタント(株),"H18.6.23
H19.3.27"
愛知県,"阿久比町,",道路台帳,"カラー撮影,空三,水準,写測修正,既成図数値化","5000,,,,簡級,,500,,500","51.4KM2,111M,42.0km,0.8KM2,0.8KM2","阿久比町
助言　　　H18.7.12　E 0046",中日本航空測量株式会社,"H18.7.10
H19.3.20"
愛知県,"阿久比町,",都市計画,"カラー撮影,写測修正,座標変換,編集","12500,,2500,,2500,,10000","70.3KM2,23.9KM2,23.9KM2,23.9KM2","阿久比町
助言　　　H18.7.18　E 0047",中日本航空測量株式会社,"H18.7.10
H19.3.20"
愛知県,"知多市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,3point,40point","知多岡田北部土地区画整理組合
助言　　　H18.7.21　E 0048",玉野総合コンサルタント(株),"H18.7.10
H19.3.20"
愛知県,"春日井市,",道路計画,"基準点,基準点,水準","3級,,4級,,3級","3point,9point,5.0km","尾張建設事務所
助言　　　H18.7.21　E 0049",(株)神田設計,"H18.6.16
H18.12.25"
愛知県,"刈谷市,",総合計画,基準点,4級,21point,"独立行政法人都市再生機構中部支社
助言　　　H18.7.21　E 0050",中部復建(株),"H18.7.13
H18.8.31"
愛知県,"阿久比町,",河川計画,"基準点,基準点","2級,,3級","1point,2point","知多建設事務所
助言　　　H18.7.21　E 0051",玉野総合コンサルタント(株),"H18.5.18
H18.10.14"
愛知県,"豊川市,",都市計画,"写測修正,数値図化,座標変換,写測修正,数値図化,座標変換","2500,,2500,,1000,,1000,,1000,,2500","39.4KM2,27.9KM2,26.0KM2,26.0KM2,8.7KM2,39.4KM2","豊川市
助言　　　H18.7.31　E 0052",アジア航測(株),"H18.6.22
H19.3.16   "
愛知県,"空白,",共用空間データ,数値図修正,2500,730.0KM2,"愛知県
助言　　　H18.7.25　E 0053",玉野総合コンサルタント(株),"H18.4.1
H19.3.23"
愛知県,"豊山町,",下水道計画,"カラー撮影,写測修正,座標変換","5000,,500,,500","0.6KM2,0.6KM2,0.6KM2","西春日井郡豊山町
助言　　　H18.7.31　E 0056",玉野総合コンサルタント(株),"H18.7.19
H19.1.31"
愛知県,"知多市,",都市計画,"カラー撮影,直接定位計算","8000,,","45.4KM2,45.4KM2","知多市
助言　　　　H18.8.3　E 0083",アジア航測(株),"H18.4.29
H19.3.15"
愛知県,"安城市,",都市計画,"写測修正,写測修正","2500,,1000","73.6KM2,12.4KM2","安城市
助言　　　　H18.8.7　E 0085",アジア航測(株),"H18.8.3
H19.3.23"
愛知県,"瀬戸市,",座標変換,座標変換,500,8point,"独立行政法人都市再生機構中部支社
助言　　　H18.8.10　E 0087",(株)オオバ,"H18.8.10
H18.12.20"
三重県,"名張市,",地籍調査,基準点,１級,4point,"名張市
助言　　　H18.8.17　E 0089",朝日航洋(株),"H18.8.10
H18.11.17"
愛知県,"東浦町,",造成事業,"基準点,水準","2級,,3級","６point,7.5km","愛知県衣浦港工事事務所
助言　　　H18.8.21　E 0092",(株)パスコ,"H18.7.14
H18.11.10"
愛知県,"豊橋市,",道路及び水路用地の維持管理,"基準点,基準点","2級,,3級","4point,13point","豊橋市
助言　　　H18.8.21　E 0093",ﾄﾘｲ測量(有),"H18.8.28
H18.9.4"
愛知県,"弥富市,",座標変換,"基準点,基準点,基準点","2級,,3級,,4級","3point,9point,44point","鍋田土地改良区
助言　　　H18.8.21　E 0094",(株)名邦テクノ,"H18.8.10
H18.10.31"
