都道府県名,測量地域,測量目的,測量種別,"縮尺･,,等級",事業量,計画機関,作業機関,自至時期
愛知県,"東海市,",土地区画整理,"基準点,平板","４級,,500","35point,0.1KM2","東海市
助言H20.1.9E0270",玉野総合コンサルタント(株),"H19.11.1
H20.3.20"
愛知県,"豊田市,",道路計画,"基準点,基準点","2級,,3級","2point,1point","豊田市
助言H20.1.9E0271",中央コンサルタンツ(株),"H20.1.15
H20.2.29"
愛知県,"名古屋市,",土地区画整理,"カラー撮影,数値図化","4000,,500","3.0KM2,0.4KM2","名古屋市桶狭間北西部地区組
合区画整理
助言H20.1.9E0274","(株)愛知土地区画整理綜
合事務所","
H19.12.26

H20.3.31"
愛知県,"西尾市,安城市,",道路計画,"基準点,平板","４級,,500","100point,0.6KM2","中部地方整備局名四国道事
務所
助言H20.1.10E0275",昭和(株),"
H19.12.1

H20.1.25"
愛知県,"瀬戸市,",総合計画,"基準点,基準点,撮影,空三,写測図化","１級,,3級,,4000,,,,500","4point,11point,0.4KM2,3M,0.4KM2","愛知県瀬戸市
助言H20.1.10E0276",玉野総合コンサルタント(株),"H19.5.11
H20.3.10"
愛知県,"西尾市,豊橋市,",道路台帳,"基準点,基準点,基準点,水準,カラー撮影,数値図化","１級,,2級,,３級,,3級,,4000,,500","1point,9point,40point,14.7km,11.4KM2,1.0KM2","中部地方整備局名四国道事
務所
助言H20.1.10E0277",中日本航空(株),"
H19.12.11

H20.3.26"
愛知県,"名古屋市,",土地区画整理,基準点,4級,0.1KM2,"名古屋都市計画事業有松土地
区画整理事業
助言H20.1.15E0279",(株)中部テック,"
H20.1.21

H20.9.30"
愛知県,"江南市,",道路台帳,"平板･修正,既成図数値化","1000,,1000","22.5km,117.7km","愛知県江南市
助言H20.1.11E0280",アジア航測(株),"H19.11.9
H20.3.17"
愛知県,"田原市,",砂防計画,基準点,3級,2point,"愛知県東三河建設事務所
助言H20.1.15E0281",アローコンサルタント(株),"H19.12.20
H20.1.30"
愛知県,"豊田市,",土地区画整理,"基準点,基準点","2級,,3級","1point,4point","豊田浄水特定土地区画整理組合
助言H20.1.22E0285",(株)オオバ,"H19.11.30
H20.3.31"
愛知県,"愛西市,",道路台帳,既成図数値化,1000,935.3km,"愛知県愛西市
助言H20.1.22E0287",朝日航洋(株),"H19.11.30
H20.3.28"
愛知県,"扶桑町,",測量標保全,基準点,3級,2point,"扶桑町
助言H20.1.22E0290",玉野総合コンサルタント(株),"H20.2.15
H20.3.14"
愛知県,"名古屋市,",都市計画,基準点,2級,1point,"名古屋市
助言H20.1.23E0293",(株)MSS,"H20.1.25
H20.2.25"
愛知県,"豊田市,",道路計画,"基準点,基準点,基準点,基準点","1級,,2級,,3級,,4級","2point,1point,3point,17point","愛知県豊田加茂建設事務所
助言H20.1.24E0295",(株)朝日設計事務所,"H19.12.20
H20.2.29"
愛知県,"名古屋市,",道路計画,基準点,4級,105point,"中部地方整備局愛知国道事務
所
助言H20.2.4E0302",(株)帝国建設コンサルタント,"
H20.1.29

H20.2.29"
愛知県,"豊川市,岡崎市,名古屋市,豊明市,",道路台帳,"カラー撮影,数値図化,数値図修正","地上:8cm,,500,,500","113.9KM2,1.1KM2,0.3KM2","名古屋国道事務所
助言H20.2.6E0304",中日本航空(株),"
H19.11.17

H20.3.20"
愛知県,"豊橋市,",総合計画,基準点,3級,7point,"豊橋市
助言H20.2.8E0309",(株)大地コンサルタント,"H20.2.4
H20.3.20"
愛知県,"長久手町,",土地区画整理,"基準点,基準点","2級,,3級","14point,41point","長漱中部土地区画整理組合
助言H20.2.8E0312",(株)つかもと,"H20.2.12
H20.3.20"
愛知県,"半田市,阿久比町,東浦町,",河川管理,数値図化,1000,3.0KM2,"愛知県知多建設事務所
助言H20.2.12E0314",朝日航洋(株),"H20.1.29
H20.3.19"
愛知県,"岡崎市,",砂防計画,数値図化,2500,9.0KM2,"愛知県西三河建設事務所
助言H20.2.18E0315",国際航業(株),"H19.7.20
H20.3.20"
愛知県,"名古屋市,豊明市,",道路計画,"カラー撮影,数値図化,水準","8000,,1000,,簡級","17.7KM2,3.6KM2,10.0km","中部地方整備局愛知国道事
務所
助言H20.2.21E0317",(株)ナカノアイシステム,"
H20.1.10

H20.3.10"
愛知県,"東栄町,",砂防計画,"数値図修正,座標変換","2500,,2500","23.0KM2,23.0KM2","愛知県新城設楽建設事務所
助言H20.2.25E0320",アジア航測(株),"H20.1.24
H20.3.20"
愛知県,"新城市,",砂防計画,"数値図修正,座標変換","2500,,2500","23.1KM2,23.1KM2","愛知県新城設楽建設事務所
助言H20.2.25E0321",アジア航測(株),"H20.1.24
H20.3.20"
愛知県,"豊田市,",道路計画,"基準点,基準点,基準点,路線","１級,,2級,,3級,,500","3point,1point,3point,0.5km","愛知県豊田加茂建設事務所
助言H20.2.25E0323",(株)トーニチコンサルタント,"H20.2.6
H20.3.31"
愛知県,"新城市,",土地区画整理,基準点,4級,20point,"新城田町川土地区画整理組合
助言H20.2.25E0324",玉野総合コンサルタント(株),"H20.2.1
H20.3.31"
愛知県,"豊川市,",都市計画,"数値図化,数値図化","1000,,2000","8.3KM2,40.1KM2","愛知県豊川市
助言H20.3.4E0327",アジア航測(株),"H20.2.20
H20.12.31"
愛知県,"碧南市,西尾市,安城市,",河川管理,"基準点,基準点,基準点","１級,,2級,,3級","2point,9point,60point","中部地方整備局豊橋河川事務所
助言H20.3.13E0328",司開発(株),"H20.3.3
H20.3.31"
愛知県,"豊田市,",総合計画,基準点,2級,1point,"豊田市
助言H20.3.13E0329",(株)オオバ,"H20.1.29
H20.3.21"
愛知県,"西尾市,岡崎市,幸田町,幡豆町,吉良町,一色町,",河川管理,カラー撮影,地上:16cm,602.0KM2,"愛知県西三河建設事務所
助言H20.3.20E0332",中日本航空(株),"
H20.2.14

H20.3.25"
愛知県,"瀬戸市,春日井市,安城市,",街区基準点設置,"基準点,,基準点","街区三角,,街区多角","6point,,13point","国土交通省土地･水資源局国
土調査課
助言H20.3.13E0333",(株)オオバ,"H20.1.10

H20.3.15"
愛知県,"西尾市,",河川計画,基準点,3級,7point,"中部地方整備局豊橋河川事務所
助言H20.3.13E0336",藤コンサル(株),"H20.3.10
H20.3.28"
愛知県,"豊田市,",改良工事,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","3point,7point,27point,0.2KM2","愛知県豊田加茂建設事務所
助言H20.3.13E0338",(株)愛河調査設計,"H20.3.10
H20.3.31"
