都道府県名,測量地域,測量目的,測量種別,"縮尺･,,等級",事業量,計画機関,作業機関,自至時期
山形県,"山形市,",道路計画,"基準点,基準点,基準点","１級,,2級,,4級","2point,1point,14point","山形県
助言H19.8.21B0096",(株)朝日測量設計事務所,"H19.7.27
H19.11.30"
山形県,"天童市,",土地区画整理,"基準点,基準点","2級,,3級","2point,24point","天童市
助言H19.8.27B0103",三協コンサルタント(株),"H19.8.3
H19.12.10"
山形県県境新潟県,"小国町,県境関川村,",国有林野敷地の所管換,"基準点,基準点","2級,,3級","2point,2point","東北地方整備局山形河川国道
事務所
助言H19.9.10B0120",(株)寒河江測量設計事務所,"
H19.6.21

H19.12.19"
山形県,"山辺町,",土地区画整理,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","3point,8point,88point,0.1KM2","山辺町嶋丿前土地区画整理組合
助言H19.9.20B0128",(株)オー･エス測技,"H19.9.19
H20.3.20"
山形県,"天童市,",地盤変動調査,水準,2級,24.9km,"天童市
助言H19.9.25B0130",東北測量設計(株),"H19.9.11
H19.12.14"
山形県,"米沢市,",地盤変動調査,水準,2級,48.0km,"米沢市
助言H19.10.15B0145",(株)春日測量設計,"H19.10.20
H19.12.10"
山形県,"鶴岡市,",道路計画,"水準,数値図化,空三","簡級,,2500,,2500","16.5km,1.9KM2,4M","山形県庄内総合支庁
助言H19.10.16B0149",朝日航洋(株),"H19.9.26
H19.10.26"
山形県,"庄内町,",道路計画,"水準,数値図化,空三","簡級,,2500,,2500","18.0km,3.6KM2,4M","山形県庄内総合支庁
助言H19.10.16B0150",朝日航洋(株),"H19.9.27
H19.11.20"
山形県,"山形市,",土地区画整理,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","5point,23point,458point,1.0KM2","山形市嶋土地区画整理組合
助言H19.10.25B0161",(株)田村測量設計事務所,"H19.10.29
H20.2.29"
山形県,"天童市,",道路計画,"基準点,基準点,水準,路線","3級,,4級,,3級","9point,30point,2.0km,2.1km","山形県
助言H19.10.25B0164",三協コンサルタント(株),"H19.10.1
H19.12.12"
山形県,"戸沢村,",河川用地,"基準点,基準点","１級,,3級","3point,1point","東北地方整備局新庄河川事務所
助言H19.11.6B0172","(株)寒河江測量設計事務
所","H19.8.28
H20.1.18"
山形県,"酒田市,遊佐町,",道路計画,"カラー撮影,数値図化","8000,,1000","54.1KM2,5.4KM2","東北地方整備局酒田河川国道
事務所
助言H19.11.28B0185",東武計画(株),"
H19.11.5

H20.2.25"
福島県,"会津美里町,",道路台帳,"既成図数値化,座標変換","500,,500","361.9KM2,361.9KM2","会津美里町
助言H19.12.7B0192",国際航業(株),"H19.11.28
H22.3.26"
山形県,"鶴岡市,酒田市,",砂防基盤図作成,"水準,数値図修正,空三,ディジタルオルソ","簡級,,2500,,2500,,2500","5.3km,4.0KM2,10M,4.0KM2","山形県
助言H19.12.10B0195",朝日航洋(株),"H19.10.29
H20.3.14"
山形県,"酒田市,",道路計画,基準点,3級,7point,"東北地方整備局酒田河川国道
事務所
助言H19.12.17B0205",(株)パスコ,"
H19.11.2

H20.2.29"
山形県,"鶴岡市,真室川町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","254.4KM2,18point","東北地方整備局新庄河川事務所
助言H19.12.26B0212",朝日航洋(株),"H19.11.13
H20.3.14"
山形県,"小国町,",砂防計画,数値図化,2500,44.4KM2,"北陸地方整備局飯豊山系砂防
事務所
助言H20.1.8B0214",(株)パスコ,"
H19.11.13

H20.3.19"
山形県,"長井市,",道路計画,数値図化,500,1.4KM2,"東北地方整備局山形河川国道
事務所
助言H20.1.15B0223",(株)福山コンサルタント,"
H19.12.13

H20.3.14"
山形県,"寒河江市,西川町,最上町,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","5point,2point,10.5km","東北地方整備局山形河川国道
事務所
助言H20.1.22B0238",(株)復建技術コンサルタント,"
H19.10.25

H20.2.15"
山形県,"天童市,南陽市,",道路計画,"基準点,水準","3級,,3級","10point,8.5km","東北地方整備局山形河川国道
事務所
助言H20.1.22B0239",(株)復建技術コンサルタント,"
H19.7.17

H20.2.15"
山形県,"山形市,上山市,",土地区画整理,"基準点,基準点","3級,,4級","3point,19point","独立行政法人都市再生機構山
形都市開発事務所
助言H20.2.4B0244",大日本コンサルタント(株),"
H20.2.15

H20.3.31"
山形県,"天童市,",土地区画整理,"路線,地上数値法",",,500","8.6km,0.7KM2","天童市芳賀土地区画整理組合
助言H20.2.25B0250",三協コンサルタント(株),"H20.1.28
H20.3.25"
福島県,"伊達市,",固定資産,"数値撮影,ディジタルオルソ,直接定位計","8000,,1000,,1000","313.0KM2,313.0KM2,10point","伊達市
助言H19.5.8B0010",(株)パスコ,"H19.3.30
H20.2.28"
福島県,"須賀川市,",都市計画,"数値撮影,直接定位計,数値図化,編集","10000,,2500,,2500,,10000","455.6KM2,958point,119.2KM2,283.7KM2","須賀川市
助言H19.5.8B0014",国際航業(株),"H19.3.28
H20.3.21"
福島県,"白河市,",固定資産,"数値撮影,ディジタルオルソ","10000,,1000","702.0KM2,305.3KM2","白河市
助言H19.6.4B0030",(株)パスコ,"H19.5.21
H20.3.29"
福島県,"猪苗代町,",ほ場整備,基準点,2級,3point,"福島県会津農林事務所
助言H19.6.5B0031","福島県土地改良事業団体
連合会","H19.6.20
H20.3.21"
福島県,"西郷村,",ほ場整備,基準点,2級,2point,"福島県県南農林事務所
助言H19.6.11B0036","福島県土地改良事業団体
連合会","H19.6.7
H20.3.10"
福島県,"浪江町,",ほ場整備,基準点,2級,3point,"福島県相双農林事務所
助言H19.6.15B0037","福島県土地改良事業団体
連合会","H19.6.11
H20.3.14"
福島県,"郡山市,いわき市,白河市,須賀川市,田村市,石川町,玉川村,平田村,浅川町,古殿町,天栄村,",森林計画,撮影,20000,2144.0KM2,"福島県
助言H19.6.19B0040",東武計画(株),"H19.7.1
H20.1.18"
福島県,"南相馬市,",都市計画,数値図化,2500,98.5KM2,"南相馬市
助言H19.6.28B0052",国際航業(株),"H19.6.7
H20.1.31"
福島県,"会津若松市,湯川村,",道路計画,"基準点,座標変換,基準点,座標変換","2級,,2級,,3級,,3級","1point,2point,3point,3point","東北地方整備局郡山国道事務
助言H19.7.20B0070",セントラルコンサルタント(株),"H19.7.23
H19.11.30"
福島県,"大熊町,",総合計画,"数値撮影,ディジタルオルソ","8000,,1000","61.9KM2,47.7KM2","大熊町
助言H19.7.26B0071",(株)パスコ,"H19.7.13
H20.3.20"
福島県,"郡山市,",都市計画,数値図化,2500,126.0KM2,"福島県県中建設事務所
助言H19.8.3B0082",国際航業(株),"H19.8.1
H20.2.28"
福島県,"会津美里町,",ほ場整備,"基準点,座標変換","2級,,2級","2point,3point","福島県会津南部ほ場整備事務
助言H19.8.3B0085","福島県土地改良事業団体
連合会","H19.8.2
H20.2.29"
福島県,"会津美里町,",固定資産,"カラー撮影,写真図","10000,,1000","276.4KM2,276.4KM2","会津美里町
助言H19.8.13B0093",国際航業(株),"H19.7.9
H20.3.29"
福島県,"郡山市,",固定資産,"数値撮影,ディジタルオルソ","10000,,1000","757.1KM2,757.1KM2","郡山市
助言H19.8.31B0105",朝日航洋(株),"H19.7.30
H20.3.26"
福島県,"郡山市,",道路台帳,"既成図数値化,座標変換","500,,500","50.5KM2,50.5KM2","郡山市
助言H19.9.18B0123","国際航業(株)
阿部測量(株)
(株)日本測地コンサルタント
(株)東日路政コンサルタント
日本技術設計ｺﾝｻﾙﾀﾝﾄ(株)
(有)増子測量設計事務所
(株)開成測量設計社
(有)大誠興測
(株)郡山測量設計社
(有)県南測量設計センター
(株)あさかエンジニアリング
(株)新和調査設計
昭和技術設計(株)","H19.9.4
H20.2.29"
福島県,"伊達市,",道路計画,"基準点,水準","2級,,3級","27point,33.7km","福島県県北建設事務所
助言H19.9.27B0135","東邦測地(有)
(有)武藤測量事務所
(株)阿部測量設計事務所","H19.10.1
H20.3.10"
福島県,"喜多方市,西会津町,",砂防計画,"カラー撮影,数値図化,写真図,空三","12500,,2500,,2500,,2500","59.5KM2,9.0KM2,9.0KM2,20M","福島県喜多方建設事務所
助言H19.10.4B0136",(株)パスコ,"H19.7.6
H20.3.28"
福島県,"喜多方市,西会津町,",砂防計画,"数値図化,写真図","2500,,2500","254.4KM2,18point","福島県喜多方建設事務所
助言H19.10.3B0137",(株)パスコ,"H19.8.31
H20.3.28"
福島県,"いわき市,",道路計画,"座標変換,基準点","2級,,2級","3point,4point","福島県いわき建設事務所
助言H19.10.3B0139",日栄地質測量設計(株),"H19.10.5
H19.12.19"
福島県,"伊達市,",土地活用促進調査,地上数値法,500,0.6KM2,"土地･水資源局国土調査課
助言H19.10.15B0156",日本測地設計(株),"
H19.9.10

H20.1.15"
福島県,"白河市,",土地活用促進調査,地上数値法,500,0.6KM2,"土地･水資源局国土調査課
助言H19.10.15B0157",(株)郡山測量設計社,"
H19.9.10

H20.1.15"
福島県,"白河市,",土地活用促進調査,地上数値法,500,0.7KM2,"土地･水資源局国土調査課
助言H19.10.15B0158",(株)郡山測量設計社,"
H19.9.10

H20.1.31"
福島県,"いわき市,",ほ場整備,"基準点,地上数値法","2級,,500","4point,0.3KM2","福島県いわき農林事務所
助言H19.10.22B0159","福島県土地改良事業団体
連合会","H19.10.19
H20.3.19"
福島県,"下郷町,檜枝岐村,只見町,南会津町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.2KM2,5.2KM2","福島県南会津建設事務所
助言H19.10.25B0163",(株)ハ州,"H19.6.1
H19.12.28"
福島県,"いわき市,",土地改良,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,1000","18point,27point,0.2KM2,0.2KM2","福島県いわき農林事務所
助言H19.11.6B0171",(株)東コンサルタント,"H19.10.9
H20.3.10"
福島県,"南相馬市,",ほ場整備,基準点,2級,5point,"福島県相双農林事務所
助言H19.11.12B0178","福島県土地改良事業団体
連合会","H19.11.20
H20.3.25"
福島県,"いわき市,",道路計画,"基準点,基準点,水準","2級,,3級,,2級","1point,1point,2.9km","東北地方整備局磐城国道事務所
助言H19.11.16B0180",(株)復建技術コンサルタント,"H19.11.5
H20.2.28"
福島県,"会津若松市,",下水道台帳,カラー撮影,5000,7.7KM2,"会津若松市
助言H19.11.28B0188",(株)写測,"H19.10.22
H19.12.23"
福島県,"いわき市,",都市計画,編集,10000,460.6KM2,"いわき市
助言H19.12.10B0196",(株)パスコ,"H19.12.3
H20.3.21"
福島県,"広野町,",都市計画,数値撮影,8000,55.2KM2,"広野町
助言H19.12.11B0199",(株)パスコ,"H19.11.12
H20.3.14"
福島県,"楢葉町,",都市計画,数値撮影,8000,128.0KM2,"楢葉町
助言H19.12.11B0200",(株)パスコ,"H19.10.29
H20.3.14"
福島県,"いわき市,",土地活用促進調査,地上数値法,500,0.2KM2,"土地･水資源局国土調査課
助言H19.12.17B0202",(株)ハ州,"
H19.11.15

H20.1.7"
福島県,"伊達市,",都市計画,"数値図化,数値図修正","2500,,2500","84.8KM2,9.2KM2","伊達市
助言H19.12.17B0203",(株)パスコ,"H19.9.18
H20.3.20"
福島県,"いわき市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","0.3KM2,6.8KM2","福島県いわき建設事務所
助言H20.1.8B0217",朝日航洋(株),"H19.8.10
H20.2.29"
福島県,"いわき市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","0.7KM2,0.7KM2","福島県いわき建設事務所
助言H20.1.8B0218",アジア航測(株),"H19.6.22
H20.2.29"
福島県,"いわき市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","0.3KM2,0.3KM2","福島県いわき建設事務所
助言H20.1.8B0219",(株)建設技術研究所,"H19.6.22
H20.2.29"
福島県,"いわき市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","0.6KM2,0.6KM2","福島県いわき建設事務所
助言H20.1.8B0220",(株)パスコ,"H19.6.22
H20.2.29"
福島県,"新地町,",土地区画整理,"座標変換,基準点","2級,,3級","7point,3point","新地町
助言H20.2.12B0246",(財)福島県区画整理協会,"H20.2.10
H20.3.25"
茨城県,"北茨城市,高萩市,常陸太田市,日立市,",森林計画,撮影,16000,814.0KM2,"茨城県
助言H19.4.12C0007",(株)中庭測量コンサルタント,"H19.4.26
H19.10.31"
茨城県県境栃木県県境群馬県県境埼玉県県境東京都県境山梨県県境静岡県,"古河市,龍ケ崎市,筑西市,坂東市,県境宇都宮市,栃木市,佐野市,小山市,県境前橋市,館林市,県境さいたま市,川越市,行田市,春日部市,県境八王子市,青梅市,県境甲府市,韮崎市,県境富士宮市,富士市,",河川計画･河川管理,航空レーザ,,12316KM2,"関東地方整備局河川部
助言H19.4.23C0013",朝日航洋(株),"H18.8.4
H19.5.31"
茨城県県境千葉県,"取手市,利根町,河内町,稲敷市,神栖市,県境柏市,我孫子市,栄町,成田市,神崎町,香取市,東庄町,銚子市,",河川管理,数値図修正,2500,179.0KM2,"利根川下流河川事務所
助言H19.4.23C0015",国際航業(株),"H19.3.20
H19.8.31"
茨城県,"石岡市,小美玉市,",道路計画,数値図化,1000,1.2KM2,"茨城県小美玉市
助言H19.5.9C0027",国際航業(株),"H19.4.16
H19.5.31"
茨城県,"笠間市,",固定資産,数値撮影,10000,240.3KM2,"茨城県笠間市
助言H19.5.16C0038",国際航業(株),"H19.4.26
H19.9.30"
茨城県,"土浦市,かすみがうら市,石岡市,小美玉市,茨城町,水戸市,",河川計画,"カラー撮影,数値図化,写測修正","8000,,1000,,2500","77.0KM2,17.5KM2,9.0KM2","霞ｹ浦導水工事事務所
助言H19.5.16C0039",東武計画(株),"H19.3.7
H19.10.26"
茨城県,"美浦村,",固定資産,数値撮影,10000,34.0KM2,"茨城県美浦村
助言H19.6.7C0057",朝日航洋(株),"H19.5.18
H20.3.31"
茨城県,"守谷市,",土地区画整理,"基準点,平板","４級,,500","230point,0.4KM2","茨城県守谷市
助言H19.9.11C0087",日本測地設計(株),"H19.6.13
H20.3.31"
茨城県,"桜川市,",固定資産,"空三,数値図化",80001000,"179.78KM2,179.8KM2","茨城県桜川市
助言H19.7.26C0137",国際航業(株),"H19.7.20
H20.3.15"
茨城県,"阿見町,",都市計画,数値図化,2500,15.5KM2,"茨城県阿見町
助言H19.7.27C0140",朝日航洋(株),"H19.8.6
H20.3.31"
茨城県,"神栖市,",都市計画,写測図化,2500,147.2KM2,"茨城県神栖市
助言H19.8.21C0160",アジア航測(株),"H19.7.28
H20.3.30"
茨城県,"つくば市,",都市計画,数値図化,2500,273.2KM2,"茨城県つくば市
助言H19.8.21C0161",(株)パスコ,"H19.7.4
H19.8.20"
茨城県,"行方市,",都市計画,"基準点,基準点","2級,,3級","4point,1point","茨城県行方市
助言H19.8.24C0172",(株)ダイコウ測量設計,"H19.8.1
H19.10.31"
茨城県,"桜川市,",基準点整備,基準点,2級,15point,"茨城県桜川市
助言H19.8.27C0180",やまと技研(株),"H19.6.21
H20.1.31"
茨城県,"坂東市,",都市計画,"既成図数値化,数値図修正","2500,,2500","30.2KM2,44.6KM2","茨城県坂東市
助言H19.8.29C0183",国際航業(株),"
H19.8.20

H20.3.19"
茨城県,"稲敷市,",固定資産,数値撮影,16,178.1KM2,"茨城県稲敷市
助言H19.9.4C0194",(株)パスコ,"H19.8.7
H20.2.29"
茨城県,空白,道路台帳,水準,１級,110.0km,"茨城県水戸土木事務所
助言H19.9.4C0196",茨城県測量設計業協同組合,"H19.8.23
H19.10.31"
茨城県,"かすみがうら市,",都市計画,"数値撮影,数値図化","10000,,2500","118.8KM2,118.8KM2","かすみがうら市
助言H19.9.6C0202",(株)パスコ,"H19.7.27
H20.3.10"
茨城県,"大子町,",河川管理,"数値図化,編集","2500,,2500","3.8KM2,24.0KM2","茨城県常陸大宮土木事務所
大子土木事業所
助言H19.9.6C0203",国際航業(株),"
H19.9.10

H19.12.9"
茨城県,"結城市,",土地改良,"基準点,基準点,平板","3級,,4級,,500","8point,39point,0.2KM2","茨城県筑西土地改良事務所
助言H19.9.7C0210","茨城県土地改良事業団体
連合会","H19.8.9
H20.3.14"
茨城県,"ひたちなか市,",土地区画整理,"基準点,基準点,基準点,平板","１級,,3級,,4級,,500","3point,9point,129point,0.3KM2","茨城県ひたちなか市
助言H19.9.25C0227",(株)ミカミ,"H19.9.18
H20.3.15"
茨城県県境栃木県県境群馬県県境埼玉県県境千葉県,"坂東市,古河市,県境佐野市,藤岡町,県境太田市,明和町,県境羽生市,熊谷市,県境香取市,",河川管理,水準,2級,388.0km,"関東地方整備局利根川上流
助言H19.10.5C0272","
(株)協和測量","H19.10.17
H20.3.21"
茨城県,"ひたちなか市,神栖市,",漁港計画,"その他,数値図化","20,,2500","4.8KM2,2.6KM2","茨城県
助言H19.10.22C0289",(株)パスコ,"H19.9.20
H20.2.29"
茨城県,"行方市,",旧行政界調査,"基準点,基準点,基準点","1級,,2級,,3級","1point,1point,1point","茨城県行方市
助言H19.10.22C0306",(株)三和測量,"H19.10.2
H19.12.28"
茨城県,"行方市,",旧行政界調査,"基準点,基準点","１級,,2級","1point,1point","茨城県行方市
助言H19.10.29C0318",(株)ダイコウ測量設計,"H19.10.2
H19.12.28"
茨城県,"茨城町,",固定資産,数値撮影,5000,121.6KM2,"茨城県茨城町
助言H19.10.30C0329",第一航業(株),"H19.10.2
H20.3.25"
茨城県,"土浦市,小美玉市,石岡市,行方市,潮来市,鉾田市,鹿嶋市,稲敷市,美浦村,阿見町,",環境調査,カラー撮影,10000,401.1KM2,"水資源機構利根川下流総合
管理所
助言H19.11.2C0331",朝日航洋(株),"
H19.10.11

H20.3.20"
茨城県,"八千代町,",固定資産,カラー撮影,8000,59.1KM2,"茨城県八千代町
助言H19.11.26C0385",(株)きもと,"H19.9.4
H20.2.28"
茨城県,"筑西市,",固定資産,数値撮影,8,205.4KM2,"茨城県筑西市
助言H19.12.25C0386",(株)シン技術コンサル,"H19.7.10
H20.3.30"
茨城県,"筑西市,",土地区画整理,基準点,2級,7point,"茨城県筑西土地改良事務所
助言H19.12.3C0398","茨城県土地改良事業団体
連合会","H19.10.31
H20.3.14"
茨城県,"下妻市,",土地区画整理,基準点,3級,1point,"茨城県筑西土地改良事務所
助言H19.12.3C0399","茨城県土地改良事業団体
連合会","H19.8.21
H20.3.14"
茨城県,"利根町,",固定資産,数値撮影,12500,24.9KM2,"茨城県利根町
助言H19.12.3C0408",国際航業(株),"H19.12.1
H20.3.22"
茨城県,"笠間市,",都市計画,数値図化,2500,240.3KM2,"茨城県笠間市
助言H19.12.3C0412",国際航業(株),"H19.11.15
H20.12.10"
茨城県,"結城市,",固定資産,数値撮影,16,65.8KM2,"茨城県結城市
助言H19.12.6C0432",(株)パスコ,"H19.11.8
H20.6.30"
茨城県,"小美玉市,",固定資産,その他,ADS4,140.2KM2,"茨城県小美玉市
助言H19.12.7C0436",(株)パスコ,"H19.9.4
H20.3.25"
茨城県,"古河市,土浦市,結城市,龍ケ崎市,下妻市,常総市,取手市,牛久市,つくば市,守谷市,坂東市,かすみがうら市,つくばみらい市,八千代町,五霞町,境町,",地盤変動調査,水準,１級,365.0km,"茨城県
助言H19.12.11C0443",(株)あいだ測量設計,"H19.11.20
H20.3.31"
茨城県,"河内町,",固定資産,数値撮影,12500,44.3KM2,"茨城県河内町
助言H19.12.11C0446",国際航業(株),"H19.12.1
H20.3.31"
茨城県,"つくばみらい市,",固定資産,カラー撮影,8000,79.1KM2,"茨城県つくばみらい市
助言H19.12.14C0456",アクリーグ(株),"H19.12.17
H20.4.30"
茨城県,"神栖市,",地籍調査,基準点,2級,27point,"茨城県神栖市
助言H19.12.14C0457",(株)下川設計,"H19.11.27
H20.3.19"
茨城県,"つくば市,",土地改良,"基準点,基準点","2級,,4級","8point,78point","茨城県土浦土地改良事務所
助言H19.12.14C0459","茨城県土地改良事業団体
連合会","H19.12.1
H20.3.10"
茨城県,"ひたちなか市,",土地区画整理,"基準点,基準点,水準","3級,,4級,,3級","4point,20point,2.0km","茨城県ひたちなか市
助言H19.12.18C0467",東海設計(株),"H19.6.5
H20.2.29"
茨城県県境千葉県,"稲敷市,県境香取市,",河川管理,"基準点,基準点,基準点","2級,,3級,,4級","1point,5point,0.2KM2","関東地方整備局霞ケ浦河川事
務所
助言H19.12.18C0468",(株)協立測量,"
H19.9.26

H20.3.25"
茨城県,"取手市,",固定資産,数値撮影,10000,70.0KM2,"茨城県取手市
助言H19.12.25C0478",朝日航洋(株),"H19.12.25
H20.3.31"
茨城県,"小美玉市,",下水道計画,"カラー撮影,空三,数値図化","4000,,4000,,500","1.3KM2,16M,1.3KM2","茨城県小美玉市
助言H20.1.7C0498",三和航測(株),"H19.10.17
H20.3.14"
茨城県,"鹿嶋市,",地籍調査,基準点,街区,0.2KM2,"土地･水資源局国土調査課
助言H19.12.27C0512",ホコタ･下川･三喜共同企業体,"H19.11.13
H20.1.28"
茨城県,"神栖市,",固定資産,数値撮影,10000,147.3KM2,"茨城県神栖市
助言H20.1.8C0525",朝日航洋(株),"H19.12.25
H20.3.25"
茨城県,"つくば市,",河川計画,数値図化,1000,0.9KM2,"茨城県土浦土木事務所
助言H20.1.8C0526",(株)パスコ,"H19.12.28
H20.3.15"
茨城県,"土浦市,",地盤変動調査,水準,１級,104.0km,"茨城県土浦市
助言H20.1.8C0531",(株)あいだ測量設計,"H19.12.27
H20.3.20"
茨城県,"北茨城市,",総合整備事業,"基準点,基準点,基準点,基準点","１級,,2級,,3級,,4級","2point,3point,7point,58point","茨城県高萩土地改良事務所
助言H20.1.8C0532","茨城県土地改良事業団体
連合会","H19.7.9
H20.2.20"
茨城県,"高萩市,",土地区画整理,基準点,2級,3point,"茨城県高萩土地改良事務所
助言H20.1.15C0540","茨城県土地改良事業団体
連合会","H19.12.19
H20.3.21"
茨城県,"行方市,",旧行政界調査確定,"基準点,基準点,基準点","１級,,2級,,3級","1point,2point,1point","茨城県行方市
助言H20.1.22C0555",(株)ダイコウ測量設計,"
H20.1.8

H20.3.14"
茨城県,"日立市,",道路台帳,"カラー撮影,カラー撮影,数値図化,数値図化","10000,,4000,,1000,,500","72.1KM2,18.8KM2,2.0KM2,1.8KM2","茨城県日立市
助言H20.1.23C0557",国際航業(株),"H19.12.28
H20.3.21"
茨城県県境千葉県,"守谷市,取手市,利根町,県境野田市,柏市,印西市,成田市,八千代市,佐倉市,四街道市,千葉市,東金市,茂原市,君津市,木更津市,袖ケ浦市,市原市,",道路計画,"カラー撮影,カラー撮影","12500,,8000","597.0KM2,705.0KM2","千葉国道事務所
助言H20.2.8C0583",(株)パスコ,"H20.1.30
H20.3.31"
茨城県,"かすみがうら市,",河川計画,"空三,写測図化","8000,,1000","48.5KM2,0.8KM2","茨城県土浦土木事務所
助言H20.2.13C0585",(株)中庭測量コンサルタント,"H20.1.22
H20.3.15"
茨城県,"結城市,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","4point,16point,92point,38.4KM2","茨城県結城市
助言H20.2.21C0596",(株)開発計画研究所,"H19.11.1
H20.3.31"
茨城県,"土浦市,",総合計画,基準点,2級,1point,"茨城県土浦市
助言H20.2.26C0606",大栄測量設計(株),"H20.2.15
H20.3.20"
茨城県,"下妻市,",道路計画,基準点,3級,9point,"茨城県常総土木事務所
助言H20.3.13C0624",(株)あいだ測量設計,"H20.3.1
H20.4.15"
茨城県,"桜川市,",土地改良,"基準点,平板","１級,,500","1point,0.1KM2","茨城県桜川市
助言H20.3.13C0627","茨城県土地改良事業団体
連合会","H19.11.16
H20.3.29"
栃木県,"佐野市,",道路計画,"数値撮影,数値図化","8000,,1000","70.3KM2,3.0KM2","佐野市
助言H19.4.6C0003",(株)パスコ,"H18.9.20
H19.4.27"
栃木県,"下野市,",都市計画,"数値撮影,数値図化,数値図修正","8000,,2500,,2500","74.5KM2,52.1KM2,22.4KM2","栃木県下野市
助言H19.4.27C0025",(株)パスコ,"H19.3.30
H20.3.10"
栃木県,"日光市,那須塩原市,塩谷町,",砂防計画,数値撮影,8000,836.1KM2,"日光砂防事務所
助言H19.5.18C0045",国際航業(株),"H19.4.10
H20.1.11"
栃木県,"栃木市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","1point,3point,0.1KM2","栃木県栃木市
助言H19.7.11C0110",オリェンタル技術開発(株),"H19.7.25
H19.10.16"
栃木県,"宇都宮市,",その他,基準点,4級,0.2KM2,"宇都宮地方法務局
助言H19.7.25C0138","(社)栃木県公共嘱託登記
土地家屋調査士協会","H19.9.1
H20.3.31"
栃木県,"宇都宮市,",土地区画整理,平板,500,0.3KM2,"栃木県宇都宮市
助言H19.8.9C0156",協和測量設計(株),"H19.7.12
H20.5.30"
栃木県,"日光市,鹿沼市,",砂防計画,数値図化,2500,39.0KM2,"栃木県鹿沼土木事務所
助言H19.8.21C0163","東洋測量設計(株)
協和測量設計(株)","H19.6.26
H19.11.22"
栃木県,"大田原市,",都市計画,数値図化,2500,354.1KM2,"栃木県大田原市
助言H19.8.29C0181",(株)パスコ,H19.8.6
栃木県,"那須町,",砂防計画,数値図化,2500,16.3KM2,"栃木県大田原土木事務所
助言H19.9.4C0192",日研測量(株),"H19.8.3
H20.1.9"
栃木県,"岩舟町,",固定資産,数値撮影,10000,46.7KM2,"栃木県岩舟町
助言H19.10.1C0246",国際航業(株),"H19.10.1
H20.3.24"
栃木県,"都賀町,小山市,野木町,",砂防計画,数値図化,2500,2.1KM2,"栃木県栃木土木事務所
助言H19.10.15C0288","(株)栃木県用地補償コン
サルタント","H19.8.8
H20.1.4"
栃木県,"さくら市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,7point,40point","氏家町東原土地区画整理組合
助言H19.10.25C0310",(株)栃木都市計画センター,"H19.10.9
H20.3.25"
栃木県,"大田原市,小川町,",砂防計画,数値図化,2500,9.4KM2,"大田原土木事務所
助言H19.10.30C0327",那須測量(株),"H19.10.11
H20.3.10"
栃木県,"西方町,",都市計画,"数値撮影,数値図化","10000,,2500","32.0KM2,32.0KM2","栃木県西方町
助言H19.10.30C0328",国際航業(株),"H19.9.5
H20.3.24"
栃木県,"日光市,",砂防計画,数値図化,2500,5.0KM2,"栃木県日光土木事務所
助言H19.11.2C0339",(株)ニツコー,"H19.9.4
H20.1.11"
栃木県,"鹿沼市,",固定資産,数値撮影,8000,490.6KM2,"栃木県鹿沼市
助言H19.11.2C0340",アクリーグ(株),"H19.11.1
H20.4.30"
栃木県,"宇都宮市,",都市計画,"数値撮影,数値図化,数値図修正","16,,2500,,2500","416.8KM2,40.8KM2,142.3KM2","栃木県宇都宮市
助言H19.11.2C0341",(株)パスコ,"H19.10.4
H20.3.21"
栃木県,"真岡市,",土地区画整理,"基準点,基準点","3級,,4級","20point,180point","栃木県真岡市
助言H19.11.8C0346",(株)篠原設計,"H19.11.16
H20.3.20"
栃木県,"宇都宮市,足利市,栃木市,佐野市,小山市,真岡市,下野市,上三川町,河内町,二宮町,芳賀町,壬生町,野木町,大平町,藤岡町,岩舟町,高根沢町,",地盤変動調査,水準,１級,483.0km,"栃木県
助言H19.11.13C0361",昭和(株),"H19.12.1
H20.3.31"
栃木県,"二宮町,",固定資産,数値撮影,10,55.5KM2,"栃木県二宮町
助言H19.11.28C0390",アクリーグ(株),"H19.12.3
H20.3.31"
栃木県,"都賀町,",固定資産,カラー撮影,10000,30.5KM2,"栃木県都賀町
助言H19.11.28C0391",アクリーグ(株),"H19.12.3
H20.3.28"
栃木県,"益子町,",固定資産,カラー撮影,8000,89.5KM2,"栃木県益子町
助言H19.11.30C0394",アクリーグ(株),"H19.12.1
H20.4.30"
栃木県,"宇都宮市,",土地区画整理,"基準点,水準","4級,,3級","75point,4point","栃木県宇都宮市
助言H19.12.11C0444",(株)八興,"H19.11.8
H20.3.10"
