都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
北海道,"苫小牧市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.24A0326土地･水資源局国土調査課,"沼田・胆振・大久保共同企
業体","H21.7.13
H22.2.2",
北海道,"苫小牧市,",都市再生街区基本調査,基準点,街区点,0.7KM2,助言H21.7.24A0327土地･水資源局国土調査課,(株)ズコーシャ,"H21.7.10
H22.1.15",
北海道,"苫小牧市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.24A0328土地･水資源局国土調査課,三共測量コンサルタント(株),"H21.7.9
H22.1.26",
北海道,"置戸町,",河川計画,"基準点,基準点","１級,,３級","1point,5point",助言H21.7.27A0329北海道網走支庁,(株)シン技術コンサル,"H21.7.22
H21.10.30",
北海道,"新ひだか町,",道路計画,基準点,３級,12point,助言H21.7.27A0330北海道日高支庁,(株)帝国設計事務所,"H21.7.27
H21.8.31",
北海道,"遠別町,",海岸保全,基準点,３級,4point,助言H21.7.27A0331北海道留萌支庁,(株)ズコーシャ,"H21.8.3
H21.10.30",
北海道,"音威子府村,",道路管理,基準点,３級,2point,助言H21.7.27A0332旭川開発建設部,東光コンサルタント(株),"H21.7.22
H21.9.24",
北海道,"北見市,",土地改良,基準点,３級,2point,助言H21.7.27A0333北海道網走支庁,(有)アーバン設計,"H21.7.8
H21.9.30",
北海道,"上ノ国町,",道路計画,"基準点,基準点","１級,,３級","1point,6point",助言H21.7.28A0334北海道渡島支庁,(株)測土開発,"H21.7.23
H21.9.30",
北海道,"当別町,月形町,",ほ場整備,基準点,３級,27point,助言H21.7.28A0335北海道石狩支庁,パブリックコンサルタント,"H21.7.23
H22.2.10",
北海道,"利尻町,",砂防計画,"基準点,基準点","１級,,２級","1point,2point",助言H21.7.28A0336北海道宗谷支庁,沼田測量設計(株),"H21.7.23
H21.9.30",
北海道,"羅臼町,",砂防計画,基準点,３級,1point,助言H21.7.28A0337北海道釧路支庁,(株)小出コンサルタント,"H21.7.22
H21.8.28",
北海道,"乙部町,",道路計画,"基準点,基準点","１級,,３級","3point,8point",助言H21.7.28A0338乙部町,ダイシン設計(株),"H21.7.23
H21.8.31",
北海道,"南幌町,",道路用地,基準点,３級,6point,助言H21.7.28A0339北海道石狩支庁,(株)道測テクニス,"H21.7.22
H21.10.30",
北海道,"長沼町,",土地改良,"基準点,路線",３級,"7point,2.2km",助言H21.7.28A0340北海道空知支庁,(株)中神土木設計事務所,"H21.7.22
H22.1.12",
北海道,"白老町,",道路管理,基準点,２級,5point,助言H21.7.28A0341室蘭開発建設部,(株)トータル測量設計,"H21.7.24
H21.11.27",
北海道,"札幌市,石狩市,江別市,北広島市,千歳市,恵庭市,岩見沢市,当別町,南幌町,長沼町,由仁町,栗山町,新篠津村,",河川管理,基準点,２級,92point,助言H21.7.28A0342石狩川開発建設部,北海道測量事業協同組合,"H21.7.2
H22.3.16",
北海道,"大空町,",土地改良,基準点,３級,3point,助言H21.7.30A0343北海道網走支庁,サン技術コンサルタント(株),"H21.7.24
H21.12.10",
北海道,"新十津川町,",土地改良,基準点,３級,14point,助言H21.7.30A0344北海道空知支庁,(株)みずほ栄設計,"H21.7.24
H22.2.26",
北海道,"安平町,",道路台帳,基準点,２級,1point,助言H21.7.30A0345室蘭開発建設部,北海道測量事業協同組合,"H21.8.3
H21.12.9",
北海道,"浜中町,",海岸保全,基準点,３級,1point,助言H21.7.30A0346北海道釧路支庁,(株)アクアソーケン,"H21.8.1
H21.8.31",
北海道,"標津町,",文化財調査,基準点,３級,2point,助言H21.7.30A0347標津町,(株)津村測量設計,"H21.7.25
H21.11.10",
北海道,"鷹栖町,",道路計画,基準点,３級,5point,助言H21.7.30A0348北海道上川支庁,(株)ネクシス光洋,"H21.7.17
H21.11.30",
北海道,"奈井江町,",河川防災,基準点,３級,4point,助言H21.7.30A0349北海道石狩支庁,(株)国策測量設計,"H21.7.28
H21.10.20",
北海道,"滝上町,",道路計画,基準点,１級,3point,助言H21.7.30A0350網走開発建設部,(株)エクサ設計,"H21.7.28
H21.10.30",
北海道,"七飯町,北斗市,",道路計画,"基準点,基準点,路線","２級,,３級,,","2point,6point,2.5km",助言H21.7.30A0351北海道渡島支庁,(株)シビテック,"H21.7.24
H22.1.20",
北海道,"伊達市,",海岸保全,"基準点,基準点","２級,,３級","1point,2point",助言H21.8.4A0352北海道胆振支庁,(株)菅原測量設計,"H21.7.29
H21.10.20",
北海道,"苫小牧市,千歳市,恵庭市,白老町,",砂防計画,数値撮影,地上画素寸法16㎝,1210KM2,助言H21.8.4A0353室蘭開発建設部,(株)北海道朝日航洋,"H21.6.26
H22.1.20",
北海道,"小樽市,",道路台帳,"基準点,基準点","１級,,３級","2point,4point",助言H21.8.4A0354小樽開発建設部,北海道測量事業協同組合,"H21.7.28
H21.10.21",
北海道,"小平町,",道路計画,"基準点,基準点","１級,,３級","2point,5point",助言H21.8.4A0355北海道留萌支庁,ダイシン設計(株),"H21.7.10
H21.9.30",
北海道,"名寄市,",基準点管理,基準点,街区多角点,1point,助言H21.8.4A0356名寄市,グローバルプラネット(有),"H21.8.10
H21.10.31",
北海道,"余市町,",河川計画,基準点,３級,7point,助言H21.8.4A0357北海道後志支庁,"(株)北海道水工コンサルタ
ンツ","H21.7.10
H22.2.19",
北海道,"砂川市,",河川防災,基準点,３級,2point,助言H21.8.4A0358北海道石狩支庁,(株)三洋コンサルタント,"H21.7.28
H21.10.30",
北海道,"積丹町,",道路用地,"基準点,基準点","１級,,３級","1point,3point",助言H21.8.5A0359小樽開発建設部,北海道測量事業協同組合,"H21.7.24
H21.10.8   ",
北海道,"遠別町,",道路用地,"基準点,基準点,路線","３級,,４級,,","2point,243point,2.5km",助言H21.8.5A0360留萌開発建設部,(株)イズム・グリーン,"H21.7.30
H21.11.16",
北海道,"蘭越町,",道路台帳,基準点,３級,2point,助言H21.8.5A0361小樽開発建設部,北海道計測技研(有),"H21.8.5
H21.10.20",
北海道,"七飯町,北斗市,",河川用地,基準点,３級,5point,助言H21.8.5A0362北海道渡島支庁,(株)小林土木工業所,"H21.7.31
H21.11.20",
北海道,"森町,",漁港管理,基準点,３級,2point,助言H21.8.5A0363函館開発建設部,(株)玉川測量設計事務所,"H21.7.30
H21.10.2",
北海道,"江別市,",土地改良,基準点,３級,6point,助言H21.8.5A0364北海道石狩支庁,(株)ルーラルエンジニア,"H21.7.29
H21.9.30",
北海道,"帯広市,中札内村,",道路計画,"基準点,基準点,路線","２級,,４級,,","3point,100point,5km",助言H21.8.5A0365帯広開発建設部,(株)土木技術コンサルタント,"H21.7.15
H21.9.10",
北海道,"福島町,",道路管理,"基準点,基準点","１級,,３級","5point,15point",助言H21.8.5A0366函館開発建設部,北海道測量事業協同組合,"H21.7.31
H22.1.8",
北海道,"厚真町,",土地改良,"基準点,基準点","３級,,４級","40point,190point",助言H21.8.5A0367北海道胆振支庁,(株)Ai測地コンサル,"H21.8.1
H22.3.19",
北海道,"函館市,",漁港整備,"基準点,基準点","１級,,３級","1point,1point",助言H21.8.5A0368北海道渡島支庁,"パシフィックコンサルタンツ
(株)","H21.8.1
H21.11.30",
北海道,"江別市,南幌町,",道路計画,基準点,２級,15point,助言H21.8.5A0369札幌開発建設部,(株)構研エンジニアリング,"H21.7.17
H22.1.15",
北海道,"小樽市,赤井川村,",道路用地,基準点,３級,4point,助言H21.8.10A0370小樽開発建設部,(株)山調住建コンサルタント,"H21.8.3
H21.10.8",
北海道,"せたな町,",砂防計画,"基準点,基準点","１級,,３級","3point,6point",助言H21.8.10A0371北海道渡島支庁,北栄測量設計(株),"H21.8.10
H21.12.15",
北海道,"幌加内町,",河川用地,"基準点,基準点","２級,,３級","3point,10point",助言H21.8.10A0372北海道石狩支庁,開成コンサルタント(株),"H21.8.4
H21.9.4",
北海道,"新篠津村,",土地改良,基準点,３級,48point,助言H21.8.10A0373北海道石狩支庁,"内外エンジニアリング北海
道(株)","H21.8.1
H22.2.10",
北海道,"音更町,",都市計画,数値図修正,2500,46.8KM2,助言H21.8.10A0374音更町,(株)シン技術コンサル,"H21.7.24
H22.3.10",
北海道,"由仁町,",土地改良,基準点,３級,18point,助言H21.8.10A0375北海道空知支庁,(株)ルーラルエンジニア,"H21.8.4
H21.8.30",
北海道,"松前町,",道路防災,基準点,３級,3point,助言H21.8.10A0376北海道渡島支庁,協友測量設計(株),"H21.8.5
H21.11.10",
北海道,"むかわ町,",河川管理,基準点,２級,31point,助言H21.8.10A0377室蘭開発建設部,日測技研(株),"H21.8.3
H21.12.20",
北海道,"旭川市,",河川計画,基準点,２級,2point,助言H21.8.10A0378北海道上川支庁,"(株)アサヒ建設コンサルタン
ト","H21.8.10
H22.2.19",
北海道,"室蘭市,",河川防災,"基準点,路線","３級,,","2point,0.7km",助言H21.8.10A0379北海道胆振支庁,(株)シン技術コンサル,"H21.8.1
H21.10.10",
北海道,"仁木町,",河川計画,基準点,３級,5point,助言H21.8.11A0380北海道後志支庁,"メルテックコンサルタント
(株)","H21.8.4
H21.12.10",
北海道,"釧路町,",河川用地,基準点,３級,2point,助言H21.8.11A0381北海道釧路支庁,(株)小出コンサルタント,"H21.8.4
H21.11.30",
北海道,"標津町,",道路用地,"基準点,基準点","３級,,４級","4point,8point",助言H21.8.11A0382北海道釧路支庁,岩浅測量設計(有),"H21.8.4
H21.11.30",
北海道,"別海町,",道路用地,基準点,３級,2point,助言H21.8.11A0383北海道釧路支庁,(株)松木測量設計,"H21.8.4
H21.11.30",
北海道,"標津町,",漁港整備,基準点,３級,4point,助言H21.8.11A0384北海道釧路支庁,(有)渋谷測量社,"H21.8.5
H21.10.30",
北海道,"釧路町,",砂防計画,基準点,３級,3point,助言H21.8.10A0385北海道釧路支庁,"(株)北海道技術コンサルタ
ント","H21.7.16
H21.9.30",
北海道,"足寄町,",道路用地,基準点,２級,2point,助言H21.8.10A0386帯広開発建設部,東武計画(株),"H21.8.5
H21.11.20",
北海道,"小平町,",道路用地,"基準点,基準点","１級,,３級","3point,3point",助言H21.8.10A0387北海道留萌支庁,小杉測量設計(株),"H21.7.28
H21.12.18",
北海道,"別海町,",土地改良,基準点,２級,4point,助言H21.8.10A0388釧路開発建設部,冨洋設計(株),"H21.8.1
H22.1.12",
北海道,"赤井川村,",道路用地,"基準点,基準点","１級,,３級","1point,4point",助言H21.8.10A0389小樽開発建設部,(株)タナカコンサルタント,"H21.8.17
H21.11.5",
北海道,"北広島市,",道路用地,基準点,３級,3point,助言H21.8.10A0390北広島市,拓新エンジニア(株),"H21.7.27
H21.10.21",
北海道,"石狩市,",道路計画,"基準点,基準点","１級,,３級","4point,7point",助言H21.8.10A0391札幌開発建設部,(株)構研エンジニアリング,"H21.8.17
H22.2.18",
北海道,"えりも町,",漁港整備,基準点,１級,5point,助言H21.8.10A0392北海道胆振支庁,(株)細道コンサルタント,"H21.8.7
H21.12.10",
北海道,"小樽市,",道路用地,基準点,３級,2point,助言H21.8.10A0393小樽開発建設部,西武(株),"H21.8.10
H21.8.28",
北海道,"新十津川町,",農地開発,基準点,３級,1point,助言H21.8.13A0394札幌開発建設部,NTCコンサルタンツ(株),"H21.7.3
H21.10.30",
北海道,"苫小牧市,",道路管理,基準点,１級,1point,助言H21.8.13A0395室蘭開発建設部,北海道測量事業協同組合,"H21.8.17
H21.12.2",
北海道,"占冠村,",道路用地,基準点,１級,1point,助言H21.8.13A0396北海道上川支庁,(株)阿部工測,"H21.8.7
H21.9.30",
北海道,"倶知安町,",道路用地,"基準点,基準点","１級,,３級","4point,6point",助言H21.8.13A0397小樽開発建設部,北海道測量事業協同組合,"H21.8.17
H21.12.15",
北海道,"士別市,",砂防計画,基準点,３級,2point,助言H21.8.13A0398北海道上川支庁,明治コンサルタント(株),"H21.4.24
H22.2.19",
北海道,"千歳市,",道路用地,基準点,３級,2point,助言H21.8.14A0399千歳市,(有)今井測量設計,"H21.8.11
H21.9.30",
北海道,"札幌市,",砂防計画,"基準点,基準点","１級,,３級","4point,7point",助言H21.8.14A0400石狩川開発建設部,建基コンサルタント(株),"H21.8.3
H22.1.21",
北海道,"苫前町,",土地改良,基準点,３級,2point,助言H21.8.14A0401北海道留萌支庁,(株)拓殖設計,"H21.8.12
H21.10.30",
北海道,"釧路市,",土地区画整理,基準点,３級,10point,助言H21.8.14A0402釧路地方法務局,(有)金子設計事務所,"H21.8.12
H22.1.29",
北海道,"函館市,",道路用地,"基準点,基準点","２級,,３級","2point,4point",助言H21.8.14A0403北海道渡島支庁,(株)ツカサ技研,"H21.8.12
H21.11.30",
北海道,"枝幸町,",道路台帳,"基準点,基準点","１級,,３級","3point,8point",助言H21.8.20A0404稚内開発建設部,北裕建設コンサルタント(株),"H21.7.24
H21.11.10",
北海道,"喜茂別町,",道路台帳,基準点,３級,4point,助言H21.8.20A0405小樽開発建設部,明成コンサルタント(株),"H21.8.12
H21.11.2",
北海道,"北見市,",農道整備,基準点,３級,5point   ,助言H21.8.20A0406北海道網走支庁,(株)ドボク管理,"H21.8.12
H22.3.10",
北海道,"七飯町,",河川用地,基準点,３級,1point,助言H21.8.20A0407北海道渡島支庁,臥牛測量設計(株),"H21.8.12
H21.11.20",
北海道,"上富良野町,",砂防計画,基準点,１級,2point,助言H21.8.20A0408北海道上川支庁,(株)東和測量,"H21.8.13
H21.11.25",
北海道,"遠別町,",道路用地,基準点,３級,4point,助言H21.8.20A0409北海道留萌支庁,(株)協和コンサルタント,"H21.8.13
H21.11.20",
北海道,"幌延町,",道路管理,基準点,３級,2point,助言H21.8.20A0410北海道留萌支庁,(株)ネクシス光洋,"H21.7.28
H21.10.30",
北海道,"苫前町,",道路計画,基準点,３級,2point,助言H21.8.20A0411北海道留萌支庁,留萌測量設計(株),"H21.8.25
H21.9.30",
北海道,"雄武町,",道路計画,"基準点,基準点","１級,,３級","1point,15point",助言H21.8.20A0412北海道網走支庁,(株)山腰測量設計事務所,"H21.8.13
H21.11.30",
北海道,"美深町,",都市計画,"数値撮影,座標変換,数値図修正","地上画素寸法20㎝,,2500,,2500","8.1KM2,4.8KM2,4.8KM2",助言H21.8.20A0413美深町,(株)シン技術コンサル,"H21.7.28
H21.12.18",
北海道,"厚岸町,",道路計画,基準点,３級,3point,助言H21.8.20A0414北海道釧路支庁,北海道キング設計(株),"H21.7.30
H21.12.21",
北海道,"別海町,",土地改良,基準点,２級,7point,助言H21.8.20A0415釧路開発建設部,(株)三祐コンサルタンツ,"H21.8.11
H22.1.21",
北海道,"共和町,",道路計画,基準点,２級,3point,助言H21.8.20A0416共和町,スミセキ・ジオテクノ(株),"H21.8.6
H21.10.15",
北海道,"余市町,",土地区画整理,"基準点,基準点","１級,,３級","3point,15point","助言H21.8.20A0417余市町黒川第一土地区画整
理組合",(有)大野測量,"H21.8.13
H21.12.25",
北海道,"本別町,",河川管理,基準点,１級,4point,助言H21.8.20A0418帯広開発建設部,北海道測量事業協同組合,"H21.8.28
H21.11.13",
北海道,"札幌市,",砂防計画,数値図化,2500,106.2KM2,助言H21.8.20A0419石狩川開発建設部,日測技研(株),"H21.4.1
H22.3.31",
北海道,"美瑛町,",道路計画,基準点,２級,1point,助言H21.8.25A0420美瑛町,五大建設コンサルタント(株),"H21.8.18
H22.1.27",
北海道,"余市町,",固定資産,"数値撮影,ディジタルオルソ","地上画素寸法12㎝,,2500","116KM2,116KM2",助言H21.8.25A0421余市町,(株)シン技術コンサル,"H21.8.18
H22.3.23",
北海道,"豊頃町,",道路計画,基準点,３級,4point,助言H21.8.25A0422北海道十勝支庁,(株)開発調査研究所,"H21.8.18
H22.3.1",
北海道,"上ノ国町,",道路用地,基準点,３級,2point,助言H21.8.25A0423函館開発建設部,道南測量設計(株),"H21.8.20
H21.10.20",
北海道,"幕別町,",都市計画,数値図修正,2500,53.4KM2,助言H21.8.25A0424幕別町,(株)シン技術コンサル,"H21.7.30
H22.3.10",
北海道,"芽室町,",都市計画,数値図修正,2500,23.5KM2,助言H21.8.25A0425芽室町,(株)シン技術コンサル,"H21.8.3
H22.3.10",
北海道,"壮瞥町,",道路計画,"基準点,水準","３級,,３級","6point,10.1km",助言H21.8.28A0426北海道胆振支庁,(株)シー・イー・サービス,"H21.8.24
H22.3.23",
北海道,"共和町,",河川管理,基準点,２級,4point,助言H21.8.28A0427共和町,和光技研(株),"H21.8.19
H21.10.20",
北海道,"深川市,",道路計画,基準点,３級,3point,助言H21.8.28A0428札幌開発建設部,滝川測量設計(株),"H21.8.31
H21.10.30",
北海道,"小樽市,赤井川村,倶知安町,黒松内町,",道路管理,基準点,道路基準点,42point,助言H21.9.3A0429小樽開発建設部,大成測量設計(株),"H21.9.1
H21.11.18",
北海道,"壮瞥町,伊達市,",道路計画,"基準点,基準点,基準点,水準,路線","１級,,２級,,３級,,３級,,","5point,5point,2point,7.3km,0.5km",助言H21.8.28A0430北海道胆振支庁,(株)シビテック,"H21.8.19
H21.12.21",
北海道,"木古内町,",河川用地,"基準点,基準点","１級,,３級","2point,1point",助言H21.8.28A0431北海道渡島支庁,(株)玉川測量設計事務所,"H21.8.21
H21.11.30",
北海道,"上川町,",ダム計画,基準点,１級,4point,助言H21.8.28A0432旭川開発建設部,荒木測量設計(株),"H21.8.7
H22.2.22",
北海道,"壮瞥町,伊達市,",道路用地,基準点,３級,7point,助言H21.8.28A0433室蘭開発建設部,北海道測量事業協同組合,"H21.8.25
H21.10.28",
北海道,"小平町,",道路用地,基準点,３級,3point,助言H21.8.28A0434北海道留萌支庁,小杉測量設計(株),"H21.8.11
H21.12.18",
北海道,"小平町,",道路用地,基準点,３級,3point,助言H21.8.28A0435北海道留萌支庁,留萌測量設計(株),"H21.8.21
H21.9.30",
北海道,"北斗市,",土地改良,基準点,３級,11point,助言H21.8.28A0436北海道渡島支庁,(株)竹田測量設計,"H21.8.21
H22.3.10",
北海道,"真狩村,",道路用地,基準点,２級,2point,助言H21.8.28A0437北海道後志支庁,(株)開発調査研究所,"H21.8.21
H22.2.1",
北海道,"仁木町,",河川計画,"撮影,数値図化","地上画素寸法12㎝,,1000","10.8KM2,6.7KM2",助言H21.8.28A0438北海道後志支庁,(株)シン技術コンサル,"H21.8.21
H22.3.19",
北海道,"共和町,",道路用地,基準点,３級,5point,助言H21.8.28A0439共和町,(株)シー・イー・サービス,"H21.8.28
H21.10.15",
北海道,"幌加内町,",道路用地,"基準点,基準点","１級,,３級","2point,2point",助言H21.8.28A0440北海道石狩支庁,三和開発サービス(株),"H21.8.22
H21.12.10",
北海道,"当麻町,",道路用地,基準点,３級,9point,助言H21.8.28A0441北海道上川支庁,(株)シー・イー・サービス,"H21.8.22
H22.3.23",
北海道,"滝上町,",道路計画,基準点,１級,5point,助言H21.9.3A0442網走開発建設部,大起コンサルタント(株),"H21.8.12
H21.11.27",
北海道,"新十津川町,",土地改良,基準点,３級,28point,助言H21.9.3A0443北海道空知支庁,(株)北開測地,"H21.8.21
H22.3.19",
北海道,"乙部町,",道路用地,基準点,３級,6point,助言H21.9.3A0444函館開発建設部,スミセキ・ジオテクノ(株),"H21.8.25
H21.11.13",
北海道,"乙部町,八雲町,",道路用地,"基準点,基準点","１級,,３級","2point,1point",助言H21.9.3A0445函館開発建設部,(株)ドボク管理,"H21.8.25
H21.10.20",
北海道,"名寄市,",道路台帳,基準点,３級,8point,助言H21.9.3A0446旭川開発建設部,北海道測量事業協同組合,"H21.9.11
H22.2.8",
北海道,"岩見沢市,三笠市,美唄市,砂川市,赤平市,滝川市,深川市,月形町,浦臼町,奈井江町,新十津川町,雨竜町,妹背牛町,秩父別町,沼田町,幌加内町,南富良野町,新篠津村,",河川管理,基準点,２級,131point,助言H21.9.3A0447石狩川開発建設部,日測技研(株),"H21.8.6
H22.2.26",
北海道,"芦別市,",総合計画,"カラー撮影,ディジタルオルソ","10000,,2500","328.6KM2,255.9KM2",助言H21.9.3A0448芦別市,北海航測(株),"H21.8.10
H22.3.12",
北海道,"浜中町,",土地改良,"基準点,基準点,座標補正,標高補正","３級,,４級,,２級,,２級","4point,37point,3point,4point",助言H21.9.3A0449釧路開発建設部,(株)アルト技研,"H21.7.1
H21.11.30",
北海道,"帯広市,",砂防計画,"基準点,基準点","１級,,２級","9point,3point",助言H21.9.3A0450帯広開発建設部,北海道測量事業協同組合   ,"H21.8.25
H22.3.1",
北海道,"鹿追町,",道路計画,基準点,１級,1point,助言H21.9.3A0451帯広開発建設部,北王コンサルタント(株),"H21.8.25
H22.2.5",
北海道,"美深町,",道路用地,基準点,３級,4point,助言H21.9.3A0452旭川開発建設部,サンコーコンサルタント(株),"H21.8.25
H22.1.29",
北海道,"佐呂間町,",土地改良,基準点,３級,4point,助言H21.9.3A0453北海道網走支庁,(株)中神土木設計事務所,"H21.7.8
H22.3.19",
北海道,"美深町,",道路用地,基準点,３級,1point,助言H21.9.3A0454北海道上川支庁,(有)テーシーコンサル,"H21.8.25
H21.12.16",
北海道,"新十津川町,",河川計画,基準点,３級,2point,助言H21.9.3A0455北海道石狩支庁,(株)リブテック,"H21.8.26
H22.3.30",
北海道,"日高町,",河川計画,"航空レーザ,数値撮影","1000,,12500","570KM2,570KM2",助言H21.9.3A0456室蘭開発建設部,(株)パスコ,"H21.9.1
H22.3.5",
北海道,"平取町,日高町,",河川計画,"数値撮影,航空レーザ","12500,,1000","780KM2,780KM2",助言H21.9.3A0457室蘭開発建設部,国際航業(株),"H21.9.1
H22.3.5",
北海道,"帯広市,中札内村,",砂防計画,"撮影,数値図化","12500,,2500","90KM2,53.3KM2",助言H21.9.3A0458帯広開発建設部,北海道地図(株),"H21.8.7
H22.3.10",
北海道,"七飯町,",道路用地,"基準点,基準点","１級,,３級","1point,2point",助言H21.9.3A0459北海道渡島支庁,(株)ノース技研,"H21.8.26
H21.12.18",
北海道,"中富良野町,",河川計画,基準点,３級,4point,助言H21.9.8A0460北海道上川支庁,和光技研(株),"H21.8.26
H22.2.10",
北海道,"札幌市,",河川防災,航空レーザ,5000,2264KM2,助言H21.9.3A0461石狩川開発建設部,(株)ドーコン,"H21.2.19
H22.2.10",
北海道,"標津町,",道路用地,基準点,３級,3point,助言H21.9.3A0462釧路開発建設部,大起コンサルタント(株),"H21.8.27
H21.11.18",
北海道,"音更町,",総合計画,"ディジタルオルソ,ディジタルオルソ","1000,,2500","53KM2,350.3KM2",助言H21.9.3A0463音更町,(株)シン技術コンサル,"H21.8.27
H21.12.21",
北海道,"仁木町,",河川計画,基準点,３級,31point,助言H21.9.8A0464北海道後志支庁,HRS(株),"H21.8.12
H22.1.29",
北海道,"豊浦町,",道路用地,基準点,４級,41point,助言H21.9.8A0465室蘭開発建設部,(株)山田測量設計,"H21.8.21
H21.11.25",
北海道,"別海町,",道路管理,基準点,３級,1point,助言H21.9.8A0466北海道釧路支庁,(有)マップハウス,"H21.8.28
H21.10.30",
北海道,"標津町,別海町,",海岸保全,"数値撮影,ディジタルオルソ","地上画素寸法20㎝,,2500","75.9KM2,30KM2",助言H21.9.8A0467北海道釧路支庁,(株)シン技術コンサル,"H21.8.19
H21.12.10",
北海道,"興部町,",都市計画,"カラー撮影,水準,空三,数値図化,数値図化","10000,,簡級,,,,1000,,2500","65.1KM2,23km,46Ｍ,4.4KM2,13.5KM2",助言H21.9.8A0468興部町,北海航測(株),"H21.8.20
H21.9.30",
北海道,"枝幸町,",道路計画,"基準点,基準点","１級,,２級","4point,5point",助言H21.9.8A0469北海道宗谷支庁,宗谷測量(株),"H21.8.26
H21.12.10",
北海道,"厚岸町,",敷地調査,"基準点,基準点","１級,,３級","3point,8point",助言H21.9.8A0470帯広刑務所,山下コンサルタント(株),"H21.9.1
H21.12.21",
北海道,"富良野市,",河川管理,"基準点,基準点","２級,,３級","1point,3point",助言H21.9.8A0471北海道上川支庁,パブリックコンサルタント,"H21.8.29
H21.11.30",
北海道,"仁木町,",道路計画,"基準点,基準点,路線","１級,,２級,,","1point,1point,0.1km",助言H21.9.8A0472北海道後志支庁,(株)シビテック,"H21.9.1
H21.9.24",
北海道,"札幌市,",地盤変動調査,水準,１級,106.7km,助言H21.9.8A0473札幌市,(株)中田測量,"H21.8.7
H22.3.20",
北海道,"士別市,",砂防計画,基準点,３級,2point,助言H21.9.8A0474北海道上川支庁,大成測量設計(株),"H21.9.1
H21.9.30",
北海道,"雨竜町,",土地改良,基準点,３級,14point,助言H21.9.8A0475北海道空知支庁,技研測量設計(株),"H21.8.7
H22.3.10",
北海道,"今金町,",砂防計画,"基準点,基準点","１級,,３級","3point,7point",助言H21.9.8A0476北海道渡島支庁,月館測量設計(株),"H21.9.2
H22.2.1",
北海道,"訓子府町,",道路台帳,基準点,３級,7point,助言H21.9.8A0477北海道網走支庁,メルテックコンサルタント,"H21.9.2
H22.1.20",
北海道,"別海町,",農地開発,基準点,２級,4point,助言H21.9.8A0478釧路開発建設部,(株)三祐コンサルタンツ,"H21.8.28
H21.12.22",
北海道,"函館市,",道路計画,"基準点,基準点","１級,,３級","1point,10point",助言H21.9.8A0479函館開発建設部,(株)東鵬開発,"H21.9.1
H21.12.10",
北海道,"上湧別町,",河川計画,基準点,３級,2point,助言H21.9.8A0480北海道網走支庁,パブリックコンサルタント,"H21.8.31
H21.9.30",
北海道,"伊達市,",道路計画,"基準点,基準点","１級,,２級","2point,3point",助言H21.9.8A0481室蘭開発建設部,道建コンサルタント(株),"H21.8.31
H22.1.29",
北海道,"深川市,",道路台帳,基準点,２級,2point,助言H21.9.8A0482札幌開発建設部,パブリックコンサルタント,"H21.9.3
H22.1.18",
北海道,"三笠市,",ダム計画,基準点,１級,4point,助言H21.9.8A0483石狩川開発建設部,北海道測量事業協同組合,"H21.9.24
H21.11.20",
北海道,"別海町,",土地改良,基準点,２級,7point,助言H21.9.15A0484釧路開発建設部,(株)農土コンサル,"H21.9.2
H22.2.4",
北海道,"士別市,",河川管理,基準点,３級,3point,助言H21.9.15A0485旭川開発建設部,(株)アクセスフィールド,"H21.9.4
H21.10.23",
北海道,"雨竜町,",土地改良,基準点,３級,26point,助言H21.9.15A0486北海道空知支庁,(株)ルーラルエンジニア,"H21.9.4
H22.3.23",
北海道,"深川市,",ほ場整備,基準点,３級,17point,助言H21.9.15A0487北海道空知支庁,(株)みずほ栄設計,"H21.9.4
H22.3.19",
北海道,"釧路市,",河川用地,"基準点,基準点","１級,,３級","1point,1point",助言H21.9.15A0488北海道釧路支庁,(株)小出コンサルタント,"H21.9.4
H21.11.30",
北海道,"新十津川町,",土地改良,基準点,３級,26point,助言H21.9.17A0489北海道空知支庁,(株)協和コンサルタント,"H21.9.8
H21.12.18",
北海道,"夕張市,",道路計画,基準点,２級,4point,助言H21.9.15A0490札幌開発建設部,(株)タナカコンサルタント,"H21.10.16
H22.1.22",
北海道,"石狩市,",道路計画,基準点,３級,5point,助言H21.9.15A0491札幌開発建設部,(株)山調住建コンサルタント,"H21.10.23
H22.2.19",
北海道,"八雲町,",海岸保全,"基準点,基準点","１級,,３級","2point,1point",助言H21.9.15A0492北海道渡島支庁,協友測量設計(株),"H21.9.5
H22.1.20",
北海道,"八雲町,",道路防災,"基準点,基準点","１級,,３級","1point,3point",助言H21.9.15A0493北海道渡島支庁,協友測量設計(株),"H21.9.5
H21.12.10",
北海道,"仁木町,",河川計画,基準点,３級,25point,助言H21.9.15A0494北海道後志支庁,北山測量設計(株),"H21.8.5
H22.1.29",
北海道,"美唄市,",土地改良,基準点,３級,12point,助言H21.9.17A0495北海道空知支庁,やまざきコンサルタント(株),"H21.9.5
H22.2.10",
北海道,"室蘭市,",道路防災,"基準点,標高補正,標高補正","３級,,２級,,３級","2point,1point,1point   ",助言H21.9.17A0496北海道胆振支庁,"(株)メイセイ・エンジニアリン
グ","H21.9.5
H21.9.30",
