都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
熊本県,"上天草市,",総合計画,基準点,３級,5point,助言H20.7.23I0056熊本県,"熊本県土地改良事業団体連合
会","H20.7.23
H21.2.27"
熊本県,"宇城市,",ほ場整備,"撮影,数値図化,空三,水準","8000,,1000,,8000,,４級","11.5KM2,2.1KM2,6M,10.3km",助言H20.8.1I0081熊本県庁（宇城地域振興局）,(株)ユニバーサル,"H20.8.1
H20.11.25"
熊本県,"上天草市,",土地改良,"基準点,基準点","２級,,３級","4point,14point",助言H20.8.8I0086熊本県,"熊本県土地改良事業団体連合
会","H20.8.8
H21.2.27"
熊本県,"上天草市,",土地改良,"基準点,基準点","２級,,３級","2point,6point",助言H20.8.8I0087熊本県,"熊本県土地改良事業団体連合
会","H20.8.8
H21.1.30"
熊本県,"玉名市,熊本市,",道路台帳,"基準点,基準点","２級,,３級","1point,16point","助言H20.8.8I0088九州地方整備局　熊本河川国道
事務所","株式会社　九州開発エンジニア
リング","H20.8.8
H20.12.19"
熊本県,"菊池市,",土地改良,"基準点,基準点","２級,,３級","8point,7point",助言H20.8.8I0089熊本県,"熊本県土地改良事業団体連合
会","H20.8.8
H21.3.16"
熊本県,"芦北町,",砂防計画,数値図化,2500,3.8KM2,助言H20.8.27I0108熊本県芦北地域振興局,玉野総合コンサルタント(株),"H20.9.1
H21.3.24"
熊本県,"玉名市,",ほ場整備,"水準,白地図等","３級,,1000","5km,0.9KM2",助言H20.9.8I0117熊本県,(株)パスコ,"H20.8.4
H20.10.31"
熊本県,"阿蘇市,",土地改良,基準点,２級,3point,助言H20.9.8I0121熊本県,"熊本県土地改良事業団体連合
会","H20.9.16
H20.12.12"
熊本県,"美里町,",その他,"基準点,基準点","２級,,３級","4point,5point",助言H20.9.10I0135熊本県,"熊本県土地改良事業団体連合
会","H20.9.10
H21.2.27"
熊本県,"山都町,",その他,基準点,２級,15point,助言H20.9.10I0136熊本県,"熊本県土地改良事業団体連合
会   ","H20.10.1
H21.2.27"
熊本県,"玉名市,",その他,基準点,２級,9point,助言H20.9.18I0152熊本県,"熊本県土地改良事業団体連合
会","H20.9.18
H21.3.23"
熊本県,"多良木町,",その他,"基準点,基準点","２級,,３級","2point,13point",助言H20.9.22I0157熊本県,"熊本県土地改良事業団体連合
会","H20.9.22
H21.2.27"
熊本県,"御船町,甲佐町,",その他,"基準点,基準点","２級,,３級","3point,6point",助言H20.9.29I0159熊本県,"熊本県土地改良事業団体連合
会","H20.10.1
H21.3.10"
熊本県,"熊本市,",都市計画,"平板・修正,平板・修正","2500,,10000","19.6KM2,19.6KM2",助言H20.9.25I0162熊本市,大成ジオテック(株),"H20.9.22
H21.3.31"
熊本県,"山鹿市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.7KM2,3.7KM2",助言H20.10.1I0174熊本県鹿本地域振興局,(株)パスコ,"H20.7.10
H21.3.25"
熊本県,"西原村,",その他,"基準点,基準点","２級,,３級","1point,8point",助言H20.10.7I0184熊本県,"熊本県土地改良事業団体連合
会","H20.10.7
H21.3.19"
熊本県,"上天草市,",その他,"基準点,座標変換","２級,,２級","4point,1point",助言H20.10.8I0189熊本県,"熊本県土地改良事業団体連合
会","H20.10.8
H21.3.6"
熊本県,"山都町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.7KM2,3.7KM2",助言H20.10.22I0210熊本県上益城地域振興局,(株)パスコ,"H20.6.16
H21.2.27"
熊本県,"小国町,南小国町,産山村,阿蘇市,高森町,菊池市,山鹿市,和水町,南関町,荒尾市,玉名市,玉東町,合志市,大津町,南阿蘇村,西原村,益城町,山都町,天草市,上天草市,",農業・農村基盤図,"撮影,ディジタルオルソ,直接定位計算,基準点","15000,,2500,,15000,,簡級","6996KM2,6996KM2,3063point,46KM2",助言H20.10.24I0213熊本県土地改良事業団体連合会,"パスコ
朝日航洋","H20.10.30
H21.12.18"
熊本県,"水上村,",砂防計画,"水準,空三,数値図化,ディジタルオルソ","簡級,,10000,,2500,,2500","93.1km,93M,4.8KM2,4.8KM2",助言H20.10.28I0227熊本県,朝日航洋(株),"H20.10.28
H21.3.25"
熊本県,"錦町,多良木町,",砂防計画,"水準,基準点,空三,数値図化,ディジタルオルソ","簡級,,,,10000,,2500,,2500","66.7km,4point,23M,2.2KM2,2.2KM2",助言H20.10.28I0228熊本県,復建調査設計(株),"H20.10.28
H21.3.25"
熊本県,"熊本市,",都市計画,"カラー撮影,ディジタルオルソ","10000,,2500","40KM2,19.6KM2",助言H20.11.6I0238熊本市,大成ジオテック(株),"H20.11.6
H21.1.31"
熊本県,"南小国町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.8KM2,5.8KM2",助言H20.11.10I0243熊本県阿蘇地域振興局,朝日航洋(株),"H20.10.24
H21.3.6"
熊本県,"玉名市,",その他,基準点,３級,8point,助言H20.11.14I0247熊本県,"熊本県土地改良事業団体連合
会","H20.11.14
H21.3.24"
熊本県,"植木町,",土地改良,基準点,２級,3point,助言H20.11.20I0258熊本県　植木町,"熊本県土地改良事業団体連合
会","H20.11.21
H21.3.23"
熊本県,"山鹿市,",その他,"基準点,基準点","２級,,３級","3point,1point",助言H20.11.20I0259熊本県　山鹿市,株式会社　コンサルハマダ,"H20.11.20
H20.12.20"
熊本県,"山鹿市,",土地改良,基準点,３級,15point,助言H20.11.26I0262熊本県,"熊本県土地改良事業団体連合
会","H20.11.26
H21.3.23"
熊本県,"大津町,",その他,基準点,２級,6point,助言H20.12.4I0282熊本県,"熊本県土地改良事業団体連合
会","H20.12.4
H21.3.19"
熊本県,"菊池市,",その他,"基準点,基準点","２級,,３級","7point,10point",助言H20.12.5I0284熊本県,"熊本県土地改良事業団体連合
会","H20.12.5
H21.3.23"
熊本県,"熊本市,",固定資産,"撮影,ディジタルオルソ","8000,,1000","286.7KM2,286.7KM2",助言H20.12.16I0296熊本市,朝日航洋(株),"H20.12.16
H21.3.31"
熊本県,"玉名市,",その他,基準点,３級,24point,助言H20.12.22I0300熊本県,"熊本県土地改良事業団体連合
会","H20.12.22
H21.3.24"
熊本県,"熊本市,",道路台帳,基準点,３級,46point,助言H20.12.25I0320熊本市,興栄測量設計株式会社,"H20.12.25
H21.3.27"
熊本県,"玉名市,",砂防計画,"写測図化,ディジタルオルソ","2500,,2500","3KM2,3.8KM2",助言H21.1.5I0326熊本県玉名地域振興局,(株)パスコ,"H20.6.23
H21.3.16"
熊本県,"宇土市,",道路計画,"カラー撮影,基準点","8000,,４級","25.7KM2,10point","助言H21.1.5I0329国土交通省九州地方整備局　熊
本河川国道事務所",(株)ウエスコ,"H20.12.24
H21.3.23"
熊本県,"菊陽町,",総合計画,"基準点,水準","１級,,１級","4point,10km",助言H21.1.21I0339菊陽町,"玉野総合コンサルタント株式会
社　福岡支店","H21.1.21
H21.3.23"
熊本県,"城南町,甲佐町,人吉市,",道路計画,"水準,数値撮影,同時調整,数値図化","簡級,,8000,,8000,,1000","14km,24KM2,15point,1KM2",助言H21.1.23I0342熊本県庁,アジア航測(株),"H21.1.23
H21.3.19"
熊本県,"熊本市,",道路台帳,"基準点,基準点,基準点","４級,,４級,,４級","395point,5000point,6182point",助言H21.1.30I0350熊本市,"有限会社　馬場測量設計事務
所","H21.1.30
H21.3.13"
熊本県,"八代市,",固定資産,"水準,カラー撮影,空三,ディジタルオルソ","簡級,,10000,,10000,,1000","88.9km,400.5KM2,400.5KM2,400.5KM2",助言H21.2.6I0355八代市,国際航業(株),"H21.2.6
H21.3.31"
熊本県,"御船町,",土地改良,基準点,２級,1point,助言H21.2.6I0358熊本県,"熊本県土地改良事業団体連合
会","H21.2.6
H21.3.25"
熊本県,"阿蘇市,",砂防計画,"基準点,空三,数値図化","４級,,10000,,2500","3point,50M,2.9KM2",助言H21.2.17I0374熊本県,復建調査設計(株),"H20.2.17
H21.3.19"
熊本県,"熊本市,",その他,"基準点,基準点","２級,,３級","2point,8point",助言H21.2.23I0390熊本市,株式会社オークスコンサルタン,"H21.2.2
H21.3.27"
熊本県,"山鹿市,",下水道台帳,写測図化,1000,137km,助言H21.3.2I0401山鹿市,国際航業(株),"H20.6.16
H21.3.2"
熊本県,"美里町,",その他,平板,1000,0.1KM2,助言H21.3.10I0409熊本県,(株)ワールドコンサルタント,"H21.1.19
H21.3.23"
熊本県,"阿蘇市,",その他,"航空レーザ,その他",",,","105KM2,168.9KM2",助言H21.3.30I0414熊本県,国際航業(株),"H21.3.30
H21.7.31"
熊本県,"八代市,人吉市,芦北町,球磨村,五木村,山江村,相良村,鏡町,あさぎり町,多良木町,水上村,湯前町,",その他,その他,,705KM2,"助言H21.3.17I0418九州地方整備局　八代河川国道
事務所",アジア航測(株),"H21.2.6
H21.10.30"
熊本県,"益城町,",土地区画整理,"基準点,基準点","３級,,４級","4point,23.2KM2","助言H21.3.30I0427益城台地西土地区画整理組合設
立準備委員会",昭和株式会社,"H21.3.16
H21.3.31"
大分県,"九重町,",火山及び砂防計画,"航空レーザ,空三",",,","27KM2,7M",助言H20.4.30I0007玖珠土木事務所,(株)パスコ,"H20.4.30
H20.7.31"
大分県,"津久見市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.8.1I0079土地・水資源局　国土調査課,大洋測量設計株式会社,"H20.6.19
H20.12.22"
大分県,"津久見市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.8.1I0080土地・水資源局　国土調査課,"復建調査設計株式会社福岡支
社","H20.6.27
H20.12.22"
大分県,"日田市,",ダム計画,"基準点,撮影,空三,数値図化,航空レーザ","簡級,,8000,,8000,,1000,,1000","5point,16.7KM2,17M,6.2KM2,12KM2","助言H20.8.27I0107独立行政法人水質源機構大山ダ
ム建設所",(株)パスコ,"H20.8.27
H21.1.25"
大分県,"中津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","6.7KM2,6.7KM2",助言H20.9.9I0119大分県庁（中津土木事務所）,(株)日航コンサルタント,"H20.8.9
H21.2.23"
大分県,"豊後高田市,",その他,基準点,３級,22point,助言H20.9.10I0137豊後高田市,株式会社　オクパック,"H20.9.10
H21.2.20"
大分県,"豊後大野市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.5KM2,40KM2",助言H20.9.18I0144大分県豊後大野土木事務所,写測エンジニアリング（株）,"H20.8.13
H21.2.28"
大分県,"中津市,",道路計画,"基準点,基準点","１級,,３級","6point,8point","助言H20.9.18I0148九州地方整備局　別府港湾・空港
整備事務所","アジア航測株式会社　福岡支
店","H20.9.18
H20.10.31"
大分県,"佐伯市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","9.9KM2,9.9KM2",助言H20.9.25I0164大分県佐伯土木事務所,東亜建設技術(株),"H20.8.19
H21.3.6"
大分県,"日田市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","9.3KM2,9.3KM2",助言H20.10.1I0176大分県（日田土木事務所）,(株)パスコ,"H20.8.11
H21.2.27"
大分県,"臼杵市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","6.7KM2,6.6KM2",助言H20.10.1I0177大分県（臼杵土木事務所）,(株)日航コンサルタント,"H20.8.2
H21.2.17"
大分県,"国東市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","7.6KM2,7.6KM2",助言H20.10.6I0183大分県（国東土木事務所）,(株)日建技術コンサルタント,"H20.8.8
H21.2.23"
大分県,"大分市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","7KM2,7KM2",助言H20.10.14I0191大分県庁（大分土木事務所）,(株)日建技術コンサルタント,"H20.8.8
H21.2.23"
大分県,"宇佐市,中津市,玖珠町,日田市,大分市,佐伯市,豊後高田市,",農業・農村基盤図,"撮影,ディジタルオルソ,直接定位計算","15000,,2500,,15000","3339KM2,3339KM2,1460point",助言H20.10.21I0208大分県土地改良事業団体連合会,エヌ・ティ・ティ　エムイー,"H20.10.21
H21.3.13"
大分県,"竹田市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.8KM2,5.8KM2",助言H20.11.6I0234大分県　竹田土木事務所,朝日航洋(株),"H20.10.31
H21.3.9"
大分県,"大分市,",ダム計画,"基準点,基準点,水準","３級,,４級,,３級","4point,183point,6km",助言H20.11.19I0252大分川ダム工事事務所,(株)パスコ,"H20.11.19
H21.1.30"
大分県,"大分市,",ダム計画,"撮影,撮影,基準点,水準,数値図化,数値図化","5000,,10000,,２級,,簡級,,500,,1000","0.6KM2,6.1KM2,3point,7.8km,0.6KM2,6.1KM2","助言H20.11.28I0269国土交通省九州地方整備局　大
分川ダム工事事務所",国際航業(株),"H20.11.28
H21.1.30"
大分県,"杵築市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","6.4KM2,6.4KM2",助言H20.11.28I0270大分県,復建調査設計(株),"H20.8.12
H21.2.27"
大分県,"大分市,由布市,",河川管理,水準,３級,29km,"助言H20.12.1I0271九州地方整備局大分河川国道事
務所","九州建設コンサルタント　株式
会社","H20.12.1
H21.3.10"
大分県,"津久見市,",土地区画整理,"基準点,基準点,その他","２級,,３級","1point,8point,0.2KM2",助言H20.12.3I0279津久見市,東洋測量設計株式会社,"H20.12.8
H21.3.13"
大分県,"竹田市,",その他,基準点,３級,2point,"助言H20.12.9I0287九州地方整備局佐伯河川国道事
務所竹田維持出張所",東洋技術　株式会社,"H21.2.23
H21.3.13"
大分県,"宇佐市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","7KM2,7KM2",助言H20.12.22I0302大分県,第一復建(株),"H20.8.26
H21.3.13"
大分県,"豊後高田市,",砂防計画,"写測図化,ディジタルオルソ","2500,,2500","7.7KM2,7.7KM2",助言H21.1.5I0323大分県豊後高田土木事務所,大成ジオテック(株),"H20.12.25
H21.3.25"
大分県,"玖珠町,九重町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","6.2KM2,6.2KM2",助言H21.1.8I0333大分県玖珠土木事務所,(株)パスコ,"H20.8.8
H21.3.13"
大分県,"佐伯市,",土地区画整理,座標変換,２級,5point,助言H21.1.30I0347佐伯市,九建設計株式会社,"H21.2.2
H21.3.13"
大分県,"大分市,",河川計画,水準,２級,1km,"助言H21.2.23I0385九州地方整備局大分河川国道事
務所","ファーストコンサルタンツ株式会
社","H21.2.23
H21.3.31"
大分県,"大分市,",都市計画,"基準点,水準","３級,,３級","4point,4.5km",助言H21.2.23I0386大分市,東亜コンサルタント株式会社,"H21.2.23
H21.3.27"
大分県,"佐伯市,",地盤高データ作成,"その他,その他","グラウンドデータ作成,,グリットデータ作成","135.8KM2,149.2KM2","助言H21.3.4I0403九州地方整備局佐伯河川国道事
務所",東亜建設技術(株),"H21.2.3
H21.8.31"
宮崎県,"新富町,",その他,"カラー撮影,白地図等,空三,水準","8000,,1000,,8000,,簡級","15KM2,15KM2,26M,21km",助言H20.5.2I0009熊本防衛支局,昭和(株),"H20.5.2
H20.7.31"
宮崎県,"宮崎市,",土地改良,"基準点,基準点","２級,,４級","6point,0.2KM2",助言H20.5.1I0011宮崎県,"宮崎県土地改良事業団体連合
会","H20.5.7
H21.3.31"
宮崎県,"野尻町,",土地改良,"基準点,基準点","２級,,４級","3point,0.1KM2",助言H20.5.1I0012宮崎県,"宮崎県土地改良事業団体連合
会","H20.5.7
H21.3.31"
宮崎県,"空白,",農業・農村基盤図,"カラー撮影,ディジタルオルソ","15000,,2500","6963KM2,6963KM2",助言H20.5.27I0017宮崎県土地改良事業団体連合会,エヌ・ティ・ティエムイー,"H20.5.27
H21.3.10"
宮崎県,"都城市,",土地改良,"基準点,基準点","２級,,４級","7point,0.5KM2",助言H20.5.26I0019宮崎県,"宮崎県土地改良事業団体連合
会","H20.6.16
H21.3.31"
宮崎県,"三股町,",都市計画,"カラー撮影,空三","10000,,10000","110KM2,110KM2",助言H20.5.28I0023三股町,朝日航洋(株),"H20.4.21
H21.3.27"
宮崎県,"都城市,",固定資産,"カラー撮影,空三","10000,,10000","653.3KM2,2575M",助言H20.6.6I0029都城市,朝日航洋(株),"H20.6.6
H20.12.15"
宮崎県,"宮崎市,",土地区画整理,"基準点,基準点","３級,,４級","2point,16point",助言H20.6.16I0033宮崎県宮崎市役所,有限会社ダイヤコンサルタント,"H20.6.16
H20.7.30"
宮崎県,"西都市,",河川計画,"撮影,写測修正","8000,,1000","28.5KM2,3.8KM2",助言H20.6.19I0035宮崎県　西都土木事務所,朝日航洋(株),"H20.6.19
H20.9.1"
宮崎県,"宮崎市,",海岸保全,"基準点,水準","１級,,３級","9point,7.3km",助言H20.6.26I0040宮崎河川国道工事事務所,南興測量設計(株),"H20.5.23
H21.3.19"
宮崎県,"串間市,",道路計画,"撮影,水準,空三,数値図化","12500,,簡級,,12500,,2500   ","17KM2,13.3km,5M,5.9KM2","助言H20.8.27I0105九州地方整備局宮崎河川国道事
務所",写測エンジニアリング（株）,"H20.8.25
H21.2.1"
