都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
新潟県,"柏崎市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級","3point,9point,0.3KM2,0.3KM2",助言H20.7.30D0058新潟県柏崎地域振興局,新潟県土地改良事業団体連合,"H20.7.22
H21.3.10"
新潟県,"南魚沼市,",地盤変動調査,水準,２級,22km,助言H20.8.11D0059南魚沼市,(株)新和測量設計事務所,"H20.7.30
H20.12.22"
新潟県,"上越市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級","11point,22point,2KM2,2KM2",助言H20.8.11D0060新潟県　上越地域振興局,新潟県土地改良事業団体連合,"H20.7.28
H21.3.10"
新潟県,"新潟市,聖籠町,",港湾計画,水準,２級,45km,"助言H20.8.11D0062北陸地方整備局　新潟港湾・空港整
備事務所",(株)山岸測量事務所,"H20.8.20
H21.2.13"
新潟県,"長岡市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","6point,30point,0.6KM2",助言H20.8.11D0063新潟県長岡地域振興局,大原技術(株),"H20.8.8
H21.3.10"
新潟県,"上越市,",ほ場整備,"基準点,基準点,基準点,数値図化","２級,,３級,,４級,,1000","6point,4point,0.5KM2,0.5KM2",助言H20.8.19D0068新潟県上越地域振興局,新潟県土地改良事業団体連合,"H20.8.11
H21.3.10"
新潟県,"上越市,",ほ場整備,"基準点,基準点,基準点,数値図化","２級,,３級,,４級,,1000","3point,6point,0.6KM2,0.6KM2",助言H20.8.19D0069新潟県上越地域振興局,新潟県土地改良事業団体連合,"H20.8.11
H21.3.10"
新潟県,"長岡市,",都市計画,"既成図数値化,数値図修正,数値図修正","2500,,1000,,2500","87KM2,87KM2,87KM2",助言H20.8.25D0070長岡市,(株)パスコ,"H20.6.24
H21.3.25"
新潟県,"佐渡市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級","2point,2point,0.1KM2,0.1KM2",助言H20.8.25D0074新潟県　佐渡地域振興局,新潟県土地改良事業団体連合,"H20.8.18
H21.3.10"
新潟県,"佐渡市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級","4point,11point,0.2KM2,0.2KM2",助言H20.8.25D0075新潟県　佐渡地域振興局,新潟県土地改良事業団体連合,"H20.8.18
H21.3.10"
新潟県,"新潟市,",地盤変動調査,水準,２級,63.5km,"助言H20.8.26D0078北陸農政局　信濃川水系土地改良調
査管理事務所",(株)トップライズ,"H20.8.1
H20.10.31"
新潟県,"佐渡市,",ほ場整備   ,"基準点,基準点,基準点","２級,,３級,,４級","5point,5point,53point",助言H20.8.28D0080新潟県　佐渡地域振興局,(株)新栄技術,"H20.7.24
H21.3.13"
新潟県,"新発田市,",都市計画,"既成図数値化,座標変換,数値図修正,数値図化,編集","2500,,,,2500,,2500,,10000","100.2KM2,100.2KM2,100.2KM2,24.9KM2,125.1KM2",助言H20.8.28D0081新発田市,(株)パスコ,"H20.8.11
H20.11.28"
新潟県,"魚沼市,",地籍調査,基準点,,11point,助言H20.8.28D0082魚沼市,(株)十日町測量,"H20.9.1
H20.12.1"
新潟県,"村上市,粟島浦村,新潟市,長岡市,糸魚川市,",海岸保全,カラー撮影,8000,176.9KM2,助言H20.9.1D0086新潟県,(株)ナカノアイシステム,"H20.8.5
H20.10.31"
新潟県,"南魚沼市,",道路台帳,数値図化,500,8.6KM2,助言H20.9.4D0088南魚沼市,(株)ナカノアイシステム,"H20.4.1
H21.3.31"
新潟県,"新潟市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級,,","4point,6point,0.7KM2,0.7KM2",助言H20.9.4D0089新潟県　新潟地域振興局,新潟県土地改良事業団体連合,"H20.9.1
H21.3.10"
新潟県,"加茂市,三条市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級,,","11point,22point,2.7KM2,2.7KM2",助言H20.9.4D0090新潟県　三条地域振興局,新潟県土地改良事業団体連合,"H20.9.1
H21.3.10"
新潟県,"燕市,",総合計画,"数値図化,数値図化","1000,,2500","52KM2,58.9KM2",助言H20.9.4D0091燕市,(株)オリス,"H20.5.23
H22.3.29"
新潟県,"上越市,",地盤変動調査,水準,２級,71km,助言H20.9.8D0094上越市,(株)ナカノアイシステム,"H20.9.10
H21.1.24"
新潟県,"胎内市,",ほ場整備,"基準点,基準点,基準点,その他","２級,,３級,,４級,,","2point,15point,1.5KM2,1.5KM2",助言H20.9.11D0095新潟県新発田地域振興局,新潟県土地改良事業団体連合,"H20.8.18
H21.2.13"
新潟県,"新発田市,",地盤変動調査,水準,２級,10km,助言H20.10.9D0097新潟県　　新発田市,(株)ナルサワコンサルタント,"H20.9.12
H20.12.22"
新潟県,"新発田市,",都市計画,"基準点,数値図化",４級,"54point,0.1KM2",助言H20.10.6D0101新潟県　　新発田市,(株)オオバ,"H20.9.3
H21.3.16"
新潟県,"上越市,",砂防計画,数値図化,2500,9.4KM2,助言H20.10.15D0103新潟県上越地域振興局,(株)日測,"H20.8.12
H20.12.9"
新潟県,"魚沼市,",その他,基準点,,86point,助言H20.10.15D0105新潟県　　魚沼市,(株)十日町測量,"H20.10.1
H21.1.31"
新潟県,"新潟市,新発田市,",道路計画,"数値図化,既成図数値化,数値図修正,座標変換","1000,,1000,,1000,,","1.8KM2,1.1KM2,0.4KM2,1.5KM2",助言H20.10.15D0106北陸地方整備局新潟国道事務所,(株)パスコ,"H20.8.26
H20.12.26"
新潟県,"村上市,",土地区画整理,"基準点,基準点","２級,,３級","1point,3point",助言H20.10.15D0107村上駅西開発株式会社,(株)都計,"H20.9.5
H20.11.30"
新潟県,"胎内市,",河川管理,"カラー撮影,数値図化","12500,,2500","11.6KM2,2.6KM2",助言H20.10.15D0108新潟県新発田地域振興局,(株)オリス,"H20.9.10
H21.3.10"
新潟県,"柏崎市,",宅地開発,"基準点,基準点","３級,,４級","5point,54point","助言H20.10.15D0109独立行政法人中小企業基盤整備機
構関東支部信越事務所",(株)ナルサワコンサルタント,"H20.10.14
H21.2.27"
新潟県,"佐渡市,",下水道計画,数値図化,500,0.6KM2,助言H20.10.23D0110新潟県　　佐渡市,(株)オリス,"H20.9.16
H20.11.24"
新潟県,"糸魚川市,",土地区画整理,"基準点,基準点","３級,,４級","3point,10point","助言H20.10.23D0111上刈道保地区土地区画整理組合設
立準備委員会",(株)サンワコン,"H20.10.20
H20.11.28"
新潟県,"糸魚川市,",土地区画整理,"基準点,基準点","３級,,４級","2point,5point","助言H20.10.23D0112上刈長面地区土地区画整理組合設
立準備委員会",(株)サンワコン,"H20.10.20
H20.11.28"
新潟県,"関川村,村上市,",砂防計画,数値図化,2500,1.3KM2,助言H20.11.6D0117新潟県村上地域振興局,国際航業(株),"H20.10.24
H20.12.24"
新潟県,"阿賀野市,",下水道計画,"撮影,空三,数値図化","4000,,500","1.7KM2,7M,0.2KM2",助言H20.11.6D0119新潟県　　阿賀野市,(株)オリス,"H20.9.26
H21.1.23"
新潟県,"新発田市,関川村,",砂防計画,基準点,２級,4point,"助言H20.11.6D0122北陸地方整備局飯豊山系砂防事務
所",(株)日測,"H20.10.23
H20.12.25"
新潟県,"上越市,",地すべり対,"数値撮影,数値図化","16cm,,2500","274KM2,19.9KM2",助言H20.11.12D0124新潟県上越地域振興局,(株)ナカノアイシステム,"H20.10.27
H21.3.13"
新潟県,"村上市,",河川管理,"カラー撮影,数値図化","12500,,2500","6.9KM2,1.2KM2",助言H20.11.17D0125新潟県村上地域振興局,(株)ナカノアイシステム,"H20.9.26
H21.1.23"
新潟県,"南魚沼市,湯沢町,",砂防計画,数値図化,2500,130KM2,助言H20.11.17D0128北陸地方整備局湯沢砂防事務所,中日本航空(株),"H20.8.2
H21.2.20"
新潟県,"魚沼市,南魚沼市,",砂防計画,数値図化,2500,124.6KM2,助言H20.11.17D0129北陸地方整備局湯沢砂防事務所,アジア航測(株),"H20.8.2
H21.2.20"
新潟県,"妙高市,",土地区画整理,基準点,３級,4point,助言H20.11.17D0130石塚大崎土地区画整理組合,(株)都計,"H20.11.20
H21.6.30"
新潟県,"糸魚川市,",土地区画整理,"基準点,基準点","３級,,４級","1point,25point",助言H20.11.27D0132山崎地区土地区画整理組合,(株)サンワコン,"H20.11.17
H21.3.31"
新潟県,"村上市,",河川計画,縦横断,2500,18.5KM2,"助言H20.12.11D0136北陸地方整備局羽越河川国道事務
所",(株)パスコ,"H20.11.14
H21.3.13"
新潟県,"上越市,",河川計画,"カラー撮影,数値図化","4000,,500","19.6KM2,1.3KM2","助言H20.12.12D0142北陸地方整備局高田河川国道事務
所",(株)ナカノアイシステム,"H20.11.26
H21.3.31"
新潟県,"新潟市,",都市計画,数値図化,2500,59.6KM2,助言H20.12.16D0146新潟県　　新潟市,アジア航測(株),"H20.11.11
H21.3.13"
新潟県,"柏崎市,",砂防計画,"カラー撮影,直接定位計算,数値図化","10000,,2500","10KM2,10KM2,10KM2",助言H20.12.16D0147新潟県柏崎地域振興局,(株)オリス,"H20.12.10
H21.3.15"
新潟県,"五泉市,三条市,田上町,加茂市,出雲崎町,阿賀野市,見附市,",土地改良,"数値撮影,直接定位計算,ディジタルオルソ","25cm,,2500","975KM2,32point,975KM2",助言H21.1.13D0150新潟県土地改良事業団体連合会,(株)ナカノアイシステム,"H20.7.16
H21.2.13"
新潟県,"十日町市,湯沢町,津南町,",砂防計画,"カラー撮影,数値図化","12500,,2500","353KM2,24KM2",助言H21.1.7D0153北陸地方整備局湯沢砂防事務所,三和航測(株),"H20.9.25
H21.2.27"
新潟県,"長岡市,",砂防計画,"撮影,直接定位計算,水準","10000,,,,簡級","72.5KM2,72.5KM2,30km",助言H21.1.19D0156新潟県　長岡地域振興局,三和航測(株),"H20.10.21
H21.1.18"
新潟県,"新潟市,",下水道計画,"カラー撮影,直接定位計算,数値図化","5000,,500","56point,1.9KM2,1.9KM2",助言H21.2.2D0157新潟県　　新潟市,(株)オリス,"H20.12.9
H21.3.30"
新潟県,"糸魚川市,",砂防計画,数値図化,2500,6.3KM2,助言H21.2.16D0162新潟県糸魚川地域振興局,(株)ナカノアイシステム,"H21.2.2
H21.3.15"
新潟県,"上越市,",下水道計画,数値図化,500,0.1KM2,助言H21.3.5D0165新潟県　　上越市,(株)ナカノアイシステム,"H21.2.20
H21.3.19"
新潟県,"十日町市,",総合計画,"数値図化,数値図化,数値図化","1000,,2500,,5000","19.9KM2,68.5KM2,90.1KM2",助言H21.3.5D0167新潟県　　十日町市,(株)ナカノアイシステム,"H20.11.4
H21.3.31"
新潟県,"粟島浦村,",砂防計画,数値図化,2500,1.3KM2,助言H21.3.24D0169新潟県村上地域振興局,アジア航測(株),"H20.12.15
H21.3.25"
福島県県境新潟県,"西会津町,県境阿賀町,",河川計画,航空レーザ,,40KM2,"助言H21.3.31D0176北陸地方整備局阿賀野川河川事務
所",アジア航測(株),"H21.3.30
H21.6.30"
富山県,"滑川市,",都市計画,"数値図化,数値図修正","2500,,2500","44.9KM2,9.7KM2",助言H20.5.20D0014富山県　滑川市,エー・ピー・エス,"H20.5.1
H20.10.31"
富山県,"高岡市,",ほ場整備,"基準点,基準点","２級,,３級","4point,6point",助言H20.7.1D0037富山県　　高岡市,北陸航測(株),"H20.6.30
H20.8.29"
富山県,"舟橋村,上市町,立山町,",下水道計画,"カラー撮影,空三,水準","5000,,,,３級","15.1KM2,58M,47km",助言H20.7.23D0051中新川広域行政事業組合,(株)エー・ピー・エス,"H20.7.2
H20.9.30"
富山県,"富山市,立山町,",砂防計画,"数値撮影,数値撮影,航空レーザ,航空レーザ,数値図化,数値図化","12cm,,18cm,,2500,,1000,,2500,,1000","121.3KM2,6KM2,65KM2,6KM2,65KM2,6KM2",助言H20.8.11D0064北陸地方整備局立山砂防事務所,国際航業(株),"H20.7.2
H21.3.23"
富山県,"空白,",土地改良,"カラー撮影,ディジタルオルソ","15000,,2500","2745KM2,2745KM2",助言H20.8.11D0065富山県土地改良事業団体連合会,(株)エー・ピー・エス,"H20.7.14
H21.2.27"
富山県,"南砺市,",道路計画,"基準点,路線","２級,,","2point,1.1km",助言H20.8.28D0079富山県　砺波土木センター,(株)北陸工営,"H20.8.18
H20.11.28"
富山県,"黒部市,魚津市,",土地改良,"カラー撮影,空三,数値図化","8000,,,,1000","6KM2,6KM2,2.4KM2",助言H20.8.28D0083富山県　新川農林振興センター,(株)エー・ピー・エス,"H20.8.20
H20.12.15"
富山県,"南砺市,",砂防計画,数値図化,2500,5.2KM2,助言H20.10.6D0096富山県砺波土木センター,国際航業(株),"H20.9.10
H20.10.31"
富山県,"高岡市,",河川計画,"基準点,基準点","２級,,４級","11point,110point","助言H20.10.15D0104北陸農政局西北陸土地改良調査管
理事務所",日化エンジニアリング(株),"H20.10.14
H20.10.31"
富山県,"立山町,",その他,基準点,１級,6point,助言H20.10.23D0113富山県道路公社,(株)国土開発センター,"H20.9.29
H21.1.13"
富山県,"立山町,",下水道計画,数値図化,500,4.5KM2,助言H20.10.23D0115中新川広域行政事務組合,(株)エー・ピー・エス,"H20.10.15
H21.3.23"
富山県,"富山市,舟橋村,立山町,",河川計画,"撮影,数値図修正","12500,,2500","96.9KM2,96.9KM2","助言H20.11.27D0131北陸地方整備局富山河川国道事務
所",北陸航測(株),"H20.10.18
H21.3.13"
富山県,"射水市,高岡市,",河川管理,基準点,１級,18point,"助言H20.11.27D0134北陸地方整備局富山河川国道事務
所",(株)協同測量社,"H20.11.20
H21.2.27"
富山県,"高岡市,",固定資産,"数値撮影,直接定位計算,ディジタルオルソ","9.6ｃｍ,,,,1000","209.4KM2,209.4KM2,209.4KM2",助言H20.12.11D0137富山県　　高岡市,国際航業(株),"H20.9.10
H21.3.31"
富山県,"富山市,",河川管理,基準点,１級,13point,"助言H20.12.11D0138北陸地方整備局富山河川国道事務
所",舘下コンサルタンツ(株),"H20.10.18
H21.3.6"
富山県,"砺波市,",農地開発,"基準点,基準点,水準","３級,,４級,,３級","7point,8point,12km","助言H20.12.12D0145北陸農政局　西北陸土地改良調査管
理事務所",建設技研コンサルタンツ(株),"H20.12.4
H20.12.26"
富山県,"高岡市,射水市,",河川管理,基準点,１級,16point,"助言H20.12.16D0149北陸地方整備局富山河川国道事務
所",黒田整地開発(株),"H20.12.15
H21.3.23"
富山県,"富山市,",河川管理,基準点,１級,22point,"助言H21.1.6D0151北陸地方整備局富山河川国道事務
所",(株)明和,"H20.12.18
H21.3.31"
富山県,"富山市,",都市計画,"カラー撮影,カラー撮影,写真図,写真図","1000,,2500,,1000,,2500","355.7KM2,366.4KM2,355.7KM2,366.4KM2",助言H21.1.6D0152富山県　　富山市,(株)NTT西日本－北陸,"H20.8.29
H21.2.27"
富山県,"南砺市,",総合計画,"数値図化,編集","2500,,10000","153.7KM2,153.7KM2",助言H21.1.6D0154富山県　　南砺市,（株）ジーアイエス北陸,"H20.6.14
H21.2.27"
富山県,"富山市,",地盤変動調査,水準,１級,1point,助言H21.2.3D0161富山県,(株)上智,"H21.2.5
H21.3.10"
富山県,"富山市,",街区基準点復旧,基準点,街区多角点,3point,助言H21.3.24D0170富山県　　富山市,(株)寺島コンサルタント,"H21.3.17
H21.4.16"
富山県,"砺波市,",土地区画整理,"基準点,基準点","３級,,４級","4point,53point","助言H21.3.30D0172砺波市出町東部第2土地区画整理組
合",昭和(株),"H21.4.6
H21.8.31"
富山県,"高岡市,砺波市,南砺市,射水市,",河川管理,"撮影,空三,数値図修正","12500,,,,2500","93.1KM2,25M,32KM2","助言H21.3.30D0174北陸地方整備局富山河川国道事務
所",(株)協同測量社,"H21.3.11
H21.11.30"
富山県,"高岡市,砺波市,小矢部市,射水市,",河川計画,"数値撮影,数値図化,数値図修正","12500,,2500,,2500","116KM2,7.5KM2,23.6KM2","助言H21.3.30D0175北陸地方整備局富山河川国道事務
所",(株)協同測量社,"H21.3.11
H21.11.30"
富山県,"朝日町,",下水道計画,"数値撮影,数値図化,水準","10ｃｍ,,500,,簡級","10.6KM2,3.3KM2,25.4km",助言H20.4.1D0190富山県　　朝日町,(株)ナカノアイシステム,"H20.2.22
H20.6.25"
石川県,"能美市,",土地区画整理,"基準点,基準点,基準点,水準","１級,,２級,,３級,,３級","1point,3point,8point,5.2km",助言H20.5.19D0011能美市土地開発公社,(株)日本海コンサルタント,"H20.5.7
H20.8.28"
石川県,"白山市,",固定資産,"数値撮影,直接定位計算","10cm,,","977point,39point",助言H20.5.20D0013石川県　白山市,（株）ジーアイエス北陸,"H20.4.22
H20.8.29"
石川県,"能美市,",土地区画整理,"基準点,基準点","２級,,３級","2point,7point","助言H20.5.23D0015根上町小松インター西山口地区土地
区画整理組合",(株)日本海コンサルタント,"H20.5.20
H20.8.29"
石川県,"能登町,",ほ場整備,基準点,２級,6point,助言H20.6.23D0032石川県奥能登農林総合事務所,日本海測量(株),"H20.6.12
H20.10.31"
石川県,"輪島市,珠洲市,穴水町,能登町,",土地改良,"数値撮影,ディジタルオルソ","15000,,2500","1182KM2,1182KM2",助言H20.6.24D0035石川県土地改良事業団体連合会,(株)NTT西日本-北陸,"H20.6.23
H20.10.31"
石川県,"志賀町,",固定資産,数値撮影,16cm,246.5KM2,助言H20.7.23D0046石川県　　志賀町,(株)パスコ,"H20.7.20
H21.3.27"
石川県,"金沢市,羽咋市,かほく市,内灘町,志賀町,宝達志水町,",海岸保全   ,カラー撮影,10000,20.1KM2,助言H20.7.23D0048石川県,北陸航測(株),"H20.6.27
H20.9.12"
石川県,"輪島市,",砂防計画,数値図化,2500,29.5KM2,助言H20.7.23D0049石川県奥能登土木総合事務所,"(株)北日本ジオグラフィ
(株)国土開発センター
セントラル航業(株)
日本海航測(株)","H20.5.31
H20.8.11"
石川県,"白山市,",砂防計画,"空三,数値図化,水準",",,2500,,簡級","52M,24.6KM2,20.1km",助言H20.7.23D0050石川県石川土木総合事務所,"(株)北日本ジオグラフィ
(株)国土開発センター
セントラル航業(株)
(株)太陽測地社
(株)大扇地理","H20.6.5
H21.3.19"
石川県,"金沢市,",固定資産,数値撮影,10000,241.7KM2,助言H20.8.11D0061金沢市,"セントラル航業(株)
国際航業(株)","H20.7.22
H20.11.30"
石川県,"小松市,",下水道計画,数値図化,1000,1.8KM2,助言H20.8.19D0066小松市,（株）ジーアイエス北陸,"H20.7.29
H20.12.15"
石川県,"小松市,",ほ場整備,基準点,２級,4point,助言H20.8.19D0067石川県南加賀農林総合事務所,石川県土地改良事業団体連合,"H20.8.1
H20.9.1"
石川県,"金沢市,",固定資産,基準点,４級,0.2KM2,助言H20.8.25D0071金沢地方法務局,(株)石野測量事務所,"H20.9.1
H21.3.31"
石川県,"金沢市,白山市,",地盤変動調査,水準,１級,67km,助言H20.8.25D0076石川県,セントラル航業(株),"H20.8.1
H20.10.31"
石川県,"七尾市,",地盤変動調査,水準,１級,33km,助言H20.8.25D0077石川県,(株)利水社,"H20.8.1
H20.11.30"
石川県,"津幡町,",都市再生街区基本調査,基準点,街区点,0.7KM2,助言H20.8.28D0084土地・水資源局国土調査課,(株)鳥越,"H20.9.27
H21.3.11"
石川県,"津幡町,",都市再生街区基本調査,基準点,街区点,0.4KM2,助言H20.8.28D0085土地・水資源局国土調査課,北陸航測(株),"H20.9.27
H21.2.3"
石川県,"七尾市,",都市計画,数値図化,2500,7.6KM2,助言H20.9.1D0087七尾市,（株）ジーアイエス北陸,"H20.7.23
H20.12.25"
石川県,"七尾市,",地盤変動調査,水準,１級,9.8km,助言H20.9.4D0092七尾市,(株)利水社,"H20.9.1
H20.9.30"
石川県,"白山市,",砂防計画,"航空レーザ,その他",",,","205.5KM2,13.4km","助言H20.10.6D0098北陸地方整備局金沢河川国道事務
所",(株)パスコ,"H20.8.21
H21.2.27"
石川県,"宝達志水町,",ほ場整備,基準点,２級,6point,助言H20.10.6D0100石川県中能登農林総合事務所,羽咋測量設計(株),"H20.9.16
H20.10.31"
石川県,"金沢市,",砂防計画,数値図化,2500,12.1KM2,助言H20.10.23D0114石川県県央土木総合事務所,(株)太陽測地社,"H20.5.29
H20.10.31"
石川県,"中能登町,",ほ場整備,基準点,２級,11point,助言H20.11.6D0120石川県中能登農林総合事務所,(株)旭,"H20.10.20
H20.11.25"
石川県,"志賀町,",下水道計画,"カラー撮影,数値図化","5000,,500","1.1KM2,1.1KM2",助言H20.11.6D0121石川県　　志賀町,(株)北日本ジオグラフィ,"H20.10.20
H21.1.30"
石川県,"白山市,",ほ場整備,"基準点,基準点,数値図化","２級,,３級,,500","5point,9point,0.3KM2",助言H20.11.27D0133石川県石川農林総合事務所,(株)加能技研,"H20.11.17
H21.3.13"
石川県,"加賀市,",土地改良,基準点,２級,2point,助言H20.11.27D0135加賀市土地改良区,(株)小畑設計事務所,"H20.11.6
H21.1.30"
石川県県境福井県,"小松市,加賀市,県境あわら市,坂井市,福井市,",鉄道計画,数値撮影,10.8cm,90.6KM2,"助言H20.12.24D0139独立行政法人　鉄道建設・運輸施設
整備支援機構　鉄道建設本部大阪支
社",アジア航測(株),"H20.11.20
H21.3.5"
石川県,"金沢市,",砂防計画,数値図化,2500,6.8KM2,助言H20.12.12D0140石川県県央土木総合事務所,日本海航測(株),"H20.11.21
H21.3.10"
石川県,"金沢市,",都市計画,数値図修正,1000,241.7KM2,助言H20.12.12D0141石川県　　金沢市,セントラル航業(株),"H20.7.29
H21.3.25"
石川県,"金沢市,",道路計画,"カラー撮影,数値図化","5000,,500","5.8KM2,0.4KM2",助言H20.12.12D0143石川県県央土木総合事務所,日本海航測(株),"H20.10.27
H21.2.10"
石川県,"中能登町,",ほ場整備,基準点,３級,13point,助言H20.12.12D0144石川県中能登農林総合事務所,石川都市開発(株),"H20.11.25
H21.3.10"
石川県,"津幡町,",ほ場整備,"数値図化,基準点,基準点,基準点","500,,２級,,３級,,４級","0.1KM2,1point,7point,16point",助言H20.12.16D0148石川県県央農林総合事務所,"(株)利水社
石川県土地改良事業団体連合","H20.12.3
H20.12.31"
石川県,"小松市,",道路台帳,"数値図化,既成図数値化","500,,500","1.8km,7km",助言H21.1.7D0155石川県　　小松市,セントラル航業(株),"H20.11.4
H21.3.31"
石川県,"宝達志水町,羽咋市,",道路計画,"カラー撮影,空三,数値図化","8000,,,,1000","0.7KM2,0.7KM2,0.7KM2","助言H21.2.3D0158北陸地方整備局金沢河川国道事務
所",北陸航測(株),"H20.10.10
H21.2.27"
石川県,"津幡町,",砂防計画,"空三,水準",簡級,"28M,18.9km",助言H21.2.3D0159石川県県央土木総合事務所,(株)太陽測地社,"H20.12.26
H21.3.10"
石川県,"金沢市,かほく市,白山市,能美市,野々市町,津幡町,内灘町,志賀町,",その他,"カラー撮影,ディジタルオルソ","15000,,2500","879KM2,879KM2",助言H21.2.3D0160石川県土地改良事業団体連合会,西日本電信電話株式会社,"H21.1.26
H21.3.31"
石川県,"金沢市,",土地区画整理,基準点,２級,3point,助言H21.3.3D0164金沢市三池高柳土地区画整理組合,(株)東洋設計,"H21.2.19
H21.3.31"
石川県,"七尾市,",都市計画,"数値図化,数値図修正","2500,,2500","0.8KM2,1.9KM2",助言H21.3.9D0168石川県　　七尾市,(株)北日本ジオグラフィ,"H21.2.25
H21.3.25"
石川県,"金沢市,",土地区画整理,基準点,２級,6point,助言H21.3.30D0171金沢市田上第五土地区画整理組合,(株)東洋設計,"H21.3.30
H21.4.30"
石川県,"輪島市,加賀市,小松市,川北町,七尾市,",土地改良,ディジタルオルソ,2500,552KM2,助言H20.4.1D0189石川県土地改良事業団体連合会,日本海航測(株),"H20.3.31
H20.3.31"
福井県,"池田町,",ダム計画,"数値撮影,航空レーザ,数値図化,ディジタルオルソ","12cm,,1000,,1000,,5000","18.2KM2,3.9KM2,3.9KM2,6.4KM2","助言H20.5.19D0006近畿地方整備局足羽川ダム工事事務
所",国際航業,"H20.4.24
H20.7.31"
福井県,"越前市,",土地区画整理,基準点,４級,13point,助言H20.5.19D0010北府北部土地区画整理組合,(株)サンワコン,"H20.5.7
H20.8.31"
福井県,"あわら市,",土地区画整理,"基準点,基準点,基準点,基準点","２級,,３級,,４級","4point,17point,71point,1424point",助言H20.5.20D0012金津東部土地区画整理組合,(株)サンワコン,"H20.5.26
H21.3.31"
福井県,"福井市,",総合計画,"撮影,ディジタルオルソ,数値図化","10000,,1000,,1000","536.2KM2,536.2KM2,4.8KM2",助言H20.5.30D0016福井県　　福井市,(株)パスコ,"H20.6.1
H21.3.24"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,1KM2,"助言H20.6.3D0019国土交通省土地・水資源局国土調査
課",(株)帝国コンサルタント   ,"H20.6.25
H21.2.9"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.7KM2,"助言H20.6.3D0020国土交通省土地・水資源局国土調査
課",丸一調査設計(株),"H20.6.25
H20.12.16"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.5KM2,"助言H20.6.3D0021国土交通省土地・水資源局国土調査
課",丸一調査設計(株),"H20.6.25
H20.11.25"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.7KM2,"助言H20.6.3D0022国土交通省土地・水資源局国土調査
課",(株)帝国コンサルタント,"H20.6.25
H20.12.16"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.8KM2,"助言H20.6.3D0023国土交通省土地・水資源局国土調査
課",中央測量設計(株),"H20.6.25
H21.1.7"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.6KM2,"助言H20.6.3D0024国土交通省土地・水資源局国土調査
課",(株)利水社,"H20.6.25
H20.12.8"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.6KM2,"助言H20.6.3D0025国土交通省土地・水資源局国土調査
課",(株)サンワコン,"H20.6.25
H20.12.4"
福井県,"福井市,",都市再生街区基本調査,基準点,街区点,0.8KM2,"助言H20.6.3D0026国土交通省土地・水資源局国土調査
課","澤田調査設計・アーツ共同企業
体","H20.6.25
H21.1.7"
福井県,"おおい町,",都市計画,数値図化,2500,20.3KM2,助言H20.6.5D0028福井県　　おおい町,朝日航洋(株),"H20.1.10
H20.6.30"
福井県,"鯖江市,",固定資産,数値撮影,16cm,84.8KM2,助言H20.6.23D0029福井県　　鯖江市,(株)パスコ,"H20.6.3
H20.9.30"
福井県,"越前市,",総合計画,"数値撮影,ディジタルオルソ","12cm,,1000","230.8KM2,230.8KM2",助言H20.6.23D0031福井県　　越前市,国際航業(株),"H20.6.16
H21.3.16"
福井県,"大野市,",土地区画整理,基準点,２級,2point,助言H20.7.7D0041北部第三土地区画整理組合,(株)サンワコン,"H20.7.8
H20.8.31"
福井県,"福井市,",固定資産,基準点,４級,105point,助言H20.7.23D0045福井地方法務局,(株)西岡設計事務所,"H20.7.11
H21.3.31"
福井県,"福井市,敦賀市,大野市,鯖江市,あわら市,越前市,南越前町,美浜町,高浜町,",土地改良,"カラー撮影,ディジタルオルソ","15000,,2500","1719KM2,1719KM2",助言H20.7.23D0047福井県土地改良事業団体連合会,中日本航空(株),"H20.7.14
H20.7.14"
福井県,"あわら市,",下水道計画,数値図化,500,0.2KM2,助言H20.7.30D0056福井県　　あわら市,(株)パスコ,"H20.7.18
H20.10.20"
福井県,"福井市,",砂防計画,数値図化,2500,22.8KM2,助言H20.8.25D0072福井県　福井土木事務所,アジア航測(株),"H20.8.25
H20.8.28"
福井県,"大野市,",砂防計画,基準点,１級,3point,"助言H20.8.25D0073近畿地方整備局福井河川国道事務
所",(株)協立測量設計,"H20.8.1
H20.8.15"
福井県,"鯖江市,",都市計画,数値図化,2500,84.8KM2,助言H20.9.8D0093鯖江市,(株)サンワコン,"H20.8.18
H21.3.25"
福井県,"福井市,",河川計画,縦横断,,15km,"助言H20.10.6D0099近畿地方整備局福井河川国道事務
所",中央測量設計(株),"H20.9.5
H21.3.10"
